epoch,beta,d_id,d_180,sym_min,asc_pos,n_sym,n_total
0,1.0,0.7451081275939941,0.785906970500946,0.6597957611083984,0.7181894779205322,60,150
1,1.0,0.758906364440918,0.7739710211753845,0.6412200331687927,0.7243568897247314,30,120
2,1.0,0.6547568440437317,0.7921767830848694,0.5784708857536316,0.5940430164337158,80,120
3,1.0,0.6543322205543518,0.7669119238853455,0.5349541902542114,0.5955769419670105,70,149
4,1.0,0.6566817164421082,0.7456125020980835,0.5066987872123718,0.5768232345581055,86,176
5,1.0,0.5122132301330566,0.7081993222236633,0.35431376099586487,0.37661561369895935,80,120
6,1.0,0.6979325413703918,0.6701677441596985,0.5527942776679993,0.6796568036079407,36,124
7,1.0,0.6381059288978577,0.6879464983940125,0.4307135045528412,0.6289849877357483,40,120
8,1.0,0.5030428767204285,0.8363799452781677,0.4346899092197418,0.4405154287815094,60,160
9,1.0,0.5266942977905273,0.7790026664733887,0.4125102162361145,0.43402689695358276,40,120
10,1.0,0.40270182490348816,0.7447891235351562,0.2710739076137543,0.4001941978931427,50,130
11,1.0,0.49426212906837463,0.8392680883407593,0.44650620222091675,0.47241851687431335,67,137
12,1.0,0.3957552909851074,0.7767295241355896,0.33072641491889954,0.33072641491889954,80,150
13,1.0,0.3426082134246826,0.8652896285057068,0.31116652488708496,0.3426082134246826,20,120
14,1.0,0.4211019277572632,0.812415361404419,0.33192214369773865,0.41865628957748413,60,110
15,1.0,0.4414162337779999,0.7767136693000793,0.3315337896347046,0.4414162337779999,70,170
16,1.0,0.3107357621192932,0.8282089829444885,0.23790737986564636,0.23790737986564636,50,130
17,1.0,0.39861178398132324,0.7559757232666016,0.26635441184043884,0.2736343741416931,60,120
18,1.0,0.3226647675037384,0.8191543221473694,0.2499648630619049,0.3197445869445801,80,110
19,1.0,0.49334007501602173,0.691616415977478,0.28085339069366455,0.3516470789909363,60,130
20,1.0,0.3727700412273407,0.8429721593856812,0.32046937942504883,0.3727700412273407,90,150
21,0.9,0.24236054718494415,0.8256705403327942,0.18209901452064514,0.24236054718494415,30,140
22,0.8,0.3613843619823456,0.8541067242622375,0.30713018774986267,0.3226816654205322,80,130
23,0.7,0.39014479517936707,0.7819358110427856,0.29216134548187256,0.35947179794311523,70,128
24,0.6,0.4591238498687744,0.7482386827468872,0.3319689631462097,0.4120723605155945,130,150
25,0.5,0.5260481238365173,0.7447938323020935,0.36745479702949524,0.48824867606163025,100,170
26,0.4,0.38699159026145935,0.7818959355354309,0.25229376554489136,0.3331124782562256,80,120
27,0.3,0.4099171757698059,0.7915303111076355,0.3540385961532593,0.40185245871543884,80,170
28,0.2,0.4495711624622345,0.7291437983512878,0.2900996804237366,0.4305744469165802,60,130
29,0.1,0.34690502285957336,0.8049115538597107,0.25000646710395813,0.3468274772167206,80,170
30,0.0,None,None,None,0.37743502855300903,60,1
31,0.0,None,None,None,0.21131907403469086,50,1
32,0.0,None,None,None,0.3883381187915802,50,1
33,0.0,None,None,None,0.4468846619129181,60,1
34,0.0,None,None,None,0.22594812512397766,50,1
35,0.0,None,None,None,0.31679677963256836,80,1
36,0.0,None,None,None,0.25548702478408813,56,1
37,0.0,None,None,None,0.39356428384780884,80,1
38,0.0,None,None,None,0.19424158334732056,60,1
39,0.0,None,None,None,0.26863083243370056,110,1
40,0.0,None,None,None,0.2630348205566406,79,1
41,0.0,None,None,None,0.25374680757522583,90,1
42,0.0,None,None,None,0.1488025188446045,50,1
43,0.0,None,None,None,0.25300151109695435,120,1
44,0.0,None,None,None,0.10611914098262787,70,1
45,0.0,None,None,None,0.1419951468706131,20,1
46,0.0,None,None,None,0.07130949199199677,60,1
47,0.0,None,None,None,0.23944754898548126,100,1
48,0.0,None,None,None,0.25438663363456726,50,1
49,0.0,None,None,None,0.29366713762283325,70,1
50,0.0,None,None,None,0.18678756058216095,60,1
51,0.0,None,None,None,0.06764131039381027,50,1
52,0.0,None,None,None,0.14069128036499023,40,1
53,0.0,None,None,None,0.06908410787582397,20,1
54,0.0,None,None,None,0.11582981050014496,30,1
55,0.0,None,None,None,0.18025563657283783,60,1
56,0.0,None,None,None,0.03024299070239067,60,1
57,0.0,None,None,None,0.12291526794433594,60,1
58,0.0,None,None,None,0.15278548002243042,78,1
59,0.0,None,None,None,0.17823202908039093,70,1
