epoch,A0_map50,A1_map50,ASC_map50,A0_map,A1_map,ASC_map,A0_d_id,A1_d_id,ASC_d_id,A0_esym,A1_esym,ASC_esym,A0_flipn,A1_flipn,ASC_flipn,A0_flip,A1_flip,ASC_flip,A0_p50,A1_p50,ASC_p50,A0_p90,A1_p90,ASC_p90
epoch0,0.0,0.0031249999999999997,0.011510310796877301,0.0,0.00034375,0.0013519443216968624,0.7987444400787354,0.7962328195571899,0.7827846050262451,0.7433591246604919,0.6769167065620423,0.6921343803405762,59,56,60,0.44360902255639095,0.42105263157894735,0.45112781954887216,54.36130828857422,44.78116111755371,46.09776229858399,98.41607498168945,122.25323760986328,122.77345001220701
epoch10,0.13840677053884867,0.17186753391624465,0.2771595586029298,0.030279669460204096,0.07264338230867776,0.12833384472565806,0.5786814033985138,0.5528327047824859,0.6064927637577057,0.4837751895189285,0.40845227986574173,0.3814598128199577,66,34,34,0.49624060150375937,0.2556390977443609,0.2556390977443609,51.9743766784668,23.077736377716064,23.734428787231444,103.81175842285157,104.97501052856445,104.94746185302733
epoch20,0.29910750025420935,0.6532614865275695,0.6787775000924416,0.04292315304399304,0.42069515252489476,0.44787458011044484,0.5124832421541214,0.2581751838326454,0.21436161324381828,0.4639689564704895,0.20818293392658233,0.19225042164325715,48,14,15,0.3609022556390977,0.10526315789473684,0.11278195488721804,52.61474075317383,13.614115333557129,12.574330615997315,100.56211853027344,52.450660018920885,46.919489746093745
epoch30,0.6741109768481215,0.6271244298465596,0.7560832715446517,0.48996551561408586,0.4788405227219183,0.5586694936387082,0.16804827898740768,0.16449757814407348,0.147699424251914,0.13319598138332367,0.13662580847740174,0.1414174720644951,20,20,14,0.15037593984962405,0.15037593984962405,0.10526315789473684,11.204629135131835,10.714836406707764,10.593465423583984,63.54167625427245,86.23047866821287,46.28990394592284
epoch40,0.777325961864922,0.8164986294213152,0.7861348253908683,0.6338403047118064,0.6654659365275857,0.6356627696963806,0.12375825271010399,0.14776515141129493,0.09502321183681488,0.1163951262831688,0.10648360848426819,0.08745494335889817,14,12,13,0.10526315789473684,0.09022556390977443,0.09774436090225563,9.659351348876953,9.513860130310059,8.218592596054076,49.86265823364257,56.884334182739245,49.701190948486314
epoch50,0.8080805299241516,0.8292775951393645,0.823047734310626,0.67480852268341,0.7155450125438323,0.7042827212820012,0.08939161263406277,0.09454835131764412,0.07438016198575496,0.0704180546104908,0.08378019053488969,0.06969355903565884,11,7,8,0.08270676691729323,0.05263157894736842,0.06015037593984962,6.876568531990051,7.167019987106324,6.575768375396729,38.7267723083496,35.71573539733887,31.23492980957031
last,0.839037066351759,0.8349518707602153,0.83712015982055,0.7197391683881135,0.7024690954565689,0.7267593383124542,0.06668907701969147,0.07363605052232743,0.0709217730909586,0.05682218782603741,0.07313160747289657,0.06608328595757484,9,5,7,0.06766917293233082,0.03759398496240601,0.05263157894736842,6.253813600540161,6.626719045639038,6.476139068603516,28.0256750869751,28.957704086303707,27.56800151824951
