frame_id,arm,seed,raw_diagonal_px,base_frame_mean_px,method_frame_mean_px,method_frame_normalized,gain_frame_px,correction_mean_px,correction_max_px,utility_mean,actual_candidate_gain_mean_px,mode_ambiguity_mean
TEX__shard_03_f0189,point,,791.9595947265625,1.0791995006429174,1.0791995006429174,0.0013626951524156094,0.0,,,,,
G38__G__f9534,point,,800.0,3.787459695287059,3.787459695287059,0.004734324619108824,0.0,,,,,
P0__shard_03_f1208,point,,800.0,3.9598630039785223,3.9598630039785223,0.004949828754973153,0.0,,,,,
P0__shard_03_f0559,point,,1101.45361328125,1.7053129260179982,1.7053129260179982,0.0015482385326585299,0.0,,,,,
TEX__shard_05_f1249,point,,800.0,1.401400350352361,1.401400350352361,0.0017517504379404513,0.0,,,,,
P0__shard_01_f1176,point,,791.9595947265625,2.480651794032724,2.480651794032724,0.003132295903163104,0.0,,,,,
G38__G__f10451,point,,800.0,3.5876653261435743,3.5876653261435743,0.004484581657679468,0.0,,,,,
TEX__shard_07_f0971,point,,1101.45361328125,6.003462126233094,6.003462126233094,0.005450490201170318,0.0,,,,,
G38__G__f20173,point,,800.0,2.556013743707931,2.556013743707931,0.003195017179634914,0.0,,,,,
TEX__shard_02_f1175,point,,1101.45361328125,1.9925609756491847,1.9925609756491847,0.0018090284979984858,0.0,,,,,
P0__shard_05_f0611,point,,791.9595947265625,2.996818589632851,2.996818589632851,0.0037840549058156857,0.0,,,,,
G38__G__f3246,point,,1101.45361328125,1.1054339564466753,1.1054339564466753,0.0010036137183785413,0.0,,,,,
G38__G__f30379,point,,800.0,5.311076698462952,5.311076698462952,0.00663884587307869,0.0,,,,,
P0__shard_05_f1057,point,,1101.45361328125,1.5184560589859895,1.5184560589859895,0.0013785928346655306,0.0,,,,,
G38__G__f2953,point,,800.0,1.2747275981802775,1.2747275981802775,0.0015934094977253469,0.0,,,,,
G38__G__f20921,point,,1101.45361328125,2.820310684081683,2.820310684081683,0.0025605351419928863,0.0,,,,,
G38__G__f10686,point,,800.0,0.7500685446734515,0.7500685446734515,0.0009375856808418144,0.0,,,,,
P0__shard_03_f0970,point,,800.0,1.602275858904581,1.602275858904581,0.0020028448236307263,0.0,,,,,
P0__shard_02_f0051,point,,800.0,1.1030054128063984,1.1030054128063984,0.001378756766007998,0.0,,,,,
P0__shard_02_f0762,point,,1101.45361328125,3.6469413811741798,3.6469413811741798,0.003311025845482386,0.0,,,,,
G38__G__f2381,point,,800.0,2.52345289731547,2.52345289731547,0.0031543161216443377,0.0,,,,,
TEX__shard_01_f0986,point,,865.3323364257812,2.2224270451695523,2.2224270451695523,0.0025682930726351836,0.0,,,,,
G38__G__f26570,point,,791.9595947265625,3.4078761766160377,3.4078761766160377,0.004303093490259014,0.0,,,,,
G38__G__f10993,point,,800.0,2.783761359451364,2.783761359451364,0.003479701699314205,0.0,,,,,
TEX__shard_05_f0428,point,,865.3323364257812,7.265354793364837,7.265354793364837,0.008396028309047225,0.0,,,,,
P0__shard_04_f0650,point,,800.0,6.107817274821665,6.107817274821665,0.007634771593527081,0.0,,,,,
P0__shard_06_f1069,point,,800.0,1.2321733411575013,1.2321733411575013,0.0015402166764468767,0.0,,,,,
P0__shard_04_f0625,point,,800.0,2.0732123906094486,2.0732123906094486,0.0025915154882618107,0.0,,,,,
P0__shard_04_f1098,point,,800.0,1.5500280456697875,1.5500280456697875,0.0019375350570872342,0.0,,,,,
P0__shard_04_f1021,point,,791.9595947265625,3.2090336049859243,3.2090336049859243,0.004052016828073025,0.0,,,,,
G38__G__f17170,point,,800.0,1.876230039596757,1.876230039596757,0.0023452875494959463,0.0,,,,,
G38__G__f22217,point,,800.0,1.0962261522027466,1.0962261522027466,0.0013702826902534332,0.0,,,,,
G38__G__f31731,point,,800.0,11.544455703624905,11.544455703624905,0.014430569629531131,0.0,,,,,
G38__G__f3824,point,,800.0,1.9821923019608578,1.9821923019608578,0.002477740377451072,0.0,,,,,
P0__shard_04_f1074,point,,1101.45361328125,1.088930779806471,1.088930779806471,0.0009886306301747259,0.0,,,,,
G38__G__f1055,point,,800.0,13.812020476426788,13.812020476426788,0.017265025595533487,0.0,,,,,
P0__shard_01_f0506,point,,800.0,1.2805870086369935,1.2805870086369935,0.0016007337607962418,0.0,,,,,
G38__G__f26128,point,,800.0,5.9348961640662745,5.9348961640662745,0.007418620205082843,0.0,,,,,
G38__G__f9435,point,,865.3323364257812,3.2802212422853403,3.2802212422853403,0.0037907068812823475,0.0,,,,,
G38__G__f26583,point,,800.0,1.7401167168246983,1.7401167168246983,0.0021751458960308726,0.0,,,,,
P0__shard_06_f0353,point,,800.0,2.328881506047769,2.328881506047769,0.002911101882559711,0.0,,,,,
