frame_id,domain,session,detection_count,top_score,selector_status,selected_hypothesis,expected_hypothesis,correct,prediction_failure,short_success,long_success,short_score,long_score,score_margin,pose_valid,restricted_adds_error_m,restricted_adds_normalized,rotation_error_deg,translation_error_m,yaw_error_deg
1778651518865604096,DAY,eval_outside,2,0.9103169441223145,SELECTED_PARITY_SIGN_AMBIGUOUS,long-face-front,short-face-front,False,,True,True,8.802990084475024,3.632181545255358,5.170808539219665,True,1.2107033810819767,0.7094709427207476,89.1817365550576,0.28606488312966005,89.17654538660622
1778651519235162880,DAY,eval_outside,2,0.9117473363876343,SELECTED_PARITY_SIGN_AMBIGUOUS,long-face-front,long-face-front,True,,True,True,9.465207361573903,4.088533037612325,5.376674323961578,True,0.10847480344829227,0.06356612384705712,1.4236292742463306,0.10765506845982602,1.2391010024972358
1778651530691638016,DAY,eval_outside,1,0.8989534974098206,SELECTED_PARITY_SIGN_AMBIGUOUS,long-face-front,long-face-front,True,,True,True,6.759478955071729,2.4870784541772886,4.27240050089444,True,0.10133041495797773,0.05937951950070029,0.873928115706247,0.10098687900417154,0.7621857945917375
1778651569891693056,DAY,eval_outside,3,0.876155436038971,SELECTED_PARITY_SIGN_AMBIGUOUS,long-face-front,long-face-front,True,,True,True,5.484409998975924,3.020097835908676,2.4643121630672478,True,0.08228382148966941,0.04821823521362471,2.1270356502761714,0.07917636331060772,2.019876055488801
1778651579029250816,DAY,eval_outside,4,0.8584393858909607,SELECTED_PARITY_SIGN_AMBIGUOUS,long-face-front,long-face-front,True,,True,True,8.506766760967519,4.0216367991178945,4.4851299618496245,True,0.10593128996014911,0.0620756275451114,2.317040085077203,0.10333518414635265,2.316138816807837
1778651618049498624,DAY,eval_outside,3,0.8235548138618469,SELECTED_PARITY_SIGN_AMBIGUOUS,long-face-front,long-face-front,True,,True,True,6.075196146525757,3.5167126739761545,2.5584834725496024,True,0.1170920942931282,0.06861584746633118,2.480049995164516,0.11415072770622234,2.377468851570493
1778651650570397184,DAY,eval_outside,4,0.4933139383792877,SELECTED_PARITY_SIGN_AMBIGUOUS,short-face-front,long-face-front,False,,True,True,3.650404002597036,4.0291273661445555,0.37872336354751956,True,1.196193005490293,0.7009678774686593,81.19930929817438,0.6127730174079485,81.16090795111619
1778651650839160832,DAY,eval_outside,7,0.4350602924823761,SELECTED_PARITY_SIGN_AMBIGUOUS,short-face-front,long-face-front,False,,True,True,3.7877505342765083,4.894532695441318,1.1067821611648094,True,4.3914638896544,2.573393346711295,87.9087205020622,4.313075081314179,87.88270820575006
1778651651444080384,DAY,eval_outside,8,0.4192810654640198,SELECTED_PARITY_SIGN_AMBIGUOUS,short-face-front,short-face-front,True,,True,True,3.9089732427416,5.222958430933477,1.3139851881918765,True,3.8800757458304878,2.2737204175990255,3.9645013276313996,3.8798137029684354,1.1790141742803601
1778653337772735232,DAY,eval_outside,6,0.21220523118972778,SELECTED_PARITY_SIGN_AMBIGUOUS,short-face-front,long-face-front,False,,True,True,1.3941733768911992,2.3575254573295603,0.9633520804383611,True,2.131722160048463,1.2491870049596294,87.01557024602921,1.9724844104509889,87.01529302697423
1778653345465966336,DAY,eval_outside,11,0.5228400826454163,SELECTED_PARITY_SIGN_AMBIGUOUS,long-face-front,long-face-front,True,,True,True,5.06607176777189,1.0363519218014845,4.029719845970405,True,0.14931943119767316,0.08750103392266478,3.6857401550537485,0.1447023254702865,3.6648349107955656
