epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
1,75.2379,0.59908,0.56144,0.06784,0.30797,0.00569,0.0964,0.98057,0.96835,0.99291,0.92308,0.98057,0.96835,0.99255,0.93963,0.40789,0.30726,0.01346,0.18559,0.00425,0,0.00199288,0.00199288,0.00234875
2,145.321,0.47168,0.43238,0.0583,0.24405,0.00467,0,0.9707,0.97132,0.99313,0.93589,0.97586,0.96934,0.99324,0.95135,0.36763,0.26964,0.01332,0.17419,0.0038,0,0.00197837,0.00197837,0.00197837
3,214.864,0.44936,0.37285,0.055,0.23329,0.00436,0,0.9685,0.98615,0.99356,0.93792,0.96948,0.98714,0.99384,0.95383,0.36467,0.25725,0.00997,0.16477,0.00376,0,0.00191441,0.00191441,0.00191441
4,284.407,0.43488,0.35618,0.05385,0.22447,0.00408,0,0.98547,0.98022,0.99414,0.93895,0.98378,0.9822,0.99433,0.95882,0.36655,0.24075,0.01079,0.15991,0.0037,0,0.00181093,0.00181093,0.00181093
5,353.855,0.42033,0.34634,0.05185,0.21967,0.00404,0,0.98477,0.95959,0.99338,0.94518,0.9868,0.96157,0.99384,0.96158,0.34765,0.22645,0.01092,0.16272,0.00351,0,0.00167244,0.00167244,0.00167244
6,425.234,0.36502,0.20156,0.02625,0.17745,0.00362,0,0.98894,0.97293,0.99394,0.94159,0.98894,0.97293,0.99393,0.96337,0.34726,0.22101,0.00837,0.15756,0.00344,0,0.001505,0.001505,0.001505
7,493.762,0.35585,0.19509,0.02605,0.17681,0.00357,0,0.98295,0.96933,0.99355,0.94878,0.98395,0.97032,0.99386,0.96543,0.32287,0.20498,0.00878,0.15674,0.00334,0,0.00131593,0.00131593,0.00131593
8,562.251,0.33909,0.17694,0.0223,0.17592,0.00332,0,0.96673,0.97923,0.99338,0.9461,0.9677,0.98022,0.99362,0.96605,0.34221,0.19764,0.00669,0.16799,0.00338,0,0.00111348,0.00111348,0.00111348
9,630.756,0.3269,0.16656,0.02124,0.17048,0.0032,0,0.97363,0.97428,0.99327,0.9535,0.97363,0.97428,0.99332,0.96949,0.30259,0.1861,0.00615,0.15676,0.00307,0,0.000906517,0.000906517,0.000906517
10,698.874,0.31312,0.15981,0.02066,0.16335,0.0031,0,0.97942,0.97824,0.99364,0.95567,0.9814,0.98022,0.99415,0.97143,0.29925,0.1787,0.00609,0.14598,0.00305,0,0.000704073,0.000704073,0.000704073
11,767.011,0.30708,0.15664,0.0198,0.15981,0.00303,0,0.97551,0.98417,0.99338,0.95781,0.97929,0.98714,0.99411,0.97033,0.29184,0.17747,0.00638,0.1474,0.00296,0,0.000515,0.000515,0.000515
12,835.287,0.29912,0.15243,0.02035,0.1561,0.00293,0,0.9865,0.97329,0.99309,0.95653,0.98976,0.97626,0.99365,0.9706,0.29287,0.17242,0.00618,0.14403,0.003,0,0.000347561,0.000347561,0.000347561
13,903.752,0.29072,0.14708,0.01852,0.15133,0.00289,0,0.97938,0.97626,0.99342,0.95943,0.98404,0.97329,0.99407,0.97201,0.28311,0.17195,0.00637,0.13977,0.00291,0,0.000209073,0.000209073,0.000209073
14,972.032,0.28568,0.14307,0.01849,0.14988,0.00279,0,0.98136,0.97824,0.99392,0.95956,0.98334,0.98022,0.99431,0.97233,0.28009,0.17015,0.0059,0.13469,0.00287,0,0.00010559,0.00010559,0.00010559
15,1040.23,0.28412,0.14233,0.01864,0.14911,0.00277,0,0.9797,0.97923,0.99373,0.96065,0.98168,0.98121,0.99427,0.97245,0.27783,0.17019,0.00606,0.13597,0.00284,0,4.16339e-05,4.16339e-05,4.16339e-05
