epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
1,297.929,1.24242,4.71883,0.47148,1.04628,0.0124,7.66402,0.91593,0.9009,0.95517,0.69922,0.78885,0.75125,0.69792,0.51378,1.01188,2.40915,0.22674,0.4633,0.0104,0,0.00333053,0.00333053,0.0700253
2,571.82,0.97956,2.40443,0.3409,0.549,0.00917,3.7331,0.92158,0.8881,0.95475,0.72809,0.841,0.77828,0.77559,0.62726,0.93359,1.95159,0.16351,0.44499,0.00973,0,0.00664579,0.00664579,0.0400072
3,827.672,1.02314,2.31301,0.32055,0.60078,0.0097,3.5016,0.89948,0.85235,0.92188,0.65502,0.81537,0.72718,0.73263,0.55988,1.10448,2.23857,0.14035,0.57889,0.01214,0,0.00988906,0.00988906,0.00991711
4,1081.52,1.07543,2.35374,0.30975,0.66391,0.01035,3.57198,0.9029,0.83307,0.91294,0.65216,0.80482,0.74124,0.72894,0.57029,1.10342,2.13605,0.13703,0.61905,0.01171,0,0.00975773,0.00975773,0.00975773
5,1338.27,1.00494,2.12704,0.30319,0.60925,0.00952,2.94181,0.92148,0.8979,0.94913,0.7181,0.84816,0.81982,0.81253,0.68568,0.9191,1.612,0.13313,0.50708,0.00935,0,0.00957205,0.00957205,0.00957205
6,1593.96,0.94071,1.9266,0.29287,0.5417,0.0088,2.40556,0.94621,0.94044,0.98048,0.79993,0.88408,0.87031,0.85469,0.76458,0.73975,1.32196,0.13003,0.35431,0.00731,0,0.00933683,0.00933683,0.00933683
7,1850.76,0.8934,1.77206,0.27929,0.51188,0.00824,1.94793,0.96292,0.94194,0.98372,0.81772,0.88861,0.86246,0.84009,0.76356,0.69962,1.34256,0.1232,0.32361,0.00679,0,0.00905463,0.00905463,0.00905463
8,2107.06,0.8575,1.65468,0.25676,0.49095,0.00788,1.61048,0.95801,0.94194,0.98225,0.81455,0.90778,0.87487,0.87807,0.79578,0.69642,1.0999,0.11541,0.32443,0.00676,0,0.00872857,0.00872857,0.00872857
9,2362.94,0.83284,1.57068,0.23334,0.46976,0.00761,1.34684,0.95536,0.94394,0.98335,0.83271,0.92005,0.90591,0.91374,0.8458,0.64228,0.87636,0.09934,0.31068,0.00625,0,0.0083622,0.0083622,0.0083622
10,2618.94,0.80925,1.51238,0.21471,0.45514,0.00732,1.1314,0.97026,0.94702,0.9872,0.84946,0.92729,0.89998,0.90782,0.84079,0.60127,0.90725,0.08863,0.28008,0.0057,0,0.00795954,0.00795954,0.00795954
