epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
1,21.2793,0.56972,0.68406,0.07383,0.28988,0.00599,0.0976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178,0.00178,0.01278
2,41.6642,0.44488,0.46424,0.06029,0.20778,0.0043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195155,0.00195155,0.00195155
3,62.0321,0.42064,0.42189,0.05826,0.18585,0.00413,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00181093,0.00181093,0.00181093
4,82.2773,0.40299,0.40486,0.05358,0.18376,0.00388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00159191,0.00159191,0.00159191
5,102.839,0.38297,0.36,0.05266,0.1669,0.00353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131593,0.00131593,0.00131593
6,123.266,0.38677,0.36335,0.0518,0.17909,0.00357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101,0.00101,0.00101
7,143.503,0.37026,0.32933,0.0513,0.16651,0.0035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000704073,0.000704073,0.000704073
8,164.62,0.30192,0.19404,0.02529,0.13447,0.00282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000428093,0.000428093,0.000428093
9,184.626,0.29456,0.18754,0.02305,0.12818,0.00276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000209073,0.000209073,0.000209073
10,212.759,0.28887,0.18299,0.02473,0.12806,0.00268,0,0.98852,0.98646,0.99454,0.96828,0.9833,0.98125,0.99128,0.98413,0.26027,0.15011,0.01724,0.11988,0.00254,0,6.8454e-05,6.8454e-05,6.8454e-05
