epoch,checkpoint,n_val,box_mAP50,box_mAP50_95,pose_mAP50,pose_mAP50_95,native_fixed_corner_error,oracle_perm_corner_error,collapsed_channels,channel_detect_rate,identity_best_fraction,yaw180_best_fraction,yaw90_best_fraction,yaw270_best_fraction
10,epoch10.pt,408,0.9046112494313253,0.5484619389948466,0.12410199814991216,0.02340153848192634,0.306781932828989,0.1733030211012978,0,"{'0': 1.0, '1': 1.0, '2': 1.0, '3': 1.0, '4': 1.0, '5': 1.0, '6': 1.0, '7': 1.0, '8': 1.0}",0.4681,0.4412,0.049,0.0417
20,epoch20.pt,447,0.9446692028710981,0.6712952376130514,0.1847836801450961,0.04641867807388955,0.312037195278071,0.1788705391489507,0,"{'0': 1.0, '1': 1.0, '2': 1.0, '3': 1.0, '4': 1.0, '5': 1.0, '6': 1.0, '7': 1.0, '8': 1.0}",0.4653,0.4519,0.0447,0.038
30,epoch30.pt,470,0.9681469065948407,0.7472400966555124,0.21979756016539648,0.06124062371128758,0.30966268921345874,0.17058927188767659,0,"{'0': 1.0, '1': 1.0, '2': 1.0, '3': 1.0, '4': 1.0, '5': 1.0, '6': 1.0, '7': 1.0, '8': 1.0}",0.4745,0.4426,0.0447,0.0383
40,epoch40.pt,485,0.9827350989835599,0.7800030824850684,0.31358753178980026,0.08091278340767091,0.32772512182554603,0.18635164257084777,0,"{'0': 1.0, '1': 1.0, '2': 1.0, '3': 1.0, '4': 1.0, '5': 1.0, '6': 1.0, '7': 1.0, '8': 1.0}",0.4763,0.4495,0.0495,0.0247
50,epoch50.pt,479,0.9715586422820742,0.7804050527985532,0.29451495460198984,0.08343325351269064,0.31705152483238136,0.1791533705041679,0,"{'0': 1.0, '1': 0.9979, '2': 0.9979, '3': 1.0, '4': 0.9958, '5': 1.0, '6': 1.0, '7': 0.9979, '8': 1.0}",0.4635,0.4656,0.0459,0.0251
60,last.pt,486,0.9821392721854609,0.7934092711376945,0.28693086906381904,0.08378595879655255,0.31999245807961996,0.18193252802065907,0,"{'0': 1.0, '1': 1.0, '2': 1.0, '3': 1.0, '4': 0.9959, '5': 1.0, '6': 1.0, '7': 0.9979, '8': 1.0}",0.4527,0.4794,0.0412,0.0267
