frame_id,raw_diagonal_px,point_normalized,direct_seed1_normalized,direct_seed2_normalized,direct_seed3_normalized,hough_seed1_normalized,hough_seed2_normalized,hough_seed3_normalized
G38__G__f20921,1101.4535850411492,0.0025605352076422893,0.003159249406365119,0.004631660941852654,0.003182101676791397,0.0030201525961448565,0.0023267578594664664,0.002168048758289947
G38__G__f10686,800.0,0.0009375856808418144,0.0016550361689317364,0.001657256497511747,0.0013885869741596315,0.0008756595211848896,0.0011033151310293238,0.0010097778019502904
P0__shard_03_f0970,800.0,0.0020028448236307263,0.0031744493617010903,0.010150296104443447,0.003643004019751682,0.0033367375456467923,0.0030546128196445766,0.002245115141928048
P0__shard_02_f0051,800.0,0.001378756766007998,0.0028280851403380035,0.0075833757453483185,0.003371684290052388,0.0021537645417372014,0.002879228915134567,0.00229301462420004
P0__shard_02_f0762,1101.4535850411492,0.003311025930373574,0.003352392156893681,0.010330193871231252,0.004073111543820496,0.0029774849741686002,0.0034429788625747358,0.003289349818389871
G38__G__f2381,800.0,0.0031543161216443377,0.0058043648606546676,0.007365722586294771,0.0033923843478763207,0.0028301099675744025,0.002474753640708596,0.0027846568481654514
TEX__shard_01_f0986,865.3323061113574,0.0025682931626079307,0.002941150963219179,0.009964859378308044,0.003332888937676122,0.006011908032291574,0.005391280533900697,0.005226064475500725
G38__G__f26570,791.9595949289333,0.004303093489159437,0.004878974035427424,0.00514490626379644,0.00435057389335896,0.0040998616863068835,0.004272597706174581,0.00460456879047341
G38__G__f10993,800.0,0.003479701699314205,0.005891488843590526,0.008933269833989666,0.006936176700595729,0.002661452957665575,0.003448979644921002,0.002603445412355154
TEX__shard_05_f0428,865.3323061113574,0.008396028603177884,0.008189847897436577,0.01225481197256026,0.008449387825808589,0.008258995940036729,0.011383818575200535,0.010810648536849828
P0__shard_04_f0650,800.0,0.007634771593527081,0.009055871888832293,0.007400179588265942,0.009792338487672471,0.005700512402695657,0.008305512880629223,0.005638230884198717
P0__shard_06_f1069,800.0,0.0015402166764468767,0.001602610516821198,0.005155571450985207,0.0016700914808315303,0.001814100890541216,0.0018960861994107613,0.002028210740095729
P0__shard_04_f0625,800.0,0.0025915154882618107,0.0034561357772106647,0.008956878033748011,0.0034972587242479624,0.002274269863901662,0.002564115191300099,0.0018798341457818444
P0__shard_04_f1098,800.0,0.0019375350570872342,0.005020707780472272,0.010434949170962708,0.002934296161926655,0.002814823982019954,0.0022602339080433427,0.0032532206958982546
P0__shard_04_f1021,791.9595949289333,0.004052016827037606,0.004299422749013819,0.010413720096963903,0.004158594998503804,0.0031648619382763994,0.003883144750147805,0.0032710102529641748
G38__G__f17170,800.0,0.0023452875494959463,0.005245453155889281,0.0035504743456900158,0.005399011368023291,0.005482434366501941,0.005341127123863626,0.00964282148282398
G38__G__f22217,800.0,0.0013702826902534332,0.0015310986111498135,0.0018697494385908414,0.0016650134113691728,0.0015509239571676325,0.001697791323416935,0.0014026388919841932
G38__G__f31731,800.0,0.014430569629531131,0.014491890404573876,0.015405037111129926,0.014520232854432123,0.014978295080975123,0.01208539217248326,0.014117865514610814
G38__G__f3824,800.0,0.002477740377451072,0.002986083069127387,0.0032618360287639363,0.0025631629544512393,0.0033886865461770065,0.0034157370422241763,0.003915563950961342
P0__shard_04_f1074,1101.4535850411492,0.0009886306555221657,0.0008876475565871973,0.0025763849030258188,0.0012356182190414353,0.0011009629906948964,0.0019223896660154735,0.0013845311373758215
G38__G__f1055,800.0,0.017265025595533487,0.018405583807992888,0.01745680996242055,0.016467580669868143,0.019253872866830033,0.01870500370274163,0.019035230530039825
P0__shard_01_f0506,800.0,0.0016007337607962418,0.00255107652653556,0.006067993244381264,0.0025774209838022887,0.002024973886194324,0.0026035829379315346,0.0021457067730736006
G38__G__f26128,800.0,0.007418620205082843,0.011510633314782645,0.007116303166119471,0.008479766914790972,0.006712737000922846,0.008395147906502733,0.00691633731398298
G38__G__f9435,865.3323061113574,0.00379070701407884,0.005037955983093367,0.008133212118324962,0.005685121144506129,0.004358608582144409,0.003489276043455411,0.003519782234788381
G38__G__f26583,800.0,0.0021751458960308726,0.002659884104891989,0.004622617056916496,0.002323680140521052,0.0018944579814713508,0.0024228736291826173,0.002145247789358476
P0__shard_06_f0353,800.0,0.002911101882559711,0.0031859979108937015,0.010888803042514312,0.0028566533185577715,0.004304676158396141,0.0031398165957844536,0.003032200507844813
G38__G__f22076,800.0,0.0020692032441480632,0.004383491059633838,0.006484642834828668,0.002841356197557383,0.0021905029938060223,0.0027298193387960586,0.002620046654132515
G38__G__f16795,800.0,0.005486236844769374,0.005723414623793519,0.007280750093895005,0.009799580390582709,0.008838908975535265,0.007509713495146135,0.004307159368764475
TEX__shard_03_f0447,800.0,0.001465936718193061,0.0022939354900628323,0.007788234565865274,0.002575299025340443,0.002110901965792767,0.0022137120335349696,0.002455461019346379
TEX__shard_06_f0823,865.3323061113574,0.005814535544728012,0.0063485146190033065,0.005689966265962076,0.007542404073669856,0.005630874210214319,0.004018613706577817,0.006151419075416667
G38__G__f28849,800.0,0.002359756505958907,0.005964096818749095,0.00662161707350309,0.003975415467770037,0.0025550452889857157,0.0028110410449408117,0.00212000765916496
G38__G__f32802,791.9595949289333,0.0021914319109041583,0.0033366260281881242,0.005856303715132665,0.0030409234646854594,0.0020732631860295465,0.002980101667277422,0.0027439718923766474
G38__G__f9949,800.0,0.003410921356147845,0.003785018049977317,0.004082243193359828,0.004381812450892478,0.003195747605518347,0.0031453277603039047,0.0033280042152335826
P0__shard_07_f0056,1101.4535850411492,0.003888994845413012,0.004120529564589894,0.008631470937583293,0.004856907766752222,0.003297845690623748,0.0038552097353083143,0.0038089356869044876
G38__G__f0912,791.9595949289333,0.0010587850478161076,0.0010135621034398584,0.0013925508383361733,0.0013272700129821938,0.0009179572748052016,0.0011539017727214308,0.0010790912005108051
G38__G__f0588,800.0,0.004919621038379226,0.005729525647415051,0.005251163296069864,0.004987219509828109,0.00576637294096466,0.005823542713420453,0.0057904574026506105
G38__G__f17895,865.3323061113574,0.005382552732108728,0.005970497929268255,0.010133799677608796,0.006136749973799574,0.005720797471356859,0.006201334675268845,0.005880550731861365
TEX__shard_05_f0494,791.9595949289333,0.0021944801196241226,0.004965885381134384,0.008618290236599619,0.004138760146550296,0.0032081176929969406,0.003044168238169463,0.003559550178393769
G38__G__f25394,800.0,0.003774610744943894,0.005273912034003313,0.006489795876210378,0.006654368764675691,0.0052359790782849,0.00558781592427135,0.005949195266363099
TEX__shard_04_f0959,865.3323061113574,0.01179739658504776,0.01164161339652293,0.019607204105469372,0.011369996820018604,0.012717057050739337,0.015039265808570455,0.015779213436057843
P0__shard_05_f0846,791.9595949289333,0.001604129999963908,0.0020758988227935794,0.004408568879437461,0.0023950352197921534,0.004266123359820112,0.0026551610103670224,0.003916232808805644
TEX__shard_03_f1083,1101.4535850411492,0.0017950084067793043,0.002283917366088879,0.007902179329039088,0.0017873872410041438,0.0014637088486820326,0.0016041399730569168,0.001315791504388206
P0__shard_03_f0669,791.9595949289333,0.004594004984551347,0.00667680621761472,0.008284689715929296,0.0063366938645140515,0.0047276688843742535,0.004276075669410622,0.004580360447728449
G38__G__f1264,791.9595949289333,0.0013638071800893938,0.002055662294500276,0.002033230820807495,0.0015966139639337765,0.0014469158473054118,0.0014402814001191853,0.0011993280407250092
P0__shard_04_f0063,791.9595949289333,0.010291236594945073,0.010409802065236475,0.007006399924633346,0.011160059136519239,0.007372372688696204,0.009700972220809474,0.007016304615427799
TEX__shard_07_f0001,865.3323061113574,0.0033065290293902735,0.003974839796563589,0.010345000892466892,0.003531756222901559,0.006262375854511545,0.00667353747754796,0.005726217125241471
P0__shard_06_f0881,865.3323061113574,0.0013871685528055752,0.0027821790547271487,0.007607218188401099,0.002331638483303857,0.0016239413172496968,0.002126291896271012,0.0020833521023248098
P0__shard_01_f0219,800.0,0.010377166849756368,0.012360797346990067,0.016599138521523706,0.012663811143152954,0.0120472934175543,0.011065730643560501,0.011310553261833072
G38__G__f38324,1101.4535850411492,0.001897467021667674,0.002145463995292146,0.0015288327143953677,0.0023528067601593507,0.0021511950865747698,0.0024832856467974884,0.0016498271954055385
G38__G__f39670,800.0,0.00399744481757407,0.0048203784154689545,0.007179141005498908,0.004880125200942555,0.0036508843573056916,0.004299380830230831,0.005244453351691436
G38__G__f6209,800.0,0.0009313409204028605,0.0018249248974261916,0.002008224995518092,0.0012421604463601149,0.0009011826726687752,0.0009117379345933269,0.0009795358983345469
TEX__shard_02_f0252,865.3323061113574,0.0016494512626115604,0.0035262852888934162,0.007377003912416627,0.0020121948849576806,0.003187490912652125,0.002884252057796414,0.0022153626456301663
TEX__shard_04_f0539,800.0,0.004131140516525682,0.004635324563154614,0.008099843716322466,0.005068806636174203,0.005101764790181642,0.00403152571145232,0.003411329927880188
TEX__shard_07_f0878,1101.4535850411492,0.0025291040872167134,0.0030448758778552684,0.007602600136404132,0.0029363056244114463,0.0017300478603361152,0.0025964319055207584,0.002143845972650363
G38__G__f8649,800.0,0.01277120541194916,0.012187294367628238,0.015317159053724081,0.013006457882572065,0.009174661059509547,0.010709969100816714,0.011925647673393597
TEX__shard_07_f0513,1101.4535850411492,0.0013879207635265278,0.0014060858569399026,0.00550427664241911,0.0015566279571080286,0.0006507718437746201,0.0009305575475257628,0.0010395140907998072
P0__shard_07_f0537,800.0,0.002228008088917953,0.0027349402466753424,0.007220382995867115,0.003031056578625588,0.00265875004143728,0.0034259672681870995,0.003637327056789932
G38__G__f2794,1101.4535850411492,0.0011180190814279506,0.002421882746868287,0.0016446452092577057,0.0014709826301121055,0.0009225257458073275,0.0007944846978965336,0.0011507344026962772
G38__G__f39742,800.0,0.0013697057251819233,0.0017313977220689348,0.004221672419151248,0.002095078392999139,0.0010784156549903815,0.0009653674617507786,0.0011870059628266852
G38__G__f22693,800.0,0.0053887303651103625,0.00839838286377393,0.00603290980058607,0.006414750092386671,0.005269792290664758,0.005732577220415386,0.004405950583821591
G38__G__f21768,800.0,0.0018953764687445296,0.0021641300300995125,0.002347856149329593,0.002230326196140813,0.0020024503277166444,0.001714967517519208,0.0016145931669084002
P0__shard_01_f0159,800.0,0.0011046316116692457,0.0017400004162363974,0.003178351963054031,0.0025801724729873055,0.001303730590377728,0.0013711539980472282,0.0012465173097452112
P0__shard_00_f1165,800.0,0.005185631774184863,0.0051277659064005755,0.011715835903661143,0.005010642460975673,0.006457971623931806,0.005534078853456522,0.00485412215537006
G38__G__f16341,800.0,0.0031265903092410584,0.002773471851121245,0.006284160593609824,0.00466422503021239,0.005120120588864763,0.005852769860982328,0.005013152228506616
G38__G__f4342,865.3323061113574,0.0008352027909457277,0.0010194169355186055,0.001260065846345859,0.001601654215990314,0.0014843515867133423,0.00156080791463386,0.0011426140663622908
P0__shard_05_f0895,1101.4535850411492,0.0015603520241775687,0.0050751812438730075,0.006084388615138886,0.005588157662155328,0.0030879742879287887,0.004258057153716921,0.0032704848355565534
G38__G__f5419,1101.4535850411492,0.0010156635276979647,0.0020520260740479047,0.00315830786347938,0.0008765263757117692,0.0009055728600144408,0.0010658960434316105,0.0016249758208348316
G38__G__f18902,800.0,0.00167653643736158,0.0028685791782245484,0.005474139788313459,0.0018379210833638687,0.0038390331397060206,0.0028474146218767167,0.003169080538475959
G38__G__f14451,800.0,0.004698372775614649,0.005962897685926351,0.0053859960973311125,0.005099649701317995,0.005318775895961989,0.005818740584850494,0.00552065488635713
TEX__shard_07_f0017,791.9595949289333,0.005142302691601098,0.006298340024251281,0.01129384701183841,0.005251150737083494,0.003345150574417203,0.003473866140676615,0.0034984040480530135
TEX__shard_00_f0016,791.9595949289333,0.0024275976826826583,0.002412892608539739,0.009708142273884014,0.002462025282682171,0.004583961603463066,0.0036792280869882015,0.005105562430708362
P0__shard_04_f0546,1101.4535850411492,0.004861331173374606,0.0049073205476768056,0.010226332609372894,0.005101011837598803,0.004104135759412858,0.004887480910445906,0.004822506819120249
G38__G__f25904,800.0,0.0012865862951848646,0.0019229625082005848,0.0015352956615362961,0.0013147354705589636,0.0013207134617598082,0.0013810349733759284,0.0012978924658265877
TEX__shard_03_f0387,1101.4535850411492,0.0009288774867531801,0.0009774755969765845,0.0056883356576537146,0.0011817709986849246,0.0012438715145267748,0.0010463720180594399,0.0008894525536198171
TEX__shard_06_f0890,800.0,0.002661642759500298,0.002341766526856787,0.009715314520400252,0.003021227734920795,0.0018987873908285849,0.002999553801363902,0.0026610694057219776
P0__shard_06_f1135,800.0,0.0017804189202464116,0.002585949928346781,0.009498094882762929,0.0034807189737854245,0.0028459971989558074,0.0045324821500481735,0.00354157171535374
G38__G__f39527,1101.4535850411492,0.0020374363866213266,0.0019169062508516068,0.003296672273791017,0.002328064860451876,0.0018124101994262563,0.0017381711874761415,0.002319761156595056
G38__G__f1579,1101.4535850411492,0.004172769444684185,0.0049181108955298,0.004941129912081937,0.0044224242247632,0.003714169724421639,0.003464926143159947,0.00398939609016058
G38__G__f12099,1101.4535850411492,0.0021825479564810905,0.0028728250986095696,0.00237443451193082,0.0019505537535092436,0.002644686438927037,0.0023143789799511937,0.0022739923966848
P0__shard_04_f0749,800.0,0.003808111574421718,0.005085589101876716,0.007717317299777469,0.004520736963639112,0.005747628523624368,0.004934040280127014,0.004749892168892353
TEX__shard_01_f0554,800.0,0.002001509539780982,0.003340693856509586,0.00937049934972342,0.00246746660551116,0.004068373752410097,0.0045225898627027274,0.0040786283970291
G38__G__f25171,800.0,0.0013726733325208518,0.0014533345074114693,0.002473951555101707,0.0014701319784295964,0.0010227088004377746,0.0010140076504398157,0.0011589368775558797
TEX__shard_02_f0640,865.3323061113574,0.002580635708460694,0.002812101910249268,0.007477068673855564,0.0028959812613706727,0.0028882253716329934,0.003227619606653852,0.0020471337713728693
G38__G__f11860,1101.4535850411492,0.001487105566854825,0.0018118370772578069,0.0028938566403563107,0.001939394907428442,0.001485734483737776,0.001514106308352958,0.0011738665887535257
P0__shard_06_f0104,1101.4535850411492,0.003236682096984715,0.003371673088477267,0.002979143332847742,0.0035783957641911278,0.0030350958777136798,0.0028345342002431607,0.00353497307643617
TEX__shard_04_f0618,800.0,0.00340152712999829,0.004162867098117395,0.008560703149322155,0.0040161104143924455,0.003245461145433218,0.003475549379472242,0.003172762012555217
G38__G__f34493,865.3323061113574,0.003267809174346929,0.005146812471456325,0.004740599074468331,0.0041040899772002825,0.0028555743522220623,0.0033781357415939035,0.0035884451034724
G38__G__f14050,800.0,0.005307956374644874,0.011697458982202582,0.011540322041301163,0.009498294353812737,0.00471110761584716,0.004786591407675306,0.007139070898178612
G38__G__f30567,800.0,0.005247666753330846,0.005869754058207439,0.010248801701656535,0.0047075294020695446,0.00515078462404574,0.005479875264346271,0.0048165416161583974
G38__G__f24682,791.9595949289333,0.0018620099859815026,0.002284256405784929,0.006305404686070292,0.0021450649542137422,0.0011793380672651026,0.0018324175114948563,0.0017687604114328577
TEX__shard_00_f1094,800.0,0.005116374612727369,0.006632205457286548,0.009053326008846,0.005525355570912869,0.005092441723247735,0.00579118625108338,0.004859938367419227
G38__G__f32733,1101.4535850411492,0.05498812859307843,0.054958691083380834,0.05176275766197696,0.0549938990355308,0.05519525367865562,0.05518834989389882,0.05285952660290295
G38__G__f37175,800.0,0.0010483994728649232,0.0016969882476587088,0.0042343903559004005,0.0011506158015150744,0.0011888663335160425,0.0010234507207498827,0.0011712841481674998
G38__G__f3423,800.0,0.10185334265930672,0.1047068962419565,0.10072271540938896,0.09958462436839388,0.1018912709501118,0.09915829225936079,0.09619403905470246
G38__G__f6874,865.3323061113574,0.003409787194596504,0.0074093987057383395,0.0076851858759482946,0.006933371037446704,0.003596244624106465,0.005125722351851588,0.005709757589475755
G38__G__f16366,800.0,0.003013229832871712,0.00465810349135307,0.00636330632334005,0.005483427253863072,0.0053453800250256225,0.003736146576280941,0.00360714188288626
G38__G__f21794,800.0,0.014392753385141866,0.02070615826154652,0.02082300326958479,0.01641293355887523,0.017533254022949956,0.017282864606364957,0.015422414430108675
P0__shard_03_f1220,1101.4535850411492,0.002255863643637484,0.002689698136561779,0.008808637223385212,0.002953054151833185,0.003128103309849526,0.0024661261688077086,0.0033756396324355043
P0__shard_03_f0275,1101.4535850411492,0.003412984200987452,0.0038787193372284336,0.009399833115209987,0.004727241307276826,0.0032983545440082988,0.0041557690673945,0.004252455587338734
P0__shard_03_f0874,800.0,0.004311777610327258,0.007626115861491522,0.008772224023626343,0.006625523272084182,0.004827617664343718,0.00389860705764667,0.0050629340325999824
TEX__shard_03_f1095,800.0,0.002798568140798206,0.0028783046737056012,0.006212929499891944,0.002850486978626421,0.0050837398276680264,0.005436781593926409,0.004805502209134268
G38__G__f13071,865.3323061113574,0.004548301406143184,0.004828436436562835,0.0036469416958835816,0.004209970432533489,0.004342558816129728,0.004089994713612652,0.004239820267653191
G38__G__f28302,1101.4535850411492,0.0036836036874188793,0.007122569920900327,0.007476102082320211,0.004848518827551356,0.004319572006904651,0.00412215912358672,0.004034737070431572
