frame_id,raw_diagonal_px,point_normalized,direct_seed1_normalized,direct_seed2_normalized,direct_seed3_normalized,hough_seed1_normalized,hough_seed2_normalized,hough_seed3_normalized
TEX__shard_03_f0886,865.3323061113574,0.0010334704884665327,0.0028689409539337752,0.008698832594865162,0.0014536837965221665,0.0020992742877944752,0.0019295370500961202,0.0022442883575013598
TEX__shard_06_f0123,800.0,0.0023405591833667735,0.0024407363209498576,0.00926189831689579,0.002340254244746721,0.002212187778561217,0.0015635964349218906,0.001788796798052058
G38__G__f15878,865.3323061113574,0.0016332089047701242,0.0014044524912160232,0.0030240067847354907,0.0013132503424226152,0.0015151033773867502,0.0016782282001530215,0.001460720324271016
G38__G__f23773,1101.4535850411492,0.001759432297550932,0.0019374862304846329,0.005490991177012653,0.0019470004182504097,0.005704572121687147,0.004560812476370921,0.005068569286856909
P0__shard_06_f0228,800.0,0.0012009911050716137,0.0012183282522658621,0.006535165734570514,0.001587510789182307,0.0016402003031822138,0.0015589054517039002,0.0015710356579338844
P0__shard_07_f0807,1101.4535850411492,0.00390351535838849,0.00428222304900023,0.01041343644795658,0.004350734596711216,0.0036431566931901817,0.005272959277603596,0.004338720998632862
P0__shard_00_f0066,1101.4535850411492,0.0045754704372685225,0.005038433889183858,0.011051758235959035,0.004912699859278782,0.004993206304614508,0.007094829626251794,0.004086503859687208
G38__G__f35828,800.0,0.00452826502789607,0.005638705841510217,0.007406287557808947,0.0054754184864105535,0.007121137146800546,0.005013686683624371,0.004478971102093987
TEX__shard_05_f0613,1101.4535850411492,0.0023143554200076733,0.0032004511604013476,0.006527003952441413,0.002877540569365782,0.0017681614221569963,0.002111906833018598,0.002193875914997986
G38__G__f19284,1101.4535850411492,0.004134995346502546,0.003754123860508055,0.0078033105785042835,0.006411902330732446,0.0028248844150594943,0.005065308139412317,0.005303993197809877
P0__shard_00_f0296,800.0,0.0025725337838274514,0.004038296068730161,0.011330172551399929,0.005605829744455526,0.00307427776621639,0.003820523501585602,0.0052330201709877185
G38__G__f6313,1101.4535850411492,0.00633432272863085,0.007930278570324313,0.010323973805741364,0.009071353533049758,0.005574322924286473,0.006300609085036437,0.006326431200837015
G38__G__f0717,865.3323061113574,0.006859499437541592,0.007665692135969672,0.00878391174619622,0.006661406921520281,0.00820320976332363,0.008376833250619402,0.007064066594828494
P0__shard_04_f0738,1101.4535850411492,0.0024717266944723677,0.002494978667312088,0.00586241274162646,0.0028397296104180686,0.0031222180807805398,0.002549630358084721,0.0022305218772459326
G38__G__f5154,865.3323061113574,0.003499759060246874,0.003847767114335825,0.00445637699231791,0.008165956985327703,0.007909820728005612,0.008605055917764861,0.006098803907390628
G38__G__f1423,1101.4535850411492,0.0018865538438025504,0.001472810273464532,0.0028477181303442835,0.0019069504656568743,0.0014536283707359654,0.0017471119361802364,0.0018853802979092405
G38__G__f0622,800.0,0.0032094641860153637,0.0040929235441286614,0.008630783566635759,0.0028146753314283296,0.007134054934123102,0.0076643187323134606,0.0061160942241035125
TEX__shard_05_f1228,865.3323061113574,0.001476054034456452,0.002262733933871661,0.006335501277156481,0.001990402622755016,0.001874285277373937,0.0020342443371797617,0.0018102506570514773
G38__G__f25107,800.0,0.002531642087654111,0.0023892291054875905,0.006312129808871911,0.002705639021258051,0.003422254049450385,0.0031004737330093362,0.003411591256696992
TEX__shard_01_f0396,791.9595949289333,0.001612076570005581,0.0028370432941395556,0.006238732793291289,0.002417087309350818,0.001253914245674755,0.0008311653113662482,0.0014260504764272727
TEX__shard_06_f0180,791.9595949289333,0.005225580636650464,0.00532550099562737,0.010981004502941465,0.005247165379773519,0.006407777921686276,0.006798583936509713,0.005464953078317009
TEX__shard_06_f0157,800.0,0.005125513366532413,0.005545688962580742,0.012332450040909453,0.0050231583221386775,0.00473869892794115,0.004919139104695786,0.005029017283829318
TEX__shard_06_f0310,1101.4535850411492,0.0014481021747828177,0.004341477691001357,0.008174563137788922,0.0026822202431867853,0.00300887001476431,0.0027778831814183496,0.0026003428660404827
G38__G__f4537,800.0,0.002545338917930844,0.004650435946591591,0.004884541180169618,0.004138611037908619,0.0023674255043967265,0.002455551014509549,0.0032162188838497875
TEX__shard_02_f1010,800.0,0.0017300154617695567,0.0018037034932211146,0.003990123942432343,0.0018400444549845432,0.0012888792178449792,0.001488584386504536,0.0016583689797494544
G38__G__f5785,865.3323061113574,0.004918399523881674,0.005084965812163284,0.008168778220652853,0.005291463370180515,0.004571108259668273,0.004958542071120721,0.004060452686430086
P0__shard_07_f1015,1101.4535850411492,0.002339491887315078,0.002732189741125313,0.0033284174321285115,0.0026758774996783093,0.002242991418848428,0.0021501497940959696,0.00221285278419799
TEX__shard_05_f0679,800.0,0.002287643345404886,0.0026212524547519584,0.00803742774593318,0.0025965832517027667,0.0027338001026005945,0.0030915659962213187,0.0023539616541592106
P0__shard_02_f1202,1101.4535850411492,0.0036010770835088776,0.004218639106832165,0.007112369252952728,0.004755995905650522,0.005925587564377805,0.005463798968306572,0.005806739428935525
G38__G__f39772,800.0,0.0021472696573342177,0.0032969870393896395,0.0024855601154158825,0.004067511177397215,0.002087584495138374,0.001703831499187819,0.004124003461329981
TEX__shard_05_f0496,865.3323061113574,0.005106239877655928,0.004088239468068983,0.007287662518975917,0.004410646324052436,0.003265228097748897,0.003705262336489222,0.004666457579991713
G38__G__f37410,1101.4535850411492,0.0012134987605472657,0.0016584677231058225,0.002755386724786531,0.0015608679421941463,0.0019857018509973584,0.0019049393270529516,0.0017937105427742546
G38__G__f4553,800.0,0.007853842508724873,0.009879182020610642,0.007827022726643868,0.008860771125934856,0.0070760469415025755,0.008460004345166933,0.00661656806599326
G38__G__f30791,800.0,0.0028120678358492827,0.004970089718971492,0.004984293733169542,0.0026687943053082417,0.0033452574649869304,0.0029828647718164454,0.002827523343316054
P0__shard_00_f0953,800.0,0.0023254255439771167,0.0043704606363211655,0.010330695860640808,0.0036897340738161442,0.0025412022935634316,0.0024270060832936994,0.0030523412845550437
P0__shard_07_f1011,865.3323061113574,0.0013876650089465242,0.0024202158503839216,0.006004487809465354,0.0021192511850008804,0.0023616576454535,0.002669059983419639,0.002277284135555172
P0__shard_03_f0753,1101.4535850411492,0.001977438148880828,0.002310300201404713,0.006195832463272146,0.0024564053466866534,0.00171628955365768,0.0019280759006469164,0.0018555745503409092
P0__shard_01_f1179,800.0,0.0010892502451425555,0.0014815018747619691,0.005285776153433734,0.0018759393531610003,0.0016168789056800875,0.0013520706551909134,0.0015388467992395035
G38__G__f1697,1101.4535850411492,0.0024457440950069673,0.0028307087701905827,0.003436340243794469,0.0025651795141856293,0.002673117595501536,0.00271698768429621,0.0026519815520197544
P0__shard_07_f0488,865.3323061113574,0.0028156438492617955,0.004044092933596533,0.009935742861686202,0.003725903112243204,0.0040234183992452315,0.0038393186763364434,0.004154067157642627
G38__G__f20044,865.3323061113574,0.0022560266416917153,0.003454913765556772,0.004660819397701176,0.0028756193219852746,0.002318271922957642,0.0023232189153627597,0.0013620878723157735
TEX__shard_03_f0811,800.0,0.0035607479343246796,0.004779379281823344,0.01071025811953113,0.005496251196657403,0.005486936517289178,0.006696809971392664,0.00546468719088709
P0__shard_05_f1127,800.0,0.0026740402740315166,0.002803896232955838,0.00880870734895306,0.003190482229392656,0.0022913775882371567,0.002649065544108678,0.0023722010102004126
TEX__shard_05_f1035,1101.4535850411492,0.00338502468305268,0.003488852809154641,0.008084393440088967,0.003986235021240859,0.0019576245219637906,0.0021557412621155403,0.002305662624244619
G38__G__f18316,800.0,0.002667844103946622,0.0042511490736800205,0.007890816743691116,0.0049494094661087056,0.0026947737204901876,0.0023169710558145363,0.002703337199829211
P0__shard_03_f0741,800.0,0.002906275550386544,0.0030303406642383478,0.008586093893774596,0.0028974208504377206,0.0020754603510490482,0.003558290596141277,0.002417377438592174
G38__G__f32732,791.9595949289333,0.000930497246081605,0.0019050995847299718,0.001712125624862089,0.0016062015964056191,0.0014066677913563282,0.0012329200474041247,0.0012476098414760288
P0__shard_01_f0538,865.3323061113574,0.0076116145839904645,0.00811814218216987,0.013796025314825542,0.008241063569637174,0.00665312414269342,0.0070932056065267585,0.0070946632534071895
TEX__shard_04_f1136,1101.4535850411492,0.0009426091216597792,0.0010784490374250682,0.006172614420294889,0.0016169558982882177,0.0012258839635227465,0.001820202486882437,0.0011711522958827473
TEX__shard_03_f0189,791.9595949289333,0.0013626951520673977,0.001611348787867444,0.006536212059466,0.001606170754130958,0.0021420962052018126,0.0025275525949000417,0.002224298111515989
G38__G__f9534,800.0,0.004734324619108824,0.004548068285459593,0.005151090444744546,0.004621552306796669,0.004963285667208375,0.004861550565385807,0.005120845594673549
P0__shard_03_f1208,800.0,0.004949828754973153,0.00847741726481708,0.011697431970097576,0.006593484912744203,0.005341670378449868,0.005503413670129381,0.004946971108101928
P0__shard_03_f0559,1101.4535850411492,0.0015482385723537225,0.00213753222298251,0.009426735604622587,0.002217194043419984,0.0027972381166964507,0.0036531082753719366,0.003240410773251843
TEX__shard_05_f1249,800.0,0.0017517504379404513,0.0029378130658279044,0.008526717941587634,0.001910081757563068,0.0017577335406194473,0.0028593725834457563,0.0025521663082989747
P0__shard_01_f1176,791.9595949289333,0.0031322959023627034,0.006030617192679015,0.01175893134248894,0.0054233825692767195,0.005858429327257498,0.006893711226010711,0.004298355879465641
G38__G__f10451,800.0,0.004484581657679468,0.005565090849409553,0.005474842990236168,0.005147130864456416,0.004155956627614097,0.004533116604462233,0.004835324108114731
TEX__shard_07_f0971,1101.4535850411492,0.005450490340915101,0.005736701263090378,0.007040369159592785,0.005724546016643005,0.005648442095163133,0.005528049219222375,0.005773827414719569
G38__G__f20173,800.0,0.003195017179634914,0.003340836909821097,0.004312308253309243,0.0033739989871456604,0.003684863224903681,0.0033992829215367458,0.003345014227336244
TEX__shard_02_f1175,1101.4535850411492,0.0018090285443800563,0.0020038204188640068,0.008043231550257195,0.0018920124856849907,0.0018834278107163801,0.0015331196499391124,0.0021556438191639936
P0__shard_05_f0611,791.9595949289333,0.00378405490484874,0.004345259409693369,0.008023181423008457,0.005147222642159915,0.003844945390845537,0.0032305099679300377,0.004096682447000119
G38__G__f3246,1101.4535850411492,0.001003613744110132,0.001034889339225022,0.001625364760082745,0.0009168841503856243,0.0011573282614240747,0.0013599985365646365,0.0027356859285715927
G38__G__f30379,800.0,0.00663884587307869,0.006195251121915065,0.007397856232419699,0.007462416609046808,0.00643801935356963,0.0036960338032816244,0.005551348103942605
P0__shard_05_f1057,1101.4535850411492,0.0013785928700111875,0.0025560228241783213,0.00576128941390569,0.0028346235584067164,0.0014724543528097209,0.0016791315367179211,0.0018032107606931079
G38__G__f2953,800.0,0.0015934094977253469,0.004766617179258867,0.0028432273511556426,0.0037269937497287488,0.0018646703033381898,0.001791200844122251,0.002387902676206447
