arm,seed,eta,frame_id,evaluable,E_sym,E_fixed,frame_mean_px,fixed_frame_mean_px,branch,n_corners,center_error_px,rescue,true_collapse
B0_P,1,0,G38__G__f5785,True,0.004433101266850209,0.004433101266850209,3.836105742468671,3.836105742468671,0,8,4.080553606664262,False,False
B0_P,1,0,P0__shard_07_f1015,True,0.0024389707468946754,0.0024389707468946754,2.686413072977629,2.686413072977629,0,8,1.4232716895786155,False,False
B0_P,1,0,TEX__shard_05_f0679,True,0.0022467977748601843,0.0022467977748601843,1.7974382198881476,1.7974382198881476,0,8,1.269243678227823,False,False
B0_P,1,0,P0__shard_02_f1202,True,0.0039031871386408525,0.0039031871386408525,4.299179466942472,4.299179466942472,0,6,1.4969107627245608,False,False
B0_P,1,0,G38__G__f39772,True,0.0013683747523170764,0.0013683747523170764,1.0946998018536611,1.0946998018536611,0,8,0.10708671848875158,False,False
B0_P,1,0,TEX__shard_05_f0496,True,0.004713055870634358,0.004713055870634358,4.0783595053677,4.0783595053677,0,8,3.906221273671566,False,False
B0_P,1,0,G38__G__f37410,True,0.0014514014256757663,0.0014514014256757663,1.5986513036444077,1.5986513036444077,0,8,1.8451748954822569,False,False
B0_P,1,0,G38__G__f4553,True,0.007349984975261985,0.007349984975261985,5.879987980209588,5.879987980209588,0,8,3.4753044378918445,False,False
B0_P,1,0,G38__G__f30791,True,0.0030297882641350487,0.0030297882641350487,2.423830611308039,2.423830611308039,0,8,1.8303151362820227,False,False
B0_P,1,0,P0__shard_00_f0953,True,0.0017193087229781829,0.0017193087229781829,1.3754469783825463,1.3754469783825463,0,8,1.1976947555340574,False,False
B0_P,1,0,P0__shard_07_f1011,True,0.0021037165575659225,0.0021037165575659225,1.820413900163166,1.820413900163166,0,8,1.4651124819348662,False,False
B0_P,1,0,P0__shard_03_f0753,True,0.0016067708052547227,0.0016067708052547227,1.7697834637872685,1.7697834637872685,0,8,1.8199341465076035,False,False
B0_P,1,0,P0__shard_01_f1179,True,0.0015838090590582516,0.0015838090590582516,1.2670472472466012,1.2670472472466012,0,8,1.1434613543834895,False,False
B0_P,1,0,G38__G__f1697,True,0.0028774644021615017,0.0028774644021615017,3.169393481589073,3.169393481589073,0,8,1.3827024234271292,False,False
B0_P,1,0,P0__shard_07_f0488,True,0.0035390886704151953,0.0035390886704151953,3.062487760702959,3.062487760702959,0,8,2.434864895853332,False,False
B0_P,1,0,G38__G__f20044,True,0.0017653196024320127,0.0017653196024320127,1.5275880825960781,1.5275880825960781,0,8,1.8289926500296037,False,False
B0_P,1,0,TEX__shard_03_f0811,True,0.0026212968970528517,0.0026212968970528517,2.0970375176422813,2.0970375176422813,0,8,2.6372197278923317,False,False
B0_P,1,0,P0__shard_05_f1127,True,0.0018276897342375026,0.0018276897342375026,1.462151787390002,1.462151787390002,0,8,1.0399533789026603,False,False
B0_P,1,0,TEX__shard_05_f1035,True,0.001813322794813349,0.001813322794813349,1.9972908931839994,1.9972908931839994,0,8,1.5276545752404445,False,False
B0_P,1,0,G38__G__f18316,True,0.0036502783224556168,0.0036502783224556168,2.9202226579644934,2.9202226579644934,0,8,0.44590059364467505,False,False
B0_P,1,0,P0__shard_03_f0741,True,0.00195122431426609,0.00195122431426609,1.560979451412872,1.560979451412872,0,8,1.9042921517281843,False,False
B0_P,1,0,G38__G__f32732,True,0.0011432288663711764,0.0011432288663711764,0.9053910699223804,0.9053910699223804,0,8,0.8523811098031472,False,False
B0_P,1,0,P0__shard_01_f0538,True,0.005063088173795272,0.005063088173795272,4.381253765475404,4.381253765475404,0,8,2.787659195254878,False,False
B0_P,1,0,TEX__shard_04_f1136,True,0.000872879152781514,0.000872879152781514,0.9614358721388796,0.9614358721388796,0,8,2.1254303559331778,False,False
B0_P,1,0,TEX__shard_03_f0189,True,0.0016607350794047501,0.0016607350794047501,1.3152350807696558,1.3152350807696558,0,8,0.6959591379367747,False,False
B0_P,1,0,G38__G__f9534,True,0.0045372712907235544,0.0045372712907235544,3.6298170325788437,3.6298170325788437,0,8,3.3291577438998936,False,False
B0_P,1,0,P0__shard_03_f1208,True,0.003902106901306361,0.003902106901306361,3.1216855210450887,3.1216855210450887,0,8,1.9688043601278096,False,False
B0_P,1,0,P0__shard_03_f0559,True,0.0012485110692642084,0.0012485110692642084,1.375176993204621,1.375176993204621,0,8,1.3206417003928705,False,False
B0_P,1,0,TEX__shard_05_f1249,True,0.0018528376165604982,0.0018528376165604982,1.4822700932483985,1.4822700932483985,0,8,0.586406837327947,False,False
B0_P,1,0,P0__shard_01_f1176,True,0.0031175954861380963,0.0031175954861380963,2.4690096583541976,2.4690096583541976,0,8,4.395848948270742,False,False
B0_P,1,0,G38__G__f10451,True,0.004502305327339671,0.004502305327339671,3.6018442618717366,3.6018442618717366,0,8,3.2244664388875424,False,False
B0_P,1,0,TEX__shard_07_f0971,True,0.0052707563269167226,0.0052707563269167226,5.805493452160743,5.805493452160743,0,8,4.187160509494392,False,False
B0_P,1,0,G38__G__f20173,True,0.0032768422784565203,0.0032768422784565203,2.6214738227652163,2.6214738227652163,0,8,1.6543549038630767,False,False
B0_P,1,0,TEX__shard_02_f1175,True,0.0018280027861708834,0.0018280027861708834,2.0134602222931286,2.0134602222931286,0,8,0.754890722002274,False,False
B0_P,1,0,P0__shard_05_f0611,True,0.002733290012716022,0.002733290012716022,2.1646552512938797,2.1646552512938797,0,8,0.23158384576434105,False,False
B0_P,1,0,G38__G__f3246,True,0.0009866847679692744,0.0009866847679692744,1.0867874749852517,1.0867874749852517,0,8,0.3759910545784547,False,False
B0_P,1,0,G38__G__f30379,True,0.004469360156599581,0.004469360156599581,3.5754881252796644,3.5754881252796644,0,6,3.7498657420147934,False,False
B0_P,1,0,P0__shard_05_f1057,True,0.0010848490555472263,0.0010848490555472263,1.1949108814609972,1.1949108814609972,0,8,1.4318910897565802,False,False
