frame_id,seed,corner,available_incident,reliability_sum,bias_changed,coordinate_move_px,top_before,top_after,top_GT_distance_before,top_GT_distance_after,expectation_GT_distance_before,expectation_GT_distance_after,GT_rank_reference
TEX__shard_03_f0886,1,0,3,1.900174617767334,True,0.007829460023427524,187,187,2.318233680983169,2.318233680983169,1.5830033385832694,1.5908326411475364,P1 whole-object branch held fixed for diagnostics only
TEX__shard_03_f0886,1,1,3,1.8230937719345093,True,0.00805307219195168,205,205,3.1008286836543175,3.1008286836543175,1.688316477211501,1.6816928142178857,P1 whole-object branch held fixed for diagnostics only
TEX__shard_03_f0886,1,2,3,1.8745558261871338,True,0.00880361142800798,170,170,2.0420689896827504,2.0420689896827504,1.7885831266403518,1.7825741613300508,P1 whole-object branch held fixed for diagnostics only
TEX__shard_03_f0886,1,3,3,1.844955563545227,True,0.0014142231268148117,102,102,1.3165503672107166,1.3165503672107166,1.404249486109243,1.4036374575962067,P1 whole-object branch held fixed for diagnostics only
TEX__shard_03_f0886,1,4,3,1.8896605968475342,True,0.0013197212448093432,34,34,0.8458298765071846,0.8458298765071846,0.4751458029197348,0.47384247377177263,P1 whole-object branch held fixed for diagnostics only
TEX__shard_03_f0886,1,5,3,1.8714922666549683,True,0.0015857072543314752,221,221,0.3386279311385234,0.3386279311385234,0.9652880920940597,0.9639515567035662,P1 whole-object branch held fixed for diagnostics only
TEX__shard_03_f0886,1,6,3,1.7602038383483887,True,0.011037243680526774,221,221,1.0118769569322679,1.0118769569322679,2.1166142435705018,2.1145927213483935,P1 whole-object branch held fixed for diagnostics only
TEX__shard_03_f0886,1,7,3,1.6716911792755127,True,0.011659857800445046,221,221,0.4126334868122563,0.4126334868122563,2.072185713875272,2.083289607159048,P1 whole-object branch held fixed for diagnostics only
TEX__shard_03_f0886,2,0,3,1.900174617767334,True,0.005277472105127945,221,221,0.499539032864281,0.499539032864281,1.611547766738153,1.6093065410073104,P1 whole-object branch held fixed for diagnostics only
TEX__shard_03_f0886,2,1,3,1.8230937719345093,True,0.010529021412151847,221,221,0.8211235066084895,0.8211235066084895,1.0403687549214036,1.034759765173068,P1 whole-object branch held fixed for diagnostics only
TEX__shard_03_f0886,2,2,3,1.8745558261871338,True,0.0018617217597970113,221,221,1.310432937245481,1.310432937245481,1.576613343127097,1.5749877452743735,P1 whole-object branch held fixed for diagnostics only
TEX__shard_03_f0886,2,3,3,1.844955563545227,True,0.001247184701706232,85,85,2.054660801273407,2.054660801273407,1.787947816374489,1.7875816998581149,P1 whole-object branch held fixed for diagnostics only
TEX__shard_03_f0886,2,4,3,1.8896605968475342,True,0.0017814278854281613,51,51,1.2855070751645266,1.2855070751645266,0.3941893650392598,0.3927634270329957,P1 whole-object branch held fixed for diagnostics only
TEX__shard_03_f0886,2,5,3,1.8714922666549683,True,0.0029797245737655234,221,221,0.3386279311385234,0.3386279311385234,0.8996530874230328,0.8966795286527931,P1 whole-object branch held fixed for diagnostics only
TEX__shard_03_f0886,2,6,3,1.7602038383483887,True,0.00936724255218447,221,221,1.0118769569322679,1.0118769569322679,2.14739326101055,2.1465884088873706,P1 whole-object branch held fixed for diagnostics only
TEX__shard_03_f0886,2,7,3,1.6716911792755127,True,0.013796806335449219,221,221,0.4126334868122563,0.4126334868122563,1.6304872010279163,1.6419155285582863,P1 whole-object branch held fixed for diagnostics only
TEX__shard_03_f0886,3,0,3,1.900174617767334,True,0.004421096096895664,0,0,2.2370577544549763,2.2370577544549763,1.1939993551821493,1.1977332056174042,P1 whole-object branch held fixed for diagnostics only
TEX__shard_03_f0886,3,1,3,1.8230937719345093,True,0.014343626190181155,205,205,3.1008286836543175,3.1008286836543175,2.3362041457752727,2.3241567237535294,P1 whole-object branch held fixed for diagnostics only
TEX__shard_03_f0886,3,2,3,1.8745558261871338,True,0.001777642786236422,187,187,2.542701360700217,2.542701360700217,1.9656193724616744,1.9644050530837744,P1 whole-object branch held fixed for diagnostics only
TEX__shard_03_f0886,3,3,3,1.844955563545227,True,0.0010120821223692496,221,221,1.6800528024809733,1.6800528024809733,1.263299129652439,1.2625360741194434,P1 whole-object branch held fixed for diagnostics only
TEX__shard_03_f0886,3,4,3,1.8896605968475342,True,0.0004963212880642881,85,85,2.266018087545368,2.266018087545368,1.1922094901882696,1.191890727581464,P1 whole-object branch held fixed for diagnostics only
TEX__shard_03_f0886,3,5,3,1.8714922666549683,True,0.0014303335238082659,221,221,0.3386279311385234,0.3386279311385234,0.8860891238442672,0.8849524810387022,P1 whole-object branch held fixed for diagnostics only
