epoch,checkpoint,n_val,box_mAP50,box_mAP50_95,pose_mAP50,pose_mAP50_95,native_fixed_corner_error,oracle_perm_corner_error,collapsed_channels,channel_detect_rate,identity_best_fraction,yaw180_best_fraction,yaw90_best_fraction,yaw270_best_fraction
10,epoch10.pt,419,0.9085443416997145,0.5717243390639284,0.13840677053884867,0.030279669460204096,0.2889727781335529,0.1764991621707932,0,"{'0': 1.0, '1': 1.0, '2': 1.0, '3': 1.0, '4': 1.0, '5': 1.0, '6': 1.0, '7': 1.0, '8': 1.0}",0.4749,0.4558,0.0382,0.031
20,epoch20.pt,433,0.9298628727014079,0.6434192902025722,0.29910750025420935,0.04292315304399304,0.23527843688040592,0.17880786961111012,0,"{'0': 1.0, '1': 1.0, '2': 1.0, '3': 1.0, '4': 1.0, '5': 1.0, '6': 1.0, '7': 1.0, '8': 1.0}",0.5358,0.3764,0.0485,0.0393
30,epoch30.pt,469,0.9586479304560829,0.6408236286732484,0.6741109768481215,0.48996551561408586,0.15187971716273635,0.14138342815810148,0,"{'0': 1.0, '1': 1.0, '2': 1.0, '3': 1.0, '4': 1.0, '5': 1.0, '6': 1.0, '7': 1.0, '8': 1.0}",0.8742,0.0938,0.0213,0.0107
40,epoch40.pt,458,0.9720919075253965,0.7277657862755763,0.777325961864922,0.6338403047118064,0.14297775461527412,0.13692179837550222,0,"{'0': 1.0, '1': 1.0, '2': 1.0, '3': 1.0, '4': 1.0, '5': 1.0, '6': 1.0, '7': 1.0, '8': 1.0}",0.9236,0.059,0.0087,0.0087
50,epoch50.pt,466,0.9716664726335651,0.7467270726857957,0.8080805299241516,0.67480852268341,0.1415380935418043,0.13354772978399615,0,"{'0': 1.0, '1': 1.0, '2': 1.0, '3': 1.0, '4': 1.0, '5': 1.0, '6': 1.0, '7': 1.0, '8': 1.0}",0.9099,0.0708,0.0107,0.0086
60,last.pt,471,0.9844836709169076,0.7544531213561794,0.839037066351759,0.7197391683881135,0.14509798469900978,0.13542862792876523,0,"{'0': 1.0, '1': 1.0, '2': 1.0, '3': 1.0, '4': 1.0, '5': 1.0, '6': 1.0, '7': 1.0, '8': 1.0}",0.9172,0.0616,0.0085,0.0127
