epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
1,73.0182,2.3472,9.71234,0.56429,2.77848,0.02557,15.5451,0.88413,0.53383,0.64058,0.265,0,0,0,0,2.20574,9.20896,0.35124,1.80608,0.01866,0,0.00332255,0.00332255,0.0700971
2,139.554,1.88159,8.67318,0.35078,1.3835,0.01832,11.9751,0.74758,0.7794,0.81236,0.41886,0.13096,0.08271,0.03101,0.00592,1.91197,7.98445,0.19096,1.51557,0.01619,0,0.00665136,0.00665136,0.0400926
3,203.543,1.84471,8.11993,0.30845,1.28642,0.01781,11.6603,0.72368,0.6015,0.6541,0.31921,0.1769,0.09023,0.02585,0.00565,2.08065,8.0059,0.16919,1.63339,0.0183,0,0.00996213,0.00996213,0.01007
4,267.937,1.86319,7.96674,0.28359,1.30505,0.01799,11.4614,0.77373,0.62406,0.68245,0.37157,0.26251,0.09023,0.04001,0.00687,1.85875,7.70876,0.14177,1.34478,0.01496,0,0.00993906,0.00993906,0.00993906
5,332.537,1.78681,7.56558,0.27023,1.17616,0.01721,11.1667,0.89136,0.74032,0.84667,0.48975,0.25227,0.12782,0.07125,0.01978,1.69331,7.34573,0.11327,1.243,0.01345,0,0.00989183,0.00989183,0.00989183
6,396.268,1.73078,7.32587,0.25381,1.11999,0.01657,10.8811,0.75639,0.7218,0.75777,0.38426,0.17526,0.11278,0.03472,0.00601,1.94741,7.40046,0.09219,1.34373,0.01624,0,0.00983133,0.00983133,0.00983133
7,460.024,1.67862,7.17269,0.24296,1.07474,0.01585,10.7642,0.86513,0.7594,0.87096,0.49327,0.24126,0.21053,0.07671,0.01977,1.76608,7.43658,0.09207,1.00636,0.01452,0,0.00975773,0.00975773,0.00975773
8,523.999,1.66272,7.09604,0.23735,1.03871,0.0156,10.6206,0.88025,0.71429,0.81981,0.46757,0.20182,0.16541,0.04989,0.00934,1.78346,7.54259,0.09055,1.25706,0.01424,0,0.00967122,0.00967122,0.00967122
9,587.395,1.62696,6.94936,0.2252,0.98291,0.01532,10.4672,0.87864,0.81955,0.87552,0.54564,0.33981,0.21053,0.11227,0.02648,1.53831,6.94329,0.07918,1.20774,0.01239,0,0.00957205,0.00957205,0.00957205
10,650.949,1.5902,6.85101,0.21754,0.93525,0.01487,10.5115,0.81239,0.81203,0.86754,0.52786,0.36567,0.21053,0.10915,0.02871,1.69586,6.90877,0.06832,0.85513,0.0135,0,0.00946048,0.00946048,0.00946048
11,714.601,1.57931,6.80623,0.21432,0.91369,0.01476,10.4088,0.90086,0.81985,0.90052,0.57255,0.4105,0.19898,0.14266,0.0314,1.42198,6.71858,0.07116,0.87455,0.01128,0,0.00933683,0.00933683,0.00933683
12,778.426,1.54364,6.69706,0.20887,0.89872,0.01424,10.2805,0.89802,0.71429,0.85389,0.54493,0.40055,0.25564,0.13098,0.03373,1.468,6.62486,0.0754,1.03375,0.01102,0,0.00920142,0.00920142,0.00920142
13,842.028,1.53313,6.65823,0.21246,0.8622,0.01416,10.1703,0.85612,0.87218,0.91107,0.57594,0.25958,0.26316,0.12328,0.02444,1.39993,6.68591,0.07662,1.00705,0.01033,0,0.00905463,0.00905463,0.00905463
14,905.687,1.51309,6.61766,0.20537,0.86239,0.01392,10.1546,0.84315,0.84877,0.91944,0.59665,0.32906,0.30827,0.17692,0.03386,1.45164,6.37063,0.06965,0.80551,0.01078,0,0.00889687,0.00889687,0.00889687
15,968.902,1.46326,6.55197,0.20498,0.82751,0.01336,10.0786,0.86563,0.82347,0.87428,0.50645,0.35635,0.22064,0.14385,0.02154,1.53391,7.09572,0.07374,0.94617,0.01195,0,0.00872857,0.00872857,0.00872857
