frame_id,M0_top1,M0_any,M0_n,M0_top1_conf,M0_top1_iou,M0_correct_conf,M0_wrong_conf,M0_kp_median,M1_top1,M1_any,M1_n,M1_top1_conf,M1_top1_iou,M1_correct_conf,M1_wrong_conf,M1_kp_median,M2_top1,M2_any,M2_n,M2_top1_conf,M2_top1_iou,M2_correct_conf,M2_wrong_conf,M2_kp_median
1779449499143611648,True,True,6,0.9112046360969543,0.8230598710538756,0.9112046360969543,0.0068367901258170605,10.446804376842628,True,True,33,0.786339282989502,0.8167330682295308,0.786339282989502,0.034187182784080505,10.822939239223254,True,True,4,0.786339282989502,0.8167330864144926,0.786339282989502,0.034187182784080505,10.822939239223254
1779449501478488320,True,True,5,0.6919207572937012,0.875347655116961,0.6919207572937012,0.005773982498794794,21.6341027757301,True,True,29,0.8527019619941711,0.9209781490807115,0.8527019619941711,0.42117607593536377,17.57080772334206,True,True,7,0.8527019619941711,0.9209781490807115,0.8527019619941711,0.004041911102831364,17.57080772334206
1779449575470221824,False,False,7,0.7693832516670227,0.0,,0.7693832516670227,76.73988348856093,False,False,37,0.721997857093811,0.0,,0.721997857093811,77.78511871800005,False,False,10,0.721997857093811,0.0,,0.721997857093811,77.78511871800005
1779449580573721600,False,False,7,0.6543285250663757,0.0,,0.6543285250663757,85.89497357818003,False,False,31,0.6253183484077454,0.0,,0.6253183484077454,85.81586565476721,False,False,11,0.6253183484077454,0.0,,0.6253183484077454,85.81586565476721
1779449591514485504,False,False,9,0.6649062633514404,0.0,,0.6649062633514404,79.71497174421687,False,False,47,0.5955908894538879,0.0,,0.5955908894538879,80.21980382096646,False,False,16,0.5955908894538879,0.0,,0.5955908894538879,80.21980382096646
1779449593782795264,False,False,6,0.1357794851064682,0.0,,0.1357794851064682,237.36995843856448,False,False,35,0.13919439911842346,0.0,,0.13919439911842346,84.48641145273668,False,False,8,0.13919439911842346,0.0,,0.13919439911842346,84.48641145273668
1779449596017728000,True,True,5,0.6539375185966492,0.791489374384991,0.6539375185966492,0.013997999019920826,17.887823994371754,True,True,30,0.29326364398002625,0.8204476260693013,0.29326364398002625,0.05633203685283661,11.080567148748447,True,True,9,0.29326364398002625,0.8204476260693013,0.29326364398002625,0.05633203685283661,11.080567148748447
1779449602689248000,True,True,6,0.7684940099716187,0.6946714831198669,0.7684940099716187,0.7136390209197998,24.337217606661945,False,True,36,0.6272972822189331,0.0,0.2727143168449402,0.6272972822189331,205.95779485851492,False,True,6,0.6272972822189331,0.0,0.2727143168449402,0.6272972822189331,205.95779485851492
1779449604823769344,False,False,8,0.22629868984222412,0.0,,0.22629868984222412,295.5842554119219,False,True,49,0.2994147837162018,0.0,0.0019443923374637961,0.2994147837162018,296.04166459355287,False,True,14,0.2994147837162018,0.0,0.0019443923374637961,0.2994147837162018,296.04166459355287
1779449631842893312,True,True,7,0.3111814856529236,0.6974933745185261,0.3111814856529236,0.0020982339046895504,145.1288469228906,True,True,23,0.3733552396297455,0.6757134682501085,0.3733552396297455,0.008670429699122906,136.2992743572625,True,True,5,0.3733552396297455,0.6757143802687237,0.3733552396297455,0.008670429699122906,136.2992743572625
1779449634044385536,True,True,4,0.48077717423439026,0.7910804431214762,0.48077717423439026,,7.5630420624656,True,True,24,0.4280454218387604,0.7400736668146091,0.4280454218387604,0.0013283416628837585,12.03966563432294,True,True,6,0.4280454218387604,0.740074191001203,0.4280454218387604,0.0013283416628837585,12.03966563432294
1779449638581035008,True,True,3,0.08933407813310623,0.6607078598566364,0.08933407813310623,,120.62012234771066,True,True,15,0.027601903304457664,0.7250714964728577,0.027601903304457664,0.0022040472831577063,118.92036144306816,True,True,3,0.027601903304457664,0.7250714964728577,0.027601903304457664,0.0022040472831577063,118.92036144306816
1779449643284402176,False,True,8,0.009663885459303856,0.0037848717020795954,0.0023678308352828026,0.009663885459303856,151.17284202673625,True,True,21,0.04069342091679573,0.5329438273111979,0.04069342091679573,0.020405234768986702,37.74358013059194,True,True,5,0.04069342091679573,0.5329437594943577,0.04069342091679573,0.008290418423712254,37.74358013059194
1779449645419136000,True,True,7,0.7054157257080078,0.7060593649816984,0.7054157257080078,0.016700271517038345,156.42970216248972,True,True,32,0.6866428256034851,0.685461101974242,0.6866428256034851,0.11529581248760223,153.20661532498113,True,True,7,0.6866428256034851,0.685461101974242,0.6866428256034851,0.11529581248760223,153.20661532498113
1779449647620845824,True,True,3,0.9256949424743652,0.8923594327577096,0.9256949424743652,0.002210428239777684,8.64734839781341,True,True,16,0.8605202436447144,0.9074943844402764,0.8605202436447144,0.0012334889033809304,8.072764333613142,True,True,2,0.8605202436447144,0.9074945110480935,0.8605202436447144,0.0012334889033809304,8.072764333613142
1779449649655479552,True,True,3,0.8972249031066895,0.7809488969302035,0.8972249031066895,0.13253341615200043,15.498327941515228,True,True,28,0.8142768740653992,0.7668258339390039,0.8142768740653992,0.042699720710515976,15.99084762967158,True,True,4,0.8142768740653992,0.7668257930332021,0.8142768740653992,0.042699720710515976,15.99084762967158
1779449656527024896,True,True,3,0.9322795867919922,0.8567663345440479,0.9322795867919922,0.16774557530879974,18.51199862677008,True,True,30,0.779321014881134,0.8889630692910224,0.779321014881134,0.04408439248800278,21.058950204573232,True,True,6,0.779321014881134,0.8889630201106747,0.779321014881134,0.04408439248800278,21.058950204573232
1779449661263803392,False,True,5,0.801604151725769,0.0,0.24219706654548645,0.801604151725769,368.7332649998245,False,True,31,0.859048068523407,0.0,0.5671889781951904,0.859048068523407,368.3249231715094,False,True,3,0.859048068523407,0.0,0.5671889781951904,0.859048068523407,368.3249231715094
