frame_id,M0_top1,M0_any,M0_n,M0_top1_conf,M0_top1_iou,M0_correct_conf,M0_wrong_conf,M0_kp_median,M1_top1,M1_any,M1_n,M1_top1_conf,M1_top1_iou,M1_correct_conf,M1_wrong_conf,M1_kp_median,M2_top1,M2_any,M2_n,M2_top1_conf,M2_top1_iou,M2_correct_conf,M2_wrong_conf,M2_kp_median
1779449467555301888,False,True,14,0.2551913559436798,0.0,0.05895291268825531,0.2551913559436798,152.3238286348885,False,True,61,0.4821838140487671,0.0,0.31165698170661926,0.4821838140487671,152.61297707724984,False,True,21,0.4821838140487671,0.0,0.31165698170661926,0.4821838140487671,152.61297707724984
1779449470423201536,True,True,13,0.4887866973876953,0.5762489086463696,0.4887866973876953,0.12971116602420807,26.719623207109745,False,True,60,0.2943873107433319,0.0,0.2656249701976776,0.2943873107433319,160.9875544962346,False,True,21,0.2943873107433319,0.0,0.2656249701976776,0.2943873107433319,160.9875544962346
1779449475060066816,True,True,14,0.4218406677246094,0.5750971084586946,0.4218406677246094,0.10101883113384247,17.3343044924123,True,True,68,0.3592710793018341,0.6282866216555645,0.3592710793018341,0.22096334397792816,13.224166839085818,True,True,24,0.3592710793018341,0.6282880776645132,0.3592710793018341,0.22096334397792816,13.224166839085818
1779449479095927552,False,True,17,0.06691544502973557,0.0,0.013749947771430016,0.06691544502973557,150.73422065187725,False,True,56,0.3466704487800598,0.0,0.08950246870517731,0.3466704487800598,156.37278084726213,False,True,20,0.3466704487800598,0.0,0.08950246870517731,0.3466704487800598,156.37278084726213
1779449481331070208,False,True,15,0.19974972307682037,0.05766959876854346,0.0015590458642691374,0.19974972307682037,130.51373509153717,False,True,72,0.2482190728187561,0.014194958113830427,0.0014865417033433914,0.2482190728187561,144.4478670115709,False,True,27,0.2482190728187561,0.014195036995748972,0.0014865417033433914,0.2482190728187561,144.4478670115709
1779449483432542720,False,False,7,0.07332102209329605,0.03537284232842474,,0.07332102209329605,175.9826476562301,False,False,20,0.2710336446762085,0.038682930812107254,,0.2710336446762085,174.28801071101054,False,False,10,0.2710336446762085,0.038682930812107254,,0.2710336446762085,174.28801071101054
1779449485800670464,True,True,11,0.05475679785013199,0.5876057699772469,0.05475679785013199,0.025826964527368546,15.829610412398582,False,True,30,0.06415492296218872,0.36121114214219296,0.011811856180429459,0.06415492296218872,49.3016833089636,False,True,13,0.06415492296218872,0.3612108909666342,0.011811856180429459,0.06415492296218872,49.3016833089636
1779449488068910592,False,False,11,0.2898182272911072,0.4951290912245766,,0.2898182272911072,27.768344618585044,False,True,32,0.06886892020702362,0.4981276368925548,0.024958273395895958,0.06886892020702362,27.23706295441892,False,True,14,0.06886892020702362,0.4981276709853235,0.024958273395895958,0.06886892020702362,27.23706295441892
1779449492505469440,False,True,13,0.06778313219547272,0.024726564054343498,0.01006094180047512,0.06778313219547272,82.48022663779635,False,True,41,0.040903955698013306,0.0,0.024903737008571625,0.040903955698013306,214.75425981380067,False,True,14,0.040903955698013306,0.0,0.024903737008571625,0.040903955698013306,214.75425981380067
1779449496875356416,False,False,4,0.03391837701201439,0.0,,0.03391837701201439,281.39125254706255,False,False,32,0.04763907566666603,0.004402900007919327,,0.04763907566666603,238.12468760908394,False,False,12,0.04763907566666603,0.004402900007919327,,0.04763907566666603,238.12468760908394
