center_frame_id,source_recording,center_rgb,neighbor_rgb_paths,gt_annotation_path,lighting,manual_gt_status,paper_eval_recording_overlap,eligible,exclusion_reason
eval_outside__1778653508779767808,capturepallet08,data/pallet/raw_data/outside/capturepallet08/rgb/1778653508779767808.png,,dev_existing/annotations/eval_outside/1778653508779767808.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_outside__1778653522084302848,,,,dev_existing/annotations/eval_outside/1778653522084302848.json,day,real_gt_v2_plastic_audited,,False,workspace: FT_OVERLAP
eval_outside__1778653526955536896,capturepallet08,data/pallet/raw_data/outside/capturepallet08/rgb/1778653526955536896.png,,dev_existing/annotations/eval_outside/1778653526955536896.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_outside__1778653539789436160,,,,dev_existing/annotations/eval_outside/1778653539789436160.json,day,real_gt_v2_plastic_audited,,False,workspace: FT_OVERLAP
eval_outside__1778653540259983104,capturepallet08,data/pallet/raw_data/outside/capturepallet08/rgb/1778653540259983104.png,,dev_existing/annotations/eval_outside/1778653540259983104.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_outside__1778653545299653120,capturepallet08,data/pallet/raw_data/outside/capturepallet08/rgb/1778653545299653120.png,,dev_existing/annotations/eval_outside/1778653545299653120.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet07__1778652124170068224,capturepallet07,data/pallet/raw_data/outside/capturepallet07/rgb/1778652124170068224.png,,dev_existing/annotations/eval_pallet07/1778652124170068224.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet07__1778652125245035520,capturepallet07,data/pallet/raw_data/outside/capturepallet07/rgb/1778652125245035520.png,,dev_existing/annotations/eval_pallet07/1778652125245035520.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet07__1778652126319943168,capturepallet07,data/pallet/raw_data/outside/capturepallet07/rgb/1778652126319943168.png,,dev_existing/annotations/eval_pallet07/1778652126319943168.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet07__1778652127361815808,capturepallet07,data/pallet/raw_data/outside/capturepallet07/rgb/1778652127361815808.png,,dev_existing/annotations/eval_pallet07/1778652127361815808.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet07__1778652128369383168,capturepallet07,data/pallet/raw_data/outside/capturepallet07/rgb/1778652128369383168.png,,dev_existing/annotations/eval_pallet07/1778652128369383168.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet07__1778652130452698368,capturepallet07,data/pallet/raw_data/outside/capturepallet07/rgb/1778652130452698368.png,,dev_existing/annotations/eval_pallet07/1778652130452698368.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet07__1778652132535256576,capturepallet07,data/pallet/raw_data/outside/capturepallet07/rgb/1778652132535256576.png,,dev_existing/annotations/eval_pallet07/1778652132535256576.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet07__1778652134517495552,capturepallet07,data/pallet/raw_data/outside/capturepallet07/rgb/1778652134517495552.png,,dev_existing/annotations/eval_pallet07/1778652134517495552.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet07__1778652136533958400,capturepallet07,data/pallet/raw_data/outside/capturepallet07/rgb/1778652136533958400.png,,dev_existing/annotations/eval_pallet07/1778652136533958400.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet07__1778652138515809024,capturepallet07,data/pallet/raw_data/outside/capturepallet07/rgb/1778652138515809024.png,,dev_existing/annotations/eval_pallet07/1778652138515809024.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet07__1778652140531310080,capturepallet07,data/pallet/raw_data/outside/capturepallet07/rgb/1778652140531310080.png,,dev_existing/annotations/eval_pallet07/1778652140531310080.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet07__1778652142480077056,capturepallet07,data/pallet/raw_data/outside/capturepallet07/rgb/1778652142480077056.png,,dev_existing/annotations/eval_pallet07/1778652142480077056.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet07__1778652144496057088,capturepallet07,data/pallet/raw_data/outside/capturepallet07/rgb/1778652144496057088.png,,dev_existing/annotations/eval_pallet07/1778652144496057088.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet07__1778652146612550912,capturepallet07,data/pallet/raw_data/outside/capturepallet07/rgb/1778652146612550912.png,,dev_existing/annotations/eval_pallet07/1778652146612550912.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet07__1778652148628229376,capturepallet07,data/pallet/raw_data/outside/capturepallet07/rgb/1778652148628229376.png,,dev_existing/annotations/eval_pallet07/1778652148628229376.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet07__1778652150610404864,capturepallet07,data/pallet/raw_data/outside/capturepallet07/rgb/1778652150610404864.png,,dev_existing/annotations/eval_pallet07/1778652150610404864.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet07__1778652152626116352,capturepallet07,data/pallet/raw_data/outside/capturepallet07/rgb/1778652152626116352.png,,dev_existing/annotations/eval_pallet07/1778652152626116352.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet07__1778652154608392192,capturepallet07,data/pallet/raw_data/outside/capturepallet07/rgb/1778652154608392192.png,,dev_existing/annotations/eval_pallet07/1778652154608392192.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet07__1778652156557165568,capturepallet07,data/pallet/raw_data/outside/capturepallet07/rgb/1778652156557165568.png,,dev_existing/annotations/eval_pallet07/1778652156557165568.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet07__1778652158404883456,capturepallet07,data/pallet/raw_data/outside/capturepallet07/rgb/1778652158404883456.png,,dev_existing/annotations/eval_pallet07/1778652158404883456.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet07__1778652166837872128,capturepallet07,data/pallet/raw_data/outside/capturepallet07/rgb/1778652166837872128.png,,dev_existing/annotations/eval_pallet07/1778652166837872128.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet07__1778652168786111744,capturepallet07,data/pallet/raw_data/outside/capturepallet07/rgb/1778652168786111744.png,,dev_existing/annotations/eval_pallet07/1778652168786111744.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet07__1778652170735118080,capturepallet07,data/pallet/raw_data/outside/capturepallet07/rgb/1778652170735118080.png,,dev_existing/annotations/eval_pallet07/1778652170735118080.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet07__1778652172717607680,capturepallet07,data/pallet/raw_data/outside/capturepallet07/rgb/1778652172717607680.png,,dev_existing/annotations/eval_pallet07/1778652172717607680.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet07__1778652174598774528,capturepallet07,data/pallet/raw_data/outside/capturepallet07/rgb/1778652174598774528.png,,dev_existing/annotations/eval_pallet07/1778652174598774528.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet07__1778652176547299328,capturepallet07,data/pallet/raw_data/outside/capturepallet07/rgb/1778652176547299328.png,,dev_existing/annotations/eval_pallet07/1778652176547299328.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet07__1778652178428551168,capturepallet07,data/pallet/raw_data/outside/capturepallet07/rgb/1778652178428551168.png,,dev_existing/annotations/eval_pallet07/1778652178428551168.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653630038417664,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653630038417664.png,,dev_existing/annotations/eval_pallet09/1778653630038417664.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653632188551424,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653632188551424.png,,dev_existing/annotations/eval_pallet09/1778653632188551424.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653634641026304,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653634641026304.png,,dev_existing/annotations/eval_pallet09/1778653634641026304.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653643678509824,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653643678509824.png,,dev_existing/annotations/eval_pallet09/1778653643678509824.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653659065885952,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653659065885952.png,,dev_existing/annotations/eval_pallet09/1778653659065885952.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653661653195264,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653661653195264.png,,dev_existing/annotations/eval_pallet09/1778653661653195264.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653664407620608,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653664407620608.png,,dev_existing/annotations/eval_pallet09/1778653664407620608.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653674184865536,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653674184865536.png,,dev_existing/annotations/eval_pallet09/1778653674184865536.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653693804927232,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653693804927232.png,,dev_existing/annotations/eval_pallet09/1778653693804927232.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653699314620416,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653699314620416.png,,dev_existing/annotations/eval_pallet09/1778653699314620416.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653704118966272,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653704118966272.png,,dev_existing/annotations/eval_pallet09/1778653704118966272.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653706706429696,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653706706429696.png,,dev_existing/annotations/eval_pallet09/1778653706706429696.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653709259341568,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653709259341568.png,,dev_existing/annotations/eval_pallet09/1778653709259341568.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653711544007680,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653711544007680.png,,dev_existing/annotations/eval_pallet09/1778653711544007680.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653713962971904,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653713962971904.png,,dev_existing/annotations/eval_pallet09/1778653713962971904.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653721118964736,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653721118964736.png,,dev_existing/annotations/eval_pallet09/1778653721118964736.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653723571790336,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653723571790336.png,,dev_existing/annotations/eval_pallet09/1778653723571790336.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653730458996736,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653730458996736.png,,dev_existing/annotations/eval_pallet09/1778653730458996736.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653738858078976,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653738858078976.png,,dev_existing/annotations/eval_pallet09/1778653738858078976.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653796073599488,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653796073599488.png,,dev_existing/annotations/eval_pallet09/1778653796073599488.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653798391620864,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653798391620864.png,,dev_existing/annotations/eval_pallet09/1778653798391620864.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653804674198784,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653804674198784.png,,dev_existing/annotations/eval_pallet09/1778653804674198784.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653806958839552,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653806958839552.png,,dev_existing/annotations/eval_pallet09/1778653806958839552.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653811763352320,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653811763352320.png,,dev_existing/annotations/eval_pallet09/1778653811763352320.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653814384002560,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653814384002560.png,,dev_existing/annotations/eval_pallet09/1778653814384002560.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653821069351168,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653821069351168.png,,dev_existing/annotations/eval_pallet09/1778653821069351168.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653823253508096,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653823253508096.png,,dev_existing/annotations/eval_pallet09/1778653823253508096.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653832794714368,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653832794714368.png,,dev_existing/annotations/eval_pallet09/1778653832794714368.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653871330109184,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653871330109184.png,,dev_existing/annotations/eval_pallet09/1778653871330109184.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653882316513792,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653882316513792.png,,dev_existing/annotations/eval_pallet09/1778653882316513792.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653884903302656,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653884903302656.png,,dev_existing/annotations/eval_pallet09/1778653884903302656.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653889069260032,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653889069260032.png,,dev_existing/annotations/eval_pallet09/1778653889069260032.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
eval_pallet09__1778653898342159872,capturepallet09,data/pallet/raw_data/outside/capturepallet09/rgb/1778653898342159872.png,,dev_existing/annotations/eval_pallet09/1778653898342159872.json,day,real_gt_v2_plastic_audited,True,False,recording feeds PAPER_EVAL 319
forklift_20260528_manual_gt__000000,forklift_raw_20260528_163408,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000000.png,,legacy_unverified/annotations/forklift_20260528_manual_gt/000000.json,unknown,manual_gt_legacy,False,False,tracklet would cross the recording boundary
forklift_20260528_manual_gt__000015,forklift_raw_20260528_163408,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000015.png,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000012.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000013.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000014.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000016.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000017.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000018.png,legacy_unverified/annotations/forklift_20260528_manual_gt/000015.json,unknown,manual_gt_legacy,False,True,
forklift_20260528_manual_gt__000030,forklift_raw_20260528_163408,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000030.png,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000027.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000028.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000029.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000031.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000032.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000033.png,legacy_unverified/annotations/forklift_20260528_manual_gt/000030.json,unknown,manual_gt_legacy,False,True,
forklift_20260528_manual_gt__000045,forklift_raw_20260528_163408,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000045.png,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000042.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000043.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000044.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000046.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000047.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000048.png,legacy_unverified/annotations/forklift_20260528_manual_gt/000045.json,unknown,manual_gt_legacy,False,True,
forklift_20260528_manual_gt__000060,forklift_raw_20260528_163408,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000060.png,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000057.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000058.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000059.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000061.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000062.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000063.png,legacy_unverified/annotations/forklift_20260528_manual_gt/000060.json,unknown,manual_gt_legacy,False,True,
forklift_20260528_manual_gt__000075,forklift_raw_20260528_163408,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000075.png,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000072.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000073.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000074.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000076.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000077.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000078.png,legacy_unverified/annotations/forklift_20260528_manual_gt/000075.json,unknown,manual_gt_legacy,False,True,
forklift_20260528_manual_gt__000090,forklift_raw_20260528_163408,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000090.png,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000087.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000088.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000089.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000091.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000092.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000093.png,legacy_unverified/annotations/forklift_20260528_manual_gt/000090.json,unknown,manual_gt_legacy,False,True,
forklift_20260528_manual_gt__000105,forklift_raw_20260528_163408,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000105.png,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000102.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000103.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000104.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000106.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000107.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000108.png,legacy_unverified/annotations/forklift_20260528_manual_gt/000105.json,unknown,manual_gt_legacy,False,True,
forklift_20260528_manual_gt__000210,forklift_raw_20260528_163408,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000210.png,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000207.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000208.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000209.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000211.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000212.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000213.png,legacy_unverified/annotations/forklift_20260528_manual_gt/000210.json,unknown,manual_gt_legacy,False,True,
forklift_20260528_manual_gt__000225,forklift_raw_20260528_163408,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000225.png,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000222.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000223.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000224.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000226.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000227.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000228.png,legacy_unverified/annotations/forklift_20260528_manual_gt/000225.json,unknown,manual_gt_legacy,False,True,
forklift_20260528_manual_gt__000240,forklift_raw_20260528_163408,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000240.png,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000237.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000238.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000239.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000241.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000242.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000243.png,legacy_unverified/annotations/forklift_20260528_manual_gt/000240.json,unknown,manual_gt_legacy,False,True,
forklift_20260528_manual_gt__000255,forklift_raw_20260528_163408,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000255.png,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000252.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000253.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000254.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000256.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000257.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000258.png,legacy_unverified/annotations/forklift_20260528_manual_gt/000255.json,unknown,manual_gt_legacy,False,True,
forklift_20260528_manual_gt__000270,forklift_raw_20260528_163408,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000270.png,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000267.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000268.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000269.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000271.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000272.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000273.png,legacy_unverified/annotations/forklift_20260528_manual_gt/000270.json,unknown,manual_gt_legacy,False,True,
forklift_20260528_manual_gt__000285,forklift_raw_20260528_163408,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000285.png,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000282.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000283.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000284.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000286.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000287.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000288.png,legacy_unverified/annotations/forklift_20260528_manual_gt/000285.json,unknown,manual_gt_legacy,False,True,
forklift_20260528_manual_gt__000300,forklift_raw_20260528_163408,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000300.png,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000297.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000298.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000299.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000301.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000302.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000303.png,legacy_unverified/annotations/forklift_20260528_manual_gt/000300.json,unknown,manual_gt_legacy,False,True,
forklift_20260528_manual_gt__000315,forklift_raw_20260528_163408,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000315.png,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000312.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000313.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000314.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000316.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000317.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000318.png,legacy_unverified/annotations/forklift_20260528_manual_gt/000315.json,unknown,manual_gt_legacy,False,True,
forklift_20260528_manual_gt__000330,forklift_raw_20260528_163408,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000330.png,data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000327.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000328.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000329.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000331.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000332.png|data/pallet/raw_data/outside/forklift_raw_20260528_163408/rgb/000333.png,legacy_unverified/annotations/forklift_20260528_manual_gt/000330.json,unknown,manual_gt_legacy,False,True,
