frame_id,model,domain,session,n_detections,top1_conf,top1_iou,top1_correct_box,any_correct_candidate,best_candidate_iou,first_correct_rank,first_correct_conf,failure_class,valid_kp_count,kp_median_px,kp_max_px,front_error,rear_error,bottom_error,gt_bbox_area,pred_bbox_area,mean_luma,top1_box
1779449467555301888,A42,NIGHT,eval_night08,18,0.06297820806503296,0.005920641192735474,False,False,0.04826394412473105,,,N1A,,,,,,,10032.0,533.2,66.55,"[258.5, 319.9, 308.9, 330.5]"
1779449470423201536,A42,NIGHT,eval_night08,11,0.07608352601528168,0.025318325279457182,False,False,0.03914815409437481,,,N1A,,,,,,,9324.0,515.2,66.97,"[197.0, 322.5, 253.8, 331.6]"
1779449475060066816,A42,NIGHT,eval_night08,12,0.09988658130168915,0.04586088604422418,False,False,0.059722908199359534,,,N1A,,,,,,,9805.0,610.7,67.14,"[199.9, 320.2, 259.9, 330.4]"
1779449479095927552,A42,NIGHT,eval_night08,14,0.061594702303409576,0.019171433500496174,False,False,0.03846546026171634,,,N1A,,,,,,,10212.0,577.1,67.65,"[254.4, 321.1, 307.8, 331.9]"
1779449481331070208,A42,NIGHT,eval_night08,15,0.025123003870248795,0.012952291254959846,False,False,0.08212922882644537,,,N1A,,,,,,,12852.0,771.7,70.33,"[215.3, 331.2, 270.4, 345.2]"
1779449483432542720,A42,NIGHT,eval_night08,14,0.09884782880544662,0.0,False,False,0.012132541470080993,,,N1A,,,,,,,23977.1,3250.1,90.33,"[246.1, 469.6, 338.5, 504.8]"
1779449485800670464,A42,NIGHT,eval_night08,12,0.06588272005319595,0.020174654732477346,False,False,0.02389170564588795,,,N1A,,,,,,,16992.0,954.8,76.86,"[214.4, 340.2, 279.0, 355.0]"
1779449488068910592,A42,NIGHT,eval_night08,11,0.08740704506635666,0.055459224481657424,False,False,0.05852567825326756,,,N1A,,,,,,,17136.0,2001.4,69.32,"[103.8, 342.5, 198.7, 363.6]"
1779449492505469440,A42,NIGHT,eval_night08,8,0.055413246154785156,0.0,False,False,0.14600063396390295,,,N1A,,,,,,,25681.0,8212.5,74.0,"[144.9, 451.2, 290.0, 507.8]"
1779449496875356416,A42,NIGHT,eval_night08,16,0.03638642653822899,0.0,False,False,0.14384283567425427,,,N1A,,,,,,,35856.9,13272.2,63.74,"[190.1, 418.3, 358.9, 496.9]"
1779449499143611648,A42,NIGHT,eval_night08,15,0.39979198575019836,0.3674419804091159,False,True,0.5374898150785997,9,0.0038455291651189327,N1B,,,,,,,34875.0,31767.7,62.41,"[144.5, 301.0, 584.9, 373.2]"
1779449501478488320,A42,NIGHT,eval_night08,12,0.35485172271728516,0.40938254158223325,False,False,0.40938254158223325,,,N1A,,,,,,,72346.0,54847.3,57.06,"[63.0, 301.2, 550.1, 413.8]"
1779449575470221824,A42,NIGHT,eval_night09,2,0.00994990486651659,0.10995504463707141,False,False,0.10995504463707141,,,N1A,,,,,,,14688.0,2314.4,71.17,"[419.9, 305.6, 517.7, 329.2]"
1779449580573721600,A42,NIGHT,eval_night09,6,0.013125020079314709,0.10804305162036487,False,False,0.10804305162036487,,,N1A,,,,,,,15548.0,2793.1,71.88,"[419.7, 304.4, 514.6, 333.8]"
1779449591514485504,A42,NIGHT,eval_night09,11,0.019191540777683258,0.058226616977698833,False,False,0.1977491195728956,,,N1A,,,,,,,13500.0,2306.8,72.78,"[246.3, 301.3, 359.8, 321.7]"
1779449593782795264,A42,NIGHT,eval_night09,7,0.22280217707157135,0.0,False,False,0.0,,,N1A,,,,,,,16317.0,2126.7,80.39,"[320.9, 460.7, 391.5, 490.8]"
1779449596017728000,A42,NIGHT,eval_night09,15,0.04360167309641838,0.10465381444929533,False,False,0.12273045652733895,,,N1A,,,,,,,33825.0,9608.5,80.51,"[294.1, 308.2, 515.7, 351.6]"
1779449602689248000,A42,NIGHT,eval_night09,8,0.7577670812606812,0.32394689907757035,False,False,0.4262117939400273,,,N1A,,,,,,,30582.8,23434.1,63.85,"[102.0, 304.9, 460.7, 370.2]"
1779449604823769344,A42,NIGHT,eval_night09,1,0.0010452673304826021,0.0,False,False,0.0,,,N1A,,,,,,,67203.7,5211.1,60.78,"[-96.2, 277.8, 17.3, 323.7]"
1779449631842893312,A42,NIGHT,eval_night09,10,0.08989203721284866,0.07920212816131643,False,False,0.13011387715692704,,,N1A,,,,,,,15158.0,4816.8,62.62,"[238.4, 294.3, 427.8, 319.7]"
1779449634044385536,A42,NIGHT,eval_night09,10,0.08004334568977356,0.045808267103914585,False,False,0.07069695087628164,,,N1A,,,,,,,13998.6,3684.9,63.38,"[255.6, 295.5, 413.3, 318.9]"
