frame,domain,label,model,max_conf,n_candidates
1778652124170068224,DAY,1,A42,0.9153695106506348,4
1778652125245035520,DAY,1,A42,0.8445723056793213,3
1778652126319943168,DAY,1,A42,0.9060102701187134,4
1778652127361815808,DAY,1,A42,0.9196365475654602,1
1778652128369383168,DAY,1,A42,0.9019536972045898,1
1778652130452698368,DAY,1,A42,0.8834922909736633,2
1778652132535256576,DAY,1,A42,0.9093489646911621,1
1778652134517495552,DAY,1,A42,0.9193451404571533,1
1778652136533958400,DAY,1,A42,0.7954946756362915,1
1778652138515809024,DAY,1,A42,0.8819593191146851,3
1778652140531310080,DAY,1,A42,0.8519076108932495,3
1778652142480077056,DAY,1,A42,0.7952952980995178,4
1778652144496057088,DAY,1,A42,0.14105848968029022,5
1778652146612550912,DAY,1,A42,0.36174657940864563,6
1778652148628229376,DAY,1,A42,0.5472376942634583,5
1778652150610404864,DAY,1,A42,0.7778007984161377,9
1778652152626116352,DAY,1,A42,0.780022144317627,1
1778652154608392192,DAY,1,A42,0.21509882807731628,3
1778652156557165568,DAY,1,A42,0.8684658408164978,3
1778652158404883456,DAY,1,A42,0.8737850189208984,1
1778652166837872128,DAY,1,A42,0.8924010992050171,3
1778652168786111744,DAY,1,A42,0.714536190032959,3
1778652170735118080,DAY,1,A42,0.6754196882247925,3
1778652172717607680,DAY,1,A42,0.6604395508766174,3
1778652174598774528,DAY,1,A42,0.051041170954704285,6
1778652176547299328,DAY,1,A42,0.7910041809082031,3
1778652178428551168,DAY,1,A42,0.865431547164917,4
1778653630038417664,DAY,1,A42,0.6667775511741638,5
1778653632188551424,DAY,1,A42,0.7948920130729675,6
1778653634641026304,DAY,1,A42,0.3047223687171936,8
1778653643678509824,DAY,1,A42,0.006332704331725836,5
1778653659065885952,DAY,1,A42,0.04439690709114075,8
1778653661653195264,DAY,1,A42,0.45205211639404297,10
1778653664407620608,DAY,1,A42,0.6010587811470032,4
1778653674184865536,DAY,1,A42,0.8329520225524902,3
1778653693804927232,DAY,1,A42,0.06677861511707306,4
1778653699314620416,DAY,1,A42,0.0022018670570105314,6
1778653704118966272,DAY,1,A42,0.0534370131790638,3
1778653706706429696,DAY,1,A42,0.029294680804014206,4
1778653709259341568,DAY,1,A42,0.027120057493448257,12
1778653711544007680,DAY,1,A42,0.04795479029417038,6
1778653713962971904,DAY,1,A42,0.11903940886259079,5
1778653721118964736,DAY,1,A42,0.19047008454799652,8
1778653723571790336,DAY,1,A42,0.22528284788131714,3
1778653730458996736,DAY,1,A42,0.2995716333389282,5
1778653738858078976,DAY,1,A42,0.5548676252365112,16
1778653796073599488,DAY,1,A42,0.0023170674685388803,5
1778653798391620864,DAY,1,A42,0.030486518517136574,7
1778653804674198784,DAY,1,A42,0.05339619517326355,13
1778653806958839552,DAY,1,A42,0.019600961357355118,11
1778653811763352320,DAY,1,A42,0.007816014811396599,13
1778653814384002560,DAY,1,A42,0.025404831394553185,10
1778653821069351168,DAY,1,A42,0.6162732243537903,8
1778653823253508096,DAY,1,A42,0.22828802466392517,5
1778653832794714368,DAY,1,A42,0.3016921579837799,11
1778653871330109184,DAY,1,A42,0.005265600513666868,10
1778653882316513792,DAY,1,A42,0.03254794701933861,10
1778653884903302656,DAY,1,A42,0.05880684405565262,9
1778653889069260032,DAY,1,A42,0.06747335940599442,6
1778653898342159872,DAY,1,A42,0.11646333336830139,8
1779449467555301888,NIGHT,1,A42,0.06297820806503296,18
1779449470423201536,NIGHT,1,A42,0.07608352601528168,11
1779449475060066816,NIGHT,1,A42,0.09988658130168915,12
1779449479095927552,NIGHT,1,A42,0.061594702303409576,14
1779449481331070208,NIGHT,1,A42,0.025123003870248795,15
1779449483432542720,NIGHT,1,A42,0.09884782880544662,14
1779449485800670464,NIGHT,1,A42,0.06588272005319595,12
1779449488068910592,NIGHT,1,A42,0.08740704506635666,11
1779449492505469440,NIGHT,1,A42,0.055413246154785156,8
1779449496875356416,NIGHT,1,A42,0.03638642653822899,16
1779449499143611648,NIGHT,1,A42,0.39979198575019836,15
1779449501478488320,NIGHT,1,A42,0.35485172271728516,12
1779449575470221824,NIGHT,1,A42,0.00994990486651659,2
1779449580573721600,NIGHT,1,A42,0.013125020079314709,6
1779449591514485504,NIGHT,1,A42,0.019191540777683258,11
1779449593782795264,NIGHT,1,A42,0.22280217707157135,7
1779449596017728000,NIGHT,1,A42,0.04360167309641838,15
1779449602689248000,NIGHT,1,A42,0.7577670812606812,8
1779449604823769344,NIGHT,1,A42,0.0010452673304826021,1
1779449631842893312,NIGHT,1,A42,0.08989203721284866,10
1779449634044385536,NIGHT,1,A42,0.08004334568977356,10
1779449638581035008,NIGHT,1,A42,0.04419274255633354,9
1779449643284402176,NIGHT,1,A42,0.02597655914723873,12
1779449645419136000,NIGHT,1,A42,0.24294331669807434,9
1779449647620845824,NIGHT,1,A42,0.5048456788063049,7
1779449649655479552,NIGHT,1,A42,0.8528933525085449,2
1779449656527024896,NIGHT,1,A42,0.4982910454273224,6
1779449661263803392,NIGHT,1,A42,0.02910323068499565,12
000000,NEG,0,A42,0.11221397668123245,9
000001,NEG,0,A42,0.11970779299736023,7
000002,NEG,0,A42,0.03334994986653328,10
000003,NEG,0,A42,0.1556587964296341,8
000004,NEG,0,A42,0.024763118475675583,9
000005,NEG,0,A42,0.16862927377223969,9
000006,NEG,0,A42,0.14674445986747742,8
000007,NEG,0,A42,0.035102974623441696,9
000008,NEG,0,A42,0.14937123656272888,8
000009,NEG,0,A42,0.07535109668970108,9
000010,NEG,0,A42,0.17964085936546326,9
000011,NEG,0,A42,0.17176112532615662,9
000012,NEG,0,A42,0.009952596388757229,10
000013,NEG,0,A42,0.038917068392038345,10
000014,NEG,0,A42,0.05443190038204193,9
000015,NEG,0,A42,0.03639042377471924,7
000016,NEG,0,A42,0.020517904311418533,12
000017,NEG,0,A42,0.03784023970365524,7
000018,NEG,0,A42,0.0955849140882492,9
000019,NEG,0,A42,0.03867035731673241,7
000020,NEG,0,A42,0.03333200141787529,9
000021,NEG,0,A42,0.14749425649642944,8
000022,NEG,0,A42,0.054685015231370926,8
000023,NEG,0,A42,0.05588952824473381,9
000024,NEG,0,A42,0.012100921012461185,12
000025,NEG,0,A42,0.021746816113591194,16
000026,NEG,0,A42,0.3496442139148712,13
000027,NEG,0,A42,0.014885211363434792,11
000028,NEG,0,A42,0.00550439627841115,10
000029,NEG,0,A42,0.017651967704296112,10
000030,NEG,0,A42,0.05316183716058731,12
000031,NEG,0,A42,0.008258339948952198,5
000032,NEG,0,A42,0.006168793886899948,13
000033,NEG,0,A42,0.02225784957408905,10
000034,NEG,0,A42,0.00600848626345396,13
000035,NEG,0,A42,0.04122143238782883,12
000036,NEG,0,A42,0.7570714354515076,6
000037,NEG,0,A42,0.8163569569587708,8
000038,NEG,0,A42,0.8140087723731995,5
000039,NEG,0,A42,0.7585647702217102,7
000040,NEG,0,A42,0.777590274810791,6
000041,NEG,0,A42,0.4267386496067047,8
000042,NEG,0,A42,0.3367767632007599,9
000043,NEG,0,A42,0.05894773080945015,8
000044,NEG,0,A42,0.48378893733024597,6
000045,NEG,0,A42,0.10856642574071884,7
000046,NEG,0,A42,0.11901160329580307,5
000047,NEG,0,A42,0.010025158524513245,8
000048,NEG,0,A42,0.03302377834916115,9
000049,NEG,0,A42,0.5756253004074097,7
000050,NEG,0,A42,0.036117542535066605,11
000051,NEG,0,A42,0.05259295180439949,10
000052,NEG,0,A42,0.009162173606455326,12
000053,NEG,0,A42,0.0,0
000054,NEG,0,A42,0.0069610727950930595,8
000055,NEG,0,A42,0.13970120251178741,11
000056,NEG,0,A42,0.39782005548477173,10
000057,NEG,0,A42,0.25734272599220276,12
000058,NEG,0,A42,0.4833126366138458,11
000059,NEG,0,A42,0.6187361478805542,10
000060,NEG,0,A42,0.3112829029560089,12
000061,NEG,0,A42,0.0,0
000062,NEG,0,A42,0.00716277165338397,2
000063,NEG,0,A42,0.12022995203733444,10
000064,NEG,0,A42,0.0039283353835344315,2
000065,NEG,0,A42,0.0213237926363945,5
000066,NEG,0,A42,0.0056506493128836155,4
000067,NEG,0,A42,0.011403142474591732,3
000068,NEG,0,A42,0.055648043751716614,3
000069,NEG,0,A42,0.0,0
000070,NEG,0,A42,0.0020557676907628775,1
000071,NEG,0,A42,0.0021313761826604605,2
000072,NEG,0,A42,0.06627421826124191,10
000073,NEG,0,A42,0.011755669489502907,8
000074,NEG,0,A42,0.017453014850616455,7
000075,NEG,0,A42,0.0021212820429354906,4
000076,NEG,0,A42,0.017390146851539612,5
000077,NEG,0,A42,0.05009698495268822,3
000078,NEG,0,A42,0.2729727029800415,3
000079,NEG,0,A42,0.0758904442191124,2
000080,NEG,0,A42,0.0038266461342573166,1
000081,NEG,0,A42,0.002150652464479208,3
000082,NEG,0,A42,0.009458811022341251,6
000083,NEG,0,A42,0.029979560524225235,2
000084,NEG,0,A42,0.0020531113259494305,8
000085,NEG,0,A42,0.0020453755278140306,6
000086,NEG,0,A42,0.15232889354228973,13
000087,NEG,0,A42,0.13891376554965973,6
000088,NEG,0,A42,0.0034972792491316795,5
000089,NEG,0,A42,0.34269076585769653,9
000090,NEG,0,A42,0.10966945439577103,10
000091,NEG,0,A42,0.08032466471195221,10
000092,NEG,0,A42,0.016474509611725807,8
000093,NEG,0,A42,0.005628612823784351,8
000094,NEG,0,A42,0.037366967648267746,18
000095,NEG,0,A42,0.00207426561973989,4
000096,NEG,0,A42,0.006836308166384697,3
000097,NEG,0,A42,0.003933459986001253,4
000098,NEG,0,A42,0.004969198256731033,6
000099,NEG,0,A42,0.0016631085891276598,4
000100,NEG,0,A42,0.0032414677552878857,3
000101,NEG,0,A42,0.44081971049308777,8
000102,NEG,0,A42,0.0019750914070755243,3
000103,NEG,0,A42,0.004755822941660881,2
000104,NEG,0,A42,0.05722017586231232,15
000105,NEG,0,A42,0.004925169050693512,12
000106,NEG,0,A42,0.0056605711579322815,10
000107,NEG,0,A42,0.10131081938743591,16
000108,NEG,0,A42,0.08722733706235886,10
000109,NEG,0,A42,0.2832736372947693,5
000110,NEG,0,A42,0.06463359296321869,3
000111,NEG,0,A42,0.0014531947672367096,3
000112,NEG,0,A42,0.005324328318238258,23
000113,NEG,0,A42,0.0028509600088000298,10
000114,NEG,0,A42,0.002082813996821642,7
000115,NEG,0,A42,0.001582543132826686,4
000116,NEG,0,A42,0.002110822591930628,5
000117,NEG,0,A42,0.009768531657755375,14
000118,NEG,0,A42,0.003883059835061431,7
000119,NEG,0,A42,0.001910566003061831,9
000120,NEG,0,A42,0.007467764895409346,13
000121,NEG,0,A42,0.018841348588466644,11
000122,NEG,0,A42,0.0022866541985422373,9
000123,NEG,0,A42,0.013499312102794647,11
000124,NEG,0,A42,0.023635756224393845,9
000125,NEG,0,A42,0.21358998119831085,5
000126,NEG,0,A42,0.05528385192155838,7
000127,NEG,0,A42,0.2515762150287628,19
000128,NEG,0,A42,0.09262896329164505,23
000129,NEG,0,A42,0.01936868205666542,16
000130,NEG,0,A42,0.010408824309706688,9
000131,NEG,0,A42,0.0,0
000132,NEG,0,A42,0.0014135392848402262,1
000133,NEG,0,A42,0.004369578789919615,2
000134,NEG,0,A42,0.0,0
000135,NEG,0,A42,0.0010968063725158572,1
000136,NEG,0,A42,0.0024537446442991495,3
000137,NEG,0,A42,0.012182168662548065,8
000138,NEG,0,A42,0.002360057085752487,9
000139,NEG,0,A42,0.0,0
000140,NEG,0,A42,0.0013121950905770063,8
000141,NEG,0,A42,0.003200908424332738,10
000142,NEG,0,A42,0.0029624963644891977,6
000143,NEG,0,A42,0.007276793941855431,16
000144,NEG,0,A42,0.020868854597210884,6
000145,NEG,0,A42,0.025317128747701645,2
000146,NEG,0,A42,0.01740674301981926,6
000147,NEG,0,A42,0.6761539578437805,1
000148,NEG,0,A42,0.03855425491929054,3
000149,NEG,0,A42,0.001169118215329945,1
000150,NEG,0,A42,0.00581071013584733,9
000151,NEG,0,A42,0.005980069283396006,3
000152,NEG,0,A42,0.22179438173770905,3
000153,NEG,0,A42,0.05354253947734833,8
000154,NEG,0,A42,0.22652621567249298,10
000155,NEG,0,A42,0.5262545943260193,7
000156,NEG,0,A42,0.0032586450688540936,13
000157,NEG,0,A42,0.30313393473625183,6
000158,NEG,0,A42,0.19640108942985535,8
000159,NEG,0,A42,0.141864612698555,13
000160,NEG,0,A42,0.08707044273614883,8
000161,NEG,0,A42,0.14016489684581757,8
000162,NEG,0,A42,0.04811243712902069,11
000163,NEG,0,A42,0.026458268985152245,6
000164,NEG,0,A42,0.5682267546653748,8
000165,NEG,0,A42,0.02178046852350235,6
000166,NEG,0,A42,0.012759259901940823,4
000167,NEG,0,A42,0.05189518257975578,4
000168,NEG,0,A42,0.02110985293984413,3
000169,NEG,0,A42,0.0017198093701153994,1
000170,NEG,0,A42,0.051465559750795364,2
000171,NEG,0,A42,0.005128464195877314,2
000172,NEG,0,A42,0.002479973016306758,1
000173,NEG,0,A42,0.0,0
000174,NEG,0,A42,0.0,0
000175,NEG,0,A42,0.004040696192532778,3
000176,NEG,0,A42,0.005708910524845123,1
000177,NEG,0,A42,0.08282648772001266,8
000178,NEG,0,A42,0.0019517202163115144,4
000179,NEG,0,A42,0.00311031355522573,2
000180,NEG,0,A42,0.002255945699289441,2
000181,NEG,0,A42,0.0029309384990483522,2
000182,NEG,0,A42,0.001638342859223485,1
000183,NEG,0,A42,0.05006958544254303,9
000184,NEG,0,A42,0.09241002053022385,11
000185,NEG,0,A42,0.05287705361843109,8
000186,NEG,0,A42,0.005209180526435375,4
000187,NEG,0,A42,0.00791582465171814,9
000188,NEG,0,A42,0.00916378479450941,12
000189,NEG,0,A42,0.016215577721595764,4
000190,NEG,0,A42,0.21364784240722656,10
000191,NEG,0,A42,0.04071788489818573,14
000192,NEG,0,A42,0.23133158683776855,24
000193,NEG,0,A42,0.020469998940825462,25
000194,NEG,0,A42,0.004103786312043667,10
000195,NEG,0,A42,0.04111957922577858,14
000196,NEG,0,A42,0.009255792945623398,22
000197,NEG,0,A42,0.004322702996432781,23
000198,NEG,0,A42,0.004577710758894682,9
000199,NEG,0,A42,0.0034083512146025896,13
000200,NEG,0,A42,0.0119710024446249,16
000201,NEG,0,A42,0.007031474262475967,9
000202,NEG,0,A42,0.001273473841138184,2
000203,NEG,0,A42,0.0035335132852196693,8
000204,NEG,0,A42,0.010146078653633595,14
000205,NEG,0,A42,0.009357423521578312,11
000206,NEG,0,A42,0.019047781825065613,13
000207,NEG,0,A42,0.08226107805967331,23
000208,NEG,0,A42,0.0016910332487896085,3
000209,NEG,0,A42,0.011671934276819229,7
000210,NEG,0,A42,0.010219848714768887,10
000211,NEG,0,A42,0.008178281597793102,6
000212,NEG,0,A42,0.020985735580325127,12
000213,NEG,0,A42,0.05383091792464256,14
000214,NEG,0,A42,0.022330844774842262,15
000215,NEG,0,A42,0.013829419389367104,15
000216,NEG,0,A42,0.0032110766042023897,8
000217,NEG,0,A42,0.0033683008514344692,11
000218,NEG,0,A42,0.04359413683414459,23
000219,NEG,0,A42,0.007030778098851442,14
000220,NEG,0,A42,0.022154666483402252,12
000221,NEG,0,A42,0.02379121072590351,11
000222,NEG,0,A42,0.014527861960232258,19
000223,NEG,0,A42,0.039014168083667755,14
000224,NEG,0,A42,0.05155550688505173,17
000225,NEG,0,A42,0.0034813920501619577,10
000226,NEG,0,A42,0.019022999331355095,15
000227,NEG,0,A42,0.005331345368176699,14
000228,NEG,0,A42,0.010349404998123646,11
000229,NEG,0,A42,0.015423363074660301,15
000230,NEG,0,A42,0.029203305020928383,17
000231,NEG,0,A42,0.03763461858034134,18
000232,NEG,0,A42,0.006662493571639061,9
000233,NEG,0,A42,0.004790065344423056,5
000234,NEG,0,A42,0.05353649705648422,14
000235,NEG,0,A42,0.010563529096543789,9
000236,NEG,0,A42,0.031131502240896225,5
000237,NEG,0,A42,0.015071793459355831,6
000238,NEG,0,A42,0.03290025517344475,14
000239,NEG,0,A42,0.03290025517344475,14
000240,NEG,0,A42,0.0023018375504761934,2
000241,NEG,0,A42,0.015142428688704967,11
000242,NEG,0,A42,0.005705298390239477,5
000243,NEG,0,A42,0.06618810445070267,17
000244,NEG,0,A42,0.015753360465168953,19
000245,NEG,0,A42,0.24719011783599854,9
000246,NEG,0,A42,0.19988054037094116,14
000247,NEG,0,A42,0.04553944990038872,11
000248,NEG,0,A42,0.02904486656188965,13
000249,NEG,0,A42,0.08167412132024765,15
000250,NEG,0,A42,0.05140242353081703,11
000251,NEG,0,A42,0.015303143300116062,16
000252,NEG,0,A42,0.027924032881855965,14
000253,NEG,0,A42,0.02832605689764023,14
000254,NEG,0,A42,0.06864737719297409,7
000255,NEG,0,A42,0.11212480068206787,12
000256,NEG,0,A42,0.002319273306056857,7
000257,NEG,0,A42,0.0,0
000258,NEG,0,A42,0.0,0
000259,NEG,0,A42,0.00256577180698514,2
000260,NEG,0,A42,0.0,0
000261,NEG,0,A42,0.0010747663909569383,1
000262,NEG,0,A42,0.0017720472533255816,1
000263,NEG,0,A42,0.001473860116675496,1
000264,NEG,0,A42,0.0012060501612722874,1
000265,NEG,0,A42,0.0,0
000266,NEG,0,A42,0.0011018052464351058,2
000267,NEG,0,A42,0.0,0
000268,NEG,0,A42,0.0,0
000269,NEG,0,A42,0.0012452666414901614,1
000270,NEG,0,A42,0.0,0
000271,NEG,0,A42,0.0,0
000272,NEG,0,A42,0.002033920492976904,1
000273,NEG,0,A42,0.0020829113200306892,1
000274,NEG,0,A42,0.0,0
000275,NEG,0,A42,0.0,0
000276,NEG,0,A42,0.0020667463541030884,2
000277,NEG,0,A42,0.0,0
000278,NEG,0,A42,0.0016553669702261686,1
000279,NEG,0,A42,0.0,0
000280,NEG,0,A42,0.0,0
000281,NEG,0,A42,0.0013937312178313732,1
000282,NEG,0,A42,0.0,0
000283,NEG,0,A42,0.0,0
000284,NEG,0,A42,0.0,0
000285,NEG,0,A42,0.0,0
000286,NEG,0,A42,0.0010562873212620616,1
000287,NEG,0,A42,0.0,0
000288,NEG,0,A42,0.0010932444129139185,1
000289,NEG,0,A42,0.0010015468578785658,1
000290,NEG,0,A42,0.0,0
000291,NEG,0,A42,0.0012776319636031985,1
000292,NEG,0,A42,0.0,0
000293,NEG,0,A42,0.0011292260605841875,1
000294,NEG,0,A42,0.0,0
000295,NEG,0,A42,0.001177717000246048,1
000296,NEG,0,A42,0.0022419567685574293,7
000297,NEG,0,A42,0.001965189818292856,9
000298,NEG,0,A42,0.0023583846632391214,8
000299,NEG,0,A42,0.0024820570833981037,8
000300,NEG,0,A42,0.0019812369719147682,8
000301,NEG,0,A42,0.0024247365072369576,8
000302,NEG,0,A42,0.002378825331106782,8
000303,NEG,0,A42,0.0021946681663393974,7
000304,NEG,0,A42,0.0022554669994860888,7
000305,NEG,0,A42,0.0021910392679274082,8
000306,NEG,0,A42,0.002320254221558571,8
000307,NEG,0,A42,0.00202069035731256,8
000308,NEG,0,A42,0.0021013913210481405,8
000309,NEG,0,A42,0.0022234281059354544,7
000310,NEG,0,A42,0.0021959978621453047,9
000311,NEG,0,A42,0.0022528565023094416,7
000312,NEG,0,A42,0.00249246577732265,9
000313,NEG,0,A42,0.0024680052883923054,8
000314,NEG,0,A42,0.002275605220347643,9
000315,NEG,0,A42,0.0023422865197062492,8
000316,NEG,0,A42,0.002387643326073885,8
000317,NEG,0,A42,0.002705222927033901,9
000318,NEG,0,A42,0.0023792823776602745,9
000319,NEG,0,A42,0.0025363583117723465,9
000320,NEG,0,A42,0.002514864318072796,9
000321,NEG,0,A42,0.0022934884764254093,9
000322,NEG,0,A42,0.002774080727249384,10
000323,NEG,0,A42,0.002932253060862422,8
000324,NEG,0,A42,0.0026910179294645786,9
000325,NEG,0,A42,0.0023261173628270626,9
000326,NEG,0,A42,0.0025451313704252243,8
000327,NEG,0,A42,0.0025082831270992756,9
000328,NEG,0,A42,0.0024072371888905764,9
000329,NEG,0,A42,0.002293183235451579,8
000330,NEG,0,A42,0.0024211728014051914,9
000331,NEG,0,A42,0.0025959305930882692,9
000332,NEG,0,A42,0.0026984119322150946,9
000333,NEG,0,A42,0.0023505589924752712,9
000334,NEG,0,A42,0.002544630318880081,9
000335,NEG,0,A42,0.0024686427786946297,8
000336,NEG,0,A42,0.002649945905432105,9
000337,NEG,0,A42,0.0024779143277555704,8
000338,NEG,0,A42,0.0029451765585690737,10
000339,NEG,0,A42,0.0028464114293456078,10
000340,NEG,0,A42,0.0031034445855766535,10
000341,NEG,0,A42,0.0028172973543405533,10
000342,NEG,0,A42,0.003224154468625784,10
000343,NEG,0,A42,0.0028666502330452204,10
000344,NEG,0,A42,0.0027607004158198833,10
000345,NEG,0,A42,0.0028376278933137655,9
000346,NEG,0,A42,0.002817367436364293,9
000347,NEG,0,A42,0.002849276876077056,9
000348,NEG,0,A42,0.0027540724258869886,9
000349,NEG,0,A42,0.0029225393664091825,9
000350,NEG,0,A42,0.0030514260288327932,9
000351,NEG,0,A42,0.0023362424690276384,7
000352,NEG,0,A42,0.0030058431439101696,9
000353,NEG,0,A42,0.002499791095033288,8
000354,NEG,0,A42,0.003089653793722391,11
000355,NEG,0,A42,0.0031750211492180824,9
000356,NEG,0,A42,0.0028568545822054148,9
000357,NEG,0,A42,0.0028491984121501446,10
000358,NEG,0,A42,0.0029990943148732185,9
000359,NEG,0,A42,0.0026321508921682835,9
000360,NEG,0,A42,0.003062918782234192,11
000361,NEG,0,A42,0.0029493074398487806,8
000362,NEG,0,A42,0.002567677292972803,9
000363,NEG,0,A42,0.0030584782361984253,9
000364,NEG,0,A42,0.003010751446709037,11
000365,NEG,0,A42,0.0028011987451463938,9
000366,NEG,0,A42,0.0027074955869466066,8
000367,NEG,0,A42,0.002732042223215103,9
000368,NEG,0,A42,0.002767411759123206,10
000369,NEG,0,A42,0.0027455103117972612,8
000370,NEG,0,A42,0.0029477106872946024,9
000371,NEG,0,A42,0.0030453046783804893,9
000372,NEG,0,A42,0.0030740033835172653,10
000373,NEG,0,A42,0.0027847732417285442,9
000374,NEG,0,A42,0.0027986266650259495,8
000375,NEG,0,A42,0.0027474025264382362,9
000376,NEG,0,A42,0.0029428182169795036,9
000377,NEG,0,A42,0.0030720734503120184,8
000378,NEG,0,A42,0.002678369404748082,9
000379,NEG,0,A42,0.0030129491351544857,11
000380,NEG,0,A42,0.0028421138413250446,9
000381,NEG,0,A42,0.0027752763126045465,10
000382,NEG,0,A42,0.0027646729722619057,9
000383,NEG,0,A42,0.002839433727785945,10
000384,NEG,0,A42,0.0030865592416375875,8
000385,NEG,0,A42,0.002879542764276266,10
000386,NEG,0,A42,0.00241327122785151,11
000387,NEG,0,A42,0.003187268739566207,14
000388,NEG,0,A42,0.004051893018186092,14
000389,NEG,0,A42,0.003101455280557275,12
000390,NEG,0,A42,0.005069217644631863,11
000391,NEG,0,A42,0.0029590672347694635,14
000392,NEG,0,A42,0.002175920410081744,3
000393,NEG,0,A42,0.0023403295781463385,5
000394,NEG,0,A42,0.003627944039180875,5
000395,NEG,0,A42,0.00418953038752079,9
000396,NEG,0,A42,0.0021136868745088577,13
000397,NEG,0,A42,0.004439232405275106,13
000398,NEG,0,A42,0.0076324595138430595,21
000399,NEG,0,A42,0.019203070551156998,13
000400,NEG,0,A42,0.009674783796072006,25
000401,NEG,0,A42,0.005197328049689531,31
000402,NEG,0,A42,0.009142144583165646,23
000403,NEG,0,A42,0.013560906052589417,27
000404,NEG,0,A42,0.017137493938207626,41
000405,NEG,0,A42,0.01443467941135168,45
000406,NEG,0,A42,0.011324437335133553,35
000407,NEG,0,A42,0.010190068744122982,38
000408,NEG,0,A42,0.00968518853187561,38
000409,NEG,0,A42,0.010242002084851265,42
000410,NEG,0,A42,0.01673324592411518,34
000411,NEG,0,A42,0.009637556038796902,31
000412,NEG,0,A42,0.012384729459881783,29
000413,NEG,0,A42,0.009687273763120174,20
000414,NEG,0,A42,0.015650847926735878,27
000415,NEG,0,A42,0.014382774941623211,27
000416,NEG,0,A42,0.014101251028478146,33
000417,NEG,0,A42,0.012866624630987644,31
000418,NEG,0,A42,0.012307362630963326,21
000419,NEG,0,A42,0.00895762536674738,24
000420,NEG,0,A42,0.008351512253284454,21
000421,NEG,0,A42,0.005375624168664217,15
000422,NEG,0,A42,0.01091939676553011,15
000423,NEG,0,A42,0.010058952495455742,23
000424,NEG,0,A42,0.010408716276288033,22
000425,NEG,0,A42,0.008273104205727577,24
000426,NEG,0,A42,0.010336929932236671,20
000427,NEG,0,A42,0.011235679499804974,22
000428,NEG,0,A42,0.00678980303928256,19
000429,NEG,0,A42,0.009540928527712822,21
000430,NEG,0,A42,0.008324720896780491,23
000431,NEG,0,A42,0.010604560375213623,29
000432,NEG,0,A42,0.028749896213412285,26
000433,NEG,0,A42,0.02910010702908039,25
000434,NEG,0,A42,0.004410603549331427,20
000435,NEG,0,A42,0.05432489514350891,28
000436,NEG,0,A42,0.06817806512117386,45
000437,NEG,0,A42,0.012349696829915047,41
000438,NEG,0,A42,0.016381321474909782,40
000439,NEG,0,A42,0.014487734995782375,34
000440,NEG,0,A42,0.015252208337187767,29
000441,NEG,0,A42,0.009276336058974266,28
000442,NEG,0,A42,0.00744607811793685,27
000443,NEG,0,A42,0.012889530509710312,22
000444,NEG,0,A42,0.006726323161274195,26
000445,NEG,0,A42,0.006864544469863176,29
000446,NEG,0,A42,0.004222335293889046,23
000447,NEG,0,A42,0.0064055235125124454,25
000448,NEG,0,A42,0.0073928385972976685,16
