epoch,criterion,identity,rot90,rot180,rot270
0,one2many,21155,3510,40,13647
0,one2one,2104,362,5,1365
1,one2many,19960,3620,40,14410
1,one2one,2001,363,3,1438
2,one2many,21147,3930,30,12778
2,one2one,2113,403,7,1266
3,one2many,23357,4969,20,9528
3,one2one,2336,496,4,953
4,one2many,23305,4850,40,9510
4,one2one,2326,490,6,949
5,one2many,23533,4560,40,9959
5,one2one,2360,457,5,991
6,one2many,24034,4710,10,9770
6,one2one,2406,472,4,971
7,one2many,23943,4680,40,9298
7,one2one,2397,472,2,927
