image_path,source_recording,lighting,loose_valid_fraction,strict_valid_fraction,zero_fraction,dtype_max_fraction,raw_p95,raw_p99,raw_max,metric_p99_m
data/pallet/raw_data/night/capturenight01/rgb/1779448556736988160.png,capturenight01,night,0.9043684895833334,0.8097819010416667,0.09563151041666666,0.09458658854166667,47383.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448556969929728.png,capturenight01,night,0.9023372395833333,0.8138313802083333,0.09766276041666666,0.088505859375,47383.0,55999.0,61598.0,55.999
data/pallet/raw_data/night/capturenight01/rgb/1779448557136986368.png,capturenight01,night,0.9043717447916667,0.799892578125,0.09562825520833333,0.10447916666666666,47383.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448557269940992.png,capturenight01,night,0.9058626302083334,0.7957421875,0.09413736979166666,0.11012044270833334,47383.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448557336815872.png,capturenight01,night,0.904267578125,0.790966796875,0.095732421875,0.11330078125,51332.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448557470275584.png,capturenight01,night,0.9043717447916667,0.8037662760416666,0.09562825520833333,0.10060546875,47383.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448557570862336.png,capturenight01,night,0.9038509114583333,0.7882259114583333,0.09614908854166666,0.115625,51332.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448557771001344.png,capturenight01,night,0.899384765625,0.7790690104166667,0.100615234375,0.12031575520833333,51332.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448557837310720.png,capturenight01,night,0.9007194010416667,0.7972005208333334,0.09928059895833333,0.10351888020833333,51332.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448557903872256.png,capturenight01,night,0.9024739583333333,0.8036197916666666,0.09752604166666666,0.09885416666666667,47383.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448557970536448.png,capturenight01,night,0.8989192708333333,0.7871712239583334,0.10108072916666666,0.111748046875,51332.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448558037460736.png,capturenight01,night,0.8946354166666667,0.8082649739583333,0.10536458333333333,0.08637044270833333,51332.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448558104051968.png,capturenight01,night,0.88947265625,0.7772884114583334,0.11052734375,0.11218424479166667,51332.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448558170864128.png,capturenight01,night,0.8983854166666667,0.7956770833333333,0.10161458333333333,0.10270833333333333,51332.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448558237494784.png,capturenight01,night,0.8976009114583333,0.7998079427083333,0.10239908854166667,0.09779296875,51332.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448558304139776.png,capturenight01,night,0.8902376302083334,0.773349609375,0.10976236979166666,0.11688802083333333,51332.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448558337433088.png,capturenight01,night,0.9044466145833333,0.7868977864583333,0.09555338541666666,0.117548828125,51332.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448558404267008.png,capturenight01,night,0.8939811197916666,0.8066764322916666,0.10601888020833333,0.0873046875,51332.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448558470816512.png,capturenight01,night,0.9004231770833333,0.8099739583333333,0.09957682291666667,0.09044921875,47383.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448558571133952.png,capturenight01,night,0.903759765625,0.8004622395833333,0.096240234375,0.10329752604166667,47383.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448558637883648.png,capturenight01,night,0.90318359375,0.8043294270833333,0.09681640625,0.09885416666666667,51332.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448558704315648.png,capturenight01,night,0.908212890625,0.81931640625,0.091787109375,0.088896484375,51332.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448558804494336.png,capturenight01,night,0.9101953125,0.8117545572916667,0.0898046875,0.09844075520833333,51332.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448558837801984.png,capturenight01,night,0.9138671875,0.8153450520833333,0.0861328125,0.09852213541666667,47383.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448558904504832.png,capturenight01,night,0.9062565104166667,0.8107779947916667,0.09374348958333334,0.095478515625,51332.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448558971305984.png,capturenight01,night,0.9092220052083333,0.8088248697916667,0.09077799479166666,0.10039713541666667,47383.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448559037875968.png,capturenight01,night,0.9053157552083333,0.8106184895833334,0.09468424479166666,0.094697265625,51332.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448559104589568.png,capturenight01,night,0.9012467447916667,0.8081803385416667,0.09875325520833333,0.09306640625,47383.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448559171345152.png,capturenight01,night,0.902333984375,0.80955078125,0.097666015625,0.092783203125,47383.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448559238200320.png,capturenight01,night,0.9010091145833333,0.79037109375,0.09899088541666666,0.11063802083333334,47383.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448559271388416.png,capturenight01,night,0.9012923177083333,0.8016080729166667,0.09870768229166667,0.09968424479166667,51332.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448559338844416.png,capturenight01,night,0.90640625,0.8071842447916666,0.09359375,0.09922200520833334,47383.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448559404890368.png,capturenight01,night,0.9033626302083333,0.7949609375,0.09663736979166666,0.10840169270833333,47383.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448559471641088.png,capturenight01,night,0.9046158854166667,0.8088704427083333,0.09538411458333333,0.09574544270833334,47383.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448559538213632.png,capturenight01,night,0.9103092447916666,0.7976204427083333,0.08969075520833333,0.11268880208333333,51332.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448559605003776.png,capturenight01,night,0.905390625,0.8075944010416667,0.094609375,0.09779622395833333,51332.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448559671728640.png,capturenight01,night,0.9051595052083333,0.8151790364583333,0.09484049479166666,0.08998046875,47383.0,61598.0,61598.0,61.598
data/pallet/raw_data/night/capturenight01/rgb/1779448559738428672.png,capturenight01,night,0.9059049479166666,0.8073665364583333,0.09409505208333334,0.09853841145833334,47383.0,61598.0,61598.0,61.598
