frame_id,source_set,source_label,output_label,status,output_action,reasons,axis_assignment_candidates,projection_parity_max_px,rotation_orthogonality_max_error,rotation_det_max_abs_error,reflection_count,manual_kps_preserved,legacy_fields_preserved,schema_valid,yaw180_equivalence_class_exact,source_sha_before,source_sha_after,source_mtime_ns_before,source_mtime_ns_after,source_size_bytes_before,source_size_bytes_after,source_untouched
wood_184309:000552,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000552.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000552.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_0"", ""YAW_180""]",0.0,2.220446049250313e-16,2.220446049250313e-16,0,True,True,True,True,bebcc673fc3f9e11f17b6da9ae68b41908973ff5b6a3ed7b4d4c96d72c20395d,bebcc673fc3f9e11f17b6da9ae68b41908973ff5b6a3ed7b4d4c96d72c20395d,1783645486501656697,1783645486501656697,2290,2290,True
wood_184309:000612,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000612.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000612.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_0"", ""YAW_180""]",0.0,1.1102230246251565e-16,0.0,0,True,True,True,True,08fa9912fd7ebbf3a2040c1ce01ad20da41d10efd67e7f5d6dd4e6496157f0dc,08fa9912fd7ebbf3a2040c1ce01ad20da41d10efd67e7f5d6dd4e6496157f0dc,1783645497752703729,1783645497752703729,2244,2244,True
wood_184309:000674,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000674.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000674.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_0"", ""YAW_180""]",0.0,2.220446049250313e-16,0.0,0,True,True,True,True,fb745e3d731c1c60d8f547835f629b9c1e8c3edca80e51d46558f37e76b370e4,fb745e3d731c1c60d8f547835f629b9c1e8c3edca80e51d46558f37e76b370e4,1783645508857750215,1783645508857750215,2301,2301,True
wood_184309:000734,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000734.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000734.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_0"", ""YAW_180""]",0.0,1.1102230246251565e-16,0.0,0,True,True,True,True,8a8eac092b74c83eebd270804b5ddd4f1008545fe68ff862314b1ad6a8109139,8a8eac092b74c83eebd270804b5ddd4f1008545fe68ff862314b1ad6a8109139,1783645526345823542,1783645526345823542,2250,2250,True
wood_184309:000804,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000804.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000804.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_0"", ""YAW_180""]",0.0,2.220446049250313e-16,2.220446049250313e-16,0,True,True,True,True,e2e584ba68d380fbe78e9bb005cead9811ff1da891530ad29ada371189db4dbe,e2e584ba68d380fbe78e9bb005cead9811ff1da891530ad29ada371189db4dbe,1783645545504904051,1783645545504904051,2250,2250,True
wood_184309:000864,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000864.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000864.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_90"", ""YAW_270""]",1.2710574864626038e-13,2.220446049250313e-16,1.1102230246251565e-16,0,True,True,True,True,286ae3ceda2acd7654388529db787329f02ed73c8823653e5ad41f344c55c4a3,286ae3ceda2acd7654388529db787329f02ed73c8823653e5ad41f344c55c4a3,1783645555374945593,1783645555374945593,2244,2244,True
wood_184309:000925,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000925.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000925.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_0"", ""YAW_180""]",0.0,2.220446049250313e-16,2.220446049250313e-16,0,True,True,True,True,80da0669b4b88ef09142aca555efc184af26c80bc3d249d97b6d0333d02434d0,80da0669b4b88ef09142aca555efc184af26c80bc3d249d97b6d0333d02434d0,1783645566838993899,1783645566838993899,2244,2244,True
wood_184309:000987,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/000987.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/000987.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_0"", ""YAW_180""]",0.0,2.220446049250313e-16,2.220446049250313e-16,0,True,True,True,True,124de9a03a71360caa8c09d84a77697ea4523c47187a7feb1309e6a21c33f6d3,124de9a03a71360caa8c09d84a77697ea4523c47187a7feb1309e6a21c33f6d3,1783645575941032292,1783645575941032292,2302,2302,True
wood_184309:001081,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/001081.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/001081.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_0"", ""YAW_180""]",0.0,1.5570765753581046e-17,0.0,0,True,True,True,True,9fda09c13ad48f0274508568835c5c45bde1cdff3f5fbcccd1839c22da75a985,9fda09c13ad48f0274508568835c5c45bde1cdff3f5fbcccd1839c22da75a985,1783645588977087342,1783645588977087342,2252,2252,True
wood_184309:001141,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/001141.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/001141.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_0"", ""YAW_180""]",0.0,6.447390417001531e-17,0.0,0,True,True,True,True,8e8f4b6b4d9f665dcb56184942701195edaf0a9628ae2da1b1055fbbd8c6de87,8e8f4b6b4d9f665dcb56184942701195edaf0a9628ae2da1b1055fbbd8c6de87,1783645601770141435,1783645601770141435,2252,2252,True
wood_184309:001201,wood_184309,challenge/data/01_real/manual_gt/wood_pallet_20260618_184309_manual_gt/001201.json,challenge/real_gt_v2/migrated_gt_wood/manual_gt/wood_pallet_20260618_184309_manual_gt/001201.json,MANUAL_REVIEW_REQUIRED,CREATED,"[""UNCONFIRMED_SIGNED_CANONICAL_AXIS"", ""LEGACY_KEYPOINT_PROVENANCE_UNKNOWN"", ""LEGACY_VISIBILITY_UNKNOWN""]","[""YAW_0"", ""YAW_180""]",0.0,1.1102230246251565e-16,0.0,0,True,True,True,True,7ca46412f3105b32180c5a915b409dd8d850acf7bb39eb461dd2bed9cb1a962a,7ca46412f3105b32180c5a915b409dd8d850acf7bb39eb461dd2bed9cb1a962a,1783645610216177184,1783645610216177184,2289,2289,True
