file,folder,frame,reasons,severity,R_det,R_orthonormality_err,bbox_diag_px,centroid_err_px,gt_source,hard_flags,max_loo_kp,max_loo_px,n_behind_camera,n_click,n_sentinel,resolve_reproj_med,resolve_reproj_p90,split,stored_pose_excess_px,stored_pose_reproj_max,stored_pose_reproj_med,stored_reproj_error_px,stored_vs_resolved_R_deg,stored_vs_resolved_t_m,swapped_dims_reproj_med,z_resolve,z_stored
challenge/data/01_real/manual_gt/capturepallet07_manual_gt/1778652124170068224.json,capturepallet07_manual_gt,1778652124170068224,,GREEN,1.0,0.0,459.51,0.0,manual,,5,3.043,0,8,0,1.383,2.09,eval,0.0,2.093,1.383,1.1680013842765649,0.0,0.0,11.9,-0.66,-0.66
challenge/data/01_real/manual_gt/capturepallet07_manual_gt/1778652125245035520.json,capturepallet07_manual_gt,1778652125245035520,,GREEN,1.0,0.0,458.81,0.0,manual,,1,6.472,0,5,0,1.423,3.529,eval,0.0,3.534,1.423,1.4160583688658253,0.0,0.0,12.78,-0.63,-0.63
challenge/data/01_real/manual_gt/capturepallet07_manual_gt/1778652126319943168.json,capturepallet07_manual_gt,1778652126319943168,,GREEN,1.0,0.0,465.67,0.0,manual,,3,8.995,0,5,0,4.294,4.953,eval,0.0,4.994,4.294,2.756445283221811,0.0,0.0,10.899,1.11,1.11
challenge/data/01_real/manual_gt/capturepallet07_manual_gt/1778652127361815808.json,capturepallet07_manual_gt,1778652127361815808,,GREEN,1.0,0.0,450.69,0.0,manual,,2,5.311,0,5,0,1.471,2.887,eval,0.0,2.951,1.471,1.2795896554407395,0.0,0.0,12.364,-0.61,-0.61
challenge/data/01_real/manual_gt/capturepallet07_manual_gt/1778652128369383168.json,capturepallet07_manual_gt,1778652128369383168,,GREEN,1.0,0.0,450.39,0.0,manual,,0,2.489,0,5,0,0.719,1.365,eval,0.0,1.42,0.719,0.6141079334419806,0.0,0.0,11.653,-1.06,-1.06
challenge/data/01_real/manual_gt/capturepallet07_manual_gt/1778652130452698368.json,capturepallet07_manual_gt,1778652130452698368,,GREEN,1.0,0.0,448.94,0.002,manual,,4,8.479,0,5,0,3.542,5.414,eval,-0.014,6.645,3.528,2.3025766178485276,0.013,0.0001,9.784,0.66,0.65
challenge/data/01_real/manual_gt/capturepallet07_manual_gt/1778652132535256576.json,capturepallet07_manual_gt,1778652132535256576,,GREEN,1.0,0.0,464.96,0.001,manual,,3,8.749,0,6,0,3.52,4.73,eval,0.0,5.191,3.52,2.7743460813196337,0.0,0.0,11.789,0.64,0.64
challenge/data/01_real/manual_gt/capturepallet07_manual_gt/1778652134517495552.json,capturepallet07_manual_gt,1778652134517495552,,GREEN,1.0,0.0,481.87,0.0,manual,,0,5.773,0,5,0,0.924,3.36,eval,0.0,3.458,0.924,1.129229204395683,0.0,0.0,11.019,-0.94,-0.94
challenge/data/01_real/manual_gt/capturepallet07_manual_gt/1778652136533958400.json,capturepallet07_manual_gt,1778652136533958400,,GREEN,1.0,0.0,487.35,0.002,manual,,0,8.709,0,5,0,2.465,4.631,eval,0.0,5.213,2.465,2.092874836663519,0.0,0.0,9.584,0.0,0.0
challenge/data/01_real/manual_gt/capturepallet07_manual_gt/1778652138515809024.json,capturepallet07_manual_gt,1778652138515809024,,GREEN,1.0,0.0,500.42,0.0,manual,,4,4.804,0,6,0,1.884,2.775,eval,0.0,2.992,1.884,1.4349261774590856,0.0,0.0,10.326,-0.35,-0.35
challenge/data/01_real/manual_gt/capturepallet07_manual_gt/1778652140531310080.json,capturepallet07_manual_gt,1778652140531310080,,GREEN,1.0,0.0,523.73,0.0,manual,,4,4.623,0,4,0,0.572,2.96,eval,0.0,3.072,0.572,1.0080364451268362,0.0,0.0,11.68,-1.15,-1.15
challenge/data/01_real/manual_gt/capturepallet07_manual_gt/1778652142480077056.json,capturepallet07_manual_gt,1778652142480077056,,GREEN,1.0,0.0,546.86,0.0,manual,,0,1.195,0,3,0,0.017,0.602,eval,0.0,0.611,0.017,0.15534077136844296,0.0,0.0,13.427,-1.49,-1.49
challenge/data/01_real/manual_gt/capturepallet07_manual_gt/1778652144496057088.json,capturepallet07_manual_gt,1778652144496057088,,GREEN,1.0,0.0,553.62,0.0,manual,,3,12.926,0,3,0,4.801,7.7,eval,0.0,9.212,4.801,2.777811143727821,0.0,0.0,14.842,1.42,1.42
challenge/data/01_real/manual_gt/capturepallet07_manual_gt/1778652146612550912.json,capturepallet07_manual_gt,1778652146612550912,,GREEN,1.0,0.0,593.25,0.0,manual,,3,8.661,0,3,0,1.369,4.526,eval,0.0,4.886,1.369,1.5539507403645199,0.0,0.0,14.997,-0.67,-0.67
challenge/data/01_real/manual_gt/capturepallet07_manual_gt/1778652148628229376.json,capturepallet07_manual_gt,1778652148628229376,,GREEN,1.0,0.0,576.03,0.0,manual,,4,10.271,0,3,0,3.494,7.125,eval,0.0,7.947,3.494,2.4078121502685472,0.0,0.0,14.556,0.63,0.63
challenge/data/01_real/manual_gt/capturepallet07_manual_gt/1778652150610404864.json,capturepallet07_manual_gt,1778652150610404864,,GREEN,1.0,0.0,540.86,0.181,manual,,4,11.24,0,5,0,3.707,6.317,eval,-0.039,8.98,3.668,2.533514247827683,0.046,0.0002,14.771,0.76,0.73
challenge/data/01_real/manual_gt/capturepallet07_manual_gt/1778652152626116352.json,capturepallet07_manual_gt,1778652152626116352,,GREEN,1.0,0.0,521.59,0.0,manual,,3,8.535,0,5,0,3.902,4.678,eval,0.0,5.182,3.902,2.920320631259454,0.0,0.0,10.882,0.88,0.88
challenge/data/01_real/manual_gt/capturepallet07_manual_gt/1778652154608392192.json,capturepallet07_manual_gt,1778652154608392192,,GREEN,1.0,0.0,554.52,0.158,manual,,4,14.558,0,4,0,2.567,7.974,eval,0.0,12.201,2.567,1.4590028810424276,0.002,0.0001,10.847,0.06,0.06
challenge/data/01_real/manual_gt/capturepallet07_manual_gt/1778652156557165568.json,capturepallet07_manual_gt,1778652156557165568,,GREEN,1.0,0.0,526.77,0.006,manual,,1,16.8,0,5,0,5.233,9.09,eval,0.0,10.039,5.233,3.6397964615829834,0.0,0.0,12.813,1.69,1.69
challenge/data/01_real/manual_gt/capturepallet07_manual_gt/1778652158404883456.json,capturepallet07_manual_gt,1778652158404883456,,GREEN,1.0,0.0,566.85,0.0,manual,,1,9.436,0,4,0,0.895,4.783,eval,0.0,4.914,0.895,1.7556486871082542,0.0,0.0,12.57,-0.96,-0.96
challenge/data/01_real/manual_gt/capturepallet07_manual_gt/1778652166837872128.json,capturepallet07_manual_gt,1778652166837872128,,GREEN,1.0,0.0,584.65,0.0,manual,,3,14.025,0,5,0,4.036,7.082,eval,0.0,7.457,4.036,3.2571389078891584,0.0,0.0,13.427,0.96,0.96
challenge/data/01_real/manual_gt/capturepallet07_manual_gt/1778652168786111744.json,capturepallet07_manual_gt,1778652168786111744,,GREEN,1.0,0.0,567.01,0.059,manual,,1,8.869,0,5,0,1.763,5.047,eval,0.002,5.419,1.765,1.9197485100110485,0.001,0.0,12.841,-0.43,-0.43
challenge/data/01_real/manual_gt/capturepallet07_manual_gt/1778652170735118080.json,capturepallet07_manual_gt,1778652170735118080,,GREEN,1.0,0.0,590.4,0.0,manual,,5,14.649,0,3,0,4.739,8.586,eval,0.0,11.746,4.739,2.630608741996151,0.0,0.0,12.474,1.39,1.39
challenge/data/01_real/manual_gt/capturepallet07_manual_gt/1778652172717607680.json,capturepallet07_manual_gt,1778652172717607680,,GREEN,1.0,0.0,552.15,0.086,manual,,0,15.921,0,5,0,5.915,10.976,eval,0.102,12.441,6.017,4.480681948289523,0.079,0.0002,13.311,2.1,2.16
challenge/data/01_real/manual_gt/capturepallet07_manual_gt/1778652174598774528.json,capturepallet07_manual_gt,1778652174598774528,,GREEN,1.0,0.0,516.7,0.0,manual,,3,8.483,0,4,0,2.517,4.602,eval,0.0,4.673,2.517,2.2424768778904065,0.0,0.0,15.316,0.03,0.03
challenge/data/01_real/manual_gt/capturepallet07_manual_gt/1778652176547299328.json,capturepallet07_manual_gt,1778652176547299328,,GREEN,1.0,0.0,517.11,0.0,manual,,0,8.42,0,4,0,1.358,4.553,eval,0.0,4.615,1.358,1.7456838993516663,0.0,0.0,14.42,-0.67,-0.67
challenge/data/01_real/manual_gt/capturepallet07_manual_gt/1778652178428551168.json,capturepallet07_manual_gt,1778652178428551168,,GREEN,1.0,0.0,497.12,0.0,manual,,3,9.309,0,5,0,2.191,5.003,eval,0.0,5.08,2.191,2.072294697150925,0.0,0.0,14.178,-0.17,-0.17
