epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
1,5.92145,0.58479,1.29591,0.06799,0.23733,0.00477,0.27562,0.99311,0.98316,0.99439,0.91709,0.99311,0.98316,0.99439,0.97962,0.39569,0.20563,0.00136,0.16957,0.00326,0,0.0016,0.0016,0.0856
2,11.1062,0.62687,1.16376,0.07032,0.24084,0.00421,0.68119,0.9966,0.98837,0.99497,0.85616,0.9966,0.98837,0.99497,0.97991,0.67831,0.22075,0.00115,0.21763,0.00491,0,0.00329496,0.00329496,0.070295
3,16.2624,0.49016,1.14751,0.05827,0.20989,0.00344,0.39434,0.99924,0.99327,0.995,0.9171,0.99924,0.99327,0.995,0.97833,0.40397,0.21271,0.00111,0.13495,0.00325,0,0.00496953,0.00496953,0.0549695
4,21.2358,0.42739,0.9991,0.05427,0.18054,0.00311,0.30878,0.99876,0.99327,0.995,0.93076,0.99876,0.99327,0.995,0.98731,0.37977,0.197,0.00203,0.13639,0.00309,0,0.00660836,0.00660836,0.0396084
5,26.1742,0.4694,0.86057,0.0564,0.20457,0.00366,0.02421,0.97627,0.98653,0.9941,0.88746,0.97294,0.98316,0.9938,0.9727,0.50863,0.25841,0.00185,0.19051,0.00375,0,0.00819649,0.00819649,0.0241965
6,31.1264,0.46131,0.94154,0.05136,0.18405,0.00328,0.21639,0.9898,0.97995,0.99457,0.89857,0.99606,0.97643,0.99447,0.9539,0.46414,0.36595,0.00407,0.17318,0.00411,0,0.0096232,0.0096232,0.0096232
7,36.0178,0.50915,1.05294,0.06791,0.2149,0.00398,0.20408,0.99924,0.99327,0.995,0.84271,1,0.98877,0.9949,0.9749,0.66751,0.25325,0.00829,0.21216,0.0055,0,0.00946048,0.00946048,0.00946048
8,40.8336,0.57064,0.91984,0.06948,0.23071,0.00456,0.20683,0.99398,0.98653,0.9948,0.85167,0.99043,0.98316,0.99457,0.96369,0.66953,0.26628,0.00899,0.21105,0.00525,0,0.00927057,0.00927057,0.00927057
9,45.7192,0.5267,0.68118,0.06042,0.21894,0.00429,0.0402,1,0.98613,0.995,0.88391,0.99659,0.98276,0.99425,0.98066,0.53175,0.17965,0.00933,0.20147,0.00453,0,0.00905463,0.00905463,0.00905463
10,50.5898,0.50005,0.6314,0.06136,0.20341,0.00355,0,0.90941,0.97643,0.97184,0.81252,0.90941,0.97643,0.97155,0.95373,0.67641,0.2357,0.00691,0.41745,0.00529,0,0.00881401,0.00881401,0.00881401
11,55.433,0.52961,0.62411,0.06355,0.19934,0.00392,0.01944,1,0.98971,0.99493,0.88743,0.9966,0.98634,0.99477,0.96409,0.54168,0.29483,0.00732,0.15605,0.00369,0,0.00855018,0.00855018,0.00855018
12,60.5892,0.49724,0.70503,0.06276,0.20594,0.00383,0.05247,0.99661,0.9896,0.9949,0.8872,0.99661,0.9896,0.9949,0.98093,0.53815,0.22263,0.00534,0.16135,0.00376,0,0.00826477,0.00826477,0.00826477
13,65.4398,0.5107,0.92583,0.06752,0.2,0.00422,0.08639,0.99561,0.9899,0.9949,0.92843,0.99561,0.9899,0.9949,0.97647,0.39636,0.18522,0.00772,0.15963,0.00293,0,0.00795954,0.00795954,0.00795954
14,70.3387,0.47593,0.904,0.06999,0.1906,0.00362,0.0239,0.99527,0.99663,0.99497,0.93715,0.99527,0.99663,0.99497,0.98764,0.40486,0.14588,0.00823,0.1326,0.00277,0,0.00763637,0.00763637,0.00763637
15,75.2074,0.49027,0.64024,0.07182,0.21711,0.00399,0,0.99324,0.98981,0.9949,0.92316,0.99324,0.98888,0.99477,0.98639,0.45337,0.17955,0.0104,0.15196,0.00322,0,0.00729725,0.00729725,0.00729725
16,80.0638,0.48434,0.53223,0.0632,0.19648,0.00385,0,0.99565,0.99663,0.99487,0.93296,0.99565,0.99663,0.99487,0.98342,0.4003,0.1801,0.00828,0.13455,0.00296,0,0.00694428,0.00694428,0.00694428
17,84.8918,0.47761,0.63409,0.06653,0.18852,0.00371,0,0.99574,0.98653,0.99473,0.9155,0.99574,0.98653,0.99473,0.99015,0.43156,0.12531,0.00583,0.15736,0.00335,0,0.00657963,0.00657963,0.00657963
18,89.6924,0.4823,0.5657,0.05043,0.20684,0.0035,0,0.98326,0.98878,0.99409,0.93337,0.98326,0.98878,0.99409,0.9894,0.3684,0.12734,0.00394,0.14542,0.00253,0,0.00620555,0.00620555,0.00620555
19,94.5175,0.45546,0.52982,0.06686,0.19152,0.00336,0,0.984,0.9899,0.99463,0.91238,0.984,0.9899,0.99463,0.99004,0.45842,0.14432,0.00316,0.15054,0.00381,0,0.00582435,0.00582435,0.00582435
20,99.328,0.46114,0.54703,0.06682,0.19943,0.00374,0.07381,0.99644,0.99327,0.99497,0.93204,0.99644,0.99327,0.99497,0.99135,0.38248,0.10526,0.00275,0.11908,0.00265,0,0.00543837,0.00543837,0.00543837
21,104.076,0.42042,0.54452,0.0498,0.18538,0.00318,0,0.97004,0.98316,0.99371,0.92581,0.97004,0.98316,0.99371,0.97691,0.41896,0.15578,0.0029,0.16857,0.00272,0,0.00505,0.00505,0.00505
