epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
131,5487.68,0.5078,0.87784,0.36444,0.92215,0.90155,0.9748,0.97353,0.8931,0.90155,0.9748,0.97353,0.82619,0.43889,0.63376,0.32956,0.86297,0.00106118,0.00106118,0.00106118
132,5529.61,0.50611,0.88577,0.36547,0.92001,0.94497,0.9094,0.9734,0.90414,0.94497,0.9094,0.9734,0.84422,0.47585,0.5781,0.35649,0.87067,0.00105835,0.00105835,0.00105835
133,5571.48,0.51501,0.88719,0.37489,0.92672,0.95611,0.91065,0.97379,0.90552,0.95611,0.91065,0.97379,0.85123,0.44194,0.56393,0.33958,0.86002,0.00105552,0.00105552,0.00105552
134,5612.99,0.51504,0.87867,0.36682,0.92399,0.92904,0.97413,0.97831,0.90681,0.92904,0.97413,0.97831,0.84197,0.44328,0.61324,0.34681,0.87949,0.00105269,0.00105269,0.00105269
135,5654.31,0.51789,0.91806,0.3773,0.92566,0.9212,0.98507,0.97685,0.90158,0.9212,0.98507,0.97685,0.83479,0.44433,0.54891,0.35926,0.85818,0.00104986,0.00104986,0.00104986
136,5695.79,0.4994,0.85699,0.36086,0.91805,0.92539,0.98335,0.9785,0.91134,0.92539,0.98335,0.9785,0.85111,0.44797,0.58568,0.33134,0.85402,0.00104703,0.00104703,0.00104703
137,5737.15,0.50824,0.85661,0.36567,0.93012,0.96729,0.91221,0.96053,0.88095,0.96729,0.91221,0.96053,0.83565,0.45555,0.61977,0.3675,0.86496,0.0010442,0.0010442,0.0010442
138,5778.6,0.51078,0.88865,0.36855,0.92184,0.9658,0.9682,0.98451,0.89975,0.9683,0.97426,0.98467,0.85187,0.44196,0.58873,0.35033,0.85108,0.00104137,0.00104137,0.00104137
139,5820.27,0.49978,0.89245,0.36016,0.91967,0.91944,0.98401,0.98074,0.90578,0.91944,0.98401,0.98074,0.85598,0.43287,0.5962,0.34635,0.84451,0.00103854,0.00103854,0.00103854
140,5861.94,0.49253,0.85685,0.35809,0.91138,0.90904,0.98369,0.97828,0.89229,0.90904,0.98369,0.97828,0.84044,0.46006,0.60157,0.40075,0.87647,0.00103571,0.00103571,0.00103571
141,5903.47,0.50427,0.88811,0.35629,0.9182,0.96319,0.91834,0.96611,0.89623,0.96319,0.91834,0.96611,0.83702,0.44725,0.78813,0.39705,0.83977,0.00103288,0.00103288,0.00103288
142,5945.16,0.49964,0.88171,0.37069,0.91273,0.96313,0.92299,0.97553,0.90048,0.96313,0.92299,0.97553,0.84037,0.45291,0.61308,0.39544,0.85214,0.00103005,0.00103005,0.00103005
143,5986.7,0.51507,0.8652,0.36885,0.9184,0.91861,0.98215,0.98058,0.8983,0.91861,0.98215,0.98058,0.84838,0.45529,0.60828,0.36703,0.8604,0.00102722,0.00102722,0.00102722
144,6028.46,0.49537,0.87392,0.35877,0.91717,0.96617,0.98525,0.98597,0.91288,0.96617,0.98525,0.98597,0.85273,0.438,0.6798,0.34413,0.8429,0.00102439,0.00102439,0.00102439
145,6070.09,0.49833,0.88568,0.3669,0.91781,0.97121,0.97355,0.98348,0.89753,0.97245,0.93202,0.96948,0.84395,0.43879,0.71889,0.37216,0.84644,0.00102156,0.00102156,0.00102156
146,6111.69,0.49547,0.89338,0.3607,0.90988,0.96945,0.91828,0.97781,0.90305,0.96945,0.91828,0.95875,0.84434,0.45619,0.65216,0.39576,0.85767,0.00101873,0.00101873,0.00101873
147,6153.31,0.48412,0.86226,0.34848,0.9122,0.91943,0.9859,0.97898,0.91021,0.91943,0.9859,0.97898,0.84551,0.41245,0.67059,0.32398,0.83705,0.0010159,0.0010159,0.0010159
148,6195.09,0.51466,0.9025,0.36794,0.92049,0.91401,0.98275,0.9806,0.90421,0.91401,0.98275,0.9806,0.85787,0.39834,0.60551,0.32956,0.84116,0.00101308,0.00101308,0.00101308
149,6236.88,0.50113,0.84503,0.35232,0.91711,0.97349,0.9131,0.97427,0.90289,0.97349,0.9131,0.97427,0.83193,0.42606,0.71261,0.32736,0.85229,0.00101025,0.00101025,0.00101025
150,6278.73,0.49274,0.87461,0.35451,0.91814,0.96303,0.92189,0.97635,0.92125,0.96303,0.92189,0.97635,0.8578,0.43605,0.59994,0.32396,0.86488,0.00100742,0.00100742,0.00100742
151,6320.78,0.4942,0.82491,0.35062,0.9183,0.9555,0.9604,0.98415,0.91378,0.9555,0.9604,0.98415,0.8521,0.42768,0.62234,0.34289,0.85155,0.00100459,0.00100459,0.00100459
152,6362.63,0.49439,0.88763,0.35254,0.91785,0.91951,0.97248,0.98121,0.92074,0.91951,0.97248,0.98121,0.84491,0.45071,0.61399,0.34936,0.85759,0.00100176,0.00100176,0.00100176
153,6404.79,0.50057,0.85049,0.35946,0.91958,0.94758,0.90345,0.9728,0.90051,0.94758,0.90345,0.9728,0.8424,0.45164,0.66566,0.35274,0.85614,0.000998928,0.000998928,0.000998928
154,6446.6,0.49465,0.86212,0.34995,0.91799,0.91615,0.97871,0.98076,0.91561,0.91615,0.97871,0.98076,0.85185,0.41745,0.60969,0.34389,0.85228,0.000996099,0.000996099,0.000996099
155,6488.49,0.49418,0.88036,0.35374,0.91396,0.96914,0.92774,0.97192,0.90157,0.96914,0.92774,0.97192,0.85436,0.42335,0.5645,0.32961,0.83786,0.000993269,0.000993269,0.000993269
156,6530.25,0.5019,0.85872,0.35341,0.9218,0.96839,0.98477,0.98522,0.9077,0.96839,0.98477,0.98522,0.86243,0.43121,0.61586,0.32808,0.85207,0.00099044,0.00099044,0.00099044
157,6571.69,0.50227,0.89282,0.35866,0.92131,0.97259,0.97303,0.98632,0.9298,0.97259,0.97303,0.98632,0.85827,0.42284,0.59521,0.32601,0.85111,0.00098761,0.00098761,0.00098761
158,6613.07,0.49056,0.8673,0.34736,0.91596,0.96511,0.9152,0.97423,0.90729,0.96511,0.9152,0.97423,0.85598,0.43615,0.62726,0.32178,0.849,0.000984781,0.000984781,0.000984781
159,6654.4,0.49364,0.84439,0.34532,0.91381,0.96866,0.91347,0.97462,0.91033,0.96866,0.91347,0.97462,0.86142,0.40899,0.63808,0.31151,0.84266,0.000981952,0.000981952,0.000981952
160,6695.73,0.49229,0.85906,0.35434,0.91425,0.96607,0.986,0.9842,0.9143,0.96607,0.986,0.9842,0.86198,0.40482,0.58415,0.30786,0.83747,0.000979122,0.000979122,0.000979122
161,6737.32,0.48813,0.84805,0.34774,0.91553,0.9684,0.91771,0.96925,0.89285,0.9684,0.91771,0.96925,0.85534,0.41751,0.64782,0.35214,0.8449,0.000976293,0.000976293,0.000976293
162,6778.89,0.4933,0.86375,0.36284,0.9157,0.94401,0.92249,0.96908,0.87903,0.94401,0.92249,0.96908,0.84024,0.48153,0.61514,0.3607,0.88093,0.000973463,0.000973463,0.000973463
163,6820.42,0.49531,0.87141,0.35407,0.91466,0.96209,0.92846,0.97683,0.89445,0.96209,0.92846,0.97683,0.83876,0.44357,0.59882,0.35678,0.84478,0.000970634,0.000970634,0.000970634
164,6862.05,0.4923,0.86572,0.35222,0.90922,0.96495,0.92637,0.97371,0.88809,0.96495,0.92637,0.97371,0.83091,0.47041,0.67213,0.37136,0.86955,0.000967805,0.000967805,0.000967805
165,6903.57,0.49279,0.88392,0.35768,0.91399,0.9256,0.98062,0.97773,0.90814,0.9256,0.98062,0.97773,0.84217,0.43587,0.66102,0.35392,0.85568,0.000964975,0.000964975,0.000964975
166,6945.3,0.48284,0.84561,0.34233,0.91461,0.92502,0.9795,0.97781,0.90917,0.92502,0.9795,0.97781,0.85638,0.44863,0.72771,0.33343,0.87339,0.000962146,0.000962146,0.000962146
167,6987.1,0.48207,0.82758,0.34245,0.90866,0.94842,0.91856,0.97136,0.91123,0.94842,0.91856,0.97136,0.84585,0.44921,0.59995,0.33525,0.85323,0.000959316,0.000959316,0.000959316
168,7028.91,0.48301,0.85629,0.33978,0.90889,0.92709,0.9795,0.97876,0.89765,0.92709,0.9795,0.97876,0.83564,0.44245,0.6701,0.35881,0.85749,0.000956487,0.000956487,0.000956487
169,7070.57,0.48525,0.85609,0.34616,0.90718,0.93307,0.98316,0.97999,0.90897,0.93307,0.98316,0.97999,0.84995,0.43387,0.60581,0.34223,0.85323,0.000953657,0.000953657,0.000953657
170,7112.41,0.4931,0.85542,0.3536,0.91561,0.92725,0.9795,0.97915,0.8999,0.92725,0.9795,0.97915,0.8522,0.44391,0.60922,0.33833,0.85053,0.000950828,0.000950828,0.000950828
171,7154.18,0.48696,0.81454,0.34521,0.91177,0.9761,0.97518,0.9866,0.90805,0.9761,0.97518,0.9866,0.84114,0.43179,0.63999,0.31827,0.85026,0.000947999,0.000947999,0.000947999
172,7195.91,0.49085,0.83909,0.35005,0.91119,0.97354,0.96298,0.98553,0.91369,0.97354,0.96298,0.98553,0.83751,0.44596,0.63912,0.32364,0.85504,0.000945169,0.000945169,0.000945169
173,7237.67,0.48631,0.8234,0.35028,0.90936,0.97713,0.98316,0.98601,0.90204,0.97713,0.98316,0.98601,0.86471,0.44369,0.6036,0.31095,0.86872,0.00094234,0.00094234,0.00094234
174,7279.31,0.49529,0.83618,0.34413,0.91376,0.97983,0.97091,0.98657,0.92285,0.97983,0.97091,0.98657,0.86262,0.41709,0.58145,0.30805,0.84967,0.00093951,0.00093951,0.00093951
175,7320.91,0.49891,0.83212,0.35385,0.9177,0.9312,0.9795,0.98068,0.9049,0.9312,0.9795,0.98068,0.85815,0.42618,0.5883,0.32061,0.85011,0.000936681,0.000936681,0.000936681
176,7362.52,0.48586,0.82329,0.34307,0.90977,0.93626,0.97107,0.9684,0.88062,0.93626,0.97107,0.9684,0.83691,0.43009,0.60703,0.334,0.84576,0.000933851,0.000933851,0.000933851
177,7404.26,0.48817,0.83126,0.34001,0.91101,0.97802,0.97656,0.9836,0.90073,0.97802,0.97656,0.9836,0.85537,0.44651,0.58041,0.31169,0.84695,0.000931022,0.000931022,0.000931022
178,7445.82,0.4854,0.83849,0.33711,0.90897,0.92817,0.98154,0.97755,0.89843,0.92817,0.98154,0.97755,0.84863,0.443,0.60665,0.35674,0.85426,0.000928193,0.000928193,0.000928193
179,7487.45,0.48494,0.84658,0.34683,0.9104,0.92224,0.98889,0.97651,0.90617,0.92224,0.98889,0.97651,0.84934,0.43498,0.67661,0.32837,0.85175,0.000925363,0.000925363,0.000925363
180,7528.85,0.49237,0.83477,0.343,0.9123,0.97469,0.97734,0.98419,0.91263,0.97469,0.97734,0.98419,0.85122,0.45025,0.60804,0.31615,0.85285,0.000922534,0.000922534,0.000922534
181,7570.22,0.48707,0.82745,0.34412,0.9129,0.97285,0.9795,0.9854,0.91702,0.97285,0.9795,0.9854,0.84829,0.45467,0.60953,0.31085,0.85827,0.000919704,0.000919704,0.000919704
182,7611.66,0.47662,0.83742,0.32833,0.90699,0.88871,0.98649,0.97491,0.90261,0.88871,0.98649,0.97491,0.85271,0.44734,0.6712,0.34175,0.85173,0.000916875,0.000916875,0.000916875
183,7653.09,0.48933,0.85508,0.34697,0.91088,0.96025,0.92576,0.9738,0.90157,0.96025,0.92576,0.9738,0.84658,0.4446,0.59565,0.33912,0.85439,0.000914046,0.000914046,0.000914046
184,7694.66,0.47268,0.82172,0.33454,0.90734,0.92418,0.97724,0.9784,0.91166,0.92418,0.97724,0.9784,0.83955,0.42439,0.6302,0.33244,0.83987,0.000911216,0.000911216,0.000911216
185,7736.39,0.48682,0.82399,0.344,0.90946,0.92653,0.98236,0.97788,0.90503,0.92653,0.98236,0.97788,0.85279,0.45945,0.59959,0.32756,0.86131,0.000908387,0.000908387,0.000908387
186,7778.04,0.48239,0.84247,0.33612,0.90683,0.97749,0.9841,0.98509,0.90109,0.97749,0.9841,0.98509,0.85095,0.42789,0.55736,0.32018,0.8417,0.000905557,0.000905557,0.000905557
187,7819.66,0.48486,0.80554,0.33939,0.90956,0.92574,0.9849,0.97778,0.8974,0.92574,0.9849,0.97778,0.84565,0.42412,0.55991,0.32401,0.83933,0.000902728,0.000902728,0.000902728
188,7861.47,0.4872,0.82389,0.34018,0.91671,0.9737,0.97384,0.98453,0.91254,0.9737,0.97384,0.98453,0.84371,0.41882,0.60664,0.29451,0.83599,0.000899898,0.000899898,0.000899898
189,7903.22,0.47247,0.8599,0.34093,0.9036,0.96634,0.92812,0.97372,0.90508,0.96634,0.92812,0.97372,0.85597,0.41761,0.5917,0.30658,0.83323,0.000897069,0.000897069,0.000897069
190,7944.87,0.48511,0.83975,0.34346,0.90719,0.92267,0.98682,0.97933,0.9029,0.92267,0.98682,0.97933,0.85642,0.41453,0.60043,0.31193,0.83782,0.00089424,0.00089424,0.00089424
191,7986.44,0.48063,0.83574,0.33683,0.90712,0.93511,0.9837,0.98004,0.90876,0.93511,0.9837,0.98004,0.851,0.41497,0.57728,0.2981,0.83169,0.00089141,0.00089141,0.00089141
192,8027.96,0.47332,0.81883,0.33356,0.90428,0.92921,0.97895,0.98047,0.90215,0.92921,0.97895,0.98047,0.85538,0.39415,0.59782,0.31079,0.83325,0.000888581,0.000888581,0.000888581
193,8069.62,0.48613,0.86343,0.34595,0.91281,0.92532,0.98431,0.98105,0.92436,0.92532,0.98431,0.98105,0.85219,0.39992,0.5938,0.30238,0.83701,0.000885751,0.000885751,0.000885751
194,8111.16,0.47732,0.83156,0.33919,0.91052,0.92831,0.98558,0.98,0.90037,0.92831,0.98558,0.98,0.85156,0.40245,0.62711,0.30339,0.82958,0.000882922,0.000882922,0.000882922
195,8152.81,0.48195,0.82622,0.33992,0.9077,0.8853,0.98343,0.97688,0.90197,0.8853,0.98343,0.97688,0.852,0.45042,0.60801,0.33764,0.84644,0.000880093,0.000880093,0.000880093
196,8194.5,0.48566,0.87753,0.34511,0.91302,0.96736,0.97331,0.98672,0.89834,0.96736,0.97331,0.98672,0.85165,0.46032,0.68128,0.34762,0.83693,0.000877263,0.000877263,0.000877263
197,8236.05,0.47516,0.81691,0.33256,0.90238,0.97138,0.97726,0.98656,0.89709,0.97138,0.97726,0.98656,0.85413,0.43606,0.60041,0.3217,0.8425,0.000874434,0.000874434,0.000874434
198,8277.63,0.48156,0.84676,0.33016,0.90858,0.97291,0.97292,0.98752,0.92188,0.97291,0.97292,0.98752,0.86949,0.4204,0.59941,0.3321,0.84625,0.000871604,0.000871604,0.000871604
199,8319.25,0.47301,0.83508,0.33243,0.90196,0.92484,0.9795,0.97875,0.89527,0.92484,0.9795,0.97875,0.85429,0.41349,0.60312,0.3139,0.84702,0.000868775,0.000868775,0.000868775
200,8360.82,0.47814,0.79945,0.32818,0.91081,0.9734,0.97215,0.984,0.90217,0.9734,0.97215,0.984,0.85306,0.40458,0.64603,0.32276,0.84337,0.000865945,0.000865945,0.000865945
201,8402.41,0.46879,0.84894,0.32639,0.90952,0.92515,0.98199,0.97917,0.90181,0.92515,0.98199,0.97917,0.85593,0.40814,0.66069,0.29554,0.83307,0.000863116,0.000863116,0.000863116
202,8443.85,0.47114,0.82658,0.33262,0.90616,0.97176,0.98065,0.9859,0.90714,0.97176,0.98065,0.9859,0.86132,0.40121,0.65461,0.29724,0.83783,0.000860287,0.000860287,0.000860287
203,8485.17,0.4713,0.83563,0.33172,0.91043,0.96953,0.9815,0.98376,0.9145,0.96953,0.9815,0.98376,0.86527,0.4102,0.56485,0.29393,0.84178,0.000857457,0.000857457,0.000857457
204,8526.76,0.47563,0.81694,0.32652,0.90983,0.97582,0.97999,0.98387,0.92032,0.97582,0.97999,0.98387,0.85373,0.39508,0.57645,0.29758,0.84267,0.000854628,0.000854628,0.000854628
205,8568.16,0.47881,0.84406,0.33895,0.90368,0.97195,0.97646,0.98424,0.91458,0.97195,0.97646,0.98424,0.8652,0.40827,0.56762,0.29736,0.83343,0.000851798,0.000851798,0.000851798
206,8609.79,0.46641,0.79751,0.32612,0.90392,0.92856,0.97521,0.97998,0.91089,0.92856,0.97521,0.97998,0.86554,0.41248,0.7687,0.31638,0.82675,0.000848969,0.000848969,0.000848969
207,8651.45,0.47959,0.85765,0.33243,0.90595,0.92111,0.98368,0.97967,0.92001,0.92111,0.98368,0.97967,0.86104,0.41837,0.64471,0.31242,0.84022,0.000846139,0.000846139,0.000846139
208,8693.05,0.48163,0.83861,0.33879,0.90746,0.97058,0.97891,0.98478,0.91818,0.97058,0.97891,0.98365,0.86945,0.4179,0.59884,0.31838,0.8576,0.00084331,0.00084331,0.00084331
209,8734.67,0.47357,0.84415,0.32256,0.9111,0.96766,0.96893,0.9841,0.92344,0.96766,0.96893,0.9841,0.86441,0.41913,0.59708,0.32041,0.84295,0.000840481,0.000840481,0.000840481
210,8776.26,0.4754,0.82431,0.32878,0.90437,0.97418,0.96504,0.98389,0.92006,0.97418,0.96504,0.98389,0.86858,0.42418,0.57905,0.32735,0.84563,0.000837651,0.000837651,0.000837651
211,8817.87,0.47287,0.82728,0.33801,0.90894,0.9706,0.97997,0.98605,0.91872,0.9706,0.97997,0.98605,0.86713,0.44164,0.60174,0.32427,0.85561,0.000834822,0.000834822,0.000834822
212,8859.73,0.47094,0.8077,0.32932,0.90376,0.97302,0.98171,0.98653,0.92253,0.97302,0.98171,0.98526,0.86825,0.42109,0.61631,0.3095,0.85212,0.000831992,0.000831992,0.000831992
213,8901.44,0.47368,0.81291,0.32261,0.90039,0.89639,0.98108,0.97475,0.91879,0.89639,0.98108,0.97475,0.85055,0.39661,0.61771,0.30969,0.82241,0.000829163,0.000829163,0.000829163
214,8943.09,0.46848,0.82701,0.32699,0.90504,0.92937,0.97962,0.98007,0.91831,0.92937,0.97962,0.98007,0.86176,0.4011,0.67139,0.30993,0.81681,0.000826334,0.000826334,0.000826334
215,8984.8,0.46182,0.79082,0.31902,0.90045,0.88334,0.98357,0.97586,0.91403,0.88334,0.98357,0.97586,0.85034,0.3946,0.63151,0.32402,0.82804,0.000823504,0.000823504,0.000823504
216,9026.48,0.4666,0.81461,0.3185,0.90942,0.95997,0.93232,0.97436,0.91265,0.95997,0.93232,0.97436,0.84583,0.41419,0.61664,0.34281,0.82983,0.000820675,0.000820675,0.000820675
217,9068.26,0.47104,0.81465,0.32709,0.90697,0.96255,0.98505,0.98695,0.92466,0.96255,0.98505,0.98695,0.85949,0.40037,0.59077,0.30939,0.83391,0.000817845,0.000817845,0.000817845
218,9110.02,0.47147,0.83567,0.33511,0.90663,0.96895,0.98135,0.98569,0.92724,0.96895,0.98135,0.98569,0.86363,0.4051,0.59251,0.30105,0.82677,0.000815016,0.000815016,0.000815016
219,9151.62,0.46877,0.81134,0.32423,0.90612,0.95049,0.89904,0.975,0.90504,0.95049,0.89904,0.975,0.8461,0.37928,0.62458,0.30054,0.82746,0.000812186,0.000812186,0.000812186
220,9193.27,0.46228,0.82753,0.33063,0.90265,0.97144,0.97968,0.98388,0.90638,0.97144,0.97968,0.98388,0.84337,0.40679,0.62087,0.3168,0.83647,0.000809357,0.000809357,0.000809357
221,9235.05,0.45295,0.7837,0.31934,0.89935,0.93093,0.98226,0.97774,0.91233,0.93093,0.98226,0.97774,0.84311,0.41232,0.58402,0.31812,0.83951,0.000806528,0.000806528,0.000806528
222,9276.72,0.47227,0.80895,0.32867,0.90617,0.97562,0.97825,0.98521,0.91162,0.97562,0.97825,0.98521,0.85349,0.43824,0.60564,0.31089,0.8417,0.000803698,0.000803698,0.000803698
223,9318.53,0.45446,0.77531,0.31242,0.90164,0.97081,0.98004,0.98438,0.91346,0.97081,0.98004,0.98438,0.85789,0.44308,0.65108,0.30135,0.84745,0.000800869,0.000800869,0.000800869
224,9359.99,0.4636,0.80032,0.32101,0.90439,0.97397,0.97299,0.98544,0.9222,0.97397,0.97299,0.98544,0.84155,0.39253,0.61993,0.29309,0.82751,0.000798039,0.000798039,0.000798039
225,9401.34,0.46347,0.7756,0.31946,0.90452,0.97443,0.97757,0.98502,0.92276,0.97443,0.97757,0.98502,0.8451,0.38762,0.59426,0.30394,0.82828,0.00079521,0.00079521,0.00079521
226,9442.6,0.46331,0.80184,0.32142,0.90722,0.97253,0.97604,0.98701,0.91186,0.97253,0.97604,0.98701,0.8434,0.41545,0.65677,0.30369,0.8347,0.00079238,0.00079238,0.00079238
227,9483.96,0.45943,0.79164,0.3154,0.90271,0.97589,0.9795,0.98633,0.91514,0.97589,0.9795,0.98633,0.85389,0.38755,0.5955,0.30626,0.82775,0.000789551,0.000789551,0.000789551
228,9525.34,0.47076,0.84213,0.33071,0.90608,0.97386,0.97847,0.98631,0.91049,0.97386,0.97847,0.98631,0.85642,0.42378,0.60766,0.30115,0.83152,0.000786722,0.000786722,0.000786722
229,9567.01,0.46662,0.80028,0.31398,0.90265,0.98147,0.9789,0.98659,0.9291,0.98147,0.9789,0.98659,0.86485,0.40986,0.63196,0.29852,0.82765,0.000783892,0.000783892,0.000783892
230,9608.6,0.45882,0.79003,0.31385,0.89919,0.97772,0.9795,0.98481,0.91923,0.97772,0.9795,0.98481,0.86107,0.43165,0.60402,0.31641,0.83935,0.000781063,0.000781063,0.000781063
231,9650.09,0.45877,0.81012,0.31387,0.90099,0.97498,0.97738,0.98408,0.93019,0.97498,0.97738,0.98408,0.84699,0.42995,0.61668,0.32135,0.83755,0.000778233,0.000778233,0.000778233
232,9691.75,0.45571,0.7723,0.30993,0.90058,0.97488,0.9748,0.98534,0.91483,0.97488,0.9748,0.98534,0.86212,0.40257,0.58869,0.295,0.8231,0.000775404,0.000775404,0.000775404
233,9733.44,0.45111,0.80925,0.30836,0.89934,0.97677,0.9787,0.98638,0.92286,0.97677,0.9787,0.98638,0.86237,0.40363,0.58663,0.28322,0.82566,0.000772575,0.000772575,0.000772575
234,9774.9,0.46285,0.81125,0.31592,0.90047,0.97884,0.96783,0.98489,0.91989,0.97884,0.96783,0.98489,0.85158,0.40466,0.58095,0.29249,0.82149,0.000769745,0.000769745,0.000769745
235,9816.61,0.45326,0.82294,0.30958,0.89989,0.97924,0.96337,0.98377,0.9181,0.97924,0.96337,0.98377,0.85839,0.41303,0.61056,0.31181,0.82544,0.000766916,0.000766916,0.000766916
236,9858.24,0.45372,0.79256,0.31455,0.90121,0.97277,0.9795,0.98379,0.9135,0.97277,0.9795,0.98379,0.86008,0.40883,0.60678,0.30608,0.834,0.000764086,0.000764086,0.000764086
237,9899.8,0.46009,0.79037,0.31637,0.90304,0.97212,0.9795,0.98546,0.91355,0.97212,0.9795,0.98546,0.86027,0.39029,0.62335,0.29626,0.82867,0.000761257,0.000761257,0.000761257
238,9941.54,0.46091,0.81472,0.31663,0.90117,0.97035,0.97887,0.98509,0.91884,0.97035,0.97887,0.98509,0.85885,0.39457,0.63239,0.30673,0.82483,0.000758427,0.000758427,0.000758427
239,9983.06,0.45504,0.79662,0.30766,0.90473,0.97246,0.97979,0.98584,0.91137,0.97246,0.97979,0.98584,0.8631,0.39978,0.60887,0.28607,0.82832,0.000755598,0.000755598,0.000755598
240,10024.8,0.46291,0.82361,0.31192,0.90123,0.96916,0.97799,0.98556,0.90661,0.96916,0.97799,0.98556,0.857,0.39953,0.64719,0.28674,0.83408,0.000752769,0.000752769,0.000752769
241,10066.4,0.44516,0.76983,0.30946,0.89458,0.97528,0.98257,0.98702,0.91912,0.97528,0.98257,0.98702,0.86166,0.39676,0.62892,0.27998,0.83167,0.000749939,0.000749939,0.000749939
242,10108.1,0.45667,0.82319,0.31318,0.89554,0.97001,0.98023,0.98495,0.90805,0.97001,0.98023,0.98495,0.86279,0.40562,0.60785,0.28818,0.83357,0.00074711,0.00074711,0.00074711
243,10149.7,0.44459,0.7673,0.30599,0.89453,0.97224,0.97999,0.98571,0.90756,0.97224,0.97999,0.98571,0.85715,0.40431,0.60861,0.28468,0.83061,0.00074428,0.00074428,0.00074428
244,10191.4,0.45882,0.79788,0.31565,0.89805,0.97055,0.97725,0.98494,0.91905,0.97055,0.97725,0.98494,0.862,0.40601,0.64393,0.30754,0.83328,0.000741451,0.000741451,0.000741451
245,10233,0.4481,0.77377,0.30777,0.90391,0.97183,0.98017,0.98562,0.92229,0.97183,0.98017,0.98562,0.86129,0.43808,0.61747,0.30702,0.8398,0.000738622,0.000738622,0.000738622
246,10274.7,0.46247,0.84517,0.32381,0.90944,0.97288,0.97913,0.98556,0.90507,0.97288,0.97913,0.98556,0.85127,0.42539,0.60787,0.31299,0.84169,0.000735792,0.000735792,0.000735792
247,10316.1,0.45729,0.78065,0.31025,0.89996,0.96722,0.97504,0.98491,0.90451,0.96722,0.97504,0.98491,0.85654,0.41509,0.62867,0.30512,0.8398,0.000732963,0.000732963,0.000732963
248,10357.5,0.45016,0.75743,0.30657,0.89896,0.97386,0.96894,0.98504,0.91591,0.97386,0.96894,0.98504,0.85649,0.415,0.60593,0.29922,0.8341,0.000730133,0.000730133,0.000730133
249,10399,0.45164,0.81048,0.31023,0.89828,0.97498,0.9748,0.9852,0.91658,0.97498,0.9748,0.9852,0.85759,0.41613,0.60155,0.30362,0.83921,0.000727304,0.000727304,0.000727304
250,10440.2,0.45621,0.78273,0.3142,0.89988,0.96967,0.97046,0.98531,0.918,0.96967,0.97046,0.98531,0.84655,0.4198,0.6109,0.30155,0.84126,0.000724474,0.000724474,0.000724474
251,10482,0.45465,0.75912,0.31771,0.89561,0.9827,0.97453,0.98597,0.91664,0.9827,0.97453,0.98597,0.85928,0.42568,0.5842,0.30026,0.84141,0.000721645,0.000721645,0.000721645
252,10523.7,0.45427,0.7901,0.31045,0.90538,0.97434,0.97584,0.98557,0.91288,0.97434,0.97584,0.98557,0.86741,0.41112,0.62753,0.28386,0.83477,0.000718816,0.000718816,0.000718816
253,10565.3,0.45329,0.78462,0.31857,0.89679,0.97401,0.97527,0.98425,0.90965,0.97401,0.97527,0.98425,0.85577,0.40737,0.61982,0.30944,0.83293,0.000715986,0.000715986,0.000715986
254,10606.9,0.45202,0.78976,0.31101,0.89863,0.96785,0.97559,0.98557,0.90757,0.96785,0.97559,0.98557,0.85584,0.38864,0.62041,0.3073,0.83269,0.000713157,0.000713157,0.000713157
255,10648.7,0.45025,0.80021,0.30561,0.90669,0.96814,0.97332,0.98471,0.90668,0.96814,0.97332,0.98471,0.84878,0.40003,0.62178,0.32836,0.82471,0.000710327,0.000710327,0.000710327
256,10690.3,0.45215,0.77565,0.31161,0.90047,0.96852,0.97607,0.98613,0.9145,0.96852,0.97607,0.98613,0.86189,0.39648,0.61537,0.29872,0.82494,0.000707498,0.000707498,0.000707498
257,10731.9,0.44434,0.74565,0.29701,0.89423,0.97221,0.97798,0.9846,0.92271,0.97221,0.97798,0.9846,0.85719,0.40008,0.59852,0.31064,0.82734,0.000704668,0.000704668,0.000704668
258,10773.5,0.46145,0.81144,0.31216,0.90086,0.97305,0.96858,0.98435,0.9272,0.97305,0.96858,0.98435,0.85167,0.39665,0.58787,0.30956,0.82402,0.000701839,0.000701839,0.000701839
259,10815,0.44866,0.77124,0.30341,0.89984,0.97157,0.98056,0.9851,0.92384,0.97157,0.98056,0.9851,0.85689,0.38722,0.60755,0.28772,0.81805,0.00069901,0.00069901,0.00069901
260,10856.7,0.45169,0.77644,0.30811,0.90365,0.97348,0.97935,0.98598,0.928,0.97348,0.97935,0.98598,0.85367,0.38897,0.59628,0.29569,0.81991,0.00069618,0.00069618,0.00069618
261,10898.3,0.44379,0.76231,0.30278,0.89654,0.97477,0.97964,0.98728,0.92633,0.97477,0.97964,0.98728,0.85581,0.4002,0.62272,0.30418,0.82727,0.000693351,0.000693351,0.000693351
