epoch,seconds,samples_per_sec,peak_gpu_mb,loss,dope,proposal,refined,gate
1,894.2601652145386,32.78240621728567,2862,0.0012832130782978186,0.001088479908256956,1.299565749850568,0.4727603741206695,0.00017461491205437887
2,933.4291710853577,31.406775048515374,2862,0.001258327141992845,0.0010924881013899103,1.1452238733193643,0.4028452561708488,2.512607190211941e-07
3,936.7840433120728,31.29429905354814,2862,0.0012382875527208038,0.001078306033317385,1.0813497594491752,0.3914214633847425,7.158408342788781e-08
4,991.0870332717896,29.57964236826067,2862,0.0011752872324644827,0.0010242709054667815,1.0437803508876242,0.3667359381847044,2.61376595391715e-08
5,914.822746515274,32.04555211560925,2862,0.0011674477706754365,0.0010179798697394606,1.0212591741290484,0.36438855938872644,1.175993295057549e-08
