source_recording,lighting,rgb_path,depth_path,rgb_timestamp,depth_timestamp,timestamp_delta_ms,pairing_method,paired
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654226107101952.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654226107101952.png,1778654226107101952,1778654226107101952,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654226174344448.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654226174344448.png,1778654226174344448,1778654226174344448,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654226207955712.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654226207955712.png,1778654226207955712,1778654226207955712,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654226275115264.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654226275115264.png,1778654226275115264,1778654226275115264,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654226342397184.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654226342397184.png,1778654226342397184,1778654226342397184,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654226409594112.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654226409594112.png,1778654226409594112,1778654226409594112,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654226476708864.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654226476708864.png,1778654226476708864,1778654226476708864,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654226510324224.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654226510324224.png,1778654226510324224,1778654226510324224,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654226645386496.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654226645386496.png,1778654226645386496,1778654226645386496,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654226779206912.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654226779206912.png,1778654226779206912,1778654226779206912,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654226880439808.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654226880439808.png,1778654226880439808,1778654226880439808,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654226947087104.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654226947087104.png,1778654226947087104,1778654226947087104,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654227014724352.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654227014724352.png,1778654227014724352,1778654227014724352,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654227047886592.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654227047886592.png,1778654227047886592,1778654227047886592,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654227115245568.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654227115245568.png,1778654227115245568,1778654227115245568,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654227182516480.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654227182516480.png,1778654227182516480,1778654227182516480,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654227249307136.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654227249307136.png,1778654227249307136,1778654227249307136,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654227282946816.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654227282946816.png,1778654227282946816,1778654227282946816,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654227350087168.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654227350087168.png,1778654227350087168,1778654227350087168,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654227417418496.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654227417418496.png,1778654227417418496,1778654227417418496,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654227484558336.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654227484558336.png,1778654227484558336,1778654227484558336,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654227619173120.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654227619173120.png,1778654227619173120,1778654227619173120,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654227753460992.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654227753460992.png,1778654227753460992,1778654227753460992,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654227854539264.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654227854539264.png,1778654227854539264,1778654227854539264,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654227921587200.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654227921587200.png,1778654227921587200,1778654227921587200,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654227988647168.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654227988647168.png,1778654227988647168,1778654227988647168,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654228055900928.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654228055900928.png,1778654228055900928,1778654228055900928,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654228089362688.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654228089362688.png,1778654228089362688,1778654228089362688,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654228190292480.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654228190292480.png,1778654228190292480,1778654228190292480,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654228325009920.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654228325009920.png,1778654228325009920,1778654228325009920,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654228459032576.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654228459032576.png,1778654228459032576,1778654228459032576,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654228526265088.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654228526265088.png,1778654228526265088,1778654228526265088,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654228593393664.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654228593393664.png,1778654228593393664,1778654228593393664,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654228660531200.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654228660531200.png,1778654228660531200,1778654228660531200,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654228694469120.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654228694469120.png,1778654228694469120,1778654228694469120,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654228761379840.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654228761379840.png,1778654228761379840,1778654228761379840,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654228862233088.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654228862233088.png,1778654228862233088,1778654228862233088,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654228963407616.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654228963407616.png,1778654228963407616,1778654228963407616,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654229097678592.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654229097678592.png,1778654229097678592,1778654229097678592,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654229198245120.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654229198245120.png,1778654229198245120,1778654229198245120,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654229265481728.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654229265481728.png,1778654229265481728,1778654229265481728,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654229298910720.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654229298910720.png,1778654229298910720,1778654229298910720,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654229366105600.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654229366105600.png,1778654229366105600,1778654229366105600,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654229399635200.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654229399635200.png,1778654229399635200,1778654229399635200,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654229466870016.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654229466870016.png,1778654229466870016,1778654229466870016,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654229534095616.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654229534095616.png,1778654229534095616,1778654229534095616,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654229567608832.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654229567608832.png,1778654229567608832,1778654229567608832,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654229634981632.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654229634981632.png,1778654229634981632,1778654229634981632,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654229702457600.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654229702457600.png,1778654229702457600,1778654229702457600,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654229836749312.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654229836749312.png,1778654229836749312,1778654229836749312,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654229971158016.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654229971158016.png,1778654229971158016,1778654229971158016,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654230105337856.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654230105337856.png,1778654230105337856,1778654230105337856,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654230172354816.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654230172354816.png,1778654230172354816,1778654230172354816,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654230206120704.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654230206120704.png,1778654230206120704,1778654230206120704,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654230273189120.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654230273189120.png,1778654230273189120,1778654230273189120,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654230340392704.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654230340392704.png,1778654230340392704,1778654230340392704,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654230407604480.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654230407604480.png,1778654230407604480,1778654230407604480,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654230441147648.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654230441147648.png,1778654230441147648,1778654230441147648,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654230542051328.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654230542051328.png,1778654230542051328,1778654230542051328,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654230676632576.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654230676632576.png,1778654230676632576,1778654230676632576,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654230811011840.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654230811011840.png,1778654230811011840,1778654230811011840,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654230911571968.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654230911571968.png,1778654230911571968,1778654230911571968,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654231012527104.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654231012527104.png,1778654231012527104,1778654231012527104,UNMEASURABLE,EXACT_FILENAME_STEM,True
