source_recording,lighting,rgb_path,depth_path,rgb_timestamp,depth_timestamp,timestamp_delta_ms,pairing_method,paired
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651488900632064.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651488900632064.png,1778651488900632064,1778651488900632064,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651489134974464.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651489134974464.png,1778651489134974464,1778651489134974464,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651489202195712.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651489202195712.png,1778651489202195712,1778651489202195712,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651489235832576.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651489235832576.png,1778651489235832576,1778651489235832576,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651489302867968.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651489302867968.png,1778651489302867968,1778651489302867968,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651489370367744.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651489370367744.png,1778651489370367744,1778651489370367744,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651489437160960.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651489437160960.png,1778651489437160960,1778651489437160960,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651489504339712.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651489504339712.png,1778651489504339712,1778651489504339712,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651489571578368.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651489571578368.png,1778651489571578368,1778651489571578368,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651489638620160.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651489638620160.png,1778651489638620160,1778651489638620160,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651489672216064.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651489672216064.png,1778651489672216064,1778651489672216064,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651489739301120.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651489739301120.png,1778651489739301120,1778651489739301120,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651489806957568.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651489806957568.png,1778651489806957568,1778651489806957568,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651489873783808.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651489873783808.png,1778651489873783808,1778651489873783808,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651489941048064.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651489941048064.png,1778651489941048064,1778651489941048064,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651489974534912.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651489974534912.png,1778651489974534912,1778651489974534912,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651490041890816.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651490041890816.png,1778651490041890816,1778651490041890816,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651490109133312.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651490109133312.png,1778651490109133312,1778651490109133312,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651490176271872.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651490176271872.png,1778651490176271872,1778651490176271872,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651490243496448.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651490243496448.png,1778651490243496448,1778651490243496448,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651490310670848.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651490310670848.png,1778651490310670848,1778651490310670848,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651490377737216.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651490377737216.png,1778651490377737216,1778651490377737216,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651490411493120.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651490411493120.png,1778651490411493120,1778651490411493120,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651490478626816.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651490478626816.png,1778651490478626816,1778651490478626816,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651490546186752.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651490546186752.png,1778651490546186752,1778651490546186752,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651490646779136.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651490646779136.png,1778651490646779136,1778651490646779136,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651490713883648.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651490713883648.png,1778651490713883648,1778651490713883648,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651490781239808.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651490781239808.png,1778651490781239808,1778651490781239808,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651490848228096.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651490848228096.png,1778651490848228096,1778651490848228096,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651490915459840.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651490915459840.png,1778651490915459840,1778651490915459840,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651490983007488.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651490983007488.png,1778651490983007488,1778651490983007488,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651491049825792.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651491049825792.png,1778651491049825792,1778651491049825792,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651491150542848.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651491150542848.png,1778651491150542848,1778651491150542848,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651491217872128.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651491217872128.png,1778651491217872128,1778651491217872128,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651491285059328.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651491285059328.png,1778651491285059328,1778651491285059328,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651491352184576.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651491352184576.png,1778651491352184576,1778651491352184576,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651491419763968.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651491419763968.png,1778651491419763968,1778651491419763968,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651491486768384.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651491486768384.png,1778651491486768384,1778651491486768384,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651491553864704.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651491553864704.png,1778651491553864704,1778651491553864704,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651491620902912.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651491620902912.png,1778651491620902912,1778651491620902912,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651491654703616.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651491654703616.png,1778651491654703616,1778651491654703616,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet01,day,data/pallet/raw_data/outside/capturepallet01/rgb/1778651491721746944.png,data/pallet/raw_data/outside/capturepallet01/depth/1778651491721746944.png,1778651491721746944,1778651491721746944,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654224965159680.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654224965159680.png,1778654224965159680,1778654224965159680,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654225032481792.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654225032481792.png,1778654225032481792,1778654225032481792,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654225099178496.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654225099178496.png,1778654225099178496,1778654225099178496,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654225200260608.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654225200260608.png,1778654225200260608,1778654225200260608,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654225334948608.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654225334948608.png,1778654225334948608,1778654225334948608,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654225502940928.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654225502940928.png,1778654225502940928,1778654225502940928,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654225671027712.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654225671027712.png,1778654225671027712,1778654225671027712,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654225839158784.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654225839158784.png,1778654225839158784,1778654225839158784,UNMEASURABLE,EXACT_FILENAME_STEM,True
capturepallet10,day,data/pallet/raw_data/outside/capturepallet10/rgb/1778654226006875904.png,data/pallet/raw_data/outside/capturepallet10/depth/1778654226006875904.png,1778654226006875904,1778654226006875904,UNMEASURABLE,EXACT_FILENAME_STEM,True
