frame_id,corner_id,group,bbox_area,bbox_aspect,R0_kp_confidence,R0_reliable_point_count,verified_visible_point_count,canonical_disagreement_px,native_disagreement_px,A11_native_correction,session,visibility
eval_night08:1779449467555301888,0,GOOD->GOOD,7720.318534350023,9.544283695492389,0.943659245967865,8,1,1.3635045130565693,1.3635045130565693,5.063909811049571,eval_night08,UNKNOWN
eval_night08:1779449467555301888,1,GOOD->GOOD,7720.318534350023,9.544283695492389,0.8664920330047607,8,1,0.3723960200436349,0.3723960200436349,5.478189750146922,eval_night08,UNKNOWN
eval_night08:1779449467555301888,2,GOOD->GOOD,7720.318534350023,9.544283695492389,0.779514729976654,8,1,0.8685661077723403,0.8685661077723403,4.7510018730468895,eval_night08,VISIBLE
eval_night08:1779449467555301888,3,BAD->BAD,7720.318534350023,9.544283695492389,0.8923227787017822,8,1,0.3336337887105217,0.3336337887105217,10.018249992968402,eval_night08,UNKNOWN
eval_night08:1779449467555301888,4,GOOD->GOOD,7720.318534350023,9.544283695492389,0.9686417579650879,8,1,0.8770119292054134,0.8770119292054134,11.23591853649249,eval_night08,UNKNOWN
eval_night08:1779449467555301888,5,GOOD->BAD,7720.318534350023,9.544283695492389,0.9589043855667114,8,1,3.592254496297652,3.592254496297652,4.126578382926762,eval_night08,UNKNOWN
eval_night08:1779449467555301888,6,GOOD->GOOD,7720.318534350023,9.544283695492389,0.918054461479187,8,1,1.0814676478426393,1.0814676478426393,2.349525401303765,eval_night08,UNKNOWN
eval_night08:1779449467555301888,7,GOOD->GOOD,7720.318534350023,9.544283695492389,0.9397416114807129,8,1,0.10988248480626912,0.10988248480626912,7.617386114114761,eval_night08,UNKNOWN
eval_night08:1779449470423201536,0,BAD->BAD,8885.795029685833,8.150227595162505,0.9747803807258606,8,1,0.9707337385813869,0.9707337385813869,0.8591310493746881,eval_night08,UNKNOWN
eval_night08:1779449470423201536,1,GOOD->GOOD,8885.795029685833,8.150227595162505,0.9699546098709106,8,1,0.7193537012383514,0.7193537012383514,8.39426186694878,eval_night08,VISIBLE
eval_night08:1779449470423201536,2,GOOD->GOOD,8885.795029685833,8.150227595162505,0.9446074366569519,8,1,1.426423626273707,1.426423626273707,8.217386595863026,eval_night08,UNKNOWN
eval_night08:1779449470423201536,3,BAD->BAD,8885.795029685833,8.150227595162505,0.9490366578102112,8,1,0.774720196323874,0.774720196323874,2.6380562814384385,eval_night08,UNKNOWN
