image_id,path,max_raw_logit,max_raw_conf,top1_level,top1_box_area_norm,top1_box_aspect,top5_logits,top5_conf,grad_mass_total,grad_share_top1,grad_share_top5,grad_share_top10,grad_share_top50,n_anchors
f04822_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f04822_rgb.png,4.0742387771606445,0.9832791090011597,P5,0.0631227111987414,1.1728145282416798,"[4.0742387771606445, -9.995348930358887, -10.399489402770996, -10.813993453979492, -10.934123992919922]","[0.9832791090011597, 4.560949673759751e-05, 3.0447099561570212e-05, 2.0115627194172703e-05, 1.783867264748551e-05]",0.9844104647636414,0.998850727615179,0.9989664964787677,0.9990452701668059,0.999183078709446,8400
f05439_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f05439_rgb.png,4.058333396911621,0.9830155968666077,P5,0.06507772799564919,1.636169514052909,"[4.058333396911621, -10.978598594665527, -11.108482360839844, -11.36485767364502, -11.407139778137207]","[0.9830155968666077, 1.7062700862879865e-05, 1.4984452718636021e-05, 1.1595780961215496e-05, 1.1115712368336972e-05]",0.9843571186065674,0.9986371595078636,0.9986927461063344,0.9987371911643709,0.9989202394074832,8400
f04124_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f04124_rgb.png,4.0125274658203125,0.9822337031364441,P5,0.06723641603496162,1.1066213659808821,"[4.0125274658203125, -9.706850051879883, -9.78317642211914, -10.310006141662598, -10.754692077636719]","[0.9822337031364441, 6.086142821004614e-05, 5.638920629280619e-05, 3.329712853883393e-05, 2.1344563720049337e-05]",0.9834957122802734,0.9987168127648434,0.9988915972538714,0.9989471719336352,0.9991100172602713,8400
f05316_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f05316_rgb.png,4.005602836608887,0.9821125268936157,P5,0.10916435031574281,1.2571353650752657,"[4.005602836608887, -9.693668365478516, -10.2823486328125, -10.640730857849121, -10.64493179321289]","[0.9821125268936157, 6.166895036585629e-05, 3.423086309339851e-05, 2.392097667325288e-05, 2.3820699425414205e-05]",0.9837644696235657,0.9983207944777859,0.9984668123492827,0.9985525448339998,0.9987923534378939,8400
f04102_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f04102_rgb.png,3.9895410537719727,0.9818281531333923,P5,0.11388151415673292,1.358836680268093,"[3.9895410537719727, -11.003562927246094, -11.485901832580566, -11.560222625732422, -11.577313423156738]","[0.9818281531333923, 1.664202136453241e-05, 1.0273814950778615e-05, 9.537948244542349e-06, 9.376323760079686e-06]",0.9827369451522827,0.9990752438652344,0.9991218243539535,0.9991578514506971,0.9992533171919001,8400
f04489_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f04489_rgb.png,3.9404659271240234,0.9809315800666809,P5,0.16256410575377686,1.15068342478902,"[3.9404659271240234, -10.472857475280762, -10.798901557922363, -11.051328659057617, -11.218158721923828]","[0.9809315800666809, 2.8293292416492477e-05, 2.042150663328357e-05, 1.5865802197367884e-05, 1.3427949852484744e-05]",0.9820207953453064,0.9988908429599573,0.9989702939047651,0.9990157551405642,0.9991508642338734,8400
f04803_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f04803_rgb.png,3.915069580078125,0.9804506301879883,P5,0.10560563075648019,1.0141508451171461,"[3.915069580078125, -9.984768867492676, -10.792028427124023, -11.297115325927734, -11.446772575378418]","[0.9804506301879883, 4.6094592107692733e-05, 2.056234734482132e-05, 1.24085136121721e-05, 1.0683786968002096e-05]",0.981554388999939,0.9988754990815382,0.9989668898301225,0.9990093364302955,0.9991342472408192,8400
f03713_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f03713_rgb.png,3.826702117919922,0.9786829948425293,P5,0.05851369313891382,1.5519910197764817,"[3.826702117919922, -11.3986234664917, -11.464956283569336, -11.594053268432617, -11.70941162109375]","[0.9786829948425293, 1.1210780940018594e-05, 1.0491273314983118e-05, 9.220672836818267e-06, 8.216059541155118e-06]",0.9796922206878662,0.9989698541807055,0.9990098261747569,0.9990463302789132,0.9991699575116564,8400
f04749_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f04749_rgb.png,3.8232669830322266,0.978611171245575,P5,0.2553321978543454,1.0640719486171417,"[3.8232669830322266, -9.348644256591797, -10.848810195922852, -11.033445358276367, -11.272560119628906]","[0.978611171245575, 8.707582310307771e-05, 1.9427332517807372e-05, 1.615208384464495e-05, 1.2716975106741302e-05]",0.9796872735023499,0.9989015859592338,0.9990397546911813,0.9990903739712255,0.9992427185352046,8400
f04304_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f04304_rgb.png,3.8206968307495117,0.978557288646698,P5,0.08448313853899264,1.4719990024150433,"[3.8206968307495117, -9.178081512451172, -9.271492958068848, -10.529655456542969, -10.945045471191406]","[0.978557288646698, 0.00010326781921321526, 9.405911987414584e-05, 2.6731118850875646e-05, 1.76449120772304e-05]",0.980014979839325,0.9985125827435148,0.9987592083967307,0.9988292731938959,0.9990321691690199,8400
