image_id,path,max_raw_logit,max_raw_conf,top1_level,top1_box_area_norm,top1_box_aspect,top5_logits,top5_conf,grad_mass_total,grad_share_top1,grad_share_top5,grad_share_top10,grad_share_top50,n_anchors
f00000_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00000_rgb.png,-6.181146144866943,0.002063788240775466,P5,0.14474951052102653,3.1560212807616344,"[-6.181146144866943, -6.247593402862549, -6.5066704750061035, -7.206114292144775, -7.7848615646362305]","[0.002063788240775466, 0.0019313680240884423, 0.0014912169426679611, 0.000741484691388905, 0.00041581192635931075]",0.010966901667416096,0.18818334506519868,0.6057927645599328,0.6715324822359687,0.7640613603308055,8400
f00001_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00001_rgb.png,-7.150574207305908,0.0007837986922822893,P5,0.029984558136249007,1.2706354810923228,"[-7.150574207305908, -7.1779093742370605, -7.8379130363464355, -7.933992385864258, -7.962879180908203]","[0.0007837986922822893, 0.000762679788749665, 0.0003943359188269824, 0.00035822452628053725, 0.0003480281156953424]",0.011051792651414871,0.07092050285452522,0.2395147349253866,0.3358254671110223,0.5651879466463163,8400
f00002_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00002_rgb.png,-4.341048240661621,0.01285545527935028,P4,0.0038450834681836455,3.2629452035290547,"[-4.341048240661621, -5.5128679275512695, -6.438104152679443, -7.6095685958862305, -7.779934883117676]","[0.01285545527935028, 0.004018308129161596, 0.0015968820080161095, 0.0004954400938004255, 0.00041786470683291554]",0.026483168825507164,0.4854198288751835,0.7319346973419619,0.7674242510027576,0.846363666223263,8400
f00003_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00003_rgb.png,-3.502013683319092,0.029254991561174393,P5,0.33282678818598926,1.2509155111729617,"[-3.502013683319092, -6.085136890411377, -6.298758029937744, -6.358482360839844, -6.851836204528809]","[0.029254991561174393, 0.0022712822537869215, 0.0018352125771343708, 0.0017289986135438085, 0.0010563948890194297]",0.04378664493560791,0.6681259001276854,0.8255230099180799,0.8830461035531392,0.947353420417142,8400
f00004_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00004_rgb.png,-5.968488693237305,0.0025515772867947817,P4,0.008262934753497575,1.2023260830176958,"[-5.968488693237305, -6.667388916015625, -7.568723201751709, -7.915032863616943, -8.609373092651367]","[0.0025515772867947817, 0.001270099775865674, 0.0005160848377272487, 0.0003650785656645894, 0.00018235495372209698]",0.00795706082135439,0.32066831510789834,0.6139447547463789,0.6666892560700829,0.753460538594581,8400
f00005_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00005_rgb.png,-5.307362079620361,0.004930549766868353,P4,0.005272346012743583,1.1775668566761897,"[-5.307362079620361, -6.036718368530273, -6.9409260749816895, -7.0125885009765625, -7.135891437530518]","[0.004930549766868353, 0.002383691491559148, 0.0009664384415373206, 0.000899664533790201, 0.0007953827152960002]",0.014324135147035122,0.3442127371919485,0.6964277900549289,0.7611336177164958,0.8332542609523809,8400
f00006_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00006_rgb.png,-7.941884994506836,0.00035540928365662694,P5,0.04498725857602949,0.6891955575289254,"[-7.941884994506836, -8.82346248626709, -9.441651344299316, -9.543115615844727, -9.675097465515137]","[0.00035540928365662694, 0.00014721599291078746, 7.934297173051164e-05, 7.168798765633255e-05, 6.28248235443607e-05]",0.0034238987136632204,0.10380251093244972,0.2092588211525553,0.28844088820174013,0.48678677610665316,8400
f00007_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00007_rgb.png,-3.264115333557129,0.03682297468185425,P5,0.01438984617355345,1.9475746235537943,"[-3.264115333557129, -4.010263442993164, -5.038186073303223, -5.128078937530518, -6.1318039894104]","[0.03682297468185425, 0.01780582405626774, 0.006443710997700691, 0.00589300412684679, 0.0021679478231817484]",0.0805601254105568,0.4570868589664444,0.8581597926936517,0.8840571788627654,0.9422964714212506,8400
f00008_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00008_rgb.png,2.158966064453125,0.8965036273002625,P5,0.014493861169048614,1.533732514957048,"[2.158966064453125, -5.943695068359375, -6.7139787673950195, -7.677052974700928, -9.000245094299316]","[0.8965036273002625, 0.0026154634542763233, 0.0012123534688726068, 0.00046312378253787756, 0.00012336434156168252]",0.9047654867172241,0.9908685073223358,0.9957474732608819,0.9961923511569526,0.9972420600857238,8400
f00009_rgb,data/pallet/training_data/paper_release/negative/extracted/negative_synth_v1_train/rgb/f00009_rgb.png,-5.237897872924805,0.005283348262310028,P5,0.02083872869972538,1.1246791625841306,"[-5.237897872924805, -5.409668445587158, -6.323515892028809, -6.456972122192383, -6.562554359436035]","[0.005283348262310028, 0.0044532036408782005, 0.001790414797142148, 0.0015670813154429197, 0.0014102819841355085]",0.026757005602121353,0.19745663400732527,0.5420759874411923,0.6405515383230614,0.8274155245318188,8400
