epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
1,21.307,0.73836,1.29199,0.10742,0.54245,0.0059,0.33302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178,0.00178,0.01278
2,41.8824,0.5917,0.87077,0.08807,0.32488,0.0043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195155,0.00195155,0.00195155
3,62.5599,0.52322,0.62259,0.07374,0.25639,0.0038,0.00222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00181093,0.00181093,0.00181093
4,83.1048,0.49321,0.57782,0.06565,0.2375,0.00338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00159191,0.00159191,0.00159191
5,103.445,0.47358,0.53855,0.06393,0.22805,0.00322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131593,0.00131593,0.00131593
6,123.839,0.46589,0.53057,0.05868,0.22523,0.00323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101,0.00101,0.00101
7,144.609,0.43654,0.49752,0.06325,0.2216,0.00299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000704073,0.000704073,0.000704073
8,166.171,0.38043,0.34573,0.03034,0.16712,0.00254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000428093,0.000428093,0.000428093
9,186.155,0.3659,0.31849,0.03181,0.15851,0.00244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000209073,0.000209073,0.000209073
10,214.406,0.35476,0.3132,0.02797,0.16789,0.00232,0,0.9635,0.96233,0.99243,0.95289,0.95759,0.95643,0.98692,0.96156,0.33769,0.26671,0.02095,0.18127,0.00234,0,6.8454e-05,6.8454e-05,6.8454e-05
