frame_id,session_id,domain,failure_class,d0_reproj_fixed_gt_px,d1_reproj_fixed_gt_px,d0_corner3d_m,d1_corner3d_m,d0_yaw_err_deg,d1_yaw_err_deg,health_observed_before,health_observed_after,reproj_delta,corner3d_delta
filterval:outside:1778651585345475584,capturepallet03,outside,F5_MIXED,7.721509994558169,7.721509751432955,0.061903804390325216,0.06190380396456885,0.41730221104091925,0.41730277409106975,3.978110352606919,3.978110352606919,-2.431252141832374e-07,-4.2575636766128966e-10
filterval:outside:1778651587361112320,capturepallet03,outside,F2_CONFIDENT_WRONG,61.87757906175726,62.08428710790261,1.1176049446911842,1.8520669549166446,11.667467516940377,9.48371280817949,13.758772964741606,7.836809114707955,0.20670804614535143,0.7344620102254604
filterval:outside:1778651641769099008,capturepallet05,outside,F1_NO_RESPONSE,123.71767566805683,123.94494036429586,1.5332234319499196,1.922799257765683,57.769652961500995,68.35462067572594,10.203615675422192,4.693865800524158,0.22726469623903256,0.38957582581576333
filterval:outside:1778651643683196416,capturepallet05,outside,F5_MIXED,14.147649217542227,10.861800455506291,0.4407963647055752,0.11233539587518199,9.057056492662866,4.169267989564304,17.375659811345134,4.217881265478217,-3.2858487620359362,-0.3284609688303932
filterval:outside:1778651651444080384,capturepallet05,outside,F2_CONFIDENT_WRONG,67.4016163120863,67.40161626135183,1.6112613650519838,1.611261376627052,11.591569687927858,11.591569673329559,4.523916131338758,4.523916106414741,-5.073447084669169e-08,1.1575068237235087e-08
filterval:outside:1778651661590473216,capturepallet05,outside,F1_NO_RESPONSE,31.006055801275508,28.305350217029726,0.25436659388329796,0.4201119099860365,14.494049020877014,10.853828957450276,17.97076530512354,7.5323433077159665,-2.7007055842457817,0.16574531610273852
filterval:outside:1778653337772735232,capturepallet08,outside,F3_GEOMETRY_AMPLIFIED,11.26471966925434,10.909005844481943,0.6021293466862951,0.1329684070166676,5.673038345191372,6.4154780526659465,12.064581857965333,3.9849435065342695,-0.35571382477239766,-0.4691609396696276
filterval:outside:1778653345465966336,capturepallet08,outside,F5_MIXED,9.980253496661371,9.98025307481446,0.21199672321259286,0.21199672251038923,2.859718448217137,2.8597178913845767,1.9196782906263188,1.9196782906263188,-4.218469111805234e-07,-7.022036285775357e-10
filterval:outside:1778653364045039360,capturepallet08,outside,F2_CONFIDENT_WRONG,16.53871017938725,16.538711576736098,0.1106351660368242,0.11063517198535994,6.506635537852958,6.506636110092813,6.766244049668384,6.766244049668384,1.3973488464102957e-06,5.948535733435456e-09
filterval:outside:1778653378457989888,capturepallet08,outside,F1_NO_RESPONSE,35.87542249767897,29.506487176158544,0.13595329805289139,0.2318278099590808,6.803237126699088,0.9922856943193494,18.039649780114154,4.760959586947852,-6.368935321520425,0.09587451190618942
filterval:outside:1778653390451955456,capturepallet08,outside,F2_CONFIDENT_WRONG,40.14752531654707,40.14752569950833,0.7496899447387376,0.7496899451542359,5.3128790543685795,5.312879594045512,5.1645273566910515,5.1645273566910515,3.8296126092518534e-07,4.1549830243070573e-10
filterval:outside:1778653424183454208,capturepallet08,outside,F5_MIXED,14.39304848591807,13.869976369256499,0.5679471745830772,0.1029352736649446,3.739482737610473,3.3761959067680607,14.138019506190554,6.42197876103895,-0.5230721166615719,-0.4650119009181326
filterval:outside:1778653427207115264,capturepallet08,outside,F5_MIXED,8.709955479967213,8.376331940128164,0.6016612027266792,0.11318636711463251,2.4804908437882034,2.1937984700211075,12.428555407390391,4.451802777253544,-0.33362353983904924,-0.48847483561204674
filterval:outside:1778653429693238272,capturepallet08,outside,F3_GEOMETRY_AMPLIFIED,15.686181667443723,15.68618212868491,0.4115861206343807,0.41158612172656944,7.053518283892316,7.0535188451343345,2.1315985801193515,2.1315985801193515,4.612411874660438e-07,1.0921887283465992e-09
filterval:outside:1778653453647432960,capturepallet08,outside,F1_NO_RESPONSE,147.2646483714823,147.26464826879203,1.6300659488375748,1.6300659484677116,7.697497071670654,7.697496816653199,7.121795303070888,7.121795303070888,-1.026902793910267e-07,-3.6986325113730345e-10
filterval:outside:1778653455932024064,capturepallet08,outside,F5_MIXED,4.82024583417999,4.82024672642638,0.027889890613611443,0.02788989451850295,0.9442565442718092,0.9442570589478976,4.231441784931047,4.231441784931047,8.922463905491895e-07,3.904891507366948e-09
filterval:outside:1778653458082420992,capturepallet08,outside,F5_MIXED,6.9902164546001195,3.2711915381416627,0.36305275663963615,0.04169566722297808,2.069990861501168,0.6368654199271759,18.04965714044753,12.313420865724023,-3.719024916458457,-0.3213570894166581
filterval:outside:1778653498432396288,capturepallet08,outside,F2_CONFIDENT_WRONG,64.45696154508673,64.45696107359548,1.0351294929673651,1.0351294868191612,82.03950033162477,82.03949971268526,8.820269441383667,8.820269441383667,-4.7149124782208673e-07,-6.148203945954833e-09
filterval:outside:1778653522084302848,capturepallet08,outside,F2_CONFIDENT_WRONG,48.12415596364046,48.124156223078636,1.078540183620331,1.0785401854819288,35.365993602163485,35.365994113128295,1.6801087231965193,1.6801087231965193,2.594381740550489e-07,1.8615977648295257e-09
filterval:outside:1778653524402450688,capturepallet08,outside,F2_CONFIDENT_WRONG,35.095835638192185,29.324335124161987,1.7866997087058039,1.1387101241587112,15.650428039159692,20.85873176158796,18.073455378684613,2.336087698566712,-5.771500514030198,-0.6479895845470927
filterval:outside:1778653526754124544,capturepallet08,outside,F5_MIXED,22.76491583835093,22.764915539322384,0.7452726360259141,0.7452726358719178,1.7085692639475099,1.7085687160323175,4.797180024016622,4.797180024016622,-2.9902854592478434e-07,-1.539962601881939e-10
filterval:outside:1778653539789436160,capturepallet08,outside,F5_MIXED,7.366963976632931,7.366963981515998,0.05458485010231288,0.05458484676814573,0.48234849994543083,0.482348553689377,5.496162795043165,5.49616259408235,4.883067283856235e-09,-3.3341671507036708e-09
filterval:outside:1778653547248477440,capturepallet08,outside,F1_NO_RESPONSE,57.60798019766313,57.60797926629781,0.2611078310333927,0.26110782488561735,16.130116168531003,16.130115639010995,4.438051663551837,4.438051663551837,-9.313653208664618e-07,-6.147775344356177e-09
filterval:outside:1778653554639401216,capturepallet08,outside,F5_MIXED,12.597131910427303,12.59713192273847,0.13570961274874815,0.1357096128837276,0.47889533962444375,0.4788959062691447,6.349311198089653,6.349311198089653,1.2311167196799033e-08,1.349794442884189e-10
filterval:outside:1778653557293510656,capturepallet08,outside,F5_MIXED,10.368490254023907,9.783898296533486,0.3965949979660992,0.099304009965258,4.456724467214713,3.661971092244727,14.41738536545234,5.413718983792311,-0.5845919574904208,-0.2972909880008412
filterval:outside:1778653560115684096,capturepallet08,outside,F5_MIXED,8.562401605046286,8.064389132154135,0.6493311608608603,0.09542530454764092,4.12175825434565,3.673857989963892,10.57296867059901,3.0355066949021037,-0.49801247289215134,-0.5539058563132193
filterval:night:1779449171575465984,capturenight05,night,F2_CONFIDENT_WRONG,19.152378622603194,20.834534240054925,0.31009051883669125,0.15844365195728505,7.353882863180672,8.285975658230143,16.641006114789654,7.356381647467297,1.6821556174517305,-0.1516468668794062
filterval:night:1779449173709591552,capturenight05,night,F2_CONFIDENT_WRONG,23.558342125064563,23.558342097922228,0.2193992109243438,0.21939921063146095,12.32755581079536,12.327555881630786,11.707990310168675,11.707990310168675,-2.71423346021038e-08,-2.928828568560249e-10
filterval:night:1779449178279663872,capturenight05,night,F2_CONFIDENT_WRONG,65.21181360661907,65.2118126562781,0.43515985209886554,0.43515984581837447,32.01867178715594,32.01867128582319,3.0149488091561203,3.0149488091561203,-9.503409756916881e-07,-6.2804910716529605e-09
filterval:night:1779449180481178880,capturenight05,night,F2_CONFIDENT_WRONG,20.65081814175347,22.628545841025687,0.35256011535021065,0.17307027614257908,9.945209241103669,10.93930327458682,17.442884851151682,10.665359471798986,1.9777276992722186,-0.17948983920763156
filterval:night:1779449182916275200,capturenight05,night,F2_CONFIDENT_WRONG,21.055080176266713,21.055079783617177,0.17922239607862783,0.17922239041896884,11.434098235717869,11.434097786145202,6.946789821832131,6.946789821832131,-3.9264953599627006e-07,-5.659658991463701e-09
filterval:night:1779449185084437248,capturenight05,night,F4_SOLVER_SPECIFIC,18.516810119792435,18.51681006478496,0.38285112250471554,0.3828511226873786,9.243021751324335,9.243021879232145,11.952561927157014,11.952561927157014,-5.500747590758692e-08,1.826630513512839e-10
filterval:night:1779449191722656768,capturenight05,night,F2_CONFIDENT_WRONG,55.75942493288943,55.75942467617568,1.2930944119345638,1.293094411739303,5.44978696278244,5.4497864057139225,7.892190838274057,7.892190838274057,-2.567137471487513e-07,-1.9526069650055433e-10
filterval:night:1779449194023912448,capturenight05,night,F2_CONFIDENT_WRONG,52.7944366246505,52.794436502552365,1.1477958170313145,1.1477958168952767,3.478450000040965,3.4784494642120762,7.042388250678586,7.042388250678586,-1.2209813604613373e-07,-1.3603784765336968e-10
filterval:night:1779449196392532480,capturenight05,night,F3_GEOMETRY_AMPLIFIED,37.998577040512586,41.07386575548904,1.1516793177366307,0.7572193171945563,11.268684024886312,9.94426749383527,18.460467041904284,12.155380415845949,3.075288714976452,-0.3944600005420744
filterval:night:1779449198527179520,capturenight05,night,F2_CONFIDENT_WRONG,68.68211600079027,68.68211561895845,0.8623236714391399,0.8623236708430353,12.140514094541231,12.140513660085333,13.378340657297283,13.378340657297283,-3.8183182482498523e-07,-5.961046101177203e-10
filterval:night:1779449231735721216,capturenight06,night,F5_MIXED,11.566991609972217,10.718949865556418,0.3860133812729927,0.25653132128635114,4.447470789154863,3.799139983454154,12.250727431753312,4.617781781132866,-0.8480417444157986,-0.12948205998664153
filterval:night:1779449234136754176,capturenight06,night,F2_CONFIDENT_WRONG,31.65896031288217,31.658960989023473,0.940768919948352,0.940768920891546,13.886083664336013,13.886084302118661,8.98744793333539,8.98744793333539,6.761413047229325e-07,9.431939673731904e-10
filterval:night:1779449236238168576,capturenight06,night,F2_CONFIDENT_WRONG,14.300500740816132,14.637390815827022,0.09124376816262378,0.14676617516385482,1.4656854567627988,6.544322065853407,16.398765115328004,8.59943059054671,0.3368900750108903,0.05552240700123104
filterval:night:1779449240774612992,capturenight06,night,F2_CONFIDENT_WRONG,18.32620553549535,17.967876492570436,0.40064221988195575,0.2640052365229245,0.258914528213694,7.752272738286166,12.64434258806385,4.217540393228777,-0.35832904292491463,-0.13663698335903124
filterval:night:1779449243243076352,capturenight06,night,F2_CONFIDENT_WRONG,12.05152361938698,12.136173798741016,0.17163433396864466,0.09880948065120218,4.322441089686691,3.6492085740880498,14.47520327064815,4.740348380682677,0.08465017935403552,-0.07282485331744248
filterval:night:1779449245478053376,capturenight06,night,F2_CONFIDENT_WRONG,17.843711944394943,17.84371188117181,0.24626954143162505,0.2462695417141081,1.4043250835451033,1.404325734802569,5.5319097421226235,5.5319097421226235,-6.322313339524044e-08,2.8248303696187804e-10
filterval:night:1779449247779662080,capturenight06,night,F2_CONFIDENT_WRONG,51.97112791324946,51.97112802625257,0.8364673108810378,0.8364673117810926,13.168384086949402,13.16838471847791,7.839307778898128,7.839307778898128,1.1300311086870352e-07,9.000548084614479e-10
filterval:night:1779449254651112192,capturenight06,night,F2_CONFIDENT_WRONG,144.85170769902143,145.41274859149743,1.9537084726730347,1.8127537877517585,84.39496952265154,76.12691998613181,15.455858473342175,10.013322110163017,0.5610408924760009,-0.14095468492127616
filterval:night:1779449256919425024,capturenight06,night,F2_CONFIDENT_WRONG,39.87974496069782,41.56770846011289,0.49481112914275843,0.576076466945366,18.55373544373151,11.885560169457023,19.695769851096188,7.000454238827239,1.6879634994150692,0.08126533780260753
filterval:night:1779449263958007040,capturenight06,night,F2_CONFIDENT_WRONG,35.844989163670235,39.90144684484956,1.0717297208982455,1.2449096331006528,26.689792864237745,19.42673215215052,18.76083329699706,9.400079753019334,4.0564576811793245,0.17317991220240736
filterval:night:1779449266426633216,capturenight06,night,F2_CONFIDENT_WRONG,24.75204962652735,24.850270367208935,0.39831576817888026,0.3469923294573748,0.6847368838701584,8.50683721896604,17.11649921247793,7.634588316408592,0.0982207406815867,-0.051323438721505465
filterval:night:1779449268560877056,capturenight06,night,F2_CONFIDENT_WRONG,109.87944098569812,117.04122036930019,1.0037072372979559,1.0037072315757747,69.64352732877731,69.64352673276022,50.649430175065845,50.649430175065845,7.161779383602067,-5.722181173339891e-09
filterval:night:1779449302793770240,capturenight07,night,F5_MIXED,10.075984711315362,8.307116617548413,0.4704103016578334,0.07467909062427015,0.34028874204253157,0.5178308525166244,15.929934664791453,5.470287475092753,-1.7688680937669492,-0.39573121103356323
filterval:night:1779449305228291328,capturenight07,night,F5_MIXED,9.014004960608315,6.741310906466784,0.5258065102447986,0.06916345574056977,1.4903811302734766,2.2107165527748123,16.074351391528655,5.3603754673436,-2.272694054141531,-0.4566430545042289
filterval:night:1779449309498034944,capturenight07,night,F2_CONFIDENT_WRONG,15.031579814811428,15.281302094103605,0.5040218203840247,0.2321121467034686,4.8934634373705705,3.346840242587632,18.86053922397901,4.014365067968326,0.24972227929217716,-0.2719096736805561
filterval:night:1779449314101526272,capturenight07,night,F5_MIXED,9.387049428400791,6.726130874143763,0.40196111969194515,0.06178023289936913,0.8021705903527447,1.6980238885464587,18.189527933260177,7.018103861201863,-2.6609185542570284,-0.340180886792576
filterval:night:1779449316336256768,capturenight07,night,F5_MIXED,19.19718909053819,18.030901203649943,0.4876240691225424,0.22584911985884204,3.8424223930903167,5.7183494664857335,20.383128733899678,6.341046354226377,-1.1662878868882451,-0.2617749492637004
filterval:night:1779449318604401920,capturenight07,night,F2_CONFIDENT_WRONG,47.44885466923923,47.448854436766204,0.8368160621142465,0.8368160618185649,4.663652797830167,4.663652256501166,7.085886492987415,7.085886492987415,-2.3247302749496157e-07,-2.9568159032322683e-10
filterval:night:1779449320806001408,capturenight07,night,F5_MIXED,7.4690633854000925,7.46906255419318,0.031915186194468155,0.03191518332329382,0.09685469038510064,0.0968549098785445,6.231964198522333,6.231964198522333,-8.312069121885202e-07,-2.8711743330078754e-09
filterval:night:1779449325409244928,capturenight07,night,F5_MIXED,15.531243350703782,15.53124296994862,0.10541131317168032,0.10541131132938146,3.0363189055644852,3.0363184332318838,6.543352547909776,6.543352547909776,-3.8075516251012687e-07,-1.8422988551369812e-09
filterval:night:1779449327510928384,capturenight07,night,F2_CONFIDENT_WRONG,54.50977755445236,68.95323769730852,0.2483639017389415,0.7048079691741054,1.5880007339791575,7.021186692637912,23.544627072498646,8.735673516183065,14.44346014285616,0.45644406743516386
filterval:night:1779449331847057152,capturenight07,night,F2_CONFIDENT_WRONG,20.01649598080186,37.551942054577324,0.0886465218590971,0.4114942648495917,2.9515759842081764,0.9869519103426967,32.91170145771863,16.253602747189415,17.535446073775464,0.32284774299049457
filterval:night:1779449334048644864,capturenight07,night,F1_NO_RESPONSE,21.713676308878945,20.010249957183326,0.15281532170411716,0.11403325725497088,3.05834638367088,1.499950851552967,24.239749203868467,2.2140134586000046,-1.7034263516956187,-0.03878206444914628
filterval:night:1779449336550657792,capturenight07,night,F1_NO_RESPONSE,87.85678303277193,84.23726500888895,0.4177775029782543,0.7895221218948457,7.671030905833675,8.428825509644128,27.476311697692676,11.569653502347276,-3.619518023882975,0.37174461891659144
