image_id,group,domain,set,final_rank,class_score,iou,level,src_y,src_x,flat,box,kp_median,kp_p90,kp8_median
G__f7618,S+,SYNTH,,0,0.4191969931125641,0.8963191224200018,P4,8,20,4500,"[539.6619873046875, 237.38919067382812, 622.9562377929688, 269.8644714355469]",2.460996513622971,3.864042766221329,3.0040765859548397
G__f7625,S+,SYNTH,,0,0.6138274073600769,0.9623962215317898,P4,11,27,5267,"[560.5975341796875, 241.22132873535156, 695.26123046875, 293.8266296386719]",1.318955944806195,2.30588501237255,1.4314191162269392
G__f7626,S+,SYNTH,,0,0.9723934531211853,0.9788164710517013,P5,7,9,6949,"[311.530517578125, 213.61502075195312, 543.6072998046875, 417.5103759765625]",4.191604264193705,8.082265700742255,4.24972709617754
G__f7674,S+,SYNTH,,0,0.8150948286056519,0.9909452001373231,P5,6,9,5329,"[506.9255065917969, 300.7687072753906, 652.779052734375, 442.984130859375]",1.676936533640825,1.9731882806932415,1.7021683065052815
G__f7679,S+,SYNTH,,0,0.9567161798477173,0.940854983494763,P5,8,9,6969,"[363.989990234375, 296.7655029296875, 472.1858215332031, 391.4395446777344]",2.1199813099780163,3.5734645116092243,2.515980718092476
G__f7707,S+,SYNTH,,0,0.9409544467926025,0.9682910105237038,P5,6,12,6932,"[359.9214782714844, 209.0306854248047, 735.4755859375, 345.481689453125]",3.993970203662803,9.046944067056963,4.588495355869169
G__f7718,S+,SYNTH,,0,0.9106176495552063,0.941113516604855,P5,5,4,6904,"[102.34889221191406, 183.99790954589844, 328.7759094238281, 268.45697021484375]",2.3354166443098903,4.003604930177853,2.543521266917875
G__f7727,S+,SYNTH,,0,0.4453894793987274,0.9243184283071183,P5,10,5,5405,"[239.7520751953125, 564.618896484375, 397.59832763671875, 637.416259765625]",3.006539390450897,5.2315190336275545,3.12787208968294
G__f7738,S+,SYNTH,,0,0.7277130484580994,0.9130427324310413,P4,9,20,5180,"[412.8418273925781, 195.21051025390625, 502.6148986816406, 250.27540588378906]",1.7533345319320137,2.962813336100635,1.8528208363859329
G__f7754,S+,SYNTH,,0,0.9228215217590332,0.974035690728965,P5,15,9,8309,"[308.2604675292969, 533.7545776367188, 445.43597412109375, 662.3903198242188]",1.8282895768974918,4.896074575257011,2.578424417363984
G__f7755,S+,SYNTH,,0,0.967593252658844,0.9812888201581815,P5,7,9,6949,"[104.84168243408203, 252.67626953125, 647.0068359375, 445.0793762207031]",2.9975539158992595,6.961582350795009,2.7630877699086636
G__f7781,S+,SYNTH,,0,0.9329474568367004,0.9284217314615137,P5,5,13,6913,"[454.3211364746094, 197.4230194091797, 772.0553588867188, 246.97451782226562]",2.0821317954678533,16.044315297920107,2.1749160157312617
G__f7895,S+,SYNTH,,0,0.9512146711349487,0.9758704259036503,P5,6,9,6929,"[279.7997741699219, 220.23353576660156, 580.430908203125, 326.96533203125]",4.708408755984958,6.531069369709529,4.97886940933955
G__f7915,S+,SYNTH,,0,0.9578993320465088,0.9685870482247249,P5,10,9,8209,"[339.02252197265625, 350.2303771972656, 430.83660888671875, 420.0921936035156]",1.7268186352184578,1.9187457231181109,1.7676053022938467
G__f7922,S+,SYNTH,,0,0.966970682144165,0.9496237838239332,P4,10,7,5847,"[97.45555114746094, 176.9145965576172, 216.18487548828125, 216.61753845214844]",1.970726196517854,3.1977863252476566,2.0080203268508927
G__f7942,S+,SYNTH,,0,0.9361642003059387,0.97803846288801,P5,13,9,7069,"[277.8052673339844, 535.5234375, 556.3045654296875, 619.0908813476562]",1.5824251766927886,2.723993872758889,1.637553172367809
G__f7955,S+,SYNTH,,0,0.9423996210098267,0.9523344016533752,P4,13,27,4707,"[729.9031982421875, 366.95526123046875, 824.8330688476562, 420.9560852050781]",1.368554870585485,1.8692365686793433,1.5107530722130513
G__f7966,S+,SYNTH,,0,0.9114052653312683,0.9539538304155483,P4,12,20,4660,"[546.7628173828125, 315.539306640625, 614.0919189453125, 424.62176513671875]",1.22888203904444,2.60646798100993,1.3040991152999344
G__f7971,S+,SYNTH,,0,0.9725973010063171,0.9441854220105794,P5,6,9,5329,"[493.3101806640625, 282.7250061035156, 663.985107421875, 471.69207763671875]",2.965013494896743,5.370793170178993,3.247592388169669
G__f7982,S+,SYNTH,,0,0.707018256187439,0.9058798482632978,P4,16,16,4816,"[355.3662414550781, 433.9898681640625, 564.8041381835938, 500.1701965332031]",4.246193594949105,8.740872606326104,4.957073569962731
G__f8039,S+,SYNTH,,0,0.9829145073890686,0.9916297105183539,P5,13,9,8269,"[274.0948486328125, 434.8724365234375, 489.6746520996094, 616.388427734375]",1.2428572629102679,2.672448928797113,1.3882955279020253
G__f8041,S+,SYNTH,,0,0.9683524966239929,0.9802378278282603,P5,8,9,6969,"[361.7843322753906, 282.5810546875, 478.52532958984375, 400.8424987792969]",0.8750846626112438,1.8493242115024295,1.0182015718284902
G__f8063,S+,SYNTH,,0,0.9276660084724426,0.9612694201757628,P4,23,20,6380,"[377.86700439453125, 467.2757263183594, 462.4087219238281, 490.9976806640625]",1.0626330517765368,1.8381293978897824,1.131598553066015
G__f8109,S+,SYNTH,,0,0.896420955657959,0.9680065342443579,P4,11,20,4620,"[525.655517578125, 293.16363525390625, 633.9817504882812, 394.7619934082031]",0.99054907978453,3.047150025848422,1.179154671678293
G__f8128,S+,SYNTH,,0,0.6110456585884094,0.9179916859343243,P5,9,7,6987,"[152.85435485839844, 301.6485290527344, 400.024658203125, 468.8841247558594]",6.29136106317457,416.60865478515626,6.317862238036374
G__f8137,S+,SYNTH,,0,0.9836826920509338,0.9952510190715842,P5,6,9,5329,"[414.57513427734375, 271.1947326660156, 765.31689453125, 534.2024536132812]",2.159592038680234,4.005117761705442,2.813635240566507
G__f8150,S+,SYNTH,,0,0.9586858153343201,0.9682780781057545,P5,8,7,5367,"[336.7147521972656, 385.9604187011719, 549.1163330078125, 598.0560913085938]",4.303688430270656,5.838702547051205,4.563912670195618
G__f8186,S+,SYNTH,,0,0.8818339109420776,0.8507470685206638,P5,2,9,6049,"[353.6162414550781, 89.60184478759766, 544.9243774414062, 146.603759765625]",13.589921001430524,31.853308885359418,10.529066523294162
G__f8191,S+,SYNTH,,0,0.9692965149879456,0.9671285897336362,P4,23,24,7344,"[437.76055908203125, 421.08624267578125, 495.2476501464844, 479.76220703125]",35.26758565153468,48.1695914657672,39.99050240603417
G__f8215,S+,SYNTH,,0,0.9678787589073181,0.992258753293008,P5,6,9,5329,"[444.34881591796875, 311.9296569824219, 686.642333984375, 474.4979248046875]",2.676522495523669,3.526751669575456,2.7283373322687896
G__f8225,S+,SYNTH,,0,0.9801589250564575,0.9906052643623693,P5,11,9,7029,"[320.8800964355469, 366.10748291015625, 519.9251708984375, 567.8241577148438]",1.7563155065459504,2.3777959130519664,1.8969140076426354
G__f8229,S+,SYNTH,,0,0.9571991562843323,0.968361043362724,P5,8,9,6969,"[339.4053039550781, 271.65191650390625, 506.5763244628906, 424.873046875]",2.6017420046579622,4.0279737737403245,2.650896576397444
G__f8254,S+,SYNTH,,0,0.8174921870231628,0.9676025715546,P5,7,9,6149,"[180.80532836914062, 273.4498596191406, 683.744873046875, 553.2588500976562]",8.369853391970416,878.5386717160509,9.239319482624357
G__f8328,S+,SYNTH,,0,0.9781913161277771,0.9756066804863106,P5,6,12,5332,"[568.9588623046875, 255.937744140625, 863.9249267578125, 570.4503784179688]",2.672935544033632,3.778517613082158,2.9110856344450706
G__f8338,S+,SYNTH,,0,0.9672736525535583,0.9721558322282015,P5,8,9,6969,"[334.47027587890625, 290.28167724609375, 523.1282348632812, 403.12115478515625]",1.577479545826735,2.177495085384521,1.5925080708009864
G__f8344,S+,SYNTH,,0,0.9576358795166016,0.9478281489683127,P4,9,20,5180,"[390.14068603515625, 200.6521759033203, 525.3167114257812, 249.250732421875]",1.2227436196244217,2.6017606609021255,1.277445393771941
G__f8357,S+,SYNTH,,0,0.9639679193496704,0.9754052662559459,P4,12,20,5940,"[385.55767822265625, 230.827392578125, 454.6252746582031, 278.1222839355469]",1.1094576091975497,1.7395135960307169,1.111029841533154
G__f8365,S+,SYNTH,,0,0.9155393242835999,0.9841483975684172,P4,16,20,6100,"[370.63348388671875, 312.67205810546875, 465.23541259765625, 369.4205627441406]",0.8323423113329074,1.2979965475402775,0.8606211305156406
G__f8396,S+,SYNTH,,0,0.8846709132194519,0.9353636877922036,P4,21,20,6300,"[387.3157958984375, 418.42120361328125, 454.3174743652344, 437.8070983886719]",0.7160527932234322,1.2808311252626239,0.7197746545928556
G__f8409,S+,SYNTH,,0,0.9645160436630249,0.9892297812609837,P5,6,9,5329,"[492.18157958984375, 279.17657470703125, 669.1931762695312, 463.9886169433594]",2.8424532073242323,4.1439642158814705,2.8694100993990963
G__f8414,S+,SYNTH,,0,0.9594119787216187,0.9828203575651431,P5,4,9,5289,"[470.1312255859375, 207.27162170410156, 687.5714111328125, 286.2682189941406]",2.0833465024066844,3.0952788102753113,2.123913617509291
G__f8436,S+,SYNTH,,0,0.9793270230293274,0.9782421379795849,P5,11,9,7029,"[280.30389404296875, 408.0590515136719, 575.2644653320312, 571.8383178710938]",1.8614663485126395,2.7547728069276545,1.8933181094828058
G__f8440,S+,SYNTH,,0,0.9587420225143433,0.9705080863359943,P5,4,6,5286,"[19.357154846191406, 185.063232421875, 656.898193359375, 443.4307556152344]",10.16843711378112,76.23684018218542,11.071714090209937
G__f8452,S+,SYNTH,,0,0.9645279049873352,0.9772480857562328,P5,6,9,5329,"[499.6064453125, 314.64154052734375, 670.3140258789062, 433.8179931640625]",2.30646629330436,4.703195099048772,2.354759193177612
G__f8457,S+,SYNTH,,0,0.9493303894996643,0.9232006641076562,P5,9,6,5386,"[236.8203125, 478.6538391113281, 524.6563110351562, 705.5650634765625]",3.826194009087439,11.645744024852972,4.574371059147209
G__f8465,S+,SYNTH,,0,0.6174788475036621,0.9339568629171754,P5,6,12,5332,"[646.0047607421875, 354.73577880859375, 883.4853515625, 415.89337158203125]",5.154814807556782,11.54134713090427,5.084171142785961
G__f8485,S+,SYNTH,,0,0.9301164746284485,0.9726170666073336,P5,9,13,6993,"[399.47296142578125, 254.26724243164062, 815.0789794921875, 570.8118286132812]",3.04431763176619,5.160755260788009,2.967245759755767
G__f8505,S+,SYNTH,,0,0.9656519889831543,0.9720711237852546,P5,8,15,6175,"[590.09619140625, 323.1446228027344, 874.64892578125, 424.3413391113281]",3.7732841324699664,4.840106794690416,3.953854447683166
G__f8527,S+,SYNTH,,0,0.8549736142158508,0.6548394395796001,P4,14,27,4747,"[748.0270385742188, 398.2016906738281, 817.097412109375, 441.69598388671875]",6.046509325029115,12.667330474195424,6.332693407689232
G__f8568,S+,SYNTH,,0,0.9810870289802551,0.9837337011161649,P5,6,9,6929,"[229.1274871826172, 91.6103286743164, 619.9690551757812, 442.42657470703125]",2.132743230230931,4.504757244239569,2.2458378950059483
G__f8589,S+,SYNTH,,0,0.9413021206855774,0.8984842256066019,P5,11,4,6224,"[103.9793701171875, 499.97265625, 332.9666442871094, 574.9952392578125]",5.062355407823133,8.865575824403768,5.477864304522014
G__f8596,S+,SYNTH,,0,0.9700286388397217,0.9525818816578533,P5,7,9,5349,"[520.1375122070312, 370.85003662109375, 643.6094970703125, 489.2785339355469]",1.334056282365611,3.6150860738918458,1.3444565716929509
G__f8616,S+,SYNTH,,0,0.9504518508911133,0.9577455928553814,P5,7,14,6154,"[588.3900756835938, 331.8046875, 830.7216186523438, 379.73883056640625]",2.135312865614806,3.4819625215033563,2.026908589185993
G__f8649,S+,SYNTH,,0,0.6876881718635559,0.8088279472430526,P5,5,14,6914,"[524.0770874023438, 178.60617065429688, 789.1300659179688, 239.02288818359375]",9.182389273058671,28.425870422758475,9.6842760428126
G__f8664,S+,SYNTH,,0,0.9694613814353943,0.9745385026765024,P5,8,13,6173,"[553.8356323242188, 318.3765869140625, 792.1168823242188, 428.76544189453125]",1.8582663516015923,2.562553794804474,2.0560875212872105
G__f8706,S+,SYNTH,,0,0.9577300548553467,0.9571521127743603,P5,7,13,5353,"[672.02978515625, 357.8983459472656, 870.286865234375, 487.5592956542969]",2.2292058159499417,2.815912004305703,2.203165734579617
G__f8728,S+,SYNTH,,0,0.942328155040741,0.9859365758140044,P5,8,14,6974,"[461.5425720214844, 313.5581359863281, 813.2918701171875, 434.9891357421875]",5.75550715674155,10.981892531371132,5.381425299387707
G__f8746,S+,SYNTH,,0,0.916515588760376,0.9438434506170447,P5,7,13,5353,"[683.034423828125, 364.0752868652344, 853.789306640625, 458.6827087402344]",1.3195757531629575,2.373960816986098,1.4232256033559887
G__f8776,S+,SYNTH,,0,0.9433937072753906,0.953372359351425,P5,12,9,6249,"[395.27899169921875, 515.2072143554688, 518.939453125, 592.970947265625]",1.28284385922365,1.887816203471941,1.3191623090181612
G__f8828,S+,SYNTH,,0,0.9690920114517212,0.9825556132555989,P5,13,9,8269,"[331.0361633300781, 488.23040771484375, 429.05316162109375, 563.1431274414062]",0.5256644834364692,1.3073924422153964,0.570723661163328
G__f8829,S+,SYNTH,,1,0.39084771275520325,0.8127954608184623,P5,5,12,5312,"[507.9960021972656, 286.40863037109375, 1017.052978515625, 528.6693115234375]",11.710922406186707,1181.0566414161976,12.25559976996288
G__f8832,S+,SYNTH,,0,0.9661357402801514,0.9888846377597503,P5,12,6,7046,"[163.66297912597656, 430.2945251464844, 356.50701904296875, 620.1994018554688]",1.5500104124887075,3.9678834490949497,1.8380129616466718
G__f8847,S+,SYNTH,,0,0.9819492697715759,0.9890144401839378,P5,7,9,6149,"[341.5048828125, 246.38926696777344, 592.5990600585938, 453.3162536621094]",1.2723958504256407,3.301945257508195,2.0628888514322528
G__f8853,S+,SYNTH,,0,0.9530973434448242,0.9745721703863227,P4,12,20,4660,"[534.87841796875, 340.77923583984375, 626.8233032226562, 401.0183410644531]",0.5663208029984154,0.9941480897832493,0.5350990558204773
G__f8854,S+,SYNTH,,0,0.9115784168243408,0.9669925272787174,P5,8,5,6165,"[16.302715301513672, 294.0108947753906, 443.6861572265625, 505.25360107421875]",3.316134167448186,4.291429972753422,3.4929643081218904
G__f8882,S+,SYNTH,,0,0.9569231271743774,0.9617091493843748,P5,8,5,6965,"[87.40022277832031, 327.49114990234375, 358.36602783203125, 396.011962890625]",2.8879170396526423,4.529253820053728,3.0487870495867253
G__f8886,S+,SYNTH,,0,0.9777131676673889,0.9821573485162447,P5,11,9,7029,"[285.77972412109375, 378.395751953125, 543.1669311523438, 615.0242919921875]",1.3104217933177487,2.8425819578070506,1.867215441953838
G__f8895,S+,SYNTH,,0,0.8908464908599854,0.9363542351468306,P4,17,26,4866,"[694.9320678710938, 490.8353271484375, 808.2247314453125, 518.9575805664062]",3.3328782109161796,6.89904655489731,2.6708295731503267
G__f8900,S+,SYNTH,,0,0.9067867398262024,0.9187075303430503,P5,12,3,7043,"[100.54058837890625, 445.6527404785156, 226.0443115234375, 533.1875]",1.909295592410996,3.4870374756692453,2.1254456291596604
G__f8924,S+,SYNTH,,0,0.9660679697990417,0.9528007934222281,P5,13,6,8266,"[152.21189880371094, 454.3841247558594, 317.0244445800781, 604.913818359375]",4.149292779886503,7.137016360191164,5.110266150406689
G__f8927,S+,SYNTH,,0,0.9682780504226685,0.9806028539994421,P5,9,8,6188,"[265.71185302734375, 336.8104248046875, 498.4998474121094, 565.80517578125]",2.0622773152327945,3.9393051707985096,2.265681820122123
G__f8965,S+,SYNTH,,0,0.9824424982070923,0.9809330414020616,P5,6,5,6125,"[141.53524780273438, 213.72885131835938, 414.13525390625, 428.82623291015625]",4.724925414233991,7.928137205059233,4.857015562806669
G__f8972,S+,SYNTH,,0,0.9749096632003784,0.927790635624447,P5,10,9,8209,"[213.01150512695312, 274.551025390625, 542.3662719726562, 544.6049194335938]",8.87841086410275,35.392046585545096,8.847987115278391
G__f8973,S+,SYNTH,,0,0.938776969909668,0.9462600765477529,P5,3,9,6869,"[268.7451171875, 85.83534240722656, 596.0046997070312, 210.71759033203125]",5.081998307156954,8.91255712722622,5.287532236135455
G__f9033,S+,SYNTH,,0,0.9005483388900757,0.9509034525849157,P5,7,12,6152,"[446.42047119140625, 277.8951110839844, 695.90478515625, 468.8707580566406]",142.91980097014508,204.50784668594937,164.14214693359867
G__f9059,S+,SYNTH,,0,0.7276740670204163,0.9479381826665019,P5,10,13,5413,"[739.505859375, 553.1744384765625, 885.7626953125, 633.1536254882812]",3.7096793856194044,7.663154546031028,3.918148943426042
G__f9104,S+,SYNTH,,0,0.9474291801452637,0.9616369670263359,P5,8,9,6969,"[267.5666198730469, 280.00823974609375, 557.6436157226562, 429.3660583496094]",140.3614539754759,187.26163009779535,157.29011478600313
G__f9112,S+,SYNTH,,0,0.9096825122833252,0.9178207845287476,P4,17,25,5505,"[549.7179565429688, 370.8546142578125, 622.9645385742188, 435.3530578613281]",3.014740395554362,4.2869293202040675,3.23333638294735
G__f9157,S+,SYNTH,,0,0.9196940660476685,0.8427683960582681,P5,6,6,6926,"[210.85910034179688, 226.10536193847656, 347.63720703125, 301.2257995605469]",8.330021525984737,19.059038065902335,9.195063540009203
G__f9165,S+,SYNTH,,0,0.935135006904602,0.9001329580887779,P5,7,9,8149,"[274.40625, 256.7845764160156, 487.4732360839844, 295.3022766113281]",5.85364252622298,6.8566082745858825,4.649262305451593
G__f9173,S+,SYNTH,,0,0.9381933212280273,0.9469209187518938,P4,21,20,6300,"[393.1372375488281, 414.0196228027344, 443.9876403808594, 447.95904541015625]",0.530493868842585,1.4953384582107652,0.8290378584876517
G__f9202,S+,SYNTH,,0,0.8694512844085693,0.8675581308085399,P5,3,9,6869,"[370.6158752441406, 96.12031555175781, 472.4386291503906, 174.83050537109375]",2.967600826513346,6.1071331854866395,3.1132530592176515
G__f9213,S+,SYNTH,,0,0.9618133306503296,0.9632422923214653,P4,9,20,4540,"[519.47509765625, 233.45849609375, 637.77001953125, 304.48931884765625]",1.042215972357719,2.0505057688502197,1.1643374095308705
G__f9230,S+,SYNTH,,0,0.9636375904083252,0.9774240210856184,P5,10,9,5409,"[413.8257751464844, 516.5065307617188, 792.66552734375, 662.6307373046875]",2.2925239126535066,3.110963316233978,2.415125012802127
G__f9231,S+,SYNTH,,0,0.9552992582321167,0.9824981196230987,P4,12,20,4660,"[527.2613525390625, 323.59722900390625, 630.5692749023438, 420.1300964355469]",0.9195971093693891,1.0940232694627643,0.9716181149979087
G__f9239,S+,SYNTH,,0,0.9568338394165039,0.9567295936843891,P5,4,9,5289,"[493.8455810546875, 211.384033203125, 653.189453125, 355.25738525390625]",3.302290739841254,9.779702034100037,3.2840730718909907
G__f9254,S+,SYNTH,,0,0.8576530814170837,0.8404328420090061,P5,5,6,5306,"[122.59584045410156, 230.64671325683594, 607.2130737304688, 427.38421630859375]",8.181863032203674,38.59958171849833,10.082858490511345
G__f9292,S+,SYNTH,,0,0.9201916456222534,0.8480679830005095,P4,17,15,4855,"[395.69317626953125, 460.5987548828125, 486.78265380859375, 543.4332885742188]",4.205235741070195,6.6466154005338725,4.607364856375934
G__f9315,S+,SYNTH,,0,0.9765356183052063,0.9826816168180068,P5,8,6,5366,"[141.251953125, 355.3154296875, 566.4783935546875, 615.4767456054688]",3.4227042346550673,8.273312730011476,3.447304272665927
G__f9318,S+,SYNTH,,0,0.9627495408058167,0.9693341481668156,P5,7,11,5351,"[608.0858764648438, 361.0858154296875, 779.5858764648438, 512.7413330078125]",3.271877281539403,4.454508896264926,3.431913935654877
G__f9329,S+,SYNTH,,0,0.9853042960166931,0.9841285242710996,P5,7,9,6949,"[289.23870849609375, 169.96151733398438, 544.12744140625, 422.7896728515625]",1.3911690585708254,2.7865345983299403,1.493073059724022
G__f9338,S+,SYNTH,,0,0.9676690697669983,0.98746261454658,P5,10,6,8206,"[184.17843627929688, 366.5211181640625, 299.6611633300781, 476.5077819824219]",1.3441148834903833,2.273409395569799,1.474078473139756
G__f9364,S+,SYNTH,,0,0.8810022473335266,0.8757433863248515,P4,20,24,6264,"[483.68109130859375, 406.43408203125, 545.4315185546875, 423.6893310546875]",1.507992187121968,1.8675417451276561,1.5914244129828368
G__f9373,S+,SYNTH,,0,0.961293637752533,0.9460879415530957,P5,11,9,7029,"[200.59068298339844, 352.96356201171875, 651.94677734375, 647.6875610351562]",5.572331419564264,10.312907481909551,5.745683943214397
G__f9382,S+,SYNTH,,0,0.9522401094436646,0.9386502929523176,P5,8,9,6969,"[356.030029296875, 303.66668701171875, 483.9624328613281, 381.1186218261719]",1.3513024799728237,3.8753575218480143,1.2368707487615516
G__f9385,S+,SYNTH,,0,0.6183742880821228,0.8869094977411107,P3,17,51,1411,"[690.566162109375, 242.92823791503906, 796.2748413085938, 266.74346923828125]",2.889366663088381,3.457407478561347,3.0338225175581037
G__f9419,S+,SYNTH,,0,0.9710516333580017,0.9578810423629908,P5,12,9,7049,"[329.7349548339844, 469.8443298339844, 501.4828796386719, 559.1203002929688]",1.717111201724517,3.147560195583881,1.8002348257528795
G__f9435,S+,SYNTH,,0,0.9515675902366638,0.9384251288260994,P5,8,14,6174,"[583.5750122070312, 329.79254150390625, 803.7578125, 435.34710693359375]",2.972611008214967,4.539198527903408,3.0195208259332738
G__f9456,S+,SYNTH,,0,0.9786289930343628,0.9776538851199715,P5,11,10,8230,"[191.49948120117188, 238.71536254882812, 644.6771850585938, 637.50537109375]",7.771191438750126,9.697499181954953,5.796139492069983
G__f9476,S+,SYNTH,,0,0.9691151976585388,0.9683923613733895,P5,8,9,6969,"[366.3846130371094, 289.6946105957031, 469.3875427246094, 393.2668151855469]",1.8031895562931095,3.0510348882035045,1.8360310992074447
G__f9531,S+,SYNTH,,0,0.861733078956604,0.9516687916484096,P5,3,9,6869,"[300.71697998046875, 79.42269897460938, 539.2225952148438, 245.82699584960938]",4.072986124588898,7.4155613227881885,3.9735939838278336
G__f9534,S+,SYNTH,,0,0.907825767993927,0.8291639033827508,P4,21,25,6305,"[493.8077392578125, 412.3514709472656, 553.545654296875, 451.97247314453125]",3.7956664491562204,7.77670344115596,4.065674767328529
G__f9545,S+,SYNTH,,0,0.9568678736686707,0.981974861334323,P4,21,25,6305,"[499.4580383300781, 416.5693054199219, 562.4675903320312, 478.22857666015625]",0.8886981376953312,1.2041934549991835,0.9028945784253117
G__f9554,S+,SYNTH,,0,0.9563226699829102,0.9679917621043735,P4,12,20,4660,"[536.8408203125, 336.216064453125, 622.9144897460938, 407.9008483886719]",1.1686050994064885,1.8214018617577434,1.1906977393282472
G__f9573,S+,SYNTH,,0,0.9424737095832825,0.9556378055399909,P4,16,20,6100,"[358.7510681152344, 321.4140930175781, 475.7331848144531, 360.9433898925781]",1.0880940765812426,1.6449247446274455,1.1798504307247846
G__f9582,S+,SYNTH,,0,0.9491757154464722,0.9243883841380416,P5,14,4,8284,"[92.88648986816406, 512.3659057617188, 263.111572265625, 569.2481079101562]",2.6299812154190403,6.813561183007877,2.5673874852293794
G__f9610,S+,SYNTH,,0,0.8242879509925842,0.9019546825647254,P4,5,20,5020,"[401.8467102050781, 95.64982604980469, 517.870849609375, 126.99484252929688]",1.9390124188595683,3.382053843275997,2.0851253898291273
G__f9619,S+,SYNTH,,0,0.9729378819465637,0.9797298967907483,P5,12,9,7049,"[328.2136535644531, 447.4072570800781, 523.738037109375, 576.5023803710938]",1.5008975303729355,2.15583863421898,1.6020365453526644
G__f9629,S+,SYNTH,,0,0.9626981616020203,0.9876949184570831,P5,9,15,6995,"[544.8244018554688, 333.05255126953125, 764.0531616210938, 460.61737060546875]",1.8951481595738195,3.0351185941839014,1.6699412942092988
G__f9644,S+,SYNTH,,0,0.9831823110580444,0.9840701458640893,P5,9,9,6989,"[332.7453918457031, 292.65570068359375, 503.2759704589844, 479.41302490234375]",1.2168191628103977,1.9505406037033055,1.3894315916256321
G__f9669,S+,SYNTH,,0,0.9032655358314514,0.8760962268821945,P4,10,20,4580,"[546.5650024414062, 280.2555847167969, 613.4195556640625, 329.6003112792969]",3.7439883338307687,5.651904171029654,4.488050284567052
G__f9735,S+,SYNTH,,0,0.981827437877655,0.9800718370040867,P5,11,4,7024,"[75.8638687133789, 370.88995361328125, 289.9811096191406, 562.8450317382812]",2.01949228844062,2.93588059228106,2.05994910922339
G__f9740,S+,SYNTH,,0,0.9324135780334473,0.948958342139669,P4,10,20,4580,"[527.307373046875, 270.6917724609375, 626.4924926757812, 354.6138000488281]",2.0846239159384568,3.2929545717522215,2.3580127927970764
G__f9754,S+,SYNTH,,0,0.9828025698661804,0.9768169389041538,P5,8,9,6969,"[305.03350830078125, 243.01698303222656, 519.4262084960938, 453.42547607421875]",2.140472422627724,3.156251726943148,2.4449031183034777
G__f9763,S+,SYNTH,,0,0.7938270568847656,0.7147281365778407,P4,9,12,5172,"[239.5789337158203, 206.65110778808594, 334.704345703125, 222.00181579589844]",5.875610133600132,11.922725758660162,6.918379984229874
G__f9775,S+,SYNTH,,0,0.9681039452552795,0.9718434213160237,P5,7,14,5354,"[634.0415649414062, 330.2035827636719, 1057.276123046875, 521.5996704101562]",3.0991867725181397,5.221009224067429,2.838854837950201
G__f9776,S+,SYNTH,,0,0.9722509980201721,0.9548680402114373,P4,20,20,6260,"[382.1346435546875, 378.95159912109375, 455.3706970214844, 453.07537841796875]",1.4789010129773212,1.954011177258165,1.602918685586022
G__f9806,S+,SYNTH,,0,0.979524552822113,0.9897700461405827,P5,8,9,6969,"[324.49114990234375, 241.30543518066406, 527.37744140625, 450.7444152832031]",0.9146329300091427,2.5044749239546484,0.8656721720134943
G__f9820,S+,SYNTH,,0,0.7455559372901917,0.867653743458859,P5,8,14,6974,"[532.19873046875, 325.25201416015625, 762.9764404296875, 383.552734375]",11.518105851217356,20.168470445227914,11.807398289837286
G__f9828,S+,SYNTH,,0,0.8897093534469604,0.8151179984072111,P4,24,24,7384,"[437.500732421875, 447.6451721191406, 476.0927734375, 485.55902099609375]",2.36993662192506,5.261570163773629,3.0857889942493775
G__f9852,S+,SYNTH,,0,0.9379963278770447,0.9788557150159782,P5,8,9,6969,"[357.0128173828125, 298.71746826171875, 484.4835205078125, 388.345947265625]",1.1271886882598385,2.1856209491227334,1.2115611735198124
G__f9911,S+,SYNTH,,0,0.909450352191925,0.8479279305222565,P5,8,14,6974,"[479.6162109375, 323.82537841796875, 807.5068359375, 383.4158935546875]",5.40479392761594,16.080522588565124,9.048915081280738
G__f9916,S+,SYNTH,,0,0.9759337306022644,0.9509583268130932,P5,7,9,5349,"[412.12152099609375, 345.0481872558594, 772.01806640625, 610.27099609375]",1.8372235170692437,13.144279256316796,1.6782945021868052
G__f9936,S+,SYNTH,,0,0.9214394688606262,0.982930222471374,P4,13,15,5975,"[283.09588623046875, 262.64031982421875, 360.0807800292969, 283.66400146484375]",0.6523740940011675,1.0905211855508894,0.6637013362396889
G__f9949,S+,SYNTH,,0,0.6163697242736816,0.91806214167001,P4,22,20,6340,"[383.3297119140625, 432.473876953125, 453.9454040527344, 460.6822509765625]",1.4057772145556273,3.043705158418403,1.4781008444720511
G__f9969,S+,SYNTH,,0,0.9793614745140076,0.9892057481841584,P5,9,9,5389,"[392.73443603515625, 419.99493408203125, 743.8436889648438, 702.4017333984375]",3.053196541996509,4.212343870876,3.2247649577001516
G__f9973,S+,SYNTH,,0,0.9500303864479065,0.9433814738957976,P5,8,9,6969,"[369.33648681640625, 312.5555114746094, 474.90570068359375, 373.3641662597656]",1.454442292538071,2.209734321784849,1.4671754705517919
G__f9987,S+,SYNTH,,0,0.9524911046028137,0.9638274012263183,P4,16,33,5473,"[691.982421875, 359.5273132324219, 828.6455688476562, 402.4829406738281]",1.6710401407860929,3.553833717733666,1.8740870028282202
