file,folder,frame,reasons,severity,R_det,R_orthonormality_err,bbox_diag_px,centroid_err_px,gt_source,hard_flags,max_loo_kp,max_loo_px,n_behind_camera,n_click,n_sentinel,resolve_reproj_med,resolve_reproj_p90,split,stored_pose_excess_px,stored_pose_reproj_max,stored_pose_reproj_med,stored_reproj_error_px,stored_vs_resolved_R_deg,stored_vs_resolved_t_m,swapped_dims_reproj_med,z_resolve,z_stored
challenge/data/01_real/eval_canonical/_outside_eval_manual_gt/1778651614152548352.json,_outside_eval_manual_gt,1778651614152548352,MANUAL_KPS_NONE_x2;SENTINEL_x2,RED,1.0,0.0,212.81,0.0,manual,MANUAL_KPS_NONE_x2;SENTINEL_x2,1,5.252,0,3,2,0.364,2.557,train,0.0,2.597,0.364,0.8345979311921468,0.0,0.0,1.748,-0.29,-0.69
challenge/data/01_real/eval_canonical/_outside_eval_manual_gt/1778651616134528000.json,_outside_eval_manual_gt,1778651616134528000,MANUAL_KPS_NONE_x2;SENTINEL_x2,RED,1.0,0.0,210.56,0.0,manual,MANUAL_KPS_NONE_x2;SENTINEL_x2,1,4.156,0,3,2,0.267,2.06,train,0.0,2.062,0.267,0.6649036857933578,0.0,0.0,1.838,-0.39,-0.73
challenge/data/01_real/eval_canonical/_outside_eval_manual_gt/1778653524402450688.json,_outside_eval_manual_gt,1778653524402450688,STORED_POSE_MISMATCH_dR0.79deg_dt0.002m_excess-0.3px,RED,1.0,0.0,187.26,0.203,manual,STORED_POSE_MISMATCH_dR0.79deg_dt0.002m_excess-0.3px,2,11.039,0,6,0,2.93,6.051,,-0.29,6.828,2.64,2.892307760098045,0.79,0.0016,4.355,2.45,0.02
challenge/data/01_real/eval_canonical/capturepalletcad_manual_gt/1778653013973307392.json,capturepalletcad_manual_gt,1778653013973307392,MANUAL_KPS_NONE_x1;SENTINEL_x1,RED,1.0,0.0,851.55,0.102,manual,MANUAL_KPS_NONE_x1;SENTINEL_x1,0,9.541,0,3,1,1.818,2.644,train,-0.01,3.654,1.808,1.4308039452588672,0.001,0.0,28.203,1.27,-0.24
challenge/data/01_real/eval_canonical/capturepalletcad_manual_gt/1778653020759897344.json,capturepalletcad_manual_gt,1778653020759897344,MANUAL_KPS_NONE_x1;SENTINEL_x1,RED,1.0,0.0,766.34,0.0,manual,MANUAL_KPS_NONE_x1;SENTINEL_x1,0,17.907,0,4,1,1.632,2.878,eval,0.0,3.643,1.632,1.3942902424549597,0.0,0.0,29.199,1.07,-0.29
challenge/data/01_real/eval_canonical/capturepalletcad_manual_gt/1778653028016879104.json,capturepalletcad_manual_gt,1778653028016879104,MANUAL_KPS_NONE_x1;SENTINEL_x1,RED,1.0,0.0,778.64,0.001,manual,MANUAL_KPS_NONE_x1;SENTINEL_x1,4,9.881,0,5,1,2.965,3.661,train,0.005,3.831,2.97,2.1807193225233528,0.002,0.0,22.178,2.49,0.13
challenge/data/01_real/eval_canonical/capturepalletcad_manual_gt/1778653033896396544.json,capturepalletcad_manual_gt,1778653033896396544,MANUAL_KPS_NONE_x1;SENTINEL_x1,RED,1.0,0.0,753.94,0.119,manual,MANUAL_KPS_NONE_x1;SENTINEL_x1,0,20.769,0,4,1,2.866,4.508,,-0.231,6.693,2.635,2.250157811140807,0.034,0.0008,29.324,2.38,0.02
challenge/data/01_real/eval_canonical/capturepalletcad_manual_gt/1778653036281819136.json,capturepalletcad_manual_gt,1778653036281819136,MANUAL_KPS_NONE_x1;SENTINEL_x1,RED,1.0,0.0,714.92,0.0,manual,MANUAL_KPS_NONE_x1;SENTINEL_x1,1,5.271,0,4,1,1.666,2.565,,0.0,2.872,1.666,1.1542013824136377,0.0,0.0,22.581,1.1,-0.28
challenge/data/01_real/eval_canonical/capturepalletcad_manual_gt/1778653039607563264.json,capturepalletcad_manual_gt,1778653039607563264,MANUAL_KPS_NONE_x1;SENTINEL_x1,RED,1.0,0.0,830.32,0.0,manual,MANUAL_KPS_NONE_x1;SENTINEL_x1,4,31.856,0,4,1,3.563,7.0,train,0.0,7.281,3.563,3.526974338014334,0.0,0.0,16.61,3.13,0.32
challenge/data/01_real/eval_canonical/capturepalletcad_manual_gt/1778653072734532096.json,capturepalletcad_manual_gt,1778653072734532096,MANUAL_KPS_NONE_x2;SENTINEL_x2,RED,1.0,0.0,454.76,0.0,manual,MANUAL_KPS_NONE_x2;SENTINEL_x2,0,8.581,0,5,2,1.744,3.928,eval,0.0,4.029,1.744,1.7680967672693835,0.0,0.0,17.507,1.19,-0.26
challenge/data/01_real/eval_canonical/capturepalletcad_manual_gt/1778653072835089920.json,capturepalletcad_manual_gt,1778653072835089920,MANUAL_KPS_NONE_x2;SENTINEL_x2,RED,1.0,0.0,437.59,0.001,manual,MANUAL_KPS_NONE_x2;SENTINEL_x2,0,6.09,0,5,2,2.072,2.603,eval,0.0,2.631,2.072,1.5603136262258488,0.0,0.0,14.188,1.54,-0.15
challenge/data/01_real/eval_canonical/capturepalletcad_manual_gt/1778653072868820224.json,capturepalletcad_manual_gt,1778653072868820224,MANUAL_KPS_NONE_x2;SENTINEL_x2,RED,1.0,0.0,424.33,0.0,manual,MANUAL_KPS_NONE_x2;SENTINEL_x2,0,4.277,0,5,2,0.617,2.007,eval,0.0,2.05,0.617,0.77923864844589,0.0,0.0,15.024,-0.02,-0.61
challenge/data/01_real/eval_canonical/capturepalletcad_manual_gt/1778653073171027968.json,capturepalletcad_manual_gt,1778653073171027968,MANUAL_KPS_NONE_x2;SENTINEL_x2,RED,1.0,0.0,426.3,0.0,manual,MANUAL_KPS_NONE_x2;SENTINEL_x2,1,5.616,0,5,2,1.035,2.896,,0.0,3.046,1.035,1.184033624907318,0.0,0.0,17.285,0.43,-0.48
challenge/data/01_real/eval_canonical/capturepalletcad_manual_gt/1778653075052340224.json,capturepalletcad_manual_gt,1778653075052340224,MANUAL_KPS_NONE_x2;SENTINEL_x2,RED,1.0,0.0,467.06,0.0,manual,MANUAL_KPS_NONE_x2;SENTINEL_x2,5,7.531,0,4,2,3.135,3.561,,0.0,3.828,3.135,2.232235050313996,0.0,0.0,20.9,2.67,0.18
challenge/data/01_real/manual_gt/_night_eval_manual_gt/1779449210935970816.json,_night_eval_manual_gt,1779449210935970816,MANUAL_KPS_NONE_x1;SENTINEL_x1,RED,1.0,0.0,663.96,0.0,manual,MANUAL_KPS_NONE_x1;SENTINEL_x1,0,9.571,0,4,1,1.073,2.348,train,-0.001,2.44,1.072,1.109676197564824,0.0,0.0,23.082,0.47,-0.47
challenge/data/01_real/manual_gt/_night_eval_manual_gt/1779449245478053376.json,_night_eval_manual_gt,1779449245478053376,robust_z=6.4,RED,1.0,0.0,412.39,0.0,manual,,4,18.154,0,6,0,6.644,11.425,,0.0,14.298,6.644,5.783304364521502,0.0,0.0,13.572,6.42,1.29
challenge/data/01_real/manual_gt/_night_eval_manual_gt/1779449259354370816.json,_night_eval_manual_gt,1779449259354370816,MANUAL_KPS_NONE_x1;SENTINEL_x1,RED,1.0,0.0,728.56,0.0,manual,MANUAL_KPS_NONE_x1;SENTINEL_x1,2,11.119,0,4,1,2.928,6.71,train,0.0,6.825,2.928,2.645161051434405,0.0,0.0,16.222,2.45,0.12
challenge/data/01_real/manual_gt/_night_eval_manual_gt/1779449261622708480.json,_night_eval_manual_gt,1779449261622708480,robust_z=5.4,RED,1.0,0.0,570.43,0.052,manual,,3,37.001,0,5,0,5.706,17.79,train,-0.005,19.653,5.701,6.504757449085972,0.001,0.0,16.291,5.42,0.99
challenge/data/01_real/manual_gt/_night_eval_manual_gt/1779449263958007040.json,_night_eval_manual_gt,1779449263958007040,MANUAL_KPS_NONE_x2;SENTINEL_x2,RED,1.0,0.0,246.45,0.0,manual,MANUAL_KPS_NONE_x2;SENTINEL_x2,0,11.364,0,5,2,1.331,5.54,,0.0,5.551,1.331,2.0454552558632524,0.0,0.0,1.838,0.75,-0.39
challenge/data/01_real/manual_gt/_night_eval_manual_gt/1779449309498034944.json,_night_eval_manual_gt,1779449309498034944,robust_z=5.1,RED,1.0,0.0,289.71,0.0,manual,,1,12.139,0,6,0,5.382,7.093,,0.0,7.718,5.382,4.040069124236059,0.0,0.0,7.786,5.07,0.89
challenge/data/01_real/manual_gt/_night_eval_manual_gt/1779449314101526272.json,_night_eval_manual_gt,1779449314101526272,robust_z=5.2,RED,1.0,0.0,282.21,0.0,manual,,3,11.849,0,6,0,5.476,7.146,,0.0,7.644,5.476,3.9182806355774225,0.0,0.0,8.022,5.17,0.92
challenge/data/01_real/manual_gt/_night_eval_manual_gt/1779449325409244928.json,_night_eval_manual_gt,1779449325409244928,STORED_POSE_MISMATCH_dR0.63deg_dt0.002m_excess-1.0px,RED,1.0,0.0,443.03,0.201,manual,STORED_POSE_MISMATCH_dR0.63deg_dt0.002m_excess-1.0px,4,12.243,0,6,0,3.922,7.138,,-0.993,10.168,2.929,3.5730096061792533,0.626,0.0017,10.791,3.51,0.12
challenge/data/01_real/manual_gt/_night_eval_manual_gt/1779449331847057152.json,_night_eval_manual_gt,1779449331847057152,robust_z=5.2,RED,1.0,0.0,536.59,0.0,manual,,1,10.922,0,6,0,5.489,6.291,,0.0,6.706,5.489,3.7505555253316336,0.0,0.0,13.843,5.18,0.93
challenge/data/01_real/manual_gt/_night_eval_manual_gt/1779449338785268736.json,_night_eval_manual_gt,1779449338785268736,MANUAL_KPS_NONE_x2;SENTINEL_x2,RED,1.0,0.0,454.71,0.0,manual,MANUAL_KPS_NONE_x2;SENTINEL_x2,1,3.732,0,4,2,0.27,1.806,train,0.0,1.839,0.27,0.5930472537392998,0.0,0.0,8.42,-0.39,-0.72
challenge/data/01_real/manual_gt/_night_eval_manual_gt/1779449341220191744.json,_night_eval_manual_gt,1779449341220191744,MANUAL_KPS_NONE_x1;SENTINEL_x1,RED,1.0,0.0,722.68,0.0,manual,MANUAL_KPS_NONE_x1;SENTINEL_x1,1,40.889,0,2,1,2.143,21.29,train,0.0,21.683,2.143,6.113794111781622,0.0,0.0,26.604,1.61,-0.13
challenge/data/01_real/manual_gt/_night_eval_manual_gt/1779449343555269120.json,_night_eval_manual_gt,1779449343555269120,MANUAL_KPS_NONE_x1;SENTINEL_x1;STORED_POSE_MISMATCH_dR0.54deg_dt0.002m_excess-1.3px,RED,1.0,0.0,872.26,0.125,manual,MANUAL_KPS_NONE_x1;SENTINEL_x1;STORED_POSE_MISMATCH_dR0.54deg_dt0.002m_excess-1.3px,0,37.128,0,2,1,2.783,7.754,train,-1.308,13.278,1.475,3.0173123762798224,0.541,0.0019,28.385,2.3,-0.34
challenge/data/01_real/manual_gt/_night_eval_manual_gt/1779449345790144768.json,_night_eval_manual_gt,1779449345790144768,MANUAL_KPS_NONE_x1;SENTINEL_x1,RED,1.0,0.0,836.67,0.0,manual,MANUAL_KPS_NONE_x1;SENTINEL_x1,0,37.43,0,2,1,1.885,7.258,train,0.0,8.023,1.885,2.419103186922375,0.0,0.0,29.499,1.34,-0.21
challenge/data/01_real/manual_gt/capturenight01_manual_gt/1779448595563677184.json,capturenight01_manual_gt,1779448595563677184,MANUAL_KPS_NONE_x4,RED,1.0,0.0,222.21,0.0,manual,MANUAL_KPS_NONE_x4,2,2.872,0,5,0,0.723,1.598,train,0.0,1.63,0.723,1.2154990725025145,0.0,0.0,4.111,0.1,-0.58
challenge/data/01_real/manual_gt/capturenight01_manual_gt/1779448648033896448.json,capturenight01_manual_gt,1779448648033896448,MANUAL_KPS_NONE_x1,RED,1.0,0.0,599.16,0.0,manual,MANUAL_KPS_NONE_x1,2,4.96,0,3,0,0.159,2.607,train,0.0,2.643,0.159,0.8038282126431252,0.0,0.0,15.365,-0.5,-0.76
challenge/data/01_real/manual_gt/capturenight02_manual_gt/1779448729640510208.json,capturenight02_manual_gt,1779448729640510208,MANUAL_KPS_NONE_x1,RED,1.0,0.0,599.2,0.0,manual,MANUAL_KPS_NONE_x1,5,7.968,0,3,0,0.457,4.265,train,0.0,6.733,0.457,1.5504623816706355,0.0,0.0,12.025,-0.19,-0.67
challenge/data/01_real/manual_gt/capturenight03_manual_gt/1779448903193593600.json,capturenight03_manual_gt,1779448903193593600,MANUAL_KPS_NONE_x1,RED,1.0,0.0,272.68,0.0,manual,MANUAL_KPS_NONE_x1,1,2.619,0,4,0,0.042,1.497,train,0.0,1.509,0.042,0.4033209399077569,0.0,0.0,5.818,-0.63,-0.8
challenge/data/01_real/manual_gt/capturenight03_manual_gt/1779448929711908352.json,capturenight03_manual_gt,1779448929711908352,MANUAL_KPS_NONE_x1,RED,1.0,0.0,587.25,0.0,manual,MANUAL_KPS_NONE_x1,2,4.0,0,3,0,0.085,2.048,train,0.0,2.1,0.085,0.6136948057358971,0.0,0.0,15.053,-0.58,-0.78
challenge/data/01_real/manual_gt/capturenight03_manual_gt/1779448935115737600.json,capturenight03_manual_gt,1779448935115737600,MANUAL_KPS_NONE_x1,RED,1.0,0.0,703.08,0.0,manual,MANUAL_KPS_NONE_x1,1,2.459,0,2,0,0.081,1.232,train,0.0,1.252,0.081,0.2308827603925094,0.0,0.0,17.231,-0.59,-0.78
challenge/data/01_real/manual_gt/capturenight03_manual_gt/1779448939051663616.json,capturenight03_manual_gt,1779448939051663616,MANUAL_KPS_NONE_x1,RED,1.0,0.0,801.59,0.0,manual,MANUAL_KPS_NONE_x1,4,4.432,0,2,0,0.371,2.781,train,0.0,3.626,0.371,1.0074537605703344,0.0,0.0,18.165,-0.28,-0.69
challenge/data/01_real/manual_gt/capturenight05_manual_gt/1779449210935970816.json,capturenight05_manual_gt,1779449210935970816,MANUAL_KPS_NONE_x1,RED,1.0,0.0,676.04,0.0,manual,MANUAL_KPS_NONE_x1,2,4.113,0,4,0,1.011,2.333,,0.0,2.44,1.011,1.132478127377451,0.0,0.0,16.108,0.4,-0.49
challenge/data/01_real/manual_gt/capturenight06_manual_gt/1779449245478053376.json,capturenight06_manual_gt,1779449245478053376,robust_z=6.4,RED,1.0,0.0,412.39,0.0,manual,,4,18.154,0,6,0,6.644,11.425,,0.0,14.298,6.644,5.783304364521502,0.0,0.0,13.572,6.42,1.29
challenge/data/01_real/manual_gt/capturenight06_manual_gt/1779449259354370816.json,capturenight06_manual_gt,1779449259354370816,MANUAL_KPS_NONE_x1,RED,1.0,0.0,728.86,0.0,manual,MANUAL_KPS_NONE_x1,2,10.824,0,4,0,2.158,6.691,,0.0,6.825,2.158,2.5393170847488613,0.0,0.0,18.506,1.63,-0.13
challenge/data/01_real/manual_gt/capturenight06_manual_gt/1779449261622708480.json,capturenight06_manual_gt,1779449261622708480,robust_z=5.4,RED,1.0,0.0,570.43,0.057,manual,,3,37.001,0,5,0,5.706,17.79,,-0.002,19.728,5.704,4.857088491001246,0.015,0.0,16.291,5.42,0.99
challenge/data/01_real/manual_gt/capturenight06_manual_gt/1779449263958007040.json,capturenight06_manual_gt,1779449263958007040,MANUAL_KPS_NONE_x2,RED,1.0,0.0,530.22,0.0,manual,MANUAL_KPS_NONE_x2,0,10.995,0,5,0,0.854,5.535,,0.0,5.551,0.854,2.0454552558632524,0.0,0.0,11.888,0.24,-0.54
challenge/data/01_real/manual_gt/capturenight07_manual_gt/1779449309498034944.json,capturenight07_manual_gt,1779449309498034944,robust_z=5.1,RED,1.0,0.0,289.71,0.0,manual,,1,12.139,0,6,0,5.382,7.093,,0.0,7.718,5.382,4.040069124236059,0.0,0.0,7.786,5.07,0.89
challenge/data/01_real/manual_gt/capturenight07_manual_gt/1779449314101526272.json,capturenight07_manual_gt,1779449314101526272,robust_z=5.2,RED,1.0,0.0,282.21,0.0,manual,,3,11.849,0,6,0,5.476,7.146,,0.0,7.644,5.476,3.9182806355774225,0.0,0.0,8.022,5.17,0.92
challenge/data/01_real/manual_gt/capturenight07_manual_gt/1779449325409244928.json,capturenight07_manual_gt,1779449325409244928,STORED_POSE_MISMATCH_dR0.63deg_dt0.002m_excess-1.0px,RED,1.0,0.0,443.03,0.201,manual,STORED_POSE_MISMATCH_dR0.63deg_dt0.002m_excess-1.0px,4,12.243,0,6,0,3.922,7.138,,-0.993,10.168,2.929,3.5730096061792533,0.626,0.0017,10.791,3.51,0.12
challenge/data/01_real/manual_gt/capturenight07_manual_gt/1779449331847057152.json,capturenight07_manual_gt,1779449331847057152,robust_z=5.2,RED,1.0,0.0,536.59,0.0,manual,,1,10.922,0,6,0,5.489,6.291,,0.0,6.706,5.489,3.7505555253316336,0.0,0.0,13.843,5.18,0.93
challenge/data/01_real/manual_gt/capturenight07_manual_gt/1779449338785268736.json,capturenight07_manual_gt,1779449338785268736,MANUAL_KPS_NONE_x2,RED,1.0,0.0,635.02,0.0,manual,MANUAL_KPS_NONE_x2,2,3.414,0,4,0,0.132,1.793,,0.0,1.839,0.132,0.5930472537392998,0.0,0.0,15.093,-0.53,-0.77
challenge/data/01_real/manual_gt/capturenight07_manual_gt/1779449341220191744.json,capturenight07_manual_gt,1779449341220191744,MANUAL_KPS_NONE_x1,RED,1.0,0.0,725.77,0.0,manual,MANUAL_KPS_NONE_x1,1,40.463,0,2,0,2.019,21.225,,0.0,21.683,2.019,0.8111790678472628,0.0,0.0,24.711,1.48,-0.17
challenge/data/01_real/manual_gt/capturenight07_manual_gt/1779449343555269120.json,capturenight07_manual_gt,1779449343555269120,MANUAL_KPS_NONE_x1,RED,1.0,0.0,877.58,0.125,manual,MANUAL_KPS_NONE_x1,5,14.853,0,2,0,2.286,7.315,,-1.291,13.278,0.995,3.019443378071714,0.466,0.0023,19.625,1.77,-0.5
challenge/data/01_real/manual_gt/capturenight07_manual_gt/1779449345790144768.json,capturenight07_manual_gt,1779449345790144768,MANUAL_KPS_NONE_x1,RED,1.0,0.0,851.66,0.0,manual,MANUAL_KPS_NONE_x1,5,10.406,0,2,0,0.943,7.131,,0.0,8.023,0.943,2.4624354347121957,0.0,0.0,20.448,0.33,-0.51
challenge/data/01_real/manual_gt/capturenight08_manual_gt/1779449494740471040.json,capturenight08_manual_gt,1779449494740471040,MANUAL_KPS_NONE_x1;SENTINEL_x1,RED,1.0,0.0,463.59,0.0,manual,MANUAL_KPS_NONE_x1;SENTINEL_x1,0,5.312,0,4,1,1.111,2.238,eval,0.0,2.269,1.111,1.0587420919063049,0.0,0.0,14.43,0.51,-0.46
challenge/data/01_real/manual_gt/capturenight08_manual_gt/1779449503746678784.json,capturenight08_manual_gt,1779449503746678784,MANUAL_KPS_NONE_x1;SENTINEL_x1,RED,1.0,0.0,807.09,0.043,manual,MANUAL_KPS_NONE_x1;SENTINEL_x1,0,35.646,0,2,1,1.313,5.884,eval,-0.005,6.955,1.308,2.0648056590486425,0.0,0.0,28.28,0.73,-0.4
challenge/data/01_real/manual_gt/capturenight08_manual_gt/1779449506181779968.json,capturenight08_manual_gt,1779449506181779968,MANUAL_KPS_NONE_x1;SENTINEL_x1,RED,1.0,0.0,983.99,0.0,manual,MANUAL_KPS_NONE_x1;SENTINEL_x1,0,26.195,0,2,1,0.901,4.627,eval,0.0,5.194,0.901,1.573742500246335,0.0,0.0,31.092,0.29,-0.52
challenge/data/01_real/manual_gt/capturenight08_manual_gt/1779449508483286784.json,capturenight08_manual_gt,1779449508483286784,MANUAL_KPS_NONE_x1;SENTINEL_x1,RED,1.0,0.0,1001.15,0.0,manual,MANUAL_KPS_NONE_x1;SENTINEL_x1,0,31.598,0,2,1,1.371,5.167,eval,0.0,6.118,1.371,1.7905051296723107,0.0,0.0,31.695,0.79,-0.38
challenge/data/01_real/manual_gt/capturenight09_manual_gt/1779449584709824000.json,capturenight09_manual_gt,1779449584709824000,STORED_POSE_MISMATCH_dR0.57deg_dt0.002m_excess-0.0px,RED,1.0,0.0,315.98,0.115,manual,STORED_POSE_MISMATCH_dR0.57deg_dt0.002m_excess-0.0px,3,10.63,0,6,0,5.168,6.979,eval,-0.037,7.426,5.131,3.7393453926757214,0.566,0.0017,8.521,4.84,0.81
challenge/data/01_real/manual_gt/capturenight09_manual_gt/1779449600421037056.json,capturenight09_manual_gt,1779449600421037056,MANUAL_KPS_NONE_x1;SENTINEL_x1,RED,1.0,0.0,467.39,0.0,manual,MANUAL_KPS_NONE_x1;SENTINEL_x1,0,48.287,0,5,1,5.171,13.62,eval,0.0,14.577,5.171,5.109484128193297,0.0,0.0,16.27,4.84,0.83
challenge/data/01_real/manual_gt/capturenight09_manual_gt/1779449641015972352.json,capturenight09_manual_gt,1779449641015972352,MANUAL_KPS_NONE_x2;SENTINEL_x2,RED,1.0,0.0,177.79,0.0,manual,MANUAL_KPS_NONE_x2;SENTINEL_x2,1,2.53,0,5,2,0.947,1.289,eval,0.0,1.292,0.947,0.6425005454898071,0.0,0.0,1.041,0.34,-0.51
challenge/data/01_real/manual_gt/capturenight09_manual_gt/1779449651923662336.json,capturenight09_manual_gt,1779449651923662336,robust_z=6.0,RED,1.0,0.0,530.92,0.0,manual,,1,16.281,0,5,0,6.304,9.595,eval,0.0,10.547,6.304,5.114871217629455,0.0,0.0,11.326,6.05,1.18
challenge/data/01_real/manual_gt/capturenight09_manual_gt/1779449654325364736.json,capturenight09_manual_gt,1779449654325364736,MANUAL_KPS_NONE_x2;SENTINEL_x2,RED,1.0,0.0,344.75,0.526,manual,MANUAL_KPS_NONE_x2;SENTINEL_x2,0,24.259,0,4,2,3.547,11.811,eval,-0.022,11.864,3.525,3.629552945181132,0.027,0.0008,4.546,3.11,0.3
challenge/data/01_real/manual_gt/capturenight09_manual_gt/1779449663431979264.json,capturenight09_manual_gt,1779449663431979264,MANUAL_KPS_NONE_x1;SENTINEL_x1,RED,1.0,0.0,813.18,0.013,manual,MANUAL_KPS_NONE_x1;SENTINEL_x1,4,6.491,0,3,1,1.393,2.633,eval,-0.001,3.659,1.392,1.132295384767964,0.0,0.0,23.143,0.81,-0.37
challenge/data/01_real/manual_gt/capturenight09_manual_gt/1779449665933553920.json,capturenight09_manual_gt,1779449665933553920,MANUAL_KPS_NONE_x1;SENTINEL_x1,RED,1.0,0.0,823.65,0.0,manual,MANUAL_KPS_NONE_x1;SENTINEL_x1,0,16.035,0,1,1,1.202,7.51,eval,0.0,11.009,1.202,2.201911654716634,0.0,0.0,21.194,0.61,-0.43
challenge/data/01_real/manual_gt/capturepallet04_manual_gt/1778651614152548352.json,capturepallet04_manual_gt,1778651614152548352,MANUAL_KPS_NONE_x2,RED,1.0,0.0,307.43,0.0,manual,MANUAL_KPS_NONE_x2,2,4.512,0,3,0,0.159,2.541,,0.0,2.597,0.159,0.9208238877723054,0.0,0.0,6.967,-0.5,-0.76
challenge/data/01_real/manual_gt/capturepallet04_manual_gt/1778651616134528000.json,capturepallet04_manual_gt,1778651616134528000,MANUAL_KPS_NONE_x2,RED,1.0,0.0,302.95,0.0,manual,MANUAL_KPS_NONE_x2,1,3.715,0,3,0,0.122,2.06,,0.0,2.062,0.122,0.7350334084246571,0.0,0.0,7.12,-0.54,-0.77
challenge/data/01_real/manual_gt/capturepallet07_manual_gt/1778652172717607680.json,capturepallet07_manual_gt,1778652172717607680,robust_z=5.6,RED,1.0,0.0,552.15,0.086,manual,,0,15.921,0,5,0,5.915,10.976,eval,0.102,12.441,6.017,4.480681948289523,0.079,0.0002,13.311,5.64,1.09
challenge/data/01_real/manual_gt/capturepallet08_manual_gt/1778653345465966336.json,capturepallet08_manual_gt,1778653345465966336,robust_z=6.7,RED,1.0,0.0,238.11,0.037,manual,,5,35.252,0,6,0,6.918,24.327,,-0.082,24.417,6.836,8.49984780863636,0.135,0.0002,8.844,6.71,1.35
challenge/data/01_real/manual_gt/capturepallet08_manual_gt/1778653498432396288.json,capturepallet08_manual_gt,1778653498432396288,MANUAL_KPS_NONE_x3;STORED_POSE_MISMATCH_dR10.08deg_dt0.246m_excess2.2px,RED,1.0,0.0,166.27,0.0,manual,MANUAL_KPS_NONE_x3;STORED_POSE_MISMATCH_dR10.08deg_dt0.246m_excess2.2px,6,18.517,0,6,0,6.513,10.911,,2.245,22.67,8.758,12.809611760378294,10.079,0.2464,6.497,6.28,1.96
challenge/data/01_real/manual_gt/capturepallet08_manual_gt/1778653524402450688.json,capturepallet08_manual_gt,1778653524402450688,STORED_POSE_MISMATCH_dR0.79deg_dt0.002m_excess-0.3px,RED,1.0,0.0,187.26,0.203,manual,STORED_POSE_MISMATCH_dR0.79deg_dt0.002m_excess-0.3px,2,11.039,0,6,0,2.93,6.051,,-0.29,6.828,2.64,2.892307760098045,0.79,0.0016,4.355,2.45,0.02
challenge/data/01_real/manual_gt/capturepallet09_manual_gt/1778653619758178816.json,capturepallet09_manual_gt,1778653619758178816,STORED_POSE_MISMATCH_dR5.91deg_dt0.062m_excess1.3px,RED,1.0,0.0,134.65,0.096,manual,STORED_POSE_MISMATCH_dR5.91deg_dt0.062m_excess1.3px,4,14.447,0,8,0,7.569,9.518,eval,1.3,16.191,8.869,9.114318333219945,5.911,0.0618,5.954,7.4,1.99
challenge/data/01_real/manual_gt/capturepallet09_manual_gt/1778653804674198784.json,capturepallet09_manual_gt,1778653804674198784,MANUAL_KPS_NONE_x4,RED,1.0,0.0,239.4,0.0,manual,MANUAL_KPS_NONE_x4,0,3.248,0,5,0,0.467,1.755,eval,0.0,1.818,0.467,1.1082463779301144,0.0,0.0,5.573,-0.18,-0.66
challenge/data/01_real/manual_gt/capturepallet09_manual_gt/1778653907581160960.json,capturepallet09_manual_gt,1778653907581160960,MANUAL_KPS_NONE_x1;SENTINEL_x1,RED,1.0,0.0,618.04,0.003,manual,MANUAL_KPS_NONE_x1;SENTINEL_x1,0,9.482,0,4,1,1.405,1.852,eval,0.0,2.055,1.405,0.9793086290007248,0.0,0.0,22.286,0.82,-0.37
challenge/data/01_real/manual_gt/forklift_20260528_manual_gt/000360.json,forklift_20260528_manual_gt,000360,MANUAL_KPS_NONE_x1,RED,1.0,0.0,287.21,2.064,manual,MANUAL_KPS_NONE_x1,1,3.163,0,6,0,1.157,1.664,train,0.004,1.832,1.161,1.3042714789410723,0.01,0.0024,5.619,0.56,-0.44
challenge/data/01_real/manual_gt/pallet11_gt/1778654556961287168.json,pallet11_gt,1778654556961287168,NO_REPROJ_FIELD;NO_MANUAL_KPS;STORED_POSE_MISMATCH_dR180.00deg_dt0.000m_excess348.1px,RED,1.0,0.0,444.31,0.0,apriltag,NO_REPROJ_FIELD;NO_MANUAL_KPS;STORED_POSE_MISMATCH_dR180.00deg_dt0.000m_excess348.1px,6,0.0,0,,0,0.0,0.0,,348.092,390.665,348.092,,180.0,0.0,,-0.67,109.24
challenge/data/01_real/manual_gt/pallet11_gt/1778654557095835648.json,pallet11_gt,1778654557095835648,NO_REPROJ_FIELD;NO_MANUAL_KPS;STORED_POSE_MISMATCH_dR180.00deg_dt0.000m_excess353.1px,RED,1.0,0.0,450.5,0.0,apriltag,NO_REPROJ_FIELD;NO_MANUAL_KPS;STORED_POSE_MISMATCH_dR180.00deg_dt0.000m_excess353.1px,6,0.0,0,,0,0.0,0.0,,353.106,402.753,353.106,,180.0,0.0,,-0.67,110.82
challenge/data/01_real/manual_gt/pallet11_gt/1778654557633476096.json,pallet11_gt,1778654557633476096,NO_REPROJ_FIELD;NO_MANUAL_KPS;STORED_POSE_MISMATCH_dR180.00deg_dt0.000m_excess368.4px,RED,1.0,0.0,471.06,0.0,apriltag,NO_REPROJ_FIELD;NO_MANUAL_KPS;STORED_POSE_MISMATCH_dR180.00deg_dt0.000m_excess368.4px,6,0.0,0,,0,0.0,0.0,,368.403,385.416,368.403,,180.0,0.0,,-0.67,115.66
