frame_id,source_frame_id,session_id,source_set,population,population_role,object_type,label_path,image_path,label_sha256,label_mtime_ns,label_size_bytes,image_sha256,image_pixel_sha256,image_exists,objects_count,split,gt_source,legacy_width_m,legacy_height_m,legacy_depth_m,physical_x_m,physical_y_m,physical_z_m,fix_swap_present,fix_swap,manual_kps,manual_kps_present_count,manual_kps_missing_count,extrapolated_mask_present,extrapolated_mask,known_direct_count,known_extrapolated_count,provenance_unknown_non_null_count,pose_transform,pose_rotation_det,pose_orthogonality_max_error,reproj_error_px,audit_reprojection_median_px,audit_reprojection_p90_px,audit_reprojection_max_px,camera_fx,camera_fy,camera_cx,camera_cy,image_width,image_height,intrinsics_quality,intrinsics_source,object_visibility,projected_keypoints,outside_keypoint_indices,outside_keypoint_count,bare_frame_id_in_dev_neg,qualified_frame_id_in_dev_neg,plastic_image_overlap,common_plastic_image_overlap,negative_image_overlap,qa_status,qa_reasons,missing_fields
wood_183705:000000,000000,wood_183705,wood_183705,DEV_WOOD_POS45,DEV,wood_small_80x59x14,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/000000.json,data/pallet/raw_data/wood/selected/pallet_20260618_183705/000000.jpg,2de3f9d5d3b7cd446151308e92906694ef6f062ab7afc58157a08bad693bc34b,1783591206244913960,2237,e322ebb9eda57f94b484ebde687afecca72cc334609bd2a176bf89260e833502,e359de4a4b32c7b8bda6763f6d11dc3c8bbf1df23d485ed2e23399b000727c1d,True,1,MISSING_LEGACY,manual,0.59,0.14,0.8,0.8,0.14,0.59,False,null,"[[588.0,485.0],[975.0,348.0],[966.0,407.0],[607.0,550.0],[472.0,214.0],[746.0,132.0],[749.1933457552037,188.967537760342],[491.457999830566,272.3525414415218],[688.2154880300517,301.38692958507704]]",9,0,False,null,0,0,9,"[[0.9327823230375691,0.15367812840321088,-0.3260370694861586,0.09150698288379594],[-0.3279196352650363,0.7373011056995948,-0.5906401546981043,-0.14663898032844971],[0.14961901829741278,0.6578526524873493,0.7381355139668306,1.6048853512464571],[0.0,0.0,0.0,1.0]]",1.0,1.3902782979362325e-16,1.79498757306573,0.7014353252357464,4.805696227478719,6.329962319525124,908.8597333333333,908.9547333333333,636.3943333333333,384.4384666666666,1280,720,SENSOR_PROFILE_SCALED,RealSense D435I 1920x1080 sensor profile scaled linearly by 2/3 to 1280x720; camera serial and distortion model unavailable in legacy JSON,1,"[[588.0,485.0],[975.0,348.0],[966.0,407.0],[607.0,550.0],[472.0,214.0],[746.0,132.0],[749.1933457552037,188.967537760342],[491.457999830566,272.3525414415218],[688.2154880300517,301.38692958507704]]",[],0,True,False,False,False,False,GREEN,[],"[""schema_version"", ""object_type"", ""population_role"", ""keypoint_frame"", ""physical_dimensions_m"", ""keypoint_annotations""]"
wood_183705:000088,000088,wood_183705,wood_183705,DEV_WOOD_POS45,DEV,wood_small_80x59x14,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/000088.json,data/pallet/raw_data/wood/selected/pallet_20260618_183705/000088.jpg,c8da8b63e6f94f58c7e5a4553fedb6c444be03f0dbd6c30012b433106ed77042,1783644877823263202,2249,36fc6c72ec5448980e858c8bcbfad5c0d6f1e3c5879f93084dafa71443d0ca34,d441fd576a69aae2ab490cd61a0088e906653d5c52b8dc9ab7255da82b0ce218,True,1,MISSING_LEGACY,manual,0.59,0.14,0.8,0.8,0.14,0.59,False,null,"[[502.0,563.0],[870.0,362.0],[869.0,428.0],[523.0,634.0],[302.0,303.0],[586.0,194.0],[594.4056001524514,253.28200805208945],[329.81754226617414,365.5521833676722],[561.3516210099278,362.16249988873915]]",9,0,False,null,0,0,9,"[[0.827633258709134,0.12651799354187096,-0.5468239080258278,-0.12376087493841742],[-0.4133708511944365,0.7964358559931584,-0.44137791819622363,-0.036733813511339884],[0.37966791866220007,0.5913401090730988,0.7114556535302315,1.4988967256937595],[0.0,0.0,0.0,1.0]]",1.0000000000000002,2.220446049250313e-16,2.2736215055707785,2.441843558997048,4.592819183042744,5.539576475912497,908.8597333333333,908.9547333333333,636.3943333333333,384.4384666666666,1280,720,SENSOR_PROFILE_SCALED,RealSense D435I 1920x1080 sensor profile scaled linearly by 2/3 to 1280x720; camera serial and distortion model unavailable in legacy JSON,1,"[[502.0,563.0],[870.0,362.0],[869.0,428.0],[523.0,634.0],[302.0,303.0],[586.0,194.0],[594.4056001524514,253.28200805208945],[329.81754226617414,365.5521833676722],[561.3516210099278,362.16249988873915]]",[],0,True,False,False,False,False,GREEN,[],"[""schema_version"", ""object_type"", ""population_role"", ""keypoint_frame"", ""physical_dimensions_m"", ""keypoint_annotations""]"
wood_183705:000149,000149,wood_183705,wood_183705,DEV_WOOD_POS45,DEV,wood_small_80x59x14,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/000149.json,data/pallet/raw_data/wood/selected/pallet_20260618_183705/000149.jpg,8cffebc6a4281b0a0c5c65d7e95ba1609e4146e1854223a85733f6004cc7b135,1783644890349308045,2244,205b1514ebc26637d8b7c55144ece95b8453f043705e4acc690df9cd60e04231,a16161779e584e256a70eefb7c98ff28739ac3e022bce8f7be995b54ef389dfd,True,1,MISSING_LEGACY,manual,0.59,0.14,0.8,0.8,0.14,0.59,False,null,"[[594.0,493.0],[850.0,338.0],[851.0,393.0],[606.0,557.0],[348.0,327.0],[576.0,230.0],[583.943031059167,283.13855464176805],[367.89133139596083,383.51347467330925],[587.8635886234707,360.0450141285516]]",9,0,False,null,0,0,9,"[[0.7478511910623038,0.10587993855845373,-0.6553686250024118,-0.09480136819820899],[-0.4186391816748383,0.8413829186514181,-0.34178358615978466,-0.04764589937716871],[0.51522794139421,0.5299662468615141,0.6735547086868336,1.7753930362835644],[0.0,0.0,0.0,1.0]]",1.0000000000000002,2.220446049250313e-16,2.3246621489879136,2.2549077029791413,5.383805411963795,5.902394198255562,908.8597333333333,908.9547333333333,636.3943333333333,384.4384666666666,1280,720,SENSOR_PROFILE_SCALED,RealSense D435I 1920x1080 sensor profile scaled linearly by 2/3 to 1280x720; camera serial and distortion model unavailable in legacy JSON,1,"[[594.0,493.0],[850.0,338.0],[851.0,393.0],[606.0,557.0],[348.0,327.0],[576.0,230.0],[583.943031059167,283.13855464176805],[367.89133139596083,383.51347467330925],[587.8635886234707,360.0450141285516]]",[],0,True,False,False,False,False,GREEN,[],"[""schema_version"", ""object_type"", ""population_role"", ""keypoint_frame"", ""physical_dimensions_m"", ""keypoint_annotations""]"
wood_183705:000213,000213,wood_183705,wood_183705,DEV_WOOD_POS45,DEV,wood_small_80x59x14,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/000213.json,data/pallet/raw_data/wood/selected/pallet_20260618_183705/000213.jpg,ba0c15bd286c17bd2c32fa62ee57180e691a0a6bf80cf4406b5461c463f2d31f,1783644914285394458,2241,bc01c4f881714ee7380022ad398a47e53213ef38d3ed2e8deb2714f622531f89,25d0011026a1402b3cc5d201601c579300572c0a1defb9559be32b18ca50e60c,True,1,MISSING_LEGACY,manual,0.8,0.14,0.59,0.8,0.14,0.59,False,null,"[[433.0,339.0],[721.0,455.0],[730.0,511.0],[449.0,391.0],[626.0,244.0],[904.0,307.0],[903.8438103902653,367.6977634596518],[628.7872435188651,292.45537683649616],[664.0118420128949,352.29784447018636]]",9,0,False,null,0,0,9,"[[0.7219742727293701,0.1310007648061694,0.679405585153004,0.05904871517763842],[0.2608629838643703,0.8579218255962202,-0.44262924080433935,-0.0687123561857877],[-0.6408616490056761,0.4967986924155973,0.5852242356976327,1.9432237764512246],[0.0,0.0,0.0,1.0]]",1.0,1.1102230246251565e-16,2.5354546360948036,2.1613597553074744,5.570801418532094,6.445830860155693,908.8597333333333,908.9547333333333,636.3943333333333,384.4384666666666,1280,720,SENSOR_PROFILE_SCALED,RealSense D435I 1920x1080 sensor profile scaled linearly by 2/3 to 1280x720; camera serial and distortion model unavailable in legacy JSON,1,"[[433.0,339.0],[721.0,455.0],[730.0,511.0],[449.0,391.0],[626.0,244.0],[904.0,307.0],[903.8438103902653,367.6977634596518],[628.7872435188651,292.45537683649616],[664.0118420128949,352.29784447018636]]",[],0,True,False,False,False,False,GREEN,[],"[""schema_version"", ""object_type"", ""population_role"", ""keypoint_frame"", ""physical_dimensions_m"", ""keypoint_annotations""]"
wood_183705:000275,000275,wood_183705,wood_183705,DEV_WOOD_POS45,DEV,wood_small_80x59x14,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/000275.json,data/pallet/raw_data/wood/selected/pallet_20260618_183705/000275.jpg,dd02841423cef33ee79040f766d06b509dce6b38adca3a2a0dc8b71be3f69840,1783644925800436357,2245,a74cbf625335c23e8d5d1e46d6c6e4e81e56badff5db88f45ca04123af42033f,66334f5f47e7691ad1d8e6e39b0118f5ff67089a6a863793d036528d212dc57a,True,1,MISSING_LEGACY,manual,0.8,0.14,0.59,0.8,0.14,0.59,False,null,"[[231.0,420.0],[631.0,451.0],[641.0,515.0],[259.0,477.0],[394.0,279.0],[719.0,295.0],[721.8909128464761,348.2511840950973],[408.6332290168023,334.06812354149235],[496.0253747438271,380.0091055532385]]",9,0,False,null,0,0,9,"[[0.9446116886167458,0.12234393056161641,0.30453361125392125,-0.28768238368042326],[0.05700746616011687,0.8526453036472564,-0.5193709030839916,-0.009076907022127685],[-0.3232010311410271,0.5079645153187496,0.7984442025879859,1.8626834390374847],[0.0,0.0,0.0,1.0]]",1.0,2.2715846453590022e-17,1.9827782041587523,1.55735797680824,4.080664705188179,4.6589541573803475,908.8597333333333,908.9547333333333,636.3943333333333,384.4384666666666,1280,720,SENSOR_PROFILE_SCALED,RealSense D435I 1920x1080 sensor profile scaled linearly by 2/3 to 1280x720; camera serial and distortion model unavailable in legacy JSON,1,"[[231.0,420.0],[631.0,451.0],[641.0,515.0],[259.0,477.0],[394.0,279.0],[719.0,295.0],[721.8909128464761,348.2511840950973],[408.6332290168023,334.06812354149235],[496.0253747438271,380.0091055532385]]",[],0,True,False,False,False,False,GREEN,[],"[""schema_version"", ""object_type"", ""population_role"", ""keypoint_frame"", ""physical_dimensions_m"", ""keypoint_annotations""]"
wood_183705:000335,000335,wood_183705,wood_183705,DEV_WOOD_POS45,DEV,wood_small_80x59x14,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/000335.json,data/pallet/raw_data/wood/selected/pallet_20260618_183705/000335.jpg,1dfd1c35c0ab6f2ce16ec0db1f78f37cec076b5d6f22296af2ab9897d026b8f1,1783644936505475493,2245,fba0599ed61ac828cea85bfb80dce3fdc4d6d727b1ca615edc67a8f49933d800,541132361b8677cb4341fc60e5a3b3da68327ca9c35ff396c0e3a0b1f78b41e0,True,1,MISSING_LEGACY,manual,0.8,0.14,0.59,0.8,0.14,0.59,False,null,"[[366.0,400.0],[863.0,374.0],[862.0,441.0],[392.0,460.0],[455.0,228.0],[833.0,204.0],[831.7923345982701,261.6689286207843],[470.38245609255665,285.50052546353163],[628.7424292502538,321.06329269382616]]",9,0,False,null,0,0,9,"[[0.9880324098115106,0.126199322126332,0.0886887154992866,-0.014459002747130625],[-0.04739987973145814,0.795572551003952,-0.604001297590086,-0.1197409210973412],[-0.14678286195432494,0.5925690231390083,0.7920332974393053,1.7173771712639982],[0.0,0.0,0.0,1.0]]",1.0,8.425712318954729e-17,1.2660734423090783,1.0233924742843055,2.6902839637702627,2.7720265313133154,908.8597333333333,908.9547333333333,636.3943333333333,384.4384666666666,1280,720,SENSOR_PROFILE_SCALED,RealSense D435I 1920x1080 sensor profile scaled linearly by 2/3 to 1280x720; camera serial and distortion model unavailable in legacy JSON,1,"[[366.0,400.0],[863.0,374.0],[862.0,441.0],[392.0,460.0],[455.0,228.0],[833.0,204.0],[831.7923345982701,261.6689286207843],[470.38245609255665,285.50052546353163],[628.7424292502538,321.06329269382616]]",[],0,True,False,False,False,False,GREEN,[],"[""schema_version"", ""object_type"", ""population_role"", ""keypoint_frame"", ""physical_dimensions_m"", ""keypoint_annotations""]"
wood_183705:000400,000400,wood_183705,wood_183705,DEV_WOOD_POS45,DEV,wood_small_80x59x14,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/000400.json,data/pallet/raw_data/wood/selected/pallet_20260618_183705/000400.jpg,d7434ed7bf59ca7ead0a5df003540a2a7b7817c58466d16bea56e20b6b3bdd8a,1783644948694520266,2244,e068cc03b4a9e2d33d2a19373d82203f887b046ce97b10a54db11dd2229c071e,e760a2f93d4c9e2e443352f946c34f7a679420a2bf483828d64e78fc811e400d,True,1,MISSING_LEGACY,manual,0.8,0.14,0.59,0.8,0.14,0.59,False,null,"[[302.0,422.0],[904.0,561.0],[887.0,618.0],[326.0,483.0],[477.0,170.0],[944.0,247.0],[925.1625387480134,310.76226094960816],[487.5473153681806,234.67835176056175],[647.4996260736353,359.6344267026394]]",9,0,False,null,0,0,9,"[[0.9571203696306574,0.02928555382147871,0.2882064440213698,0.016843452511310333],[0.19549462292413344,0.66888795567225,-0.7171964550695638,-0.03762043668755513],[-0.21378131453853627,0.7427861462722412,0.6344811190730644,1.3783972636488517],[0.0,0.0,0.0,1.0]]",0.9999999999999999,2.220446049250313e-16,1.5147896944886623,2.1130673110240323,2.519320942847355,3.4496092293092895,908.8597333333333,908.9547333333333,636.3943333333333,384.4384666666666,1280,720,SENSOR_PROFILE_SCALED,RealSense D435I 1920x1080 sensor profile scaled linearly by 2/3 to 1280x720; camera serial and distortion model unavailable in legacy JSON,1,"[[302.0,422.0],[904.0,561.0],[887.0,618.0],[326.0,483.0],[477.0,170.0],[944.0,247.0],[925.1625387480134,310.76226094960816],[487.5473153681806,234.67835176056175],[647.4996260736353,359.6344267026394]]",[],0,True,False,False,False,False,GREEN,[],"[""schema_version"", ""object_type"", ""population_role"", ""keypoint_frame"", ""physical_dimensions_m"", ""keypoint_annotations""]"
wood_183705:000460,000460,wood_183705,wood_183705,DEV_WOOD_POS45,DEV,wood_small_80x59x14,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/000460.json,data/pallet/raw_data/wood/selected/pallet_20260618_183705/000460.jpg,68937dd9dd3cc37229b98535aedd634a5d8e1c67e0dc817ce74734d7985a7fea,1783645007116737847,2336,2108c4284401c01fb9632e634b1775e6d64bbe9cdee895372ee0df419b17de8a,5603ff2fd0feccb07b14edcbeedd8394bcb48e319a0ea3a876614205bf7e8981,True,1,MISSING_LEGACY,manual,0.8,0.14,0.59,0.8,0.14,0.59,False,null,"[[317.0,342.0],[694.449929782867,777.6902164128047],[694.7409830470374,820.7497796002731],[339.0,399.0],[639.0,165.0],[1052.0,446.0],[1022.7982608044196,511.2013291510028],[637.112437427653,231.04390412439884],[657.0009074582374,421.4673622736801]]",9,0,False,null,0,0,9,"[[0.6414204343555086,0.05196093468287072,0.7654279114704877,0.028414140660726235],[0.5554749454945134,0.6567212661523132,-0.5100634896864993,0.05105240994535434],[-0.5291761628409369,0.7523411725076494,0.3923714424251048,1.2532101553344641],[0.0,0.0,0.0,1.0]]",0.9999999999999996,3.3306690738754696e-16,2.350714751443188,0.23883613469461035,5.830275432313458,6.217129287134717,908.8597333333333,908.9547333333333,636.3943333333333,384.4384666666666,1280,720,SENSOR_PROFILE_SCALED,RealSense D435I 1920x1080 sensor profile scaled linearly by 2/3 to 1280x720; camera serial and distortion model unavailable in legacy JSON,1,"[[317.0,342.0],[694.449929782867,777.6902164128047],[694.7409830470374,820.7497796002731],[339.0,399.0],[639.0,165.0],[1052.0,446.0],[1022.7982608044196,511.2013291510028],[637.112437427653,231.04390412439884],[657.0009074582374,421.4673622736801]]","[1, 2]",2,True,False,False,False,False,GREEN,[],"[""schema_version"", ""object_type"", ""population_role"", ""keypoint_frame"", ""physical_dimensions_m"", ""keypoint_annotations""]"
wood_183705:000521,000521,wood_183705,wood_183705,DEV_WOOD_POS45,DEV,wood_small_80x59x14,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/000521.json,data/pallet/raw_data/wood/selected/pallet_20260618_183705/000521.jpg,9ad065c36f9d86710c37abbba6dd0aea215b5b5843253a89e70592e6c8140895,1783645017908778552,2247,6b73f94b0dabde3f17840ec6527a7dd23313247888b0c9e52464c81bb5b52548,c216f0b70cb953215df3dcad47b8ed2e875956a32b317d7264b58119db43bdf6,True,1,MISSING_LEGACY,manual,0.59,0.14,0.8,0.8,0.14,0.59,False,null,"[[563.0,566.0],[992.0,446.0],[972.0,510.0],[571.0,630.0],[449.0,224.0],[752.0,166.0],[747.252342989475,226.83603838903758],[462.6530178265883,286.59212074325865],[679.5540502120615,350.94400365172106]]",9,0,False,null,0,0,9,"[[0.9497579515952477,0.029812175484930536,-0.3115623012728833,0.06992584504567188],[-0.23065962772271753,0.7395262956762431,-0.6323740935096814,-0.05426087127658024],[0.21155606708486654,0.6724671681176931,0.7092474450312485,1.4725023583111214],[0.0,0.0,0.0,1.0]]",1.0,2.220446049250313e-16,1.0878467849518396,1.196875160601843,2.415965715013721,2.810332838573913,908.8597333333333,908.9547333333333,636.3943333333333,384.4384666666666,1280,720,SENSOR_PROFILE_SCALED,RealSense D435I 1920x1080 sensor profile scaled linearly by 2/3 to 1280x720; camera serial and distortion model unavailable in legacy JSON,1,"[[563.0,566.0],[992.0,446.0],[972.0,510.0],[571.0,630.0],[449.0,224.0],[752.0,166.0],[747.252342989475,226.83603838903758],[462.6530178265883,286.59212074325865],[679.5540502120615,350.94400365172106]]",[],0,True,False,False,False,False,GREEN,[],"[""schema_version"", ""object_type"", ""population_role"", ""keypoint_frame"", ""physical_dimensions_m"", ""keypoint_annotations""]"
wood_183705:000586,000586,wood_183705,wood_183705,DEV_WOOD_POS45,DEV,wood_small_80x59x14,challenge/data/01_real/manual_gt/wood_pallet_20260618_183705_manual_gt/000586.json,data/pallet/raw_data/wood/selected/pallet_20260618_183705/000586.jpg,0fc86c65664317f4ea6c7bfa922ef3ff62566b34aafdc2a9aeafa33a99a68856,1783645026058809391,2247,e645c667e3af6a3d688498b61611210810cbdabccaff5ba28055964aebca9ceb,e5b9c4cb707f09cb0902b340cd299552d2034abb72221541546dd1acd911ea1f,True,1,MISSING_LEGACY,manual,0.59,0.14,0.8,0.8,0.14,0.59,False,null,"[[460.0,517.0],[1015.0,436.0],[1004.0,534.0],[482.0,620.0],[483.0,264.0],[811.0,216.0],[808.2064711199106,287.7366221136763],[500.731562107727,331.8122577960282],[685.9153694233431,367.8967476869121]]",9,0,False,null,0,0,9,"[[0.9881964718255273,0.10757330384111113,-0.10906748998802439,0.07272594190356178],[-0.14547790913032854,0.8820603981512499,-0.4481134141803013,-0.024286094261965187],[0.04799907318529899,0.45869100526821577,0.8872985127111315,1.3346940687573234],[0.0,0.0,0.0,1.0]]",0.9999999999999999,3.536376070863976e-17,2.3540531305159766,1.9433515494521385,4.54048052284759,4.827126466939048,908.8597333333333,908.9547333333333,636.3943333333333,384.4384666666666,1280,720,SENSOR_PROFILE_SCALED,RealSense D435I 1920x1080 sensor profile scaled linearly by 2/3 to 1280x720; camera serial and distortion model unavailable in legacy JSON,1,"[[460.0,517.0],[1015.0,436.0],[1004.0,534.0],[482.0,620.0],[483.0,264.0],[811.0,216.0],[808.2064711199106,287.7366221136763],[500.731562107727,331.8122577960282],[685.9153694233431,367.8967476869121]]",[],0,True,False,False,False,False,GREEN,[],"[""schema_version"", ""object_type"", ""population_role"", ""keypoint_frame"", ""physical_dimensions_m"", ""keypoint_annotations""]"
