arm,frame_id,domain,session,object_type,detection_count,confidence,expected_parity,selected_parity,parity_correct,paper_eligible,gt_used_for_parity,gt_used_for_selection,keypoint_source,pnp_solved,pose_valid,restricted_adds_error_m,restricted_adds_normalized,rotation_error_deg,translation_error_m,yaw_error_deg
A1_GT_PARITY_ORACLE,1778653006783606016,DAY,eval_cad,plastic_standard_110x130x11,3,0.964687168598175,short-face-front,short-face-front,True,False,True,False,PREDICTION_CACHE.keypoints_xy,True,True,0.023408973034022337,0.013717634249712118,1.4712422635743136,0.016706714468402835,0.8530860972901321
A2_BEST_OF_TWO_ORACLE,1778653006783606016,DAY,eval_cad,plastic_standard_110x130x11,3,0.964687168598175,short-face-front,short-face-front,True,False,False,True,PREDICTION_CACHE.keypoints_xy,True,True,0.023408973034022337,0.013717634249712118,1.4712422635743136,0.016706714468402835,0.8530860972901321
A3_GT_V2_KEYPOINT_ANNOTATIONS_REPLAY,1778653006783606016,DAY,eval_cad,plastic_standard_110x130x11,3,0.964687168598175,short-face-front,short-face-front,True,False,True,False,GT-v2 keypoint_annotations.xy,True,True,5.174983026963491e-10,3.032534759606043e-10,1.2074182697257333e-06,2.9265646256824334e-10,1.8749399590458696e-08
A4_WRONG_OBJECT_DIMENSION_CONTROL,1778653006783606016,DAY,eval_cad,plastic_standard_110x130x11,3,0.964687168598175,short-face-front,short-face-front,True,False,False,False,PREDICTION_CACHE.keypoints_xy,True,True,1.3145208257831311,0.7703078591066282,87.84862183370784,0.7059956764835171,87.84600092718229
A0_CURRENT_SELECTOR,1778653007724386048,DAY,eval_cad,plastic_standard_110x130x11,1,0.9666306376457214,short-face-front,short-face-front,True,True,False,False,PREDICTION_CACHE.keypoints_xy,True,True,0.032872368221831705,0.019263174148373304,2.522666504948292,0.020528235429031882,0.9446735179293642
A1_GT_PARITY_ORACLE,1778653007724386048,DAY,eval_cad,plastic_standard_110x130x11,1,0.9666306376457214,short-face-front,short-face-front,True,False,True,False,PREDICTION_CACHE.keypoints_xy,True,True,0.032872368221831705,0.019263174148373304,2.522666504948292,0.020528235429031882,0.9446735179293642
A2_BEST_OF_TWO_ORACLE,1778653007724386048,DAY,eval_cad,plastic_standard_110x130x11,1,0.9666306376457214,short-face-front,short-face-front,True,False,False,True,PREDICTION_CACHE.keypoints_xy,True,True,0.032872368221831705,0.019263174148373304,2.522666504948292,0.020528235429031882,0.9446735179293642
A3_GT_V2_KEYPOINT_ANNOTATIONS_REPLAY,1778653007724386048,DAY,eval_cad,plastic_standard_110x130x11,1,0.9666306376457214,short-face-front,short-face-front,True,False,True,False,GT-v2 keypoint_annotations.xy,True,True,6.401971147920097e-09,3.751548543233447e-09,1.7075472925031877e-06,5.299650056260161e-09,3.235082613282882e-08
A4_WRONG_OBJECT_DIMENSION_CONTROL,1778653007724386048,DAY,eval_cad,plastic_standard_110x130x11,1,0.9666306376457214,short-face-front,short-face-front,True,False,False,False,PREDICTION_CACHE.keypoints_xy,True,True,1.3175175254778542,0.7720639220620039,88.53494446673524,0.6842955857584163,88.52304619189294
A0_CURRENT_SELECTOR,1778653017736058368,DAY,eval_cad,plastic_standard_110x130x11,4,0.89520663022995,long-face-front,long-face-front,True,True,False,False,PREDICTION_CACHE.keypoints_xy,True,True,0.022418562782805754,0.013137254855724664,1.3052500200623771,0.01879434865825301,0.40231652092452996
A1_GT_PARITY_ORACLE,1778653017736058368,DAY,eval_cad,plastic_standard_110x130x11,4,0.89520663022995,long-face-front,long-face-front,True,False,True,False,PREDICTION_CACHE.keypoints_xy,True,True,0.022418562782805754,0.013137254855724664,1.3052500200623771,0.01879434865825301,0.40231652092452996
A2_BEST_OF_TWO_ORACLE,1778653017736058368,DAY,eval_cad,plastic_standard_110x130x11,4,0.89520663022995,long-face-front,long-face-front,True,False,False,True,PREDICTION_CACHE.keypoints_xy,True,True,0.022418562782805754,0.013137254855724664,1.3052500200623771,0.01879434865825301,0.40231652092452996
A3_GT_V2_KEYPOINT_ANNOTATIONS_REPLAY,1778653017736058368,DAY,eval_cad,plastic_standard_110x130x11,4,0.89520663022995,long-face-front,long-face-front,True,False,True,False,GT-v2 keypoint_annotations.xy,True,True,2.6894292538217964e-05,1.576002791356301e-05,0.0010371898636742656,2.4468470471998653e-05,0.00029632203677450885
A4_WRONG_OBJECT_DIMENSION_CONTROL,1778653017736058368,DAY,eval_cad,plastic_standard_110x130x11,4,0.89520663022995,long-face-front,long-face-front,True,False,False,False,PREDICTION_CACHE.keypoints_xy,True,True,1.297513603068339,0.7603416439947631,88.31061131313542,0.6429275827956367,88.28003263569022
A0_CURRENT_SELECTOR,1778653018878592768,DAY,eval_cad,plastic_standard_110x130x11,4,0.7209910154342651,long-face-front,long-face-front,True,True,False,False,PREDICTION_CACHE.keypoints_xy,True,True,0.02300088086874867,0.013478492658354777,1.0919286926895524,0.01746600896176707,1.0187182037492613
A1_GT_PARITY_ORACLE,1778653018878592768,DAY,eval_cad,plastic_standard_110x130x11,4,0.7209910154342651,long-face-front,long-face-front,True,False,True,False,PREDICTION_CACHE.keypoints_xy,True,True,0.02300088086874867,0.013478492658354777,1.0919286926895524,0.01746600896176707,1.0187182037492613
A2_BEST_OF_TWO_ORACLE,1778653018878592768,DAY,eval_cad,plastic_standard_110x130x11,4,0.7209910154342651,long-face-front,long-face-front,True,False,False,True,PREDICTION_CACHE.keypoints_xy,True,True,0.02300088086874867,0.013478492658354777,1.0919286926895524,0.01746600896176707,1.0187182037492613
A3_GT_V2_KEYPOINT_ANNOTATIONS_REPLAY,1778653018878592768,DAY,eval_cad,plastic_standard_110x130x11,4,0.7209910154342651,long-face-front,long-face-front,True,False,True,False,GT-v2 keypoint_annotations.xy,True,True,1.7211725822708131e-09,1.0086053723889743e-09,0.0,9.731864073055518e-10,4.329990763047855e-08
A4_WRONG_OBJECT_DIMENSION_CONTROL,1778653018878592768,DAY,eval_cad,plastic_standard_110x130x11,4,0.7209910154342651,long-face-front,long-face-front,True,False,False,False,PREDICTION_CACHE.keypoints_xy,True,True,1.305225351331996,0.7648607205878691,89.72060466253727,0.6108028811706675,89.66026607088632
A0_CURRENT_SELECTOR,1778653029965134592,DAY,eval_cad,plastic_standard_110x130x11,2,0.9549383521080017,short-face-front,short-face-front,True,True,False,False,PREDICTION_CACHE.keypoints_xy,True,True,0.043536264876590305,0.025512206678510375,2.9423760786176376,0.02678588419964701,2.1486398617571623
A1_GT_PARITY_ORACLE,1778653029965134592,DAY,eval_cad,plastic_standard_110x130x11,2,0.9549383521080017,short-face-front,short-face-front,True,False,True,False,PREDICTION_CACHE.keypoints_xy,True,True,0.043536264876590305,0.025512206678510375,2.9423760786176376,0.02678588419964701,2.1486398617571623
A2_BEST_OF_TWO_ORACLE,1778653029965134592,DAY,eval_cad,plastic_standard_110x130x11,2,0.9549383521080017,short-face-front,short-face-front,True,False,False,True,PREDICTION_CACHE.keypoints_xy,True,True,0.043536264876590305,0.025512206678510375,2.9423760786176376,0.02678588419964701,2.1486398617571623
A3_GT_V2_KEYPOINT_ANNOTATIONS_REPLAY,1778653029965134592,DAY,eval_cad,plastic_standard_110x130x11,2,0.9549383521080017,short-face-front,short-face-front,True,False,True,False,GT-v2 keypoint_annotations.xy,True,True,4.373233571320216e-06,2.5627103988177377e-06,0.00015588326330829682,4.227506551750249e-06,6.507380417057798e-05
A4_WRONG_OBJECT_DIMENSION_CONTROL,1778653029965134592,DAY,eval_cad,plastic_standard_110x130x11,2,0.9549383521080017,short-face-front,short-face-front,True,False,False,False,PREDICTION_CACHE.keypoints_xy,True,True,1.2987273347289225,0.7610528895061738,86.51822076057447,0.6982976648605494,86.503410355523
A0_CURRENT_SELECTOR,1778653030032337920,DAY,eval_cad,plastic_standard_110x130x11,1,0.9560906887054443,short-face-front,short-face-front,True,True,False,False,PREDICTION_CACHE.keypoints_xy,True,True,0.049253394389609594,0.02886243872430968,2.514148252588805,0.045307817339705604,1.4205975116896012
A1_GT_PARITY_ORACLE,1778653030032337920,DAY,eval_cad,plastic_standard_110x130x11,1,0.9560906887054443,short-face-front,short-face-front,True,False,True,False,PREDICTION_CACHE.keypoints_xy,True,True,0.049253394389609594,0.02886243872430968,2.514148252588805,0.045307817339705604,1.4205975116896012
A2_BEST_OF_TWO_ORACLE,1778653030032337920,DAY,eval_cad,plastic_standard_110x130x11,1,0.9560906887054443,short-face-front,short-face-front,True,False,False,True,PREDICTION_CACHE.keypoints_xy,True,True,0.049253394389609594,0.02886243872430968,2.514148252588805,0.045307817339705604,1.4205975116896012
A3_GT_V2_KEYPOINT_ANNOTATIONS_REPLAY,1778653030032337920,DAY,eval_cad,plastic_standard_110x130x11,1,0.9560906887054443,short-face-front,short-face-front,True,False,True,False,GT-v2 keypoint_annotations.xy,True,True,1.076594848577725e-09,6.30883479871129e-10,0.0,7.43510731426382e-10,2.157161861792773e-08
A4_WRONG_OBJECT_DIMENSION_CONTROL,1778653030032337920,DAY,eval_cad,plastic_standard_110x130x11,1,0.9560906887054443,short-face-front,short-face-front,True,False,False,False,PREDICTION_CACHE.keypoints_xy,True,True,1.3010272469357176,0.7624006357064624,87.20363850711352,0.6880830447109922,87.17733294164901
A0_CURRENT_SELECTOR,1778653030099587072,DAY,eval_cad,plastic_standard_110x130x11,5,0.9581074118614197,short-face-front,short-face-front,True,True,False,False,PREDICTION_CACHE.keypoints_xy,True,True,0.03846340897374039,0.02253951830915515,2.411090224884333,0.027994614606960257,1.705261900350059
A1_GT_PARITY_ORACLE,1778653030099587072,DAY,eval_cad,plastic_standard_110x130x11,5,0.9581074118614197,short-face-front,short-face-front,True,False,True,False,PREDICTION_CACHE.keypoints_xy,True,True,0.03846340897374039,0.02253951830915515,2.411090224884333,0.027994614606960257,1.705261900350059
A2_BEST_OF_TWO_ORACLE,1778653030099587072,DAY,eval_cad,plastic_standard_110x130x11,5,0.9581074118614197,short-face-front,short-face-front,True,False,False,True,PREDICTION_CACHE.keypoints_xy,True,True,0.03846340897374039,0.02253951830915515,2.411090224884333,0.027994614606960257,1.705261900350059
A3_GT_V2_KEYPOINT_ANNOTATIONS_REPLAY,1778653030099587072,DAY,eval_cad,plastic_standard_110x130x11,5,0.9581074118614197,short-face-front,short-face-front,True,False,True,False,GT-v2 keypoint_annotations.xy,True,True,4.930959629617713e-10,2.8895372984061676e-10,0.0,3.456021445461385e-10,1.188185073811558e-08
A4_WRONG_OBJECT_DIMENSION_CONTROL,1778653030099587072,DAY,eval_cad,plastic_standard_110x130x11,5,0.9581074118614197,short-face-front,short-face-front,True,False,False,False,PREDICTION_CACHE.keypoints_xy,True,True,1.3031306779913114,0.7636332441531545,86.8759137948697,0.7036868285594291,86.86005878593815
A0_CURRENT_SELECTOR,1778653030166875904,DAY,eval_cad,plastic_standard_110x130x11,4,0.9576386213302612,short-face-front,short-face-front,True,True,False,False,PREDICTION_CACHE.keypoints_xy,True,True,0.043965749282278324,0.025763884100865494,3.1641406879726346,0.031011719054867774,1.9561936665234558
A1_GT_PARITY_ORACLE,1778653030166875904,DAY,eval_cad,plastic_standard_110x130x11,4,0.9576386213302612,short-face-front,short-face-front,True,False,True,False,PREDICTION_CACHE.keypoints_xy,True,True,0.043965749282278324,0.025763884100865494,3.1641406879726346,0.031011719054867774,1.9561936665234558
A2_BEST_OF_TWO_ORACLE,1778653030166875904,DAY,eval_cad,plastic_standard_110x130x11,4,0.9576386213302612,short-face-front,short-face-front,True,False,False,True,PREDICTION_CACHE.keypoints_xy,True,True,0.043965749282278324,0.025763884100865494,3.1641406879726346,0.031011719054867774,1.9561936665234558
A3_GT_V2_KEYPOINT_ANNOTATIONS_REPLAY,1778653030166875904,DAY,eval_cad,plastic_standard_110x130x11,4,0.9576386213302612,short-face-front,short-face-front,True,False,True,False,GT-v2 keypoint_annotations.xy,True,True,1.2034535174797535e-05,7.052225300667171e-06,0.0002946347989521904,1.151522802353234e-05,0.00027963615754768566
A4_WRONG_OBJECT_DIMENSION_CONTROL,1778653030166875904,DAY,eval_cad,plastic_standard_110x130x11,4,0.9576386213302612,short-face-front,short-face-front,True,False,False,False,PREDICTION_CACHE.keypoints_xy,True,True,1.3030910672138696,0.7636100322780968,86.65620702507191,0.7045639989972877,86.61965121249708
A0_CURRENT_SELECTOR,1778653030233998336,DAY,eval_cad,plastic_standard_110x130x11,3,0.9556998014450073,short-face-front,short-face-front,True,True,False,False,PREDICTION_CACHE.keypoints_xy,True,True,0.03209193925619121,0.018805843572914992,2.1988489189235616,0.019114499381277555,1.521571582017727
A1_GT_PARITY_ORACLE,1778653030233998336,DAY,eval_cad,plastic_standard_110x130x11,3,0.9556998014450073,short-face-front,short-face-front,True,False,True,False,PREDICTION_CACHE.keypoints_xy,True,True,0.03209193925619121,0.018805843572914992,2.1988489189235616,0.019114499381277555,1.521571582017727
A2_BEST_OF_TWO_ORACLE,1778653030233998336,DAY,eval_cad,plastic_standard_110x130x11,3,0.9556998014450073,short-face-front,short-face-front,True,False,False,True,PREDICTION_CACHE.keypoints_xy,True,True,0.03209193925619121,0.018805843572914992,2.1988489189235616,0.019114499381277555,1.521571582017727
A3_GT_V2_KEYPOINT_ANNOTATIONS_REPLAY,1778653030233998336,DAY,eval_cad,plastic_standard_110x130x11,3,0.9556998014450073,short-face-front,short-face-front,True,False,True,False,GT-v2 keypoint_annotations.xy,True,True,1.5937440108294406e-05,9.339323598883614e-06,0.0004839398097579318,1.5728000158157364e-05,0.0002022282145389436
A4_WRONG_OBJECT_DIMENSION_CONTROL,1778653030233998336,DAY,eval_cad,plastic_standard_110x130x11,3,0.9556998014450073,short-face-front,short-face-front,True,False,False,False,PREDICTION_CACHE.keypoints_xy,True,True,1.3120831767302195,0.768879399255425,87.05880895243253,0.7197090330656118,87.04941779705764
A0_CURRENT_SELECTOR,1778653030939714816,DAY,eval_cad,plastic_standard_110x130x11,1,0.9598208665847778,short-face-front,short-face-front,True,True,False,False,PREDICTION_CACHE.keypoints_xy,True,True,0.030324597247454014,0.01777018296384971,2.71443793890023,0.007928300023174462,1.325729949160365
A1_GT_PARITY_ORACLE,1778653030939714816,DAY,eval_cad,plastic_standard_110x130x11,1,0.9598208665847778,short-face-front,short-face-front,True,False,True,False,PREDICTION_CACHE.keypoints_xy,True,True,0.030324597247454014,0.01777018296384971,2.71443793890023,0.007928300023174462,1.325729949160365
A2_BEST_OF_TWO_ORACLE,1778653030939714816,DAY,eval_cad,plastic_standard_110x130x11,1,0.9598208665847778,short-face-front,short-face-front,True,False,False,True,PREDICTION_CACHE.keypoints_xy,True,True,0.030324597247454014,0.01777018296384971,2.71443793890023,0.007928300023174462,1.325729949160365
A3_GT_V2_KEYPOINT_ANNOTATIONS_REPLAY,1778653030939714816,DAY,eval_cad,plastic_standard_110x130x11,1,0.9598208665847778,short-face-front,short-face-front,True,False,True,False,GT-v2 keypoint_annotations.xy,True,True,1.2151584704034636e-08,7.1208162050542165e-09,1.2074182697257333e-06,7.683980655117196e-09,3.2564221555105257e-07
A4_WRONG_OBJECT_DIMENSION_CONTROL,1778653030939714816,DAY,eval_cad,plastic_standard_110x130x11,1,0.9598208665847778,short-face-front,short-face-front,True,False,False,False,PREDICTION_CACHE.keypoints_xy,True,True,1.3169786077528607,0.77174811682649,87.47081850606537,0.7237124613049035,87.46133618744074
A0_CURRENT_SELECTOR,1778653031275751936,DAY,eval_cad,plastic_standard_110x130x11,2,0.9635635614395142,short-face-front,short-face-front,True,True,False,False,PREDICTION_CACHE.keypoints_xy,True,True,0.024423205025090454,0.014311973158882075,1.8549938349038932,0.01668791289297554,1.034978928368985
A1_GT_PARITY_ORACLE,1778653031275751936,DAY,eval_cad,plastic_standard_110x130x11,2,0.9635635614395142,short-face-front,short-face-front,True,False,True,False,PREDICTION_CACHE.keypoints_xy,True,True,0.024423205025090454,0.014311973158882075,1.8549938349038932,0.01668791289297554,1.034978928368985
A2_BEST_OF_TWO_ORACLE,1778653031275751936,DAY,eval_cad,plastic_standard_110x130x11,2,0.9635635614395142,short-face-front,short-face-front,True,False,False,True,PREDICTION_CACHE.keypoints_xy,True,True,0.024423205025090454,0.014311973158882075,1.8549938349038932,0.01668791289297554,1.034978928368985
A3_GT_V2_KEYPOINT_ANNOTATIONS_REPLAY,1778653031275751936,DAY,eval_cad,plastic_standard_110x130x11,2,0.9635635614395142,short-face-front,short-face-front,True,False,True,False,GT-v2 keypoint_annotations.xy,True,True,2.2957900500805037e-07,1.3453306206710276e-07,6.502146373618259e-06,2.29164122538645e-07,9.851569385724594e-07
A4_WRONG_OBJECT_DIMENSION_CONTROL,1778653031275751936,DAY,eval_cad,plastic_standard_110x130x11,2,0.9635635614395142,short-face-front,short-face-front,True,False,False,False,PREDICTION_CACHE.keypoints_xy,True,True,1.3246963957119706,0.7762707326749526,88.06479660372212,0.7253176596291395,88.06168426902698
A0_CURRENT_SELECTOR,1778653033056483584,DAY,eval_cad,plastic_standard_110x130x11,2,0.9676008820533752,short-face-front,short-face-front,True,True,False,False,PREDICTION_CACHE.keypoints_xy,True,True,0.025838613114775394,0.015141400851423847,0.8501887401624075,0.02487717663962952,0.5193014040564818
A1_GT_PARITY_ORACLE,1778653033056483584,DAY,eval_cad,plastic_standard_110x130x11,2,0.9676008820533752,short-face-front,short-face-front,True,False,True,False,PREDICTION_CACHE.keypoints_xy,True,True,0.025838613114775394,0.015141400851423847,0.8501887401624075,0.02487717663962952,0.5193014040564818
A2_BEST_OF_TWO_ORACLE,1778653033056483584,DAY,eval_cad,plastic_standard_110x130x11,2,0.9676008820533752,short-face-front,short-face-front,True,False,False,True,PREDICTION_CACHE.keypoints_xy,True,True,0.025838613114775394,0.015141400851423847,0.8501887401624075,0.02487717663962952,0.5193014040564818
A3_GT_V2_KEYPOINT_ANNOTATIONS_REPLAY,1778653033056483584,DAY,eval_cad,plastic_standard_110x130x11,2,0.9676008820533752,short-face-front,short-face-front,True,False,True,False,GT-v2 keypoint_annotations.xy,True,True,7.94662269241127e-06,4.6567127680709496e-06,0.0004298816015889737,7.229453366643736e-06,0.00014755937900459424
A4_WRONG_OBJECT_DIMENSION_CONTROL,1778653033056483584,DAY,eval_cad,plastic_standard_110x130x11,2,0.9676008820533752,short-face-front,short-face-front,True,False,False,False,PREDICTION_CACHE.keypoints_xy,True,True,1.3236706442810613,0.7756696433858205,89.41423886324053,0.6813872894754502,89.39550306059657
A0_CURRENT_SELECTOR,1778653041187027200,DAY,eval_cad,plastic_standard_110x130x11,4,0.9428917169570923,long-face-front,long-face-front,True,True,False,False,PREDICTION_CACHE.keypoints_xy,True,True,0.04288223950803745,0.025128948481629977,3.65567878404022,0.026602774999076446,1.0174442457819655
A1_GT_PARITY_ORACLE,1778653041187027200,DAY,eval_cad,plastic_standard_110x130x11,4,0.9428917169570923,long-face-front,long-face-front,True,False,True,False,PREDICTION_CACHE.keypoints_xy,True,True,0.04288223950803745,0.025128948481629977,3.65567878404022,0.026602774999076446,1.0174442457819655
A2_BEST_OF_TWO_ORACLE,1778653041187027200,DAY,eval_cad,plastic_standard_110x130x11,4,0.9428917169570923,long-face-front,long-face-front,True,False,False,True,PREDICTION_CACHE.keypoints_xy,True,True,0.04288223950803745,0.025128948481629977,3.65567878404022,0.026602774999076446,1.0174442457819655
A3_GT_V2_KEYPOINT_ANNOTATIONS_REPLAY,1778653041187027200,DAY,eval_cad,plastic_standard_110x130x11,4,0.9428917169570923,long-face-front,long-face-front,True,False,True,False,GT-v2 keypoint_annotations.xy,True,True,2.082167550063273e-09,1.220148054204464e-09,0.0,1.3423014567042356e-09,3.368774051999279e-08
A4_WRONG_OBJECT_DIMENSION_CONTROL,1778653041187027200,DAY,eval_cad,plastic_standard_110x130x11,4,0.9428917169570923,long-face-front,long-face-front,True,False,False,False,PREDICTION_CACHE.keypoints_xy,True,True,1.3224369961207283,0.7749467268259319,90.00855030482344,0.6680517624707477,89.98756374525222
A0_CURRENT_SELECTOR,1778653055734035712,DAY,eval_cad,plastic_standard_110x130x11,1,0.9294889569282532,short-face-front,short-face-front,True,True,False,False,PREDICTION_CACHE.keypoints_xy,True,True,0.02011406759123593,0.011786823031046568,1.3286700632180866,0.010933039583784334,1.0851994193891639
A1_GT_PARITY_ORACLE,1778653055734035712,DAY,eval_cad,plastic_standard_110x130x11,1,0.9294889569282532,short-face-front,short-face-front,True,False,True,False,PREDICTION_CACHE.keypoints_xy,True,True,0.02011406759123593,0.011786823031046568,1.3286700632180866,0.010933039583784334,1.0851994193891639
A2_BEST_OF_TWO_ORACLE,1778653055734035712,DAY,eval_cad,plastic_standard_110x130x11,1,0.9294889569282532,short-face-front,short-face-front,True,False,False,True,PREDICTION_CACHE.keypoints_xy,True,True,0.02011406759123593,0.011786823031046568,1.3286700632180866,0.010933039583784334,1.0851994193891639
A3_GT_V2_KEYPOINT_ANNOTATIONS_REPLAY,1778653055734035712,DAY,eval_cad,plastic_standard_110x130x11,1,0.9294889569282532,short-face-front,short-face-front,True,False,True,False,GT-v2 keypoint_annotations.xy,True,True,6.567485140750829e-08,3.8485395737054626e-08,2.9575586669421963e-06,6.049038421110957e-08,1.1244898237991157e-07
A4_WRONG_OBJECT_DIMENSION_CONTROL,1778653055734035712,DAY,eval_cad,plastic_standard_110x130x11,1,0.9294889569282532,short-face-front,short-face-front,True,False,False,False,PREDICTION_CACHE.keypoints_xy,True,True,1.336072977360279,0.7829373978822074,89.94259432901917,0.7189704341780283,89.93983788735196
A0_CURRENT_SELECTOR,1778653055801377280,DAY,eval_cad,plastic_standard_110x130x11,1,0.9634600877761841,short-face-front,short-face-front,True,True,False,False,PREDICTION_CACHE.keypoints_xy,True,True,0.03895552299155775,0.02282789662014571,2.347723463439517,0.03014955986476953,0.2629517102773503
A1_GT_PARITY_ORACLE,1778653055801377280,DAY,eval_cad,plastic_standard_110x130x11,1,0.9634600877761841,short-face-front,short-face-front,True,False,True,False,PREDICTION_CACHE.keypoints_xy,True,True,0.03895552299155775,0.02282789662014571,2.347723463439517,0.03014955986476953,0.2629517102773503
A2_BEST_OF_TWO_ORACLE,1778653055801377280,DAY,eval_cad,plastic_standard_110x130x11,1,0.9634600877761841,short-face-front,short-face-front,True,False,False,True,PREDICTION_CACHE.keypoints_xy,True,True,0.03895552299155775,0.02282789662014571,2.347723463439517,0.03014955986476953,0.2629517102773503
A3_GT_V2_KEYPOINT_ANNOTATIONS_REPLAY,1778653055801377280,DAY,eval_cad,plastic_standard_110x130x11,1,0.9634600877761841,short-face-front,short-face-front,True,False,True,False,GT-v2 keypoint_annotations.xy,True,True,1.0640702755335464e-06,6.23544092880331e-07,6.03346800649083e-05,8.27324409249601e-07,3.2961635826743264e-05
A4_WRONG_OBJECT_DIMENSION_CONTROL,1778653055801377280,DAY,eval_cad,plastic_standard_110x130x11,1,0.9634600877761841,short-face-front,short-face-front,True,False,False,False,PREDICTION_CACHE.keypoints_xy,True,True,1.3389266133449136,0.7846096256498305,89.2716700145029,0.7490342516465225,89.22408190172567
A0_CURRENT_SELECTOR,1778653055868669952,DAY,eval_cad,plastic_standard_110x130x11,2,0.965675413608551,short-face-front,short-face-front,True,True,False,False,PREDICTION_CACHE.keypoints_xy,True,True,0.02177042830797214,0.012757448716537143,1.6008523566940867,0.016250393583373036,0.0722837651025606
A1_GT_PARITY_ORACLE,1778653055868669952,DAY,eval_cad,plastic_standard_110x130x11,2,0.965675413608551,short-face-front,short-face-front,True,False,True,False,PREDICTION_CACHE.keypoints_xy,True,True,0.02177042830797214,0.012757448716537143,1.6008523566940867,0.016250393583373036,0.0722837651025606
A2_BEST_OF_TWO_ORACLE,1778653055868669952,DAY,eval_cad,plastic_standard_110x130x11,2,0.965675413608551,short-face-front,short-face-front,True,False,False,True,PREDICTION_CACHE.keypoints_xy,True,True,0.02177042830797214,0.012757448716537143,1.6008523566940867,0.016250393583373036,0.0722837651025606
A3_GT_V2_KEYPOINT_ANNOTATIONS_REPLAY,1778653055868669952,DAY,eval_cad,plastic_standard_110x130x11,2,0.965675413608551,short-face-front,short-face-front,True,False,True,False,GT-v2 keypoint_annotations.xy,True,True,1.200962005787059e-08,7.037625067637047e-09,0.0,1.1328018635180236e-08,8.343271464820084e-08
A4_WRONG_OBJECT_DIMENSION_CONTROL,1778653055868669952,DAY,eval_cad,plastic_standard_110x130x11,2,0.965675413608551,short-face-front,short-face-front,True,False,False,False,PREDICTION_CACHE.keypoints_xy,True,True,1.3286462219139175,0.7785853267884786,88.92426609983141,0.7348807882985429,88.9047255356278
A0_CURRENT_SELECTOR,1778653056137140480,DAY,eval_cad,plastic_standard_110x130x11,1,0.9644978046417236,short-face-front,short-face-front,True,True,False,False,PREDICTION_CACHE.keypoints_xy,True,True,0.03622916955090681,0.021230256293082304,2.952971262888266,0.019354929306225573,1.1539989625854972
A1_GT_PARITY_ORACLE,1778653056137140480,DAY,eval_cad,plastic_standard_110x130x11,1,0.9644978046417236,short-face-front,short-face-front,True,False,True,False,PREDICTION_CACHE.keypoints_xy,True,True,0.03622916955090681,0.021230256293082304,2.952971262888266,0.019354929306225573,1.1539989625854972
A2_BEST_OF_TWO_ORACLE,1778653056137140480,DAY,eval_cad,plastic_standard_110x130x11,1,0.9644978046417236,short-face-front,short-face-front,True,False,False,True,PREDICTION_CACHE.keypoints_xy,True,True,0.03622916955090681,0.021230256293082304,2.952971262888266,0.019354929306225573,1.1539989625854972
A3_GT_V2_KEYPOINT_ANNOTATIONS_REPLAY,1778653056137140480,DAY,eval_cad,plastic_standard_110x130x11,1,0.9644978046417236,short-face-front,short-face-front,True,False,True,False,GT-v2 keypoint_annotations.xy,True,True,2.737071457608237e-05,1.60392107403546e-05,0.0020580025580000556,1.7370928783350608e-05,0.0009872725841644431
A4_WRONG_OBJECT_DIMENSION_CONTROL,1778653056137140480,DAY,eval_cad,plastic_standard_110x130x11,1,0.9644978046417236,short-face-front,short-face-front,True,False,False,False,PREDICTION_CACHE.keypoints_xy,True,True,1.3528466760312936,0.7927667681433223,89.46675235767174,0.7638370913023509,89.45191399032097
A0_CURRENT_SELECTOR,1778652124170068224,DAY,eval_pallet07,plastic_standard_110x130x11,3,0.9187749028205872,short-face-front,long-face-front,False,True,False,False,PREDICTION_CACHE.keypoints_xy,True,True,1.190979190084683,0.6979125869748933,88.53255195364984,0.1056162548705349,88.5279217870752
A1_GT_PARITY_ORACLE,1778652124170068224,DAY,eval_pallet07,plastic_standard_110x130x11,3,0.9187749028205872,short-face-front,short-face-front,True,False,True,False,PREDICTION_CACHE.keypoints_xy,True,True,0.09815344708626307,0.05751781957802839,1.8453206629074879,0.0959064646499227,1.31704220857496
A2_BEST_OF_TWO_ORACLE,1778652124170068224,DAY,eval_pallet07,plastic_standard_110x130x11,3,0.9187749028205872,short-face-front,short-face-front,True,False,False,True,PREDICTION_CACHE.keypoints_xy,True,True,0.09815344708626307,0.05751781957802839,1.8453206629074879,0.0959064646499227,1.31704220857496
A3_GT_V2_KEYPOINT_ANNOTATIONS_REPLAY,1778652124170068224,DAY,eval_pallet07,plastic_standard_110x130x11,3,0.9187749028205872,short-face-front,short-face-front,True,False,True,False,GT-v2 keypoint_annotations.xy,True,True,1.1540032010647271e-07,6.762446952369716e-08,5.399738656763835e-06,9.950121887435574e-08,3.831615455460084e-06
A4_WRONG_OBJECT_DIMENSION_CONTROL,1778652124170068224,DAY,eval_pallet07,plastic_standard_110x130x11,3,0.9187749028205872,short-face-front,long-face-front,False,False,False,False,PREDICTION_CACHE.keypoints_xy,True,True,0.787311587595048,0.4613637848825055,2.627617805288567,0.7867682183884187,1.7129841608571428
