arm,stem,detected,fixed_px,c4_px,best_deg,n_vis,err_0,err_90,err_180,err_270
F0,capture_20260902_kimjihoon_manual_gt__002689,1,2.2466346633955663,2.2466346633955663,0,9,2.2466346633955663,85.13973874105471,94.22100194282318,88.37378649224752
F0,capture_20260902_kimjihoon_manual_gt__002809,1,2.0343636865615515,2.0343636865615515,0,9,2.0343636865615515,85.97309065374466,93.58886384664615,88.66044947189893
F0,capture_20260902_kimjihoon_manual_gt__002929,1,0.7869359098908421,0.7869359098908421,0,9,0.7869359098908421,83.12974089282108,90.05068493406303,83.58977900873896
F0,capture_20260902_kimjihoon_manual_gt__003129,1,2.696177763927957,2.696177763927957,0,9,2.696177763927957,187.13196281220743,217.30271278180481,184.83961228824862
F0,capture_20260902_kimjihoon_manual_gt__003249,1,16.618580837259096,16.618580837259096,0,7,16.618580837259096,350.32673394469754,227.06161885225293,345.8510032913547
F0,capture_20260902_kimjihoon_manual_gt__003369,1,2.187540281686388,2.187540281686388,0,9,2.187540281686388,125.59455606299929,150.93223447411435,124.78749632053801
F0,capture_20260902_kimjihoon_manual_gt__003489,1,1.8012323329196667,1.8012323329196667,0,9,1.8012323329196667,83.39592226615326,143.59035591157325,82.22372204114738
F0,capture_20260902_kimjihoon_manual_gt__003609,0,nan,nan,-1,9,,,,
F0,capture_20260902_kimjihoon_manual_gt__003729,1,4.020388150904781,4.020388150904781,0,9,4.020388150904781,146.46636801584788,238.03523277750844,148.14287847734434
F0,capture_20260902_kimjihoon_manual_gt__003849,1,4.769335538921886,4.769335538921886,0,9,4.769335538921886,269.5159136425413,396.3082374676371,265.7496418439629
F0,capture_20260902_kimjihoon_manual_gt__004009,1,2.2312065771884835,2.2312065771884835,0,9,2.2312065771884835,179.09918262693307,280.7549555315063,177.49508274155713
F0,capture_20260902_kimjihoon_manual_gt__004129,1,3.4822690198451385,3.4822690198451385,0,9,3.4822690198451385,133.9353449778153,222.02400244005946,136.23896334356675
F0,capture_20260902_kimjihoon_manual_gt__004249,1,2.6803223933264504,2.6803223933264504,0,9,2.6803223933264504,109.5655731609164,184.05352703380933,109.30272769551623
F0,capture_20260902_kimjihoon_manual_gt__004369,1,1.4145656750778806,1.4145656750778806,0,9,1.4145656750778806,94.4303279032555,163.44727021796493,95.57670531938933
F0,capture_20260902_kimjihoon_manual_gt__004489,1,1.7794957058579888,1.7794957058579888,0,9,1.7794957058579888,76.26237494735759,134.93405116382823,78.37249256283901
F0,capture_20260902_kimjihoon_manual_gt__004609,1,7.1386669393466935,7.1386669393466935,0,9,7.1386669393466935,68.35784503282312,113.81269259499383,59.23681296458972
F0,capture_20260902_kimjihoon_manual_gt__004729,1,3.1078575669667794,3.1078575669667794,0,9,3.1078575669667794,69.16943671599441,121.66020235441182,69.70139127717756
F0,capture_20260902_kimjihoon_manual_gt__004849,1,2.2659474336546515,2.2659474336546515,0,9,2.2659474336546515,132.32250545841174,163.00290484645856,128.92585275002338
F0,capture_20260902_kimjihoon_manual_gt__004969,1,2.6150001389965816,2.6150001389965816,0,9,2.6150001389965816,185.64533937995995,236.45589873895233,184.55595500777716
F0,capture_20260902_kimjihoon_manual_gt__005089,1,2.8312380966565263,2.8312380966565263,0,9,2.8312380966565263,235.3055930374976,308.40730143997916,234.0388031558481
F0,capture_20260902_kimjihoon_manual_gt__005209,1,5.114352590642858,5.114352590642858,0,9,5.114352590642858,270.8434906344552,355.84603187124316,264.8106022680958
F0,capture_20260902_kimjihoon_manual_gt__005329,1,3.345976053627542,3.345976053627542,0,9,3.345976053627542,77.8428018770477,135.36913142826512,79.76990261666128
F0,capture_20260902_kimjihoon_manual_gt__005449,1,103.51448724640036,3.5086988929248766,90,9,103.51448724640036,3.5086988929248766,99.1918960060698,171.33869325914122
F0,capture_20260902_kimjihoon_manual_gt__005569,1,1.3857993100053871,1.3857993100053871,0,9,1.3857993100053871,104.863470372005,178.26142817383445,105.60458419526304
F0,capture_20260902_kimjihoon_manual_gt__005689,1,128.91736073695776,3.220412486759186,90,9,128.91736073695776,3.220412486759186,127.77762551874642,211.13795885459524
F0,capture_20260902_kimjihoon_manual_gt__005809,1,2.523995539304666,2.523995539304666,0,9,2.523995539304666,153.96336694745384,247.2907954249967,153.72818055772288
F0,capture_20260902_kimjihoon_manual_gt__005929,1,3.423287248791011,3.423287248791011,0,9,3.423287248791011,203.09188197701408,312.2437565902889,201.88120730564262
F0,capture_20260902_kimjihoon_manual_gt__006049,1,5.87822939891608,5.87822939891608,0,9,5.87822939891608,239.82817166774046,362.3004293811514,244.38972931508968
F0,capture_20260902_kimjihoon_manual_gt__006169,1,4.124373818583556,4.124373818583556,0,9,4.124373818583556,263.89684631039955,388.73761662140697,262.6183378561602
F0,capture_20260902_kimjihoon_manual_gt__006329,1,1.042296622116736,1.042296622116736,0,9,1.042296622116736,77.49885797886031,84.27185944024068,78.16206852823014
F0,capture_20260902_kimjihoon_manual_gt__006449,1,0.9834917226462478,0.9834917226462478,0,9,0.9834917226462478,79.41723030514521,86.5536749807844,79.89649229759694
F0,capture_20260902_kimjihoon_manual_gt__006569,1,1.1295868312191348,1.1295868312191348,0,9,1.1295868312191348,85.95869762068172,94.90013697164032,87.08056884633112
F0,capture_20260902_kimjihoon_manual_gt__006689,1,1.2185102830985157,1.2185102830985157,0,9,1.2185102830985157,93.09004322394132,101.72435613898902,92.48323907124683
F0,capture_20260902_kimjihoon_manual_gt__006809,1,1.4840464487556408,1.4840464487556408,0,9,1.4840464487556408,97.66418763542951,106.54168033281464,96.58420107976616
F0,capture_20260902_kimjihoon_manual_gt__006929,1,2.5754019228471186,2.5754019228471186,0,9,2.5754019228471186,137.0614459344707,155.0150904943412,137.45780585852503
F0,capture_20260902_kimjihoon_manual_gt__007049,1,2.6445946515357392,2.6445946515357392,0,9,2.6445946515357392,147.26768687403234,167.52940066939755,145.90229188936456
F0,capture_20260902_kimjihoon_manual_gt__007169,1,5.245630768895203,5.245630768895203,0,9,5.245630768895203,207.4248677485785,245.71857024320843,203.68184377579763
F0,capture_20260902_kimjihoon_manual_gt__007289,1,4.142820994584585,4.142820994584585,0,9,4.142820994584585,211.07103810619296,249.2416009571084,206.8870273265626
F0,capture_20260902_kimjihoon_manual_gt__007409,1,5.432564770784733,5.432564770784733,0,9,5.432564770784733,289.68644659072044,360.25733011611436,286.0033314859288
F0,capture_20260902_kimjihoon_manual_gt__007529,1,2.927937863890467,2.927937863890467,0,9,2.927937863890467,240.30603022477214,291.7900749216125,238.01405775236242
F0,capture_20260902_kimjihoon_manual_gt__007649,1,1.5123173524858826,1.5123173524858826,0,9,1.5123173524858826,81.81698019193503,139.89642806809135,80.48353152137435
F0,capture_20260902_kimjihoon_manual_gt__007769,1,1.9589307527678592,1.9589307527678592,0,9,1.9589307527678592,83.14515626899914,142.44345550730935,82.49596854651828
F0,capture_20260902_kimjihoon_manual_gt__007889,1,2.9122447184976243,2.9122447184976243,0,9,2.9122447184976243,119.53852918121646,194.99542239310875,116.2192524009524
F0,capture_20260902_kimjihoon_manual_gt__008009,1,1.5610042131507926,1.5610042131507926,0,9,1.5610042131507926,119.15373350108803,198.1428501846943,120.6893189920717
F0,capture_20260902_kimjihoon_manual_gt__008129,1,1.2392621450689094,1.2392621450689094,0,9,1.2392621450689094,129.91184651638596,212.42438581005334,129.75594530204523
F0,capture_20260902_kimjihoon_manual_gt__008249,1,2.0210972985716698,2.0210972985716698,0,9,2.0210972985716698,185.05333659103144,288.9100891324832,184.63079934780092
F0,capture_20260902_kimjihoon_manual_gt__008369,1,5.3126928317599456,5.3126928317599456,0,9,5.3126928317599456,250.37500990469042,371.2386088031507,247.44839127427133
F0,capture_20260902_kimjihoon_manual_gt__008489,1,6.311767840562695,6.311767840562695,0,9,6.311767840562695,240.04185168486188,358.6932155959089,236.38140433538624
F0,capture_20260902_kimjihoon_manual_gt__008609,1,3.1458129761897244,3.1458129761897244,0,9,3.1458129761897244,241.10857762568835,361.9206901825812,241.79881267461815
F0,capture_20260902_manual_gt__008663,1,72.05636525218003,72.05636525218003,0,9,72.05636525218003,247.92187410489032,297.978096581906,162.04772319131285
F0,capture_20260902_manual_gt__009083,1,4.695928874364532,4.695928874364532,0,9,4.695928874364532,154.1637019004692,174.06987512322428,151.97004218050262
F0,capture_20260902_manual_gt__009263,1,2.1076961879070857,2.1076961879070857,0,9,2.1076961879070857,198.01877288362346,235.58137657165545,198.9116158942063
F0,capture_20260902_manual_gt__010343,1,7.784737127252391,7.784737127252391,0,9,7.784737127252391,217.86398698272836,332.1361947355774,215.03425104059409
F0,capture_20260902_manual_gt__010523,1,52.35872101510558,52.35872101510558,0,9,52.35872101510558,288.17838255681755,378.8994440844339,229.00355085004105
F0,capture_20260902_manual_gt__011123,1,2.0271267764839873,2.0271267764839873,0,9,2.0271267764839873,135.0126432468284,150.7109325701657,135.2221580149455
F0,capture_20260902_manual_gt__011393,1,3.743562038058614,3.743562038058614,0,9,3.743562038058614,220.47485351908853,260.97506417848626,216.99008650116858
F0,capture_20260902_manual_gt__013883,1,4.337158718357393,4.337158718357393,0,9,4.337158718357393,137.15569429894558,212.69981651961942,136.8386907902556
F0,capture_20260902_manual_gt__014063,1,3.4444620844660925,3.4444620844660925,0,9,3.4444620844660925,145.73573839717633,193.56219583928953,141.6588244138001
F0,forklift_v4_173507_manual_gt__000000,1,2.465986320880412,2.465986320880412,0,9,2.465986320880412,67.35270454439342,118.9489928279734,70.27684732380992
F0,forklift_v4_173507_manual_gt__001560,1,1.9502249865775343,1.9502249865775343,0,9,1.9502249865775343,136.507354668502,220.09660995331453,135.7227567095287
