epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
131,7790.74,0.50145,0.86694,0.36179,0.92812,0.93492,0.9748,0.97872,0.88008,0.93492,0.9748,0.97872,0.84065,0.4861,0.5785,0.38062,0.93063,0.00106118,0.00106118,0.00106118
132,7874.23,0.49994,0.87237,0.35633,0.92394,0.96828,0.96632,0.98359,0.88678,0.96828,0.96632,0.98359,0.83792,0.49939,0.64109,0.37765,0.92695,0.00105835,0.00105835,0.00105835
133,7957.91,0.50755,0.88412,0.36376,0.93434,0.97829,0.96357,0.98388,0.87029,0.97829,0.96357,0.98388,0.83712,0.50583,0.59569,0.36473,0.93823,0.00105552,0.00105552,0.00105552
134,8041.25,0.50622,0.86712,0.35269,0.92945,0.88988,0.9725,0.9687,0.87019,0.88988,0.9725,0.9687,0.84132,0.5005,0.56256,0.36097,0.9484,0.00105269,0.00105269,0.00105269
135,8124.45,0.50858,0.91718,0.36393,0.9306,0.93177,0.98426,0.98094,0.87672,0.93177,0.98426,0.98094,0.83895,0.47161,0.59674,0.35132,0.93228,0.00104986,0.00104986,0.00104986
136,8207.75,0.49757,0.87199,0.35443,0.92788,0.93436,0.97904,0.98102,0.88588,0.93436,0.97904,0.98102,0.86166,0.48561,0.54463,0.34682,0.92307,0.00104703,0.00104703,0.00104703
137,8291.6,0.50681,0.85494,0.35638,0.93428,0.86521,0.98093,0.9644,0.8586,0.86521,0.98093,0.9644,0.84037,0.50093,0.63411,0.36538,0.92319,0.0010442,0.0010442,0.0010442
138,8375.36,0.51171,0.87434,0.35963,0.93121,0.87722,0.98889,0.9681,0.88094,0.87722,0.98889,0.9681,0.84879,0.48069,0.56082,0.35937,0.91825,0.00104137,0.00104137,0.00104137
139,8458.54,0.49498,0.87913,0.35639,0.93048,0.92924,0.9795,0.96788,0.86783,0.92924,0.9795,0.96788,0.83107,0.47246,0.64525,0.36379,0.92276,0.00103854,0.00103854,0.00103854
140,8541.87,0.49408,0.84724,0.35716,0.92201,0.97582,0.92313,0.96401,0.8845,0.97582,0.92313,0.96401,0.82886,0.46365,0.68892,0.39663,0.9124,0.00103571,0.00103571,0.00103571
141,8625.1,0.50715,0.87522,0.35138,0.93229,0.9846,0.92488,0.96624,0.88691,0.9846,0.92488,0.96624,0.83057,0.46023,0.62855,0.38447,0.91946,0.00103288,0.00103288,0.00103288
142,8708.27,0.50127,0.86417,0.36242,0.92669,0.96618,0.92138,0.96235,0.86081,0.96618,0.92138,0.96235,0.81212,0.50503,0.65827,0.41965,0.91799,0.00103005,0.00103005,0.00103005
143,8791.74,0.51477,0.86013,0.36412,0.92905,0.85173,0.98654,0.95133,0.86866,0.85173,0.98654,0.95133,0.82867,0.4951,0.58735,0.40702,0.92778,0.00102722,0.00102722,0.00102722
144,8875.51,0.49295,0.86101,0.35358,0.9287,0.89232,0.93167,0.95062,0.86601,0.89232,0.93167,0.95062,0.81561,0.47177,0.60033,0.3796,0.92881,0.00102439,0.00102439,0.00102439
145,8959.1,0.49617,0.89077,0.35647,0.93009,0.90077,0.93967,0.94859,0.85513,0.90077,0.93967,0.94859,0.81025,0.48999,0.56874,0.37601,0.92097,0.00102156,0.00102156,0.00102156
146,9042.09,0.49811,0.91197,0.35781,0.92018,0.97753,0.92306,0.96351,0.87821,0.97753,0.92306,0.96351,0.83842,0.45589,0.58645,0.36528,0.90354,0.00101873,0.00101873,0.00101873
147,9125.3,0.48318,0.87456,0.34766,0.9232,0.92556,0.93425,0.96204,0.86544,0.92556,0.93425,0.96204,0.84102,0.50798,0.58041,0.37082,0.93152,0.0010159,0.0010159,0.0010159
148,9208.93,0.51691,0.88467,0.36218,0.93299,0.96117,0.98889,0.98512,0.88562,0.96117,0.98889,0.98512,0.86029,0.47608,0.64519,0.36776,0.91206,0.00101308,0.00101308,0.00101308
149,9292.76,0.50323,0.83467,0.35461,0.92936,0.91788,0.9782,0.97384,0.88157,0.91788,0.9782,0.97384,0.83969,0.50928,0.65294,0.38497,0.93207,0.00101025,0.00101025,0.00101025
150,9376.11,0.49447,0.86776,0.34966,0.92569,0.9081,0.97723,0.95552,0.85714,0.9081,0.97723,0.95552,0.83764,0.48808,0.56476,0.35221,0.91857,0.00100742,0.00100742,0.00100742
151,9459.18,0.49491,0.82077,0.34658,0.92924,0.97369,0.97503,0.98223,0.87955,0.97369,0.97503,0.98223,0.84357,0.50059,0.61198,0.37017,0.92474,0.00100459,0.00100459,0.00100459
152,9542.18,0.49323,0.87428,0.34477,0.92838,0.93307,0.97703,0.97674,0.87345,0.93307,0.97703,0.97674,0.85611,0.52831,0.73621,0.3751,0.93878,0.00100176,0.00100176,0.00100176
153,9625.08,0.49482,0.84129,0.35349,0.92717,0.98332,0.96964,0.98348,0.86095,0.98332,0.96964,0.98348,0.84869,0.48277,0.76547,0.3629,0.92765,0.000998928,0.000998928,0.000998928
154,9708.52,0.49708,0.84967,0.34667,0.93056,0.97804,0.9748,0.9862,0.88095,0.97804,0.9748,0.9862,0.85234,0.4857,0.61507,0.35244,0.9397,0.000996099,0.000996099,0.000996099
155,9792.46,0.49469,0.85733,0.34585,0.92408,0.9545,0.97967,0.9839,0.87517,0.9545,0.97967,0.9839,0.86068,0.50962,0.57573,0.34854,0.91728,0.000993269,0.000993269,0.000993269
156,9876.36,0.49525,0.83682,0.3432,0.92612,0.93128,0.98889,0.97903,0.87851,0.93128,0.98889,0.97903,0.85786,0.49259,0.56534,0.37629,0.93432,0.00099044,0.00099044,0.00099044
157,9959.59,0.50329,0.88745,0.35593,0.93057,0.92786,0.97011,0.97931,0.90477,0.92786,0.97011,0.97931,0.85143,0.53163,0.61495,0.39158,0.95894,0.00098761,0.00098761,0.00098761
158,10042.8,0.49172,0.85316,0.34028,0.9254,0.92455,0.97556,0.96698,0.87183,0.92455,0.97556,0.96698,0.85112,0.46569,0.60257,0.35015,0.90626,0.000984781,0.000984781,0.000984781
159,10126.3,0.48989,0.81546,0.33566,0.92149,0.92559,0.98741,0.97331,0.89406,0.92559,0.98741,0.97331,0.83142,0.48065,0.89715,0.36544,0.91876,0.000981952,0.000981952,0.000981952
160,10210.3,0.48592,0.85829,0.35046,0.91873,0.91841,0.9795,0.9798,0.87966,0.91841,0.9795,0.9798,0.83541,0.47788,0.63023,0.36714,0.91873,0.000979122,0.000979122,0.000979122
161,10294,0.48721,0.82881,0.34754,0.91957,0.88813,0.9795,0.95629,0.84471,0.88813,0.9795,0.95629,0.82095,0.49971,0.66993,0.37454,0.91408,0.000976293,0.000976293,0.000976293
162,10377.3,0.48614,0.8324,0.3531,0.92157,0.91015,0.98691,0.97948,0.87385,0.91015,0.98691,0.97948,0.85267,0.45484,0.60322,0.36106,0.91529,0.000973463,0.000973463,0.000973463
163,10460.6,0.48436,0.86982,0.33934,0.92282,0.92586,0.9795,0.98026,0.87325,0.92586,0.9795,0.98026,0.84674,0.49543,0.62831,0.37822,0.93592,0.000970634,0.000970634,0.000970634
164,10543.8,0.48851,0.85451,0.34564,0.92166,0.92863,0.97938,0.97433,0.89346,0.92863,0.97938,0.97433,0.85374,0.4662,0.60515,0.35376,0.92797,0.000967805,0.000967805,0.000967805
165,10627.1,0.48646,0.86885,0.34941,0.92242,0.97201,0.9748,0.9849,0.88636,0.97201,0.9748,0.9849,0.84635,0.47794,0.60559,0.35886,0.91198,0.000964975,0.000964975,0.000964975
166,10711.1,0.47915,0.83154,0.33354,0.92236,0.96201,0.97112,0.98451,0.87516,0.96201,0.97112,0.98451,0.85845,0.45516,0.66006,0.34664,0.91679,0.000962146,0.000962146,0.000962146
167,10795.1,0.47692,0.82797,0.33818,0.9152,0.88803,0.9795,0.96054,0.87225,0.88803,0.9795,0.96054,0.84447,0.47012,0.6357,0.37126,0.90673,0.000959316,0.000959316,0.000959316
168,10878.8,0.48065,0.84453,0.33056,0.91796,0.97543,0.97624,0.98352,0.91487,0.97543,0.97624,0.98352,0.85336,0.44023,0.63825,0.36969,0.90757,0.000956487,0.000956487,0.000956487
169,10962.4,0.48204,0.82728,0.33523,0.9162,0.96539,0.97729,0.98397,0.89082,0.96539,0.97729,0.98397,0.85163,0.46175,0.55785,0.35611,0.92541,0.000953657,0.000953657,0.000953657
170,11046.1,0.49688,0.8487,0.34368,0.9283,0.96923,0.98178,0.98463,0.88487,0.96923,0.98178,0.98463,0.86175,0.49693,0.60911,0.34594,0.90805,0.000950828,0.000950828,0.000950828
171,11130.1,0.48315,0.80088,0.33747,0.91892,0.95819,0.9748,0.98261,0.89527,0.95819,0.9748,0.98261,0.86076,0.46635,0.58929,0.35863,0.91167,0.000947999,0.000947999,0.000947999
172,11214.1,0.48587,0.82568,0.34339,0.91856,0.92622,0.97702,0.96593,0.8726,0.92622,0.97702,0.96593,0.83546,0.47236,0.66457,0.3567,0.91904,0.000945169,0.000945169,0.000945169
173,11297.6,0.48117,0.80988,0.34056,0.9189,0.97241,0.9319,0.98026,0.89431,0.97241,0.9319,0.98026,0.84173,0.47285,0.59006,0.34381,0.91119,0.00094234,0.00094234,0.00094234
174,11380.9,0.48528,0.8361,0.33277,0.92158,0.94099,0.97105,0.97402,0.88682,0.94099,0.97105,0.97402,0.84206,0.43237,0.59744,0.32282,0.90608,0.00093951,0.00093951,0.00093951
175,11464.4,0.49173,0.80608,0.34507,0.92577,0.9373,0.9795,0.96622,0.88059,0.9373,0.9795,0.96622,0.83746,0.43158,0.57867,0.329,0.91577,0.000936681,0.000936681,0.000936681
176,11547.7,0.48427,0.81293,0.33455,0.91981,0.93726,0.96681,0.98405,0.87145,0.93726,0.96681,0.98405,0.85588,0.45557,0.59052,0.33119,0.94151,0.000933851,0.000933851,0.000933851
177,11631.4,0.47915,0.8134,0.32747,0.91735,0.93762,0.97051,0.97356,0.89044,0.93762,0.97051,0.97356,0.83959,0.46183,0.60949,0.34433,0.91389,0.000931022,0.000931022,0.000931022
178,11715.5,0.48702,0.82635,0.32866,0.92027,0.93659,0.96994,0.98594,0.87954,0.93659,0.96994,0.98594,0.85247,0.47213,0.58847,0.35437,0.91786,0.000928193,0.000928193,0.000928193
179,11799.3,0.47888,0.83207,0.33859,0.91661,0.97034,0.98889,0.98538,0.89277,0.97034,0.98889,0.98538,0.86604,0.47826,0.5733,0.34954,0.92593,0.000925363,0.000925363,0.000925363
180,11883,0.48499,0.81633,0.33783,0.92143,0.92981,0.97921,0.97179,0.8606,0.92981,0.97921,0.97179,0.83424,0.48965,0.59452,0.34969,0.93513,0.000922534,0.000922534,0.000922534
181,11966.4,0.48378,0.82994,0.34554,0.91951,0.9365,0.98136,0.97457,0.89894,0.9365,0.98136,0.97457,0.83622,0.44626,0.60143,0.3392,0.89787,0.000919704,0.000919704,0.000919704
182,12050.6,0.4661,0.81584,0.31925,0.91378,0.96583,0.9795,0.98519,0.90405,0.96583,0.9795,0.98519,0.86169,0.44308,0.634,0.3301,0.89896,0.000916875,0.000916875,0.000916875
183,12134.4,0.48616,0.83246,0.33392,0.9221,0.93086,0.97068,0.9802,0.89742,0.93086,0.97068,0.9802,0.84157,0.4718,0.63674,0.33807,0.94244,0.000914046,0.000914046,0.000914046
184,12217.6,0.46926,0.80482,0.3262,0.91521,0.93267,0.9795,0.97342,0.87065,0.93267,0.9795,0.97342,0.84016,0.45034,0.67762,0.35923,0.9166,0.000911216,0.000911216,0.000911216
185,12300.7,0.48203,0.82062,0.33463,0.91878,0.94109,0.97898,0.97938,0.89467,0.94109,0.97898,0.97938,0.85782,0.43827,0.60511,0.33254,0.90066,0.000908387,0.000908387,0.000908387
186,12383.9,0.47804,0.82919,0.32974,0.91533,0.93465,0.97737,0.97923,0.90878,0.93465,0.97737,0.97923,0.85252,0.4524,0.59518,0.3324,0.90144,0.000905557,0.000905557,0.000905557
187,12467.2,0.47884,0.78504,0.33234,0.91699,0.94942,0.92787,0.98003,0.89318,0.94942,0.92787,0.98003,0.85593,0.45175,0.69862,0.34901,0.90571,0.000902728,0.000902728,0.000902728
188,12550.7,0.47742,0.80905,0.33075,0.92441,0.90087,0.98889,0.96936,0.914,0.90087,0.98889,0.96936,0.84115,0.44007,0.64672,0.3439,0.9067,0.000899898,0.000899898,0.000899898
189,12634.8,0.47112,0.84451,0.33417,0.91562,0.93079,0.97946,0.97454,0.8966,0.93079,0.97946,0.97454,0.8464,0.43432,0.62708,0.34014,0.9052,0.000897069,0.000897069,0.000897069
190,12718.6,0.4789,0.83665,0.33283,0.91617,0.92655,0.98454,0.97471,0.89966,0.92655,0.98454,0.97471,0.84802,0.42638,0.62447,0.32885,0.89816,0.00089424,0.00089424,0.00089424
191,12802,0.47182,0.82086,0.32776,0.91512,0.92287,0.9881,0.98037,0.89819,0.92287,0.9881,0.98037,0.85117,0.44462,0.61191,0.33293,0.91555,0.00089141,0.00089141,0.00089141
192,12885.5,0.46762,0.8046,0.32466,0.91459,0.9312,0.97394,0.97846,0.88794,0.9312,0.97394,0.97846,0.83118,0.42758,0.60282,0.34113,0.90698,0.000888581,0.000888581,0.000888581
193,12969.2,0.47876,0.83035,0.33866,0.91915,0.91725,0.9795,0.9811,0.89411,0.91725,0.9795,0.9811,0.85609,0.42583,0.59439,0.33821,0.90101,0.000885751,0.000885751,0.000885751
194,13053.1,0.46787,0.8109,0.32362,0.91782,0.96303,0.91383,0.97443,0.89418,0.96303,0.91383,0.97443,0.84589,0.47646,0.59987,0.36965,0.92102,0.000882922,0.000882922,0.000882922
195,13136.4,0.47662,0.80674,0.32806,0.9158,0.897,0.97824,0.97454,0.87189,0.897,0.97824,0.97454,0.84422,0.45407,0.64155,0.34451,0.91846,0.000880093,0.000880093,0.000880093
196,13219.5,0.48558,0.87129,0.33689,0.9251,0.93084,0.97178,0.98116,0.89365,0.93084,0.97178,0.98116,0.85608,0.48548,0.65075,0.34178,0.91913,0.000877263,0.000877263,0.000877263
197,13302.8,0.47157,0.80658,0.32599,0.91153,0.90228,0.9795,0.97586,0.89194,0.90228,0.9795,0.97586,0.84383,0.45498,0.58374,0.34897,0.92474,0.000874434,0.000874434,0.000874434
198,13386.2,0.4724,0.8177,0.32185,0.91695,0.94609,0.96137,0.97893,0.88462,0.94609,0.96137,0.97893,0.8361,0.46969,0.60678,0.37293,0.92113,0.000871604,0.000871604,0.000871604
199,13469.2,0.46889,0.82715,0.32209,0.91012,0.92704,0.9795,0.96773,0.8733,0.92704,0.9795,0.96773,0.83832,0.45463,0.6082,0.34792,0.91784,0.000868775,0.000868775,0.000868775
200,13553,0.4732,0.7746,0.32347,0.91693,0.98213,0.96005,0.98508,0.87719,0.98213,0.96005,0.98508,0.85825,0.45932,0.6346,0.34617,0.90615,0.000865945,0.000865945,0.000865945
201,13637.1,0.46527,0.84126,0.31698,0.91383,0.97271,0.9658,0.98421,0.88576,0.97271,0.9658,0.98421,0.85485,0.46159,0.62611,0.32491,0.91659,0.000863116,0.000863116,0.000863116
202,13720.6,0.46332,0.79964,0.31846,0.912,0.97486,0.96434,0.98361,0.90001,0.97486,0.96434,0.98361,0.85838,0.48313,0.65677,0.33596,0.92565,0.000860287,0.000860287,0.000860287
203,13803.9,0.4669,0.82324,0.32299,0.91538,0.96047,0.95638,0.98568,0.9046,0.96047,0.95638,0.98568,0.86263,0.45266,0.63279,0.33371,0.91184,0.000857457,0.000857457,0.000857457
204,13887.6,0.46479,0.80378,0.3182,0.9147,0.94107,0.97132,0.98616,0.92631,0.94107,0.97132,0.98616,0.86804,0.42891,0.61582,0.31479,0.90466,0.000854628,0.000854628,0.000854628
205,13971.5,0.47027,0.82182,0.32948,0.91203,0.92807,0.9748,0.97758,0.90141,0.92807,0.9748,0.97758,0.84074,0.44721,0.62399,0.33806,0.90653,0.000851798,0.000851798,0.000851798
206,14055.2,0.46121,0.78401,0.3107,0.91365,0.89489,0.9795,0.97248,0.87401,0.89489,0.9795,0.97248,0.84726,0.46451,0.60851,0.34917,0.9246,0.000848969,0.000848969,0.000848969
207,14138.4,0.47542,0.82758,0.32282,0.91286,0.92749,0.9795,0.97711,0.89565,0.92749,0.9795,0.97711,0.84372,0.44151,0.63044,0.3398,0.92714,0.000846139,0.000846139,0.000846139
208,14221.8,0.4687,0.82496,0.32208,0.9129,0.92219,0.97476,0.97965,0.89777,0.92219,0.97476,0.97965,0.85489,0.42659,0.59934,0.3418,0.91411,0.00084331,0.00084331,0.00084331
209,14304.8,0.45784,0.82432,0.30857,0.91745,0.9361,0.97696,0.96859,0.89907,0.9361,0.97696,0.96859,0.85382,0.42885,0.60591,0.32021,0.90478,0.000840481,0.000840481,0.000840481
210,14387.9,0.4613,0.80331,0.31374,0.91034,0.92927,0.98006,0.97298,0.90624,0.92927,0.98006,0.97298,0.86162,0.44529,0.63588,0.32762,0.91651,0.000837651,0.000837651,0.000837651
211,14471.9,0.46415,0.81376,0.32485,0.91598,0.93881,0.97841,0.96853,0.89369,0.93881,0.97841,0.96853,0.84093,0.47212,0.58802,0.3283,0.91765,0.000834822,0.000834822,0.000834822
212,14556,0.46132,0.79492,0.31886,0.9088,0.93008,0.98419,0.97562,0.90183,0.93008,0.98419,0.97562,0.85932,0.44526,0.56257,0.32348,0.90465,0.000831992,0.000831992,0.000831992
213,14639.6,0.46904,0.79912,0.31227,0.90864,0.93113,0.98744,0.97475,0.89095,0.93113,0.98744,0.97475,0.85412,0.4647,0.59888,0.32533,0.90686,0.000829163,0.000829163,0.000829163
214,14722.9,0.46452,0.80654,0.31395,0.91386,0.9269,0.97557,0.9806,0.91005,0.9269,0.97557,0.9806,0.86347,0.43252,0.64428,0.33459,0.89944,0.000826334,0.000826334,0.000826334
215,14806.3,0.45346,0.77318,0.30475,0.90714,0.93018,0.9795,0.97584,0.90347,0.93018,0.9795,0.97584,0.86079,0.44915,0.59788,0.33285,0.90144,0.000823504,0.000823504,0.000823504
216,14890.1,0.45871,0.79704,0.30879,0.91823,0.92022,0.98376,0.98074,0.91314,0.92022,0.98376,0.98074,0.86247,0.43171,0.60607,0.33237,0.89553,0.000820675,0.000820675,0.000820675
217,14974,0.46512,0.79813,0.31759,0.91451,0.92637,0.9795,0.96935,0.8788,0.92637,0.9795,0.96935,0.83341,0.43587,0.54385,0.32236,0.90065,0.000817845,0.000817845,0.000817845
218,15057.1,0.45711,0.81456,0.32227,0.91117,0.93707,0.9795,0.97628,0.89813,0.93707,0.9795,0.97628,0.85268,0.4325,0.55809,0.31495,0.90938,0.000815016,0.000815016,0.000815016
219,15140.5,0.45625,0.79224,0.31068,0.90884,0.93718,0.9795,0.97444,0.89653,0.93718,0.9795,0.97444,0.84536,0.43572,0.59705,0.32122,0.89968,0.000812186,0.000812186,0.000812186
220,15223.8,0.45042,0.80326,0.31436,0.91175,0.93639,0.9748,0.97592,0.89029,0.93639,0.9748,0.97592,0.85555,0.4468,0.59211,0.3179,0.89311,0.000809357,0.000809357,0.000809357
221,15307.1,0.44662,0.75389,0.30674,0.90907,0.94615,0.9795,0.98711,0.9002,0.94615,0.9795,0.98711,0.85628,0.46852,0.56166,0.3168,0.93089,0.000806528,0.000806528,0.000806528
222,15390.9,0.46273,0.79653,0.31792,0.90995,0.94441,0.97222,0.98518,0.89389,0.94441,0.97222,0.98518,0.87048,0.47285,0.62213,0.30353,0.92417,0.000803698,0.000803698,0.000803698
223,15474.6,0.44399,0.75998,0.30266,0.90931,0.94269,0.9748,0.9757,0.89129,0.94269,0.9748,0.9757,0.85726,0.46834,0.60705,0.31696,0.92603,0.000800869,0.000800869,0.000800869
224,15558.4,0.45428,0.77991,0.31088,0.90871,0.93421,0.9748,0.98143,0.89257,0.93421,0.9748,0.98143,0.86756,0.41897,0.58969,0.31677,0.89348,0.000798039,0.000798039,0.000798039
225,15641.7,0.44899,0.77431,0.30605,0.90797,0.92502,0.98093,0.98228,0.89736,0.92502,0.98093,0.98228,0.8499,0.41419,0.58696,0.34035,0.88514,0.00079521,0.00079521,0.00079521
226,15725,0.45259,0.7759,0.30982,0.91262,0.93073,0.9795,0.97526,0.89721,0.93073,0.9795,0.97526,0.85492,0.43314,0.55722,0.31473,0.91154,0.00079238,0.00079238,0.00079238
227,15808.7,0.45663,0.76539,0.30369,0.91296,0.93954,0.97793,0.98845,0.8999,0.93954,0.97793,0.98845,0.86372,0.43617,0.59991,0.31824,0.91069,0.000789551,0.000789551,0.000789551
228,15892.6,0.46238,0.82493,0.31845,0.91471,0.93293,0.9795,0.96954,0.87501,0.93293,0.9795,0.96954,0.8366,0.44888,0.57406,0.32374,0.89945,0.000786722,0.000786722,0.000786722
229,15975.9,0.45843,0.78728,0.30553,0.9106,0.93327,0.9795,0.96753,0.87706,0.93327,0.9795,0.96753,0.84811,0.4483,0.60795,0.32556,0.9071,0.000783892,0.000783892,0.000783892
230,16059,0.45385,0.78539,0.30499,0.90858,0.97039,0.9748,0.98562,0.89659,0.97039,0.9748,0.98562,0.86241,0.48362,0.57008,0.31947,0.91539,0.000781063,0.000781063,0.000781063
231,16142.1,0.45301,0.80474,0.30932,0.90899,0.97511,0.9757,0.98443,0.90978,0.97511,0.9757,0.98443,0.85996,0.47106,0.56912,0.31986,0.91798,0.000778233,0.000778233,0.000778233
232,16225.3,0.45295,0.74575,0.30404,0.9085,0.97289,0.97498,0.98402,0.90144,0.97289,0.97498,0.98402,0.8597,0.45852,0.6291,0.32754,0.90215,0.000775404,0.000775404,0.000775404
233,16308.5,0.44379,0.8034,0.30401,0.90433,0.96465,0.9588,0.9875,0.89006,0.96465,0.9588,0.9875,0.86485,0.50475,0.5716,0.35313,0.94654,0.000772575,0.000772575,0.000772575
234,16392.3,0.46077,0.77892,0.3117,0.90866,0.96241,0.96215,0.98602,0.89175,0.96241,0.96215,0.98602,0.85057,0.5187,0.58245,0.3372,0.95727,0.000769745,0.000769745,0.000769745
235,16476.1,0.45025,0.80687,0.30295,0.90946,0.92898,0.96234,0.98063,0.89155,0.92898,0.96234,0.98063,0.85965,0.47661,0.56673,0.34732,0.93174,0.000766916,0.000766916,0.000766916
236,16559.4,0.44635,0.77912,0.29844,0.90758,0.94771,0.96541,0.98767,0.91422,0.94771,0.96541,0.98767,0.86564,0.47773,0.57398,0.3381,0.92327,0.000764086,0.000764086,0.000764086
237,16642.5,0.44531,0.75427,0.298,0.90798,0.93751,0.96897,0.98135,0.90369,0.93751,0.96897,0.98135,0.86572,0.4335,0.62105,0.32727,0.90425,0.000761257,0.000761257,0.000761257
238,16726.1,0.44953,0.79604,0.30454,0.90599,0.97287,0.97823,0.98724,0.9118,0.97287,0.97823,0.98724,0.877,0.45431,0.58927,0.33011,0.92606,0.000758427,0.000758427,0.000758427
239,16809.8,0.44856,0.77857,0.30086,0.91249,0.93012,0.97546,0.97594,0.87912,0.93012,0.97546,0.97594,0.86519,0.45452,0.55435,0.33946,0.91628,0.000755598,0.000755598,0.000755598
240,16893.5,0.45227,0.79377,0.30066,0.90629,0.9328,0.97749,0.98198,0.90306,0.9328,0.97749,0.98198,0.87023,0.44863,0.53321,0.31747,0.89534,0.000752769,0.000752769,0.000752769
241,16976.9,0.43898,0.76596,0.30127,0.90066,0.92934,0.98724,0.98175,0.90638,0.92934,0.98724,0.98175,0.86318,0.42265,0.58523,0.3182,0.88803,0.000749939,0.000749939,0.000749939
242,17060.1,0.45122,0.80282,0.30556,0.90215,0.93273,0.98299,0.98053,0.8978,0.93273,0.98299,0.98053,0.84721,0.42912,0.58013,0.30954,0.89661,0.00074711,0.00074711,0.00074711
243,17143.4,0.44355,0.77142,0.29689,0.90465,0.97754,0.97211,0.98649,0.89771,0.97754,0.97211,0.98649,0.86266,0.41955,0.58514,0.31988,0.89685,0.00074428,0.00074428,0.00074428
244,17226.7,0.45394,0.78629,0.30589,0.90384,0.93076,0.98058,0.98169,0.89858,0.93076,0.98058,0.98169,0.85442,0.44168,0.6223,0.31888,0.9161,0.000741451,0.000741451,0.000741451
245,17310.5,0.44144,0.77078,0.30333,0.91079,0.95614,0.9714,0.98748,0.90391,0.95614,0.9714,0.98748,0.8586,0.45023,0.60264,0.32757,0.9312,0.000738622,0.000738622,0.000738622
246,17394.4,0.4559,0.82656,0.30812,0.91508,0.93309,0.9748,0.97611,0.88507,0.93309,0.9748,0.97611,0.83151,0.45809,0.609,0.32642,0.9346,0.000735792,0.000735792,0.000735792
247,17478.1,0.44702,0.75943,0.29816,0.90573,0.93206,0.9748,0.98107,0.89549,0.93206,0.9748,0.98107,0.86664,0.45378,0.64961,0.32189,0.91088,0.000732963,0.000732963,0.000732963
248,17561.5,0.4394,0.74502,0.29962,0.90318,0.97826,0.95016,0.98788,0.90801,0.97826,0.95016,0.98788,0.87519,0.48306,0.59163,0.3404,0.91938,0.000730133,0.000730133,0.000730133
249,17645,0.44385,0.78112,0.30477,0.90564,0.93011,0.96668,0.98211,0.89049,0.93011,0.96668,0.98211,0.8585,0.47267,0.57751,0.33494,0.92335,0.000727304,0.000727304,0.000727304
250,17728.7,0.45082,0.76088,0.30336,0.90948,0.9249,0.97601,0.97606,0.86448,0.9249,0.97601,0.97606,0.84074,0.47907,0.59141,0.33308,0.92118,0.000724474,0.000724474,0.000724474
251,17812.5,0.4419,0.73749,0.30375,0.89985,0.92871,0.9748,0.97586,0.89212,0.92871,0.9748,0.97586,0.84132,0.4635,0.58293,0.33011,0.91103,0.000721645,0.000721645,0.000721645
252,17895.9,0.44499,0.77317,0.29761,0.90898,0.93264,0.9748,0.97589,0.88719,0.93264,0.9748,0.97589,0.84152,0.43956,0.56954,0.31369,0.88988,0.000718816,0.000718816,0.000718816
253,17979.2,0.44266,0.76908,0.30372,0.90183,0.92783,0.97219,0.97979,0.89574,0.92783,0.97219,0.97979,0.84557,0.45183,0.60811,0.32278,0.91291,0.000715986,0.000715986,0.000715986
254,18062.7,0.44291,0.75914,0.29786,0.90322,0.9779,0.96681,0.98641,0.90723,0.9779,0.96681,0.98641,0.86016,0.44542,0.61882,0.33563,0.91198,0.000713157,0.000713157,0.000713157
255,18146.1,0.444,0.78168,0.29733,0.91054,0.97147,0.97475,0.98751,0.90233,0.97147,0.97475,0.98751,0.85023,0.44668,0.61219,0.33932,0.91945,0.000710327,0.000710327,0.000710327
256,18229.8,0.4457,0.75804,0.30596,0.90952,0.97763,0.97493,0.98735,0.90988,0.97763,0.97493,0.98735,0.8621,0.45652,0.5964,0.32056,0.9082,0.000707498,0.000707498,0.000707498
257,18313.9,0.44091,0.72067,0.28853,0.90172,0.93019,0.97954,0.9792,0.90199,0.93019,0.97954,0.9792,0.85858,0.45196,0.67835,0.31513,0.90277,0.000704668,0.000704668,0.000704668
258,18397.6,0.45189,0.7947,0.29827,0.90432,0.93201,0.9795,0.98059,0.90222,0.93201,0.9795,0.98059,0.85025,0.44415,0.65605,0.31903,0.90079,0.000701839,0.000701839,0.000701839
259,18480.8,0.43665,0.75814,0.29443,0.90247,0.93617,0.9795,0.9815,0.90209,0.93617,0.9795,0.9815,0.87021,0.43119,0.62553,0.30602,0.8969,0.00069901,0.00069901,0.00069901
260,18564.3,0.44194,0.75356,0.29618,0.90867,0.97921,0.96739,0.98701,0.90225,0.97921,0.96739,0.98701,0.86286,0.42235,0.63972,0.30821,0.90029,0.00069618,0.00069618,0.00069618
261,18647.8,0.43778,0.74845,0.29041,0.90216,0.97708,0.9795,0.98714,0.9132,0.97708,0.9795,0.98714,0.86019,0.44284,0.59472,0.29865,0.90735,0.000693351,0.000693351,0.000693351
