best_R,best_permutation,distance_m,elevation_deg,failure_type,fid,identity_R,identity_corner,improved_by_near_far,luma,near_far_swap_R,near_far_swap_corner,obj_diag_frac,population,set,truncated
12.614162949279828,identity,3.7463118997787563,6.095884934595574,BOX_OK_KP_BAD,1778651618049498624,12.614162949279828,56.20932464187594,False,81.0,33.90609304438945,54.46939471588212,0.3453613470104365,REAL_DEV_OPEN_56,eval_outside,0
21.088178051636792,near_far_swap,2.184741158417049,9.060563791129667,BOX_OK_KP_BAD,1778652138515809024,97.008052850487,243.96068291240988,True,95.0,21.088178051636792,52.740780851620954,0.6255195697477068,REAL_CHALLENGE_DEV_105,eval_pallet07,0
17.146767146934486,identity,2.0415292602226405,9.764743506194023,BOX_OK_KP_BAD,1778652152626116352,17.146767146934486,43.88744976787548,False,98.0,175.51999289640182,110.38150544545118,0.6519872837374929,REAL_CHALLENGE_DEV_105,eval_pallet07,0
18.223033294445347,identity,1.9332238259101746,9.160571735762872,BOX_OK_KP_BAD,1778652154608392192,18.223033294445347,61.12356882232695,False,102.0,174.65836747165974,137.48917243581437,0.6931560517454425,REAL_CHALLENGE_DEV_105,eval_pallet07,1
24.948547869833885,near_far_swap,1.9196701050465748,11.832857073906808,BOX_OK_KP_BAD,1778652166837872128,94.40501252684066,289.4603303066474,True,102.0,24.948547869833885,65.74638355996359,0.7308098565877147,REAL_CHALLENGE_DEV_105,eval_pallet07,1
22.476339416612262,near_far_swap,1.9296530674475365,9.520315391571401,BOX_OK_KP_BAD,1778652168786111744,87.00501620384696,292.9515630722146,True,94.0,22.476339416612262,54.24150241757403,0.7087672735435026,REAL_CHALLENGE_DEV_105,eval_pallet07,0
31.361035232452387,top_bottom,1.68887000312363,4.036002121271665,BOX_OK_KP_BAD,1778653630038417664,31.73543233609809,195.67430903199113,False,93.0,178.26041009773613,148.9353434682904,0.8127203424478836,REAL_CHALLENGE_DEV_105,eval_pallet09,1
49.586840173124735,top_bottom,4.687876589338851,2.9291134285091687,BOX_OK_KP_BAD,1778653659065885952,49.63301952042989,76.98337855348558,False,120.0,177.23188524295446,35.93797189842267,0.2803339795175057,REAL_CHALLENGE_DEV_105,eval_pallet09,0
5.848862875665171,near_far_swap,2.655467422336241,2.891892760452677,BOX_OK_KP_BAD,1778653664407620608,93.50847881489697,181.9723252634668,True,87.0,5.848862875665171,8.148597168523896,0.493384032810103,REAL_CHALLENGE_DEV_105,eval_pallet09,0
6.120998471022168,near_far_swap,2.300067419086833,3.3732606485992847,BOX_OK_KP_BAD,1778653674184865536,95.58829349817303,224.58945493327536,True,94.0,6.120998471022168,9.325175777891637,0.5726801267269894,REAL_CHALLENGE_DEV_105,eval_pallet09,0
