best_R,best_permutation,distance_m,elevation_deg,failure_type,fid,identity_R,identity_corner,improved_by_near_far,luma,near_far_swap_R,near_far_swap_corner,obj_diag_frac,population,set,truncated
14.185487907059688,identity,2.3318616443350337,2.5948267390847093,BOX_OK_KP_BAD,1778653723571790336,14.185487907059688,80.75947461727472,False,115.0,178.01343932464354,20.679782966584195,0.5061090244913793,REAL_CHALLENGE_DEV_105,eval_pallet09,0
10.840771041147862,identity,2.2969266206833416,2.2791780430816004,POSE_BAD_DESPITE_KP,1778653730458996736,10.840771041147862,18.44484733871993,False,119.0,178.98370471792217,71.58930831201195,0.516215910880646,REAL_CHALLENGE_DEV_105,eval_pallet09,0
11.20554375660314,identity,2.2057663428187526,2.5523663547182167,POSE_BAD_DESPITE_KP,1778653738858078976,11.20554375660314,20.024568595457847,False,114.0,178.85039663614236,66.75807740054081,0.5414066080126616,REAL_CHALLENGE_DEV_105,eval_pallet09,0
11.163631260625188,identity,2.1805065197799975,4.267941131635411,POSE_BAD_DESPITE_KP,1778653823253508096,11.163631260625188,19.615753171650972,False,96.0,46.944510006371424,147.61872670874635,0.5308439624786176,REAL_CHALLENGE_DEV_105,eval_pallet09,0
46.1188349062445,near_far_swap,2.3568776113111816,6.418858518389428,BOX_OK_KP_BAD,1779449596017728000,60.77557440953218,229.40847646284516,True,75.0,46.1188349062445,215.90949103441136,0.5714920165671608,REAL_CHALLENGE_DEV_105,eval_night09,0
45.9376717800485,near_far_swap,2.3134339109884827,8.093369040851073,BOX_OK_KP_BAD,1779449600421037056,62.259100844790844,241.44568764014167,True,53.0,45.9376717800485,230.00695498465615,0.7662173728779582,REAL_CHALLENGE_DEV_105,eval_night09,1
42.465029961168696,near_far_swap,2.3075544548914158,5.9884448852874215,BOX_OK_KP_BAD,1779449602689248000,60.85690526103243,236.11600874199638,True,51.0,42.465029961168696,223.29833814303373,0.5797634780150507,REAL_CHALLENGE_DEV_105,eval_night09,0
46.034962333853706,near_far_swap,1.93005604563198,8.770052627263112,BOX_OK_KP_BAD,1779449604823769344,66.62156396755329,299.11401074004135,True,48.0,46.034962333853706,269.9196186846667,0.7462745002474368,REAL_CHALLENGE_DEV_105,eval_night09,1
8.229969748167441,near_far_swap,3.1746662622521944,4.165286770930294,BOX_OK_KP_BAD,1779449641015972352,106.55287696693728,153.13585029214914,True,52.0,8.229969748167441,34.212563804761785,0.5380810812507721,REAL_CHALLENGE_DEV_105,eval_night09,1
57.03472834128355,identity,2.1707444181420152,7.830707714992585,BOX_OK_KP_BAD,1779449651923662336,57.03472834128355,224.32065882138568,False,19.0,69.78915859234439,237.5786120237917,0.66365119615371,REAL_CHALLENGE_DEV_105,eval_night09,1
32.40012153580972,near_far_swap,1.9748787744629157,7.835426171193447,BOX_OK_KP_BAD,1779449656527024896,60.580442363485204,258.06237622795214,True,23.0,32.40012153580972,247.0095832604983,0.6835172755749113,REAL_CHALLENGE_DEV_105,eval_night09,0
80.38265621086745,identity,1.479101689550151,11.24249468995771,BOX_OK_KP_BAD,1779449658861846528,80.38265621086745,381.6010984852827,False,32.0,88.12660837701897,423.9941913021985,1.0020173990747623,REAL_CHALLENGE_DEV_105,eval_night09,1
78.29157564958429,identity,1.395707518544442,10.660152226538727,BOX_OK_KP_BAD,1779449661263803392,78.29157564958429,389.7937764252565,False,32.0,90.34354813379483,428.6883063843437,1.0579018784580583,REAL_CHALLENGE_DEV_105,eval_night09,1
18.424292567926393,identity,1.4424267102689627,10.29953029205862,BOX_OK_KP_BAD,1779449663431979264,18.424292567926393,79.78976261140613,False,27.0,179.30653889108046,315.29762920558994,1.226285542510552,REAL_CHALLENGE_DEV_105,eval_night09,1
