fid,set,population,n_candidates,top1_conf,top1_iou,top1_R,top1_t,top1_corner,top1_s5,best_iou_conf,best_iou_rank,detected_at_0.40,detected_at_tau_star,recovered
1778652142480077056,eval_pallet07,REAL_CHALLENGE_DEV_105,3,0.8908171057701111,0.8948177303792003,1.9527850031348462,0.035779500111190174,14.673919776667917,1,0.8908171057701111,1,1,1,0
1778652144496057088,eval_pallet07,REAL_CHALLENGE_DEV_105,5,0.8213613033294678,0.8423538473403122,5.941062167766269,0.2111331168950673,43.35536038030693,0,0.8213613033294678,1,1,1,0
1778652146612550912,eval_pallet07,REAL_CHALLENGE_DEV_105,6,0.7422387599945068,0.8211110026964865,4.246255341785663,0.15047885919012632,21.037385125888107,0,0.7422387599945068,1,1,1,0
1778652148628229376,eval_pallet07,REAL_CHALLENGE_DEV_105,2,0.836386501789093,0.6385677052663942,0.7511609888440313,0.7596275978800647,66.21212654078593,0,0.836386501789093,1,1,1,0
1778652150610404864,eval_pallet07,REAL_CHALLENGE_DEV_105,5,0.8706613779067993,0.8731983729572208,5.91619952535427,0.04253105716182516,17.127825585458897,0,0.8706613779067993,1,1,1,0
1778652152626116352,eval_pallet07,REAL_CHALLENGE_DEV_105,3,0.6680727005004883,0.7804686707313282,17.146767146934486,0.15446831247498252,43.88744976787548,0,0.6680727005004883,1,1,1,0
1778652154608392192,eval_pallet07,REAL_CHALLENGE_DEV_105,5,0.5241530537605286,0.8454601983315548,18.223033294445347,0.22367896504298157,61.12356882232695,0,0.5241530537605286,1,1,1,0
1778652156557165568,eval_pallet07,REAL_CHALLENGE_DEV_105,2,0.9309619665145874,0.8393232905126069,8.441737569594034,0.1607876024006639,26.93991527185086,0,0.9309619665145874,1,1,1,0
1778652158404883456,eval_pallet07,REAL_CHALLENGE_DEV_105,1,0.950923502445221,0.9615718006208724,5.342200698650208,0.07100609046893389,17.812976976269045,0,0.950923502445221,1,1,1,0
1778652166837872128,eval_pallet07,REAL_CHALLENGE_DEV_105,10,0.7707333564758301,0.9607292893212126,94.40501252684066,0.08902131183686773,289.4603303066474,0,0.7707333564758301,1,1,1,0
1778652168786111744,eval_pallet07,REAL_CHALLENGE_DEV_105,8,0.9031156897544861,0.8948056757245814,87.00501620384696,0.0958433439916761,292.9515630722146,0,0.9031156897544861,1,1,1,0
1778652170735118080,eval_pallet07,REAL_CHALLENGE_DEV_105,4,0.9235915541648865,0.9328709755113492,3.7387451746803486,0.06691960423512638,18.158351602863124,0,0.9235915541648865,1,1,1,0
1778652172717607680,eval_pallet07,REAL_CHALLENGE_DEV_105,6,0.4471839666366577,0.9116186458773207,2.41763618140652,0.03377094010679964,10.351475257305431,1,0.4471839666366577,1,1,1,0
1778652174598774528,eval_pallet07,REAL_CHALLENGE_DEV_105,4,0.9180336594581604,0.8814663612859238,5.133641539679686,0.03781651832961343,15.929136090993403,0,0.9180336594581604,1,1,1,0
1778652176547299328,eval_pallet07,REAL_CHALLENGE_DEV_105,5,0.8841471672058105,0.864286248050593,3.4313017850793877,0.05710767179683677,17.01811746360869,0,0.8841471672058105,1,1,1,0
1778652178428551168,eval_pallet07,REAL_CHALLENGE_DEV_105,3,0.92109215259552,0.8643200117778883,3.2387581671234167,0.05589773089786593,12.69435731962124,0,0.92109215259552,1,1,1,0
1778653619758178816,eval_pallet09,REAL_CHALLENGE_DEV_105,19,0.2136555165052414,0.21295982125464422,10.362883076321358,7.336780120372376,40.500046381986145,0,0.002265519229695201,15,0,1,1
1778653630038417664,eval_pallet09,REAL_CHALLENGE_DEV_105,12,0.4437748193740845,0.3295213790616545,31.73543233609809,0.867720491840518,195.67430903199113,0,0.26894545555114746,2,1,1,0
1778653632188551424,eval_pallet09,REAL_CHALLENGE_DEV_105,5,0.6972032189369202,0.8167334517145061,9.39925221589347,0.10321591057374166,12.6769044956733,0,0.6972032189369202,1,1,1,0
1778653634641026304,eval_pallet09,REAL_CHALLENGE_DEV_105,4,0.8570303320884705,0.8091105640791239,4.0043252265811695,0.114601608859863,7.024187234671601,0,0.8570303320884705,1,1,1,0
1778653643678509824,eval_pallet09,REAL_CHALLENGE_DEV_105,10,0.7534962296485901,0.8758096458269637,6.0745162334213205,0.15276247662822215,6.414999471370328,0,0.7534962296485901,1,1,1,0
1778653659065885952,eval_pallet09,REAL_CHALLENGE_DEV_105,9,0.7005739808082581,0.8383831555660026,49.63301952042989,1.0406889875384362,76.98337855348558,0,0.7005739808082581,1,1,1,0
1778653661653195264,eval_pallet09,REAL_CHALLENGE_DEV_105,6,0.19835685193538666,0.7740021413773222,62.03665100341403,0.07186878285500976,89.79088746805084,0,0.19835685193538666,1,0,1,1
1778653664407620608,eval_pallet09,REAL_CHALLENGE_DEV_105,5,0.7555087804794312,0.9396437903063427,93.50847881489697,0.08645407149556326,181.9723252634668,0,0.7555087804794312,1,1,1,0
1778653674184865536,eval_pallet09,REAL_CHALLENGE_DEV_105,2,0.9139778017997742,0.9276524124061135,95.58829349817303,0.0707100732292439,224.58945493327536,0,0.9139778017997742,1,1,1,0
1778653693804927232,eval_pallet09,REAL_CHALLENGE_DEV_105,5,0.196244016289711,0.6266134980581535,1.8289734303882956,0.4285338612194401,5.427757843979635,0,0.196244016289711,1,0,1,1
1778653699314620416,eval_pallet09,REAL_CHALLENGE_DEV_105,7,0.3285079598426819,0.8269469367497071,3.074812242872209,0.13492454301410595,7.1406645777250635,0,0.3285079598426819,1,0,1,1
1778653704118966272,eval_pallet09,REAL_CHALLENGE_DEV_105,3,0.009688079357147217,0.6086709568413116,3.113619787423047,0.6452566270085313,9.443196701571601,0,0.009688079357147217,1,0,1,1
1778653706706429696,eval_pallet09,REAL_CHALLENGE_DEV_105,11,0.5178706645965576,0.8310925225797966,6.188125534573212,0.38559668239037925,10.144486415539832,0,0.5178706645965576,1,1,1,0
1778653709259341568,eval_pallet09,REAL_CHALLENGE_DEV_105,6,0.4374907314777374,0.8216783787011569,2.068261115602558,0.12328980289778352,6.65660241613246,0,0.4374907314777374,1,1,1,0
1778653711544007680,eval_pallet09,REAL_CHALLENGE_DEV_105,8,0.2652319073677063,0.886159459051216,3.0297318248096903,0.07350950714598076,6.440581770355,0,0.2652319073677063,1,0,1,1
1778653713962971904,eval_pallet09,REAL_CHALLENGE_DEV_105,11,0.7545347213745117,0.733887297573076,1.4983813703388458,0.43869802382057005,10.938458566160126,0,0.7545347213745117,1,1,1,0
1778653721118964736,eval_pallet09,REAL_CHALLENGE_DEV_105,5,0.6886324882507324,0.812987652679951,9.663044601723426,0.12853307082263657,14.957593814970215,0,0.6886324882507324,1,1,1,0
1778653723571790336,eval_pallet09,REAL_CHALLENGE_DEV_105,10,0.6784672141075134,0.669943175788822,14.185487907059688,0.5288415980930149,80.75947461727472,0,0.6784672141075134,1,1,1,0
1778653730458996736,eval_pallet09,REAL_CHALLENGE_DEV_105,4,0.8917081356048584,0.8632237810728308,10.840771041147862,0.0954031174009284,18.44484733871993,0,0.8917081356048584,1,1,1,0
1778653738858078976,eval_pallet09,REAL_CHALLENGE_DEV_105,5,0.9055994749069214,0.9385519784451716,11.20554375660314,0.10647689724588964,20.024568595457847,0,0.9055994749069214,1,1,1,0
1778653793553994496,eval_pallet09,REAL_CHALLENGE_DEV_105,4,0.4274294078350067,0.7242316392019437,1.509216330553313,1.0766656084790858,51.54406339928123,0,0.4274294078350067,1,1,1,0
1778653796073599488,eval_pallet09,REAL_CHALLENGE_DEV_105,3,0.08944850414991379,0.3478296373285914,19.325853872081137,2.6229935828748694,115.2970084733482,0,0.0016522683436051011,3,0,1,1
1778653798391620864,eval_pallet09,REAL_CHALLENGE_DEV_105,1,0.09003609418869019,0.40428617465522354,21.43045549588064,2.704202012708005,87.32394910019889,0,,,0,1,1
1778653804674198784,eval_pallet09,REAL_CHALLENGE_DEV_105,8,0.06353681534528732,0.0,37.1013574733755,29.778652670544172,420.9923245835181,0,,,0,1,1
1778653806958839552,eval_pallet09,REAL_CHALLENGE_DEV_105,2,,,,,,,,,0,0,0
1778653811763352320,eval_pallet09,REAL_CHALLENGE_DEV_105,1,0.3387898802757263,0.3097290564302167,28.310536749318395,2.123094958410027,115.98795335522979,0,,,0,1,1
1778653814384002560,eval_pallet09,REAL_CHALLENGE_DEV_105,6,0.16154293715953827,0.5263159599436888,27.082971029166764,1.2829883623123894,101.4442119336174,0,0.16154293715953827,1,0,1,1
1778653821069351168,eval_pallet09,REAL_CHALLENGE_DEV_105,7,0.14366759359836578,0.49220254220278764,20.694051571167687,1.6912807228702724,107.91163123602198,0,0.12402411550283432,2,0,1,1
1778653823253508096,eval_pallet09,REAL_CHALLENGE_DEV_105,2,0.5211644172668457,0.7156278261714182,11.163631260625188,0.364164827868532,19.615753171650972,0,0.5211644172668457,1,1,1,0
1778653832794714368,eval_pallet09,REAL_CHALLENGE_DEV_105,4,0.24703148007392883,0.5487241057494263,7.55541836324685,0.41088939785154044,28.91388529081709,0,0.24703148007392883,1,0,1,1
1778653871330109184,eval_pallet09,REAL_CHALLENGE_DEV_105,4,0.012367291375994682,0.74071406808762,7.387359397810018,0.9771026924342785,55.511576504528726,0,0.012367291375994682,1,0,1,1
1778653882316513792,eval_pallet09,REAL_CHALLENGE_DEV_105,6,0.10531944781541824,0.7880629931330122,5.368664519525059,0.0419998034192139,9.588196629850092,0,0.10531944781541824,1,0,1,1
1778653884903302656,eval_pallet09,REAL_CHALLENGE_DEV_105,5,0.7069959044456482,0.8260107332551199,2.697688765065232,0.03469944638520147,7.882918927649881,1,0.7069959044456482,1,1,1,0
1778653889069260032,eval_pallet09,REAL_CHALLENGE_DEV_105,9,0.3680046796798706,0.8502571730732279,7.833869317479687,0.21813255564849016,19.478800663862735,0,0.3680046796798706,1,0,1,1
1778653898342159872,eval_pallet09,REAL_CHALLENGE_DEV_105,12,0.7347434163093567,0.8268927582991366,5.113347874899735,0.06829192439194598,11.655501145055446,0,0.7347434163093567,1,1,1,0
1778653907581160960,eval_pallet09,REAL_CHALLENGE_DEV_105,12,0.3202347457408905,0.07515143549847982,10.806814422080622,0.7540851970707853,66.31020930572582,0,,,0,1,1
1779449467555301888,eval_night08,REAL_CHALLENGE_DEV_105,18,0.19963814318180084,0.0,11.073095847682882,21.030147568926317,149.83729904548034,0,0.024589790031313896,4,0,1,1
1779449470423201536,eval_night08,REAL_CHALLENGE_DEV_105,16,0.33718177676200867,0.0,5.959285913519939,17.256651729827947,160.6060388606093,0,0.006867617834359407,6,0,1,1
1779449475060066816,eval_night08,REAL_CHALLENGE_DEV_105,14,0.14794552326202393,0.0,16.857169476895457,19.085708158806536,152.64731925042616,0,0.012579060159623623,6,0,1,1
1779449479095927552,eval_night08,REAL_CHALLENGE_DEV_105,16,0.22172057628631592,0.0,12.06624582014105,18.649008713538706,149.15842789221176,0,0.09051330387592316,4,0,1,1
1779449481331070208,eval_night08,REAL_CHALLENGE_DEV_105,14,0.10756869614124298,0.5653309918299432,23.644090048293993,0.8574546996272382,62.86556996404073,0,0.10756869614124298,1,0,1,1
1779449483432542720,eval_night08,REAL_CHALLENGE_DEV_105,9,0.04257862642407417,0.0,5.752546128775849,15.608335385610687,201.79415295821792,0,0.012174963019788265,4,0,1,1
1779449485800670464,eval_night08,REAL_CHALLENGE_DEV_105,6,0.03523145616054535,0.0006643578133534003,21.91106360265181,13.478974193528114,183.19099170734978,0,0.00176570238545537,6,0,1,1
1779449488068910592,eval_night08,REAL_CHALLENGE_DEV_105,6,0.6787739992141724,0.7229558513423405,6.660260808417616,0.05038861634907846,14.07398463664371,0,0.6787739992141724,1,1,1,0
1779449490370609408,eval_night08,REAL_CHALLENGE_DEV_105,12,0.05575120449066162,0.0,28.61442862604948,15.79306641489024,194.5525079955179,0,0.0063430555164813995,3,0,1,1
1779449492505469440,eval_night08,REAL_CHALLENGE_DEV_105,10,0.16926930844783783,0.7277204481402684,1.9429369519429411,0.21675023155438625,18.069981555332358,0,0.16926930844783783,1,0,1,1
1779449494740471040,eval_night08,REAL_CHALLENGE_DEV_105,3,0.8739193081855774,0.13434679402324748,1.103795098371123,0.032833207231022454,10.317333739907042,1,,,1,1,0
1779449496875356416,eval_night08,REAL_CHALLENGE_DEV_105,5,0.2100507915019989,0.8683186699660906,2.3949796321600454,0.23748652793423666,10.748691984171495,0,0.2100507915019989,1,0,1,1
1779449499143611648,eval_night08,REAL_CHALLENGE_DEV_105,15,0.8723273873329163,0.8587310925920524,2.329426362166307,0.03850555722971401,10.449083418110167,1,0.8723273873329163,1,1,1,0
1779449501478488320,eval_night08,REAL_CHALLENGE_DEV_105,7,0.9277664422988892,0.9577240538358643,2.6430752342109756,0.04090984623351527,16.766726440051386,1,0.9277664422988892,1,1,1,0
1779449503746678784,eval_night08,REAL_CHALLENGE_DEV_105,7,0.40341848134994507,0.27001787463786875,6.0422637306078615,0.1267353381794124,31.637105060507054,0,,,1,1,0
1779449506181779968,eval_night08,REAL_CHALLENGE_DEV_105,13,0.42525529861450195,0.28695450157886854,1.0968721371388126,0.2587087397169961,70.48754431701386,0,,,1,1,0
1779449508483286784,eval_night08,REAL_CHALLENGE_DEV_105,7,0.5168171525001526,0.2933432896931966,2.4638010815641818,0.2847394902110564,70.12992604130996,0,,,1,1,0
1779449575470221824,eval_night09,REAL_CHALLENGE_DEV_105,8,0.01673310436308384,0.0,55.317154296883366,21.46639878628085,165.115981920531,0,,,0,1,1
1779449580573721600,eval_night09,REAL_CHALLENGE_DEV_105,8,0.01793072372674942,0.02918019967206753,8.513079754947933,7.900756389538835,144.22827450806403,0,0.002483121119439602,5,0,1,1
1779449584709824000,eval_night09,REAL_CHALLENGE_DEV_105,6,0.025006506592035294,0.04178983432508492,4.957954691984396,8.284839862583732,133.41161468135698,0,,,0,1,1
1779449589380006912,eval_night09,REAL_CHALLENGE_DEV_105,11,0.03225383535027504,0.315351903013412,21.120246507469695,2.3992831325016923,89.07621848045795,0,0.0027926205657422543,6,0,1,1
1779449591514485504,eval_night09,REAL_CHALLENGE_DEV_105,8,0.10658030211925507,0.0,27.923792388094864,9.996135185595936,116.97609105205252,0,,,0,1,1
1779449593782795264,eval_night09,REAL_CHALLENGE_DEV_105,6,0.32361331582069397,0.6083769655020881,2.9469940438321944,1.4904571694199995,51.36779904192929,0,0.32361331582069397,1,0,1,1
1779449596017728000,eval_night09,REAL_CHALLENGE_DEV_105,3,0.9038780927658081,0.0,60.77557440953218,14.213714373790578,229.40847646284516,0,,,1,1,0
1779449600421037056,eval_night09,REAL_CHALLENGE_DEV_105,7,0.7750007510185242,0.019978006155963183,62.259100844790844,13.198163348136577,241.44568764014167,0,,,1,1,0
1779449602689248000,eval_night09,REAL_CHALLENGE_DEV_105,5,0.8366512656211853,0.0,60.85690526103243,13.553257613910528,236.11600874199638,0,,,1,1,0
1779449604823769344,eval_night09,REAL_CHALLENGE_DEV_105,6,0.7614910006523132,0.0,66.62156396755329,11.197965571158994,299.11401074004135,0,,,1,1,0
1779449631842893312,eval_night09,REAL_CHALLENGE_DEV_105,11,0.3948819041252136,0.7358724850586217,2.5530751374837837,0.4389493183846498,18.091930960884163,0,0.3948819041252136,1,0,1,1
