fid,set,population,label_w,label_d,label_variant,n_surv,E0_R,E0_t,E0_s5,E1_R,E1_t,E1_s5,E1b_R,E1b_t,E1b_s5,E2_R,E2_t,E2_s5,E1b_pick,E2_pick,E1b_correct
1778653793553994496,eval_pallet09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,2,1.509216330553313,1.0766656084790858,0,1.509216330553313,1.0766656084790858,0,1.509216330553313,1.0766656084790858,0,1.509216330553313,1.0766656084790858,0,A,A,1
1778653796073599488,eval_pallet09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,2,19.325853872081137,2.6229935828748694,0,19.325853872081137,2.6229935828748694,0,19.325853872081137,2.6229935828748694,0,18.838624518635573,3.5198393667951073,0,A,B,1
1778653798391620864,eval_pallet09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,1,21.43045549588064,2.704202012708005,0,21.43045549588064,2.704202012708005,0,21.43045549588064,2.704202012708005,0,21.43045549588064,2.704202012708005,0,A,A,1
1778653804674198784,eval_pallet09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,1,37.1013574733755,29.778652670544172,0,37.1013574733755,29.778652670544172,0,37.1013574733755,29.778652670544172,0,37.1013574733755,29.778652670544172,0,A,A,1
1778653806958839552,eval_pallet09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,0,nan,nan,0,nan,nan,0,nan,nan,0,nan,nan,0,,,
1778653811763352320,eval_pallet09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,1,28.310536749318395,2.123094958410027,0,28.310536749318395,2.123094958410027,0,28.310536749318395,2.123094958410027,0,28.310536749318395,2.123094958410027,0,A,A,1
1778653814384002560,eval_pallet09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,3,27.082971029166764,1.2829883623123894,0,27.082971029166764,1.2829883623123894,0,27.082971029166764,1.2829883623123894,0,27.082971029166764,1.2829883623123894,0,A,A,1
1778653821069351168,eval_pallet09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,3,20.694051571167687,1.6912807228702724,0,20.694051571167687,1.6912807228702724,0,20.694051571167687,1.6912807228702724,0,20.694051571167687,1.6912807228702724,0,A,A,1
1778653823253508096,eval_pallet09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,2,11.163631260625188,0.364164827868532,0,11.163631260625188,0.364164827868532,0,17.236111095265162,0.49376685373942525,0,11.163631260625188,0.364164827868532,0,B,A,0
1778653832794714368,eval_pallet09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,2,7.55541836324685,0.41088939785154044,0,7.55541836324685,0.41088939785154044,0,7.55541836324685,0.41088939785154044,0,7.55541836324685,0.41088939785154044,0,A,A,1
1778653871330109184,eval_pallet09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,1,7.387359397810018,0.9771026924342785,0,7.387359397810018,0.9771026924342785,0,7.387359397810018,0.9771026924342785,0,4.97299571996913,1.5046692788250022,0,A,B,1
1778653882316513792,eval_pallet09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,4,5.368664519525059,0.0419998034192139,0,5.368664519525059,0.0419998034192139,0,3.4190477515193916,0.33457772511438005,0,3.4190477515193916,0.33457772511438005,0,B,B,0
1778653884903302656,eval_pallet09,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,2,2.697688765065232,0.03469944638520147,1,4.858107073931538,0.25472021961025143,0,2.697688765065232,0.03469944638520147,1,2.697688765065232,0.03469944638520147,1,B,B,1
1778653889069260032,eval_pallet09,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,6,7.833869317479687,0.21813255564849016,0,3.036873137305007,0.04767544660058675,1,3.036873137305007,0.04767544660058675,1,3.036873137305007,0.04767544660058675,1,A,A,0
1778653898342159872,eval_pallet09,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,6,5.113347874899735,0.06829192439194598,0,6.660376829807884,0.17618636182811392,0,6.660376829807884,0.17618636182811392,0,5.113347874899735,0.06829192439194598,0,A,B,0
1778653907581160960,eval_pallet09,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,6,10.806814422080622,0.7540851970707853,0,6.068971066071007,0.5870997878133576,0,10.806814422080622,0.7540851970707853,0,6.068971066071007,0.5870997878133576,0,B,A,1
1779449467555301888,eval_night08,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,5,11.073095847682882,21.030147568926317,0,5.852199879477293,17.952470224517366,0,5.852199879477293,17.952470224517366,0,5.852199879477293,17.952470224517366,0,A,A,0
1779449470423201536,eval_night08,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,5,5.959285913519939,17.256651729827947,0,5.959285913519939,17.256651729827947,0,5.959285913519939,17.256651729827947,0,3.849044299389012,20.768643734148426,0,A,B,1
1779449475060066816,eval_night08,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,6,16.857169476895457,19.085708158806536,0,9.879687851260845,16.82598033165434,0,9.879687851260845,16.82598033165434,0,9.879687851260845,16.82598033165434,0,A,A,0
1779449479095927552,eval_night08,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,6,12.06624582014105,18.649008713538706,0,7.097143912871737,15.88503258705793,0,7.097143912871737,15.88503258705793,0,7.097143912871737,15.88503258705793,0,A,A,0
1779449481331070208,eval_night08,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,5,23.644090048293993,0.8574546996272382,0,21.002917596455337,0.4387106541620612,0,21.002917596455337,0.4387106541620612,0,21.002917596455337,0.4387106541620612,0,A,A,0
1779449483432542720,eval_night08,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,5,5.752546128775849,15.608335385610687,0,4.078077490988834,13.073142918335435,0,4.078077490988834,13.073142918335435,0,4.078077490988834,13.073142918335435,0,A,A,0
1779449485800670464,eval_night08,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,2,21.91106360265181,13.478974193528114,0,13.06767764058021,12.147477156246646,0,13.06767764058021,12.147477156246646,0,13.06767764058021,12.147477156246646,0,A,A,0
1779449488068910592,eval_night08,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,1,6.660260808417616,0.05038861634907846,0,7.6798331460831175,0.3138499237893786,0,6.660260808417616,0.05038861634907846,0,6.660260808417616,0.05038861634907846,0,B,B,1
1779449490370609408,eval_night08,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,2,28.61442862604948,15.79306641489024,0,18.96045546333093,15.244292483655482,0,18.96045546333093,15.244292483655482,0,18.96045546333093,15.244292483655482,0,A,A,0
1779449492505469440,eval_night08,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,6,1.9429369519429411,0.21675023155438625,0,4.460775698252178,0.39438547788303746,0,1.9429369519429411,0.21675023155438625,0,1.9429369519429411,0.21675023155438625,0,B,B,1
1779449494740471040,eval_night08,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,1,1.103795098371123,0.032833207231022454,1,2.9854201256314963,0.17983654646900016,0,1.103795098371123,0.032833207231022454,1,1.103795098371123,0.032833207231022454,1,B,B,1
1779449496875356416,eval_night08,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,3,2.3949796321600454,0.23748652793423666,0,4.44181548431403,0.019216780195614167,1,2.3949796321600454,0.23748652793423666,0,2.3949796321600454,0.23748652793423666,0,B,B,1
1779449499143611648,eval_night08,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,4,2.329426362166307,0.03850555722971401,1,4.479786643010076,0.20983455505045018,0,2.329426362166307,0.03850555722971401,1,2.329426362166307,0.03850555722971401,1,B,B,1
1779449501478488320,eval_night08,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,2,2.6430752342109756,0.04090984623351527,1,4.639701949985352,0.11041434749931495,0,2.6430752342109756,0.04090984623351527,1,2.6430752342109756,0.04090984623351527,1,B,B,1
1779449503746678784,eval_night08,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,3,6.0422637306078615,0.1267353381794124,0,4.113769481957744,0.06531433763539504,0,6.0422637306078615,0.1267353381794124,0,4.113769481957744,0.06531433763539504,0,B,A,1
1779449506181779968,eval_night08,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,3,1.0968721371388126,0.2587087397169961,0,3.6492382780254737,0.19055522650294301,0,1.0968721371388126,0.2587087397169961,0,1.0968721371388126,0.2587087397169961,0,B,B,1
1779449508483286784,eval_night08,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,6,2.4638010815641818,0.2847394902110564,0,3.4655285780654532,0.22198481517860882,0,2.4638010815641818,0.2847394902110564,0,2.4638010815641818,0.2847394902110564,0,B,B,1
1779449575470221824,eval_night09,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,3,55.317154296883366,21.46639878628085,0,44.551106298400676,18.612628789966486,0,44.551106298400676,18.612628789966486,0,44.551106298400676,18.612628789966486,0,A,A,0
1779449580573721600,eval_night09,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,2,8.513079754947933,7.900756389538835,0,10.248805565465496,6.299388253164772,0,10.248805565465496,6.299388253164772,0,8.513079754947933,7.900756389538835,0,A,B,0
1779449584709824000,eval_night09,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,3,4.957954691984396,8.284839862583732,0,4.803722011953788,6.773292646065853,0,4.957954691984396,8.284839862583732,0,4.803722011953788,6.773292646065853,0,B,A,1
1779449589380006912,eval_night09,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,3,21.120246507469695,2.3992831325016923,0,17.60561298453169,1.70638559194291,0,17.60561298453169,1.70638559194291,0,17.60561298453169,1.70638559194291,0,A,A,0
1779449591514485504,eval_night09,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,3,27.923792388094864,9.996135185595936,0,22.734697329420918,8.374847997848978,0,27.923792388094864,9.996135185595936,0,22.734697329420918,8.374847997848978,0,B,A,1
1779449593782795264,eval_night09,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,1,2.9469940438321944,1.4904571694199995,0,3.8143856432055965,0.9172322913997235,0,3.8143856432055965,0.9172322913997235,0,2.9469940438321944,1.4904571694199995,0,A,B,0
1779449596017728000,eval_night09,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,1,60.77557440953218,14.213714373790578,0,49.57678614863156,12.048903520289342,0,49.57678614863156,12.048903520289342,0,49.57678614863156,12.048903520289342,0,A,A,0
1779449600421037056,eval_night09,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,3,62.259100844790844,13.198163348136577,0,49.86809303454438,11.431207498695803,0,49.86809303454438,11.431207498695803,0,49.86809303454438,11.431207498695803,0,A,A,0
1779449602689248000,eval_night09,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,1,60.85690526103243,13.553257613910528,0,50.1082777556047,11.731530809749103,0,50.1082777556047,11.731530809749103,0,50.1082777556047,11.731530809749103,0,A,A,0
1779449604823769344,eval_night09,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,2,66.62156396755329,11.197965571158994,0,54.33831896922269,9.589243782052543,0,54.33831896922269,9.589243782052543,0,54.33831896922269,9.589243782052543,0,A,A,0
1779449631842893312,eval_night09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,3,2.5530751374837837,0.4389493183846498,0,2.5530751374837837,0.4389493183846498,0,2.5530751374837837,0.4389493183846498,0,2.5530751374837837,0.4389493183846498,0,A,A,1
1779449634044385536,eval_night09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,2,74.76908838355038,3.7743227049753925,0,74.76908838355038,3.7743227049753925,0,74.76908838355038,3.7743227049753925,0,74.76908838355038,3.7743227049753925,0,A,A,1
1779449638581035008,eval_night09,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,3,86.89280045562714,0.11954324904048284,0,78.98022104101727,0.169441600435399,0,78.98022104101727,0.169441600435399,0,78.98022104101727,0.169441600435399,0,A,A,0
1779449641015972352,eval_night09,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,4,106.55287696693728,1.0763923656240912,0,98.05967994911343,1.1743797496960116,0,98.05967994911343,1.1743797496960116,0,98.05967994911343,1.1743797496960116,0,A,A,0
1779449643284402176,eval_night09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,1,40.999626550335435,2.3965406117533723,0,40.999626550335435,2.3965406117533723,0,40.69588680455448,3.3720986694424857,0,40.69588680455448,3.3720986694424857,0,B,B,0
1779449645419136000,eval_night09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,4,1.9488112681643959,0.46280799405140677,0,1.9488112681643959,0.46280799405140677,0,1.9488112681643959,0.46280799405140677,0,1.9488112681643959,0.46280799405140677,0,A,A,1
1779449647620845824,eval_night09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,2,1.836674683273162,0.1898605602846907,0,1.836674683273162,0.1898605602846907,0,1.836674683273162,0.1898605602846907,0,1.836674683273162,0.1898605602846907,0,A,A,1
1779449649655479552,eval_night09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,3,2.178423844502808,0.03708747823906151,1,2.178423844502808,0.03708747823906151,1,2.178423844502808,0.03708747823906151,1,2.178423844502808,0.03708747823906151,1,A,A,1
1779449651923662336,eval_night09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,4,57.03472834128355,9.24378214761553,0,57.03472834128355,9.24378214761553,0,57.03472834128355,9.24378214761553,0,57.03472834128355,9.24378214761553,0,A,A,1
1779449654325364736,eval_night09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,4,9.240702970933123,0.44114402556262194,0,9.240702970933123,0.44114402556262194,0,9.240702970933123,0.44114402556262194,0,2.8414246041524844,0.6108460719837926,0,A,B,1
1779449656527024896,eval_night09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,3,60.580442363485204,9.170268910850007,0,60.580442363485204,9.170268910850007,0,60.580442363485204,9.170268910850007,0,60.580442363485204,9.170268910850007,0,A,A,1
1779449658861846528,eval_night09,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,3,80.38265621086745,7.291069068824174,0,74.96115895137049,6.124552992569836,0,80.38265621086745,7.291069068824174,0,74.96115895137049,6.124552992569836,0,B,A,1
1779449661263803392,eval_night09,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,2,78.29157564958429,7.084292127357405,0,74.50814025200029,5.982640708471695,0,74.50814025200029,5.982640708471695,0,74.50814025200029,5.982640708471695,0,A,A,0
1779449663431979264,eval_night09,REAL_CHALLENGE_DEV_105,1.1,1.3,1.1x1.3,3,18.424292567926393,0.5015440171613141,0,18.424292567926393,0.5015440171613141,0,18.424292567926393,0.5015440171613141,0,13.39310859495714,0.6020894878693003,0,A,B,1
1779449665933553920,eval_night09,REAL_CHALLENGE_DEV_105,1.3,1.1,1.3x1.1,2,15.258981126622773,0.3391534382394898,0,19.962562182287233,0.3176361848994793,0,15.258981126622773,0.3391534382394898,0,15.258981126622773,0.3391534382394898,0,B,B,1
