epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.7818,2.44553,9.98516,0.71778,5.49374,2.44769,0.03738,0.05078,0.0083,0.00367,0,0,0,0,2.19861,9.90658,0.70255,4.34414,2.14825,0.0007,0.0007,0.0937
