image_id,split,domain,gt_id,s_pos,s_neg,score_pos,score_neg,delta,g_rank,target_pos,target_neg,g_bce_pos,g_bce_neg,pos_level,neg_level,pos_iou,neg_iou,neg_category,pos_kp_err,neg_kp_err,n_unassigned,n_anchors
G__f8622,train5k,SYNTH,0,3.6893692016601562,-7.926653861999512,0.9756214071025994,0.00036086205593436303,11.616023063659668,9.02030794698723e-06,0.992226243019104,0.0,-0.016604835916504634,0.00036086205593436303,P5,P3,0.9922295808792114,0.0,FAR_DISTRACTOR,0.78913775933819,349.2190436477954,7139,7140
G__f2643,train5k,SYNTH,0,3.2952165603637695,-9.585902214050293,0.9642643455655255,6.868560588486863e-05,12.881118774414062,2.545658191267095e-06,0.9824007153511047,0.0,-0.0181363697855792,6.868560588486863e-05,P5,P5,0.9824165105819702,0.9017501473426819,DUPLICATE,1.5043918137048609,2.9560551122823253,8399,8400
G__f8171,train5k,SYNTH,0,3.649918556213379,-6.268073081970215,0.9746652857703229,0.0018922907149328653,9.917991638183594,4.9277601193734575e-05,0.9812815189361572,0.0,-0.006616233165834373,0.0018922907149328653,P5,P4,0.9812946915626526,0.0,FAR_DISTRACTOR,3.405246549185494,328.06992457190785,8399,8400
G__f22636,train5k,SYNTH,0,2.310483932495117,-5.946181297302246,0.9097415997557479,0.002608985860120178,8.256665229797363,0.00025945566463993496,0.9696045517921448,0.0,-0.05986295203639691,0.002608985860120178,P5,P5,0.9696452617645264,0.5446154475212097,DUPLICATE,3.8309645822308966,25.13092245449723,7139,7140
G__f38910,train5k,SYNTH,0,3.397523880004883,-10.066497802734375,0.9676270607583767,4.247731959972916e-05,13.464021682739258,1.4211799169932366e-06,0.9754288792610168,0.0,-0.007801818502640168,4.247731959972916e-05,P5,P4,0.9754629135131836,0.3134094476699829,NEAR_DISTRACTOR,0.9676602210689614,24.89144819730234,7139,7140
G__f17431,train5k,SYNTH,0,3.6038341522216797,-9.59281063079834,0.9735020910957137,6.821276463516029e-05,13.19664478302002,1.8568173465797506e-06,0.993846595287323,0.0,-0.02034450419160927,6.821276463516029e-05,P5,P5,0.9938468933105469,0.6585499048233032,DUPLICATE,1.6798449278700214,12.432897611548176,6299,6300
G__f37301,train5k,SYNTH,0,3.9205570220947266,-10.41838264465332,0.9805555386668876,2.9877271343419066e-05,14.338939666748047,5.924850127266093e-07,0.9796043038368225,0.0,0.0009512348300650952,2.9877271343419066e-05,P5,P3,0.9796072244644165,0.0,FAR_DISTRACTOR,0.9926179558085363,363.2104178760137,7139,7140
G__f16208,train5k,SYNTH,0,3.2625904083251953,-10.484439849853516,0.9631229051445392,2.796748933015977e-05,13.747030258178711,1.0708783814050976e-06,0.9798367023468018,0.0,-0.016713797202262515,2.796748933015977e-05,P5,P5,0.9798454642295837,0.0,FAR_DISTRACTOR,3.1165660536552693,402.302854346867,7139,7140
G__f18076,train5k,SYNTH,0,3.287038803100586,-6.900920391082764,0.9639814789900377,0.0010058455551080888,10.18795919418335,3.7619169360738785e-05,0.9428977370262146,0.0,0.02108374196382312,0.0010058455551080888,P5,P3,0.9431444406509399,0.0,FAR_DISTRACTOR,1.379519684644744,255.78714558628042,6299,6300
G__f12585,train5k,SYNTH,0,3.327580451965332,-9.237526893615723,0.9653629575486359,9.730850068623836e-05,12.565107345581055,3.491738398452869e-06,0.9678741097450256,0.0,-0.0025111521963897543,9.730850068623836e-05,P5,P4,0.9678875207901001,0.0,FAR_DISTRACTOR,53.96462118092209,310.7195531567616,8399,8400
G__f26077,train5k,SYNTH,0,3.593440055847168,-11.014484405517578,0.9732326436854857,1.6461259169079237e-05,14.607924461364746,4.5275037400229017e-07,0.9752475619316101,0.0,-0.002014918246124431,1.6461259169079237e-05,P5,P4,0.9752684831619263,0.0,FAR_DISTRACTOR,0.9018669136505262,270.0392530281668,6299,6300
G__f0081,train5k,SYNTH,0,3.351637840270996,-9.82835578918457,0.9661584280956265,5.389840409896225e-05,13.179993629455566,1.8879942846349092e-06,0.9857768416404724,0.0,-0.019618413544845947,5.389840409896225e-05,P5,P5,0.9857808947563171,0.0,FAR_DISTRACTOR,0.7487453706217582,351.88617563310635,7139,7140
G__f35157,train5k,SYNTH,0,2.3142013549804688,-6.791886329650879,0.910046379500843,0.001121589337272901,9.106087684631348,0.00011097577024511498,0.8697782754898071,0.0,0.040268104011035866,0.001121589337272901,P4,P4,0.8703739643096924,0.8731380105018616,DUPLICATE,1.6000994160786226,1.7029149550054834,7139,7140
G__f25814,train5k,SYNTH,0,1.245553970336914,-2.7639822959899902,0.7765292833936848,0.05930182286312731,4.009536266326904,0.017818545649975207,0.9557941555976868,0.0,-0.179264872204002,0.05930182286312731,P4,P4,0.9557953476905823,0.9583522081375122,DUPLICATE,1.2242763956699794,1.4806056644178238,5459,5460
G__f11960,train5k,SYNTH,0,3.4633140563964844,-9.264673233032227,0.9696257233194014,9.470271012031916e-05,12.727987289428711,2.966907906682612e-06,0.9717579483985901,0.0,-0.0021322250791886432,9.470271012031916e-05,P5,P5,0.9717803597450256,0.5589463114738464,DUPLICATE,1.1412584559358685,18.13071459980406,5459,5460
G__f25863,train5k,SYNTH,0,3.2761058807373047,-7.17454719543457,0.9635999433411159,0.0007652463615450136,10.450653076171875,2.8928537158230048e-05,0.9634504318237305,0.0,0.00014951151738540336,0.0007652463615450136,P5,P5,0.9635290503501892,0.6521660089492798,DUPLICATE,3.366091320798475,5.206517156347638,5459,5460
G__f4104,train5k,SYNTH,0,2.600738525390625,-8.462740898132324,0.9309090947731169,0.00021114782692511068,11.06347942352295,1.567419077720552e-05,0.8694128394126892,0.0,0.06149625536042769,0.00021114782692511068,P4,P4,0.8694384694099426,0.0,FAR_DISTRACTOR,1.0428369975487832,169.69705218088023,5459,5460
G__f12579,train5k,SYNTH,0,2.681072235107422,-9.202559471130371,0.9359004778804114,0.00010077096926036188,11.883631706237793,6.902419133968184e-06,0.8677260279655457,0.0,0.06817444991486576,0.00010077096926036188,P4,P4,0.86854088306427,0.0,FAR_DISTRACTOR,2.0914292093333597,75.5201598217929,5459,5460
G__f33636,train5k,SYNTH,0,3.3281869888305664,-9.496953010559082,0.9653832327910133,7.507461382298115e-05,12.825139999389648,2.692224669060586e-06,0.9859362244606018,0.0,-0.02055299166958846,7.507461382298115e-05,P5,P3,0.9859570860862732,0.0,FAR_DISTRACTOR,2.114368589392794,152.35990018570502,5459,5460
G__f28444,train5k,SYNTH,0,2.8051557540893555,-10.360847473144531,0.9429537962928873,3.164662278040155e-05,13.166003227233887,1.9145936676715665e-06,0.8856014609336853,0.0,0.057352335359202034,3.164662278040155e-05,P5,P4,0.8865591287612915,0.8614389300346375,DUPLICATE,2.4146252951644427,1.998283774434363,7139,7140
G__f11225,train5k,SYNTH,0,2.9228591918945312,-2.483217239379883,0.9489649489905044,0.07704312083146346,5.406076431274414,0.004469156439112718,0.9722813367843628,0.0,-0.023316387793858362,0.07704312083146346,P5,P4,0.9723369479179382,0.9792088270187378,DUPLICATE,0.44325098614215813,0.8007417820310951,5459,5460
G__f4555,train5k,SYNTH,0,2.5882577896118164,-3.7966785430908203,0.9301020369650848,0.021952471358677814,6.384936332702637,0.0016839354629191842,0.9308890700340271,0.0,-0.0007870330689423444,0.021952471358677814,P5,P5,0.9311582446098328,0.4400250017642975,NEAR_DISTRACTOR,4.307733764886655,18.515266695465318,7139,7140
G__f25197,train5k,SYNTH,0,3.6122961044311523,-10.715965270996094,0.9737195012604354,2.2187367588031306e-05,14.328261375427246,5.988456363635267e-07,0.9834926724433899,0.0,-0.00977317118295451,2.2187367588031306e-05,P5,P3,0.9834951162338257,0.0,FAR_DISTRACTOR,0.7481573806405013,301.3149825197566,6299,6300
G__f10193,train5k,SYNTH,0,2.456918716430664,-6.628183364868164,0.9210659332405742,0.0013208166564319642,9.085102081298828,0.00011332900547614363,0.9479983448982239,0.0,-0.026932411657649702,0.0013208166564319642,P4,P4,0.9480140805244446,0.0,FAR_DISTRACTOR,0.5214690436497632,79.8219522226065,7139,7140
G__f27022,train5k,SYNTH,0,3.3668317794799805,-9.428215980529785,0.9666517106895725,8.041608015546038e-05,12.795047760009766,2.7744707921489272e-06,0.9619861245155334,0.0,0.004665586174039005,8.041608015546038e-05,P5,P5,0.9620070457458496,0.0,FAR_DISTRACTOR,0.9044892046210097,138.95485749660355,8399,8400
G__f22340,train5k,SYNTH,0,1.2231998443603516,-2.7811899185180664,0.7726261723197168,0.05834914167223227,4.004389762878418,0.017908838706140344,0.9390748143196106,0.0,-0.16644864199989384,0.05834914167223227,P5,P4,0.9391638040542603,0.9229759573936462,DUPLICATE,1.0118197921174725,1.2347563786606746,7139,7140
G__f25392,train5k,SYNTH,0,0.3802909851074219,-1.4217920303344727,0.5939432830863193,0.1943808034822589,1.8020830154418945,0.14159768992182842,0.9259913563728333,0.0,-0.332048073286514,0.1943808034822589,P5,P5,0.9263903498649597,0.8329675197601318,DUPLICATE,1.543909180742316,3.5894531334988913,7139,7140
G__f31796,train5k,SYNTH,0,3.7005538940429688,-9.943326950073242,0.9758860165298383,4.804487941336047e-05,13.643880844116211,1.1872367244388853e-06,0.9884616732597351,0.0,-0.0125756567298968,4.804487941336047e-05,P5,P4,0.9884733557701111,0.0,FAR_DISTRACTOR,0.5363205639705347,112.32843635948497,7139,7140
G__f6518,train5k,SYNTH,0,1.769805908203125,-2.851986885070801,0.8544335321932551,0.05457870342790375,4.621792793273926,0.009739359815357305,0.8469554781913757,0.0,0.007478054001879397,0.05457870342790375,P4,P5,0.8481494188308716,0.8309558629989624,DUPLICATE,37.46124556372418,38.83805757063246,5459,5460
G__f30229,train5k,SYNTH,0,2.8776960372924805,-8.389737129211426,0.9467327947159662,0.00022713538912775758,11.267433166503906,1.2782341000310636e-05,0.9653289318084717,0.0,-0.018596137092505516,0.00022713538912775758,P4,P4,0.9653456211090088,0.0,FAR_DISTRACTOR,0.4971633477438315,217.6713020449834,5459,5460
G__f32126,train5k,SYNTH,0,2.9465293884277344,-10.159584045410156,0.9500992010868955,3.870186576824619e-05,13.10611343383789,2.0327612518253273e-06,0.9563034772872925,0.0,-0.006204276200396985,3.870186576824619e-05,P4,P4,0.9563512206077576,0.0,FAR_DISTRACTOR,1.4750350253722118,235.07159839293126,5459,5460
G__f17687,train5k,SYNTH,0,0.5679874420166016,-1.0258026123046875,0.6382986583289364,0.26389866414692315,1.593790054321289,0.16885133082128695,0.9648884534835815,0.0,-0.32658979515464515,0.26389866414692315,P5,P5,0.9649225473403931,0.5329691767692566,DUPLICATE,2.2683708385051573,7.572155384294856,7139,7140
G__f20828,train5k,SYNTH,0,3.248682975769043,-9.367757797241211,0.9626257583974953,8.542743734970984e-05,12.616440773010254,3.3170189333728467e-06,0.947117269039154,0.0,0.01550848935834126,8.542743734970984e-05,P5,P3,0.9471946954727173,0.0,FAR_DISTRACTOR,1.7821610333404851,320.6123963791847,7139,7140
G__f36763,train5k,SYNTH,0,3.2581052780151367,-9.425657272338867,0.9629632746761531,8.062208829449334e-05,12.683762550354004,3.1010628468186027e-06,0.9580132365226746,0.0,0.004950038153478498,8.062208829449334e-05,P5,P5,0.9580802917480469,0.0,FAR_DISTRACTOR,2.0553578547493077,207.04557305217443,6299,6300
G__f7737,train5k,SYNTH,0,3.3039207458496094,-9.587902069091797,0.9645630707160874,6.854839129592938e-05,12.891822814941406,2.51855474840635e-06,0.9779343605041504,0.0,-0.013371289788063012,6.854839129592938e-05,P5,P5,0.9779540300369263,0.0,FAR_DISTRACTOR,1.2998513835353878,237.5281229331214,7139,7140
G__f6526,train5k,SYNTH,0,2.97857666015625,-9.850883483886719,0.951596853970246,5.269783509192436e-05,12.829460144042969,2.6806189873909165e-06,0.9558016657829285,0.0,-0.004204811812682507,5.269783509192436e-05,P4,P5,0.9558571577072144,0.0,FAR_DISTRACTOR,0.26182630653605826,300.3782945834511,7139,7140
G__f9854,train5k,SYNTH,0,2.64353084564209,-10.114115715026855,0.9336111464311124,4.050212087382487e-05,12.757646560668945,2.880203977288376e-06,0.9036725163459778,0.0,0.029938630085134643,4.050212087382487e-05,P4,P5,0.9039059281349182,0.0,FAR_DISTRACTOR,0.988005719664161,238.15629453054305,6299,6300
G__f7639,train5k,SYNTH,0,3.1195192337036133,-10.198805809020996,0.9576907521900075,3.721334877322517e-05,13.31832504272461,1.6440847906966155e-06,0.9699618816375732,0.0,-0.012271129447565698,3.721334877322517e-05,P5,P3,0.9699955582618713,0.0,FAR_DISTRACTOR,1.6755390414002496,88.64358725545426,5459,5460
G__f3766,train5k,SYNTH,0,2.645024299621582,-7.176530361175537,0.9337036528379702,0.0007637314129177344,9.82155466079712,5.426620348044186e-05,0.9490267038345337,0.0,-0.015323050996563503,0.0007637314129177344,P4,P3,0.9491433501243591,0.23893843591213226,NEAR_DISTRACTOR,1.4525024578765087,23.237735622813325,7139,7140
G__f25083,train5k,SYNTH,0,1.6425209045410156,-5.530352592468262,0.8378776655121647,0.00394893504553472,7.172873497009277,0.0007665272430192611,0.9266697764396667,0.0,-0.08879211092750205,0.00394893504553472,P4,P5,0.9267138242721558,0.8836478590965271,DUPLICATE,2.854451250148169,2.8681332390034435,7139,7140
G__f31641,train5k,SYNTH,0,3.84348201751709,-9.921501159667969,0.9790302582045592,4.910497198604219e-05,13.764983177185059,1.0518245564309106e-06,0.9836099743843079,0.0,-0.004579716179748616,4.910497198604219e-05,P5,P5,0.9836167693138123,0.0,FAR_DISTRACTOR,1.248921078920867,300.8154251511353,7139,7140
G__f34967,train5k,SYNTH,0,3.281515121459961,-7.953768253326416,0.9637891979003963,0.00035121235151235454,11.235283374786377,1.3199962426729005e-05,0.9686471819877625,0.0,-0.004857984087366152,0.00035121235151235454,P5,P5,0.9687079787254333,0.5940605998039246,DUPLICATE,3.430204657882026,13.242978900031968,7139,7140
G__f33018,train5k,SYNTH,0,3.250828742980957,-8.55511474609375,0.9627028809510751,0.00019252062150939804,11.805943489074707,7.460031291891884e-06,0.977745532989502,0.0,-0.015042652038426807,0.00019252062150939804,P5,P5,0.9777514934539795,0.7205336093902588,DUPLICATE,1.8806883150362657,3.3630643989423277,8399,8400
G__f19810,train5k,SYNTH,0,3.0146656036376953,-9.517724990844727,0.9532322896053855,7.353136376209274e-05,12.532390594482422,3.6078656168036077e-06,0.9072102904319763,0.0,0.04602199917340921,7.353136376209274e-05,P4,P4,0.9076216816902161,0.6567466855049133,DUPLICATE,1.3245711713232293,7.219930231714392,7139,7140
G__f16590,train5k,SYNTH,0,2.9690732955932617,-10.610652923583984,0.9511572429580243,2.4651382465125517e-05,13.579726219177246,1.2658996724179202e-06,0.9539697766304016,0.0,-0.0028125336723773264,2.4651382465125517e-05,P5,P5,0.9541904330253601,0.4589472711086273,NEAR_DISTRACTOR,4.419872764824122,28.625124617821264,6299,6300
G__f36294,train5k,SYNTH,0,3.8757476806640625,-10.354620933532715,0.9796825343301881,3.184428017805566e-05,14.230368614196777,6.604335823720448e-07,0.9801437854766846,0.0,-0.00046125114649642196,3.184428017805566e-05,P5,P5,0.9801706075668335,0.0,FAR_DISTRACTOR,1.3801324749999992,184.3347879209609,7139,7140
G__f12612,train5k,SYNTH,0,2.928818702697754,-10.503656387329102,0.9492527998978328,2.7435196560169644e-05,13.432475090026855,1.4667278997416277e-06,0.9889293909072876,0.0,-0.039676591009454754,2.7435196560169644e-05,P4,P4,0.9889352321624756,0.0,FAR_DISTRACTOR,0.4135529652495767,262.6422141510487,5459,5460
G__f7870,train5k,SYNTH,0,2.6060237884521484,-8.684144973754883,0.931248255680482,0.00016921944275117586,11.290168762207031,1.2495009201109758e-05,0.9264721870422363,0.0,0.004776068638245645,0.00016921944275117586,P4,P3,0.9265488386154175,0.8047347068786621,DUPLICATE,0.9855571165515997,3.715056436370293,6299,6300
G__f2205,train5k,SYNTH,0,2.760265350341797,-9.737691879272461,0.9404904869221543,5.901311243287482e-05,12.497957229614258,3.734259704861857e-06,0.9322446584701538,0.0,0.008245828452000503,5.901311243287482e-05,P5,P4,0.9323933124542236,0.0,FAR_DISTRACTOR,1.3261984705349699,109.18684363494748,7139,7140
G__f13544,train5k,SYNTH,0,2.9850683212280273,-9.634422302246094,0.9518949866496762,6.543274497371526e-05,12.619490623474121,3.3069179661437663e-06,0.9680954813957214,0.0,-0.016200494746045235,6.543274497371526e-05,P5,P4,0.9681203961372375,0.0,FAR_DISTRACTOR,0.9328076886021754,122.38752480739804,7139,7140
G__f33168,train5k,SYNTH,0,3.120105743408203,-8.919602394104004,0.9577145107011605,0.00013372352622154605,12.039708137512207,5.90498267358997e-06,0.9209804534912109,0.0,0.0367340572099496,0.00013372352622154605,P4,P5,0.9212628602981567,0.0,FAR_DISTRACTOR,1.3415334316910053,162.4467839760921,5459,5460
G__f29541,train5k,SYNTH,0,3.3115062713623047,-7.619283676147461,0.9648214410025434,0.0004906524857712899,10.930789947509766,1.7898245871665754e-05,0.9747571349143982,0.0,-0.009935693911854782,0.0004906524857712899,P5,P5,0.9747672080993652,0.5737990140914917,DUPLICATE,167.8423067301519,138.54256899899767,8399,8400
G__f12910,train5k,SYNTH,0,3.215561866760254,-9.959227561950684,0.9614157162872524,4.728701378876401e-05,13.174789428710938,1.8978453785510592e-06,0.9690721035003662,0.0,-0.007656387213113791,4.728701378876401e-05,P5,P3,0.9691529273986816,0.0,FAR_DISTRACTOR,3.4980270553609243,352.87491129463933,7139,7140
G__f4683,train5k,SYNTH,0,3.3519058227539062,-10.020809173583984,0.9661671890421294,4.446297944784766e-05,13.37271499633789,1.5570515558043173e-06,0.9472430944442749,0.0,0.01892409459785449,4.446297944784766e-05,P4,P4,0.9473899006843567,0.9451128244400024,DUPLICATE,0.9227449505274411,1.2417177470818692,8399,8400
G__f11745,train5k,SYNTH,0,3.1198205947875977,-9.831607818603516,0.957702961408504,5.372341900235266e-05,12.951428413391113,2.3728215435730066e-06,0.9407364130020142,0.0,0.016966548406489812,5.372341900235266e-05,P5,P5,0.9407780766487122,0.5726870894432068,DUPLICATE,1.6327389893248712,13.734621464644576,7139,7140
G__f1564,train5k,SYNTH,0,3.376978874206543,-10.915533065795898,0.9669772699028294,1.8173406034753475e-05,14.292511940002441,6.206412863465208e-07,0.9391838908195496,0.0,0.027793379083279834,1.8173406034753475e-05,P5,P5,0.9392157196998596,0.0,FAR_DISTRACTOR,1.2411674624460094,184.00940268708928,7139,7140
G__f19239,train5k,SYNTH,0,3.3136558532714844,-9.4573974609375,0.9648943271684136,7.810350939468356e-05,12.771053314208984,2.841847593960739e-06,0.9793794751167297,0.0,-0.014485147948316124,7.810350939468356e-05,P5,P5,0.9793944954872131,0.5281601548194885,DUPLICATE,1.2571771141141812,22.997834555000942,7139,7140
G__f5464,train5k,SYNTH,0,3.395536422729492,-9.880802154541016,0.96756474590006,5.114461751809136e-05,13.276338577270508,1.7145836236698223e-06,0.9895212054252625,0.0,-0.02195645952520242,5.114461751809136e-05,P5,P3,0.9895274043083191,0.0,FAR_DISTRACTOR,0.904296170134998,324.44925961998007,6299,6300
G__f5053,train5k,SYNTH,0,3.201597213745117,-9.87487506866455,0.9608943389605873,5.144864055746993e-05,13.076472282409668,2.093916386548394e-06,0.976169228553772,0.0,-0.015274889593184682,5.144864055746993e-05,P4,P4,0.9761913418769836,0.0,FAR_DISTRACTOR,0.7151727803317769,267.0391465709966,5459,5460
G__f31876,train5k,SYNTH,0,4.263941764831543,-9.2020902633667,0.9861283833133412,0.00010081825810782976,13.466032028198242,1.418325728366791e-06,0.9705062508583069,0.0,0.015622132455034299,0.00010081825810782976,P5,P4,0.9705106616020203,0.0,FAR_DISTRACTOR,2.64152987575091,216.24106439769483,7139,7140
G__f17143,train5k,SYNTH,0,3.462282180786133,-6.986621856689453,0.9695953181176079,0.0009233099311161771,10.448904037475586,2.897917709557907e-05,0.9803094267845154,0.0,-0.010714108666907474,0.0009233099311161771,P5,P5,0.9803337454795837,0.5933823585510254,DUPLICATE,2.026707389999552,17.495525716893635,8399,8400
G__f12378,train5k,SYNTH,0,4.14225959777832,-10.515792846679688,0.9843615340626428,2.710425174842993e-05,14.658052444458008,4.306143723517979e-07,0.9887452125549316,0.0,-0.004383678492288823,2.710425174842993e-05,P5,P3,0.9887533187866211,0.0,FAR_DISTRACTOR,0.9261251321878724,262.32016891200277,6299,6300
G__f10975,train5k,SYNTH,0,1.0328216552734375,-7.540160179138184,0.7374625667536386,0.0005310303667249999,8.572981834411621,0.0001891120305415142,0.9554053544998169,0.0,-0.21794278774617826,0.0005310303667249999,P4,P4,0.9554498791694641,0.4252570569515228,NEAR_DISTRACTOR,1.2300373054044291,22.95059656465515,6299,6300
G__f27979,train5k,SYNTH,0,2.7194414138793945,-2.8681182861328125,0.9381641368627717,0.05375228124064632,5.587559700012207,0.003730187189624936,0.8673068284988403,0.0,0.07085730836393134,0.05375228124064632,P5,P5,0.8697282075881958,0.49744725227355957,NEAR_DISTRACTOR,115.52483235290283,65.17195769305327,5459,5460
G__f32866,train5k,SYNTH,0,3.5418434143066406,-9.028042793273926,0.9718551782537918,0.00011998272508171379,12.569886207580566,3.475091728246057e-06,0.9692448377609253,0.0,0.0026103404928664586,0.00011998272508171379,P5,P5,0.9693111181259155,0.5691394805908203,DUPLICATE,2.530730513287733,4.8263362829400815,5459,5460
G__f16924,train5k,SYNTH,0,3.9621219635009766,-11.511780738830566,0.9813324022756892,1.0011353587683009e-05,15.473902702331543,1.9044490576780583e-07,0.9903146028518677,0.0,-0.00898220057617849,1.0011353587683009e-05,P5,P3,0.9903200268745422,0.0,FAR_DISTRACTOR,1.912199635148227,346.8249526280777,7139,7140
G__f8928,train5k,SYNTH,0,1.9682350158691406,-1.870981216430664,0.8774214101175382,0.13342822843652458,3.8392162322998047,0.02105749760664382,0.9806773662567139,0.0,-0.10325595613917571,0.13342822843652458,P5,P5,0.9806817173957825,0.9878081679344177,DUPLICATE,1.7021716739922188,1.3085921782059997,7139,7140
G__f36295,train5k,SYNTH,0,2.0569305419921875,-6.380691051483154,0.8866460404718848,0.0016910873233925143,8.437621593475342,0.00021651772685288558,0.8865421414375305,0.0,0.00010389903435426007,0.0016910873233925143,P4,P5,0.8867622017860413,0.9731200337409973,DUPLICATE,1.9789797522637358,1.275901994195454,7139,7140
G__f37818,train5k,SYNTH,0,3.7232542037963867,-9.688817024230957,0.976414479995505,6.19688328684004e-05,13.412071228027344,1.4969621675996791e-06,0.9470375180244446,0.0,0.029376961971060433,6.19688328684004e-05,P5,P5,0.9471015334129333,0.0,FAR_DISTRACTOR,1.4915019060640926,304.27395845213823,7139,7140
G__f34454,train5k,SYNTH,0,2.976879119873047,-9.214398384094238,0.9515186048196612,9.958510286827195e-05,12.191277503967285,5.074499906514879e-06,0.9501909613609314,0.0,0.0013276434587298214,9.958510286827195e-05,P5,P4,0.9502979516983032,0.0,FAR_DISTRACTOR,1.3444670632471523,75.67450050508437,5459,5460
G__f11619,train5k,SYNTH,0,2.2386789321899414,-6.19252872467041,0.9036695194329862,0.002040477791411835,8.431207656860352,0.0002179106173904017,0.892116904258728,0.0,0.011552615174258207,0.002040477791411835,P4,P4,0.8926382660865784,0.0,FAR_DISTRACTOR,1.5542707075398,216.29627575313174,6299,6300
G__f23195,train5k,SYNTH,0,2.8296661376953125,-9.431092262268066,0.9442580319015241,8.018513169504933e-05,12.260758399963379,4.733890707437664e-06,0.9031797051429749,0.0,0.04107832675854928,8.018513169504933e-05,P5,P5,0.9037407040596008,0.0,FAR_DISTRACTOR,11.766421761072191,460.1487234569849,8399,8400
G__f33466,train5k,SYNTH,0,3.2944812774658203,-9.754209518432617,0.9642390000825024,5.804641745527833e-05,13.048690795898438,2.152903958485786e-06,0.9699549674987793,0.0,-0.00571596741627689,5.804641745527833e-05,P5,P4,0.9699743390083313,0.30715397000312805,NEAR_DISTRACTOR,2.0900497609828323,40.09467762488814,7139,7140
