epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
1,22.1084,0.51027,0.5219,0.11486,0.25072,0.00458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178,0.00178,0.01278
2,43.2057,0.41925,0.44105,0.08211,0.20377,0.00372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195155,0.00195155,0.00195155
3,64.4992,0.42447,0.41923,0.08153,0.20077,0.00383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00181093,0.00181093,0.00181093
4,85.9077,0.39294,0.36329,0.0708,0.17516,0.00344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00159191,0.00159191,0.00159191
5,107.195,0.39562,0.39857,0.07135,0.18006,0.00356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131593,0.00131593,0.00131593
6,128.539,0.3867,0.37012,0.06949,0.17272,0.00346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101,0.00101,0.00101
7,149.752,0.36714,0.35098,0.06756,0.16625,0.00324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000704073,0.000704073,0.000704073
8,172.018,0.30854,0.24177,0.04337,0.12641,0.00274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000428093,0.000428093,0.000428093
9,192.692,0.29368,0.2344,0.04237,0.12534,0.00253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000209073,0.000209073,0.000209073
10,221.402,0.28789,0.21182,0.04275,0.11909,0.00254,0,0.98647,0.99028,0.99457,0.96689,0.97638,0.98021,0.97873,0.97213,0.26713,0.17959,0.03346,0.11459,0.00247,0,6.8454e-05,6.8454e-05,6.8454e-05
