model,frame_id,session_or_scenario,denominator,pck5_numerator,pck10_numerator,pck20_numerator,matched,score,target_iou,errors_px_json
R0,G38__G__f34898,G38:G__f34898,9,9,9,9,1,0.9697124361991882,0.9797727247402965,"[2.3502982914113195,0.9439618429661487,2.866937130288374,2.96971671007337,2.1710820024139643,4.49208543013903,4.972883928665022,2.29019945318294,2.3609214618941503]"
R0,G38__G__f35091,G38:G__f35091,9,9,9,9,1,0.8363398313522339,0.9885980976063977,"[0.20241586104911544,0.7590927885160423,0.6241294121797075,0.13197365376824374,0.44196216453864445,1.215493122885923,2.2180385945458623,1.3496217479386916,0.6703413944030054]"
R0,G38__G__f35466,G38:G__f35466,9,9,9,9,1,0.9683396220207214,0.9816585488519272,"[3.8477374659975427,1.8002736506211323,1.8282061904064741,1.0759614453162474,1.2819027003672698,1.1573065742554323,3.96938152585602,2.4493556559563427,0.576713849846691]"
R0,G38__G__f35585,G38:G__f35585,9,9,9,9,1,0.9753146171569824,0.9824475000381656,"[1.354006789583827,1.4653478256484758,2.1715778949440683,0.14484536901936912,0.9411530651185634,1.679849064629782,2.9697998786661914,1.7083747931507811,1.4077784391207733]"
R0,G38__G__f35669,G38:G__f35669,9,5,7,9,1,0.9720341563224792,0.9653535610245709,"[2.6789378515162854,1.8400899357909657,7.570439649640714,3.3900682866000946,2.725076812429296,12.584616125812099,10.184010240660214,1.3347414763067385,6.6987636715442465]"
R0,G38__G__f35751,G38:G__f35751,9,9,9,9,1,0.9706530570983887,0.931111079185229,"[0.693515020897767,2.664520322950494,1.9864620316350143,1.829099475055962,1.2807178699238244,1.4044559940438717,0.984524866651904,2.0659552837010144,1.040860460644867]"
R0,G38__G__f35817,G38:G__f35817,9,9,9,9,1,0.9761376976966858,0.9776537961142289,"[0.5458232467655681,1.146175473278732,3.7528021086244303,0.8457151130884988,1.611086295314851,2.3561079677226635,2.6896399956183665,2.9966183673134066,1.1894617795327656]"
R0,G38__G__f36152,G38:G__f36152,9,9,9,9,1,0.927832305431366,0.948794201077614,"[3.1783639703200235,2.4815944255226614,3.561902363793596,3.439941354759404,1.0278048622887046,0.9719248186176412,2.0164392431450606,0.7022437672681464,1.326072031793688]"
R0,G38__G__f36246,G38:G__f36246,9,9,9,9,1,0.9540006518363953,0.962279363909634,"[2.1057771875114373,2.8363314328475826,3.5886285655303607,1.7028978467110594,2.151179657567885,1.9238061558679675,1.7357031352729693,2.752075837599195,1.986965566892108]"
R0,G38__G__f36307,G38:G__f36307,9,3,5,9,1,0.9286032319068909,0.9686175685679331,"[13.55574436662043,8.142790185817564,8.761248886752039,17.247699669561698,4.369878301601562,13.622066948379327,12.810307774176566,2.299413837073604,4.35269176807209]"
R0,G38__G__f36577,G38:G__f36577,9,7,9,9,1,0.9711825847625732,0.9649538901930728,"[2.5285789117131667,9.859563539538284,3.157442747250974,1.2884112739817006,1.9128004299005408,1.0939151535564835,8.464661319683739,2.081909758959633,1.6859473100798346]"
R0,G38__G__f36784,G38:G__f36784,9,9,9,9,1,0.9840880632400513,0.9950687152991747,"[2.3120067492981615,1.1465217505915453,2.0114311581069098,0.22515325199415404,0.7068493965559478,1.195718607984182,2.2763886640422317,2.0071257779646388,0.9413979028395039]"
R0,G38__G__f3684,G38:G__f3684,9,1,1,1,1,0.94463050365448,0.9697920697304243,"[88.12974170186283,71.1902932189508,71.7375381035914,85.53511154508216,75.7122033799082,80.56319469548734,78.94485517699744,71.88693187629133,1.2087547168930985]"
R0,G38__G__f37138,G38:G__f37138,9,9,9,9,1,0.9746135473251343,0.9804946617425467,"[2.4453201579467647,0.30588232476993255,2.304752509811661,0.9903966828340581,1.5773730927988883,1.307522572021704,4.2659752949827645,1.9310232900148425,1.3487829870654038]"
R0,G38__G__f3727,G38:G__f3727,9,7,9,9,1,0.975283682346344,0.9959182166769033,"[2.552729201987697,4.19571743342352,2.037947211989453,8.446728762028888,1.0085821053385966,2.9956650417130746,3.5645218616595913,7.982386393595121,3.6097151004916883]"
R0,G38__G__f37599,G38:G__f37599,9,9,9,9,1,0.9533767700195312,0.9636292668833675,"[0.30901508785826737,0.9873818244142865,0.7721039364029497,1.2659519205533933,2.001322844619365,1.1934216467857366,2.3100117895093697,3.1632223657072185,1.218311405972601]"
R0,G38__G__f37807,G38:G__f37807,9,9,9,9,1,0.9648915529251099,0.9883926679358,"[1.563655819407089,1.9358386002188408,4.12893084477787,1.0896600548604978,0.8352976136676109,0.933233375341704,3.2312393306814733,1.6108919830365314,0.8152661307994782]"
R0,G38__G__f38173,G38:G__f38173,9,6,9,9,1,0.9682289958000183,0.9668070683409836,"[5.818355191790465,1.735286651427141,4.339346684379751,6.1115253617024505,1.4467168511221016,0.4195838062001661,3.4897267947146986,6.872056275074704,1.8295895153722377]"
R0,G38__G__f38303,G38:G__f38303,9,9,9,9,1,0.8550346493721008,0.9896813298329998,"[1.195544463843702,0.714032383429599,0.6228909938491547,0.7022374706589266,1.0438526564591093,0.6206602836305954,0.5486303155452403,0.4213129845410367,0.29465617942645017]"
R0,G38__G__f38371,G38:G__f38371,9,4,8,9,1,0.9504011273384094,0.978028006606145,"[12.622766187938087,6.290361078211353,0.7072811589002008,5.483572238193752,2.919172193876278,3.6060402704357117,6.373598618109079,6.633430369917477,3.0378760102623286]"
R0,G38__G__f38558,G38:G__f38558,9,9,9,9,1,0.955615758895874,0.9620346883886957,"[0.9471712077846721,0.3931423315080521,2.5554959804644604,0.9481007881835484,1.109954968320067,1.3037636395150498,1.8184700615266662,0.6956715482414408,0.6880192653671465]"
R0,G38__G__f38620,G38:G__f38620,9,4,7,9,1,0.9312610626220703,0.9682914295455123,"[1.6362336935582251,7.233594582763961,6.967628345492247,2.259355458147014,15.253130149488754,1.4730318073282906,1.9194223272587894,15.82875041449114,7.576005170092082]"
R0,G38__G__f38702,G38:G__f38702,9,7,9,9,1,0.8614257574081421,0.9084378717524351,"[7.61686587613597,1.4125258473853823,1.4129247304368315,7.828818548904543,3.8411974146307855,1.6729560895014557,1.8137158496214791,4.283257955363215,3.325063799036474]"
R0,G38__G__f38789,G38:G__f38789,9,9,9,9,1,0.9710348844528198,0.9839890093013703,"[0.9968937010214364,3.955048057151708,0.39048233696267315,1.037621515414795,1.0116766546085831,1.0714726889959145,1.9454022145111964,1.4852090181001403,0.4104034252925438]"
R0,G38__G__f38804,G38:G__f38804,9,9,9,9,1,0.9826011061668396,0.9944315147733893,"[2.139857174709183,0.8657634201499772,1.1619360041173628,0.30741985075590983,1.277239596256864,1.847056469401574,2.1148678943874946,0.9253676212495233,0.1080582107933205]"
R0,G38__G__f38869,G38:G__f38869,9,9,9,9,1,0.9669012427330017,0.9841639547556535,"[0.45263767288628753,1.6778283764610595,2.8171857382839747,0.9974884445100993,0.2621299126348229,0.4059905863086675,1.8077294126536292,1.47064555960418,1.506859474468033]"
R0,G38__G__f39112,G38:G__f39112,9,6,7,9,1,0.96673184633255,0.9795692635238263,"[16.380119328810725,3.0742054019941123,4.96709796434429,10.234316894379385,1.5022430810092002,4.261213323210861,5.049322963713917,4.3758661406050114,4.528173672626043]"
R0,G38__G__f39118,G38:G__f39118,9,9,9,9,1,0.9748298525810242,0.9811035522825984,"[0.7766710118265364,2.829602871995921,1.7332113040112762,0.04636474828662672,0.5287928878365189,0.3805720469178923,2.1919516430385886,2.306623558841662,1.2890062095893984]"
R0,G38__G__f39235,G38:G__f39235,9,8,9,9,1,0.9520851373672485,0.969846967366533,"[1.5073233238659793,6.984002830779561,4.698115067324208,2.3682166523989006,1.0656684353397832,3.986053981240436,4.606962511682464,1.6396872476515143,2.9763808534055474]"
R0,G38__G__f39407,G38:G__f39407,9,5,7,9,1,0.9314958453178406,0.9117831213221222,"[9.4059752711471,0.979392811875864,1.4137191665805446,9.586192046690018,13.327129016158299,1.4331276401046729,1.547188272666772,14.289307138348942,3.6335060016557383]"
R0,G38__G__f39527,G38:G__f39527,9,8,9,9,1,0.9245266914367676,0.9417426282521746,"[2.10679843932205,5.729598847722391,4.783682940146341,1.2583151148929277,1.4972730949511288,0.42571482155719353,0.9335387714811278,1.218216480837345,0.5999645150679268]"
R0,G38__G__f39653,G38:G__f39653,9,9,9,9,1,0.9473927021026611,0.9765874172261272,"[1.1976252087112662,1.947961945934112,0.7378752755784186,0.7372843147935514,2.6866377693600163,1.3003809588787416,1.4804269301703417,2.757770122268928,0.5494551090272792]"
R0,G38__G__f39739,G38:G__f39739,9,4,5,9,1,0.7080401182174683,0.7168276031610374,"[1.147172591645417,12.3662430706894,12.349691814490908,1.0256866871014212,3.277190223665147,12.57233578268595,11.928100945781848,1.5540273103603544,6.867524187248956]"
R0,G38__G__f39805,G38:G__f39805,9,9,9,9,1,0.9712597131729126,0.9831120812886082,"[1.614598963990955,0.7960401964205774,1.3541389921293374,1.5840915715366088,1.0158617583020593,0.9411142151115487,0.46739863459316366,0.4815873857502439,0.975835545333424]"
R0,G38__G__f39833,G38:G__f39833,9,7,9,9,1,0.9655642509460449,0.9856147732510521,"[3.9952265146297603,2.364151792447379,0.7602492026556765,5.46778724741048,2.406638780280884,1.404381035307729,3.655446252931234,4.6590154472145455,5.2330688370719685]"
R0,G38__G__f4009,G38:G__f4009,9,7,9,9,1,0.9607294201850891,0.9640104225236769,"[0.750667666073182,5.387012579110728,5.186072247879618,0.9880913483813222,1.003279200565137,0.4436593487791219,0.7898486354351903,1.9411722778882692,0.37110742744537706]"
R0,G38__G__f4011,G38:G__f4011,9,9,9,9,1,0.9637596011161804,0.9883781607113291,"[2.4962970864027607,2.2293901709095967,0.7828519739036063,2.5887237504150993,1.457062394141863,0.8544656899103024,1.3124053861287401,2.791263243963895,1.1022061334827118]"
R0,G38__G__f4258,G38:G__f4258,9,9,9,9,1,0.9644947052001953,0.9683330816180525,"[1.0111256287422044,1.4918637556985246,0.6608776460844434,0.47589505296911677,1.4753033729624354,1.7968550611653735,1.6248535425218624,1.6157228830698567,0.5924348619310799]"
R0,G38__G__f4377,G38:G__f4377,9,9,9,9,1,0.9494797587394714,0.9849900439674454,"[1.3233543672188262,0.5039229863165071,0.5105634604533829,0.7063360953346235,0.2746226706622798,0.7401354367593332,1.6721831158533293,1.152918537628613,0.05848827996665508]"
R0,G38__G__f4480,G38:G__f4480,9,0,1,1,1,0.9536100029945374,0.9666022664230726,"[262.14830497916313,163.94953477517555,162.4496511961604,261.0924035098967,155.24978390067687,214.79781019513362,210.8399649965803,151.74460194126289,6.201606674443094]"
R0,G38__G__f4483,G38:G__f4483,9,9,9,9,1,0.954963743686676,0.9773744024442593,"[2.5799088203429648,1.8445422323225,2.6881226181327933,0.4640583751245322,3.0617781820656815,1.001245076446833,1.6770049667674825,2.4981651659286452,0.4965965036901863]"
R0,G38__G__f4689,G38:G__f4689,9,9,9,9,1,0.9690029621124268,0.9907578217696834,"[1.1257032290841746,1.260200997362816,0.5100488005207232,0.7455576979829498,0.6887289125091124,0.3090852551940106,0.7139559226319816,0.44056131820423833,0.5420683739394759]"
R0,G38__G__f4712,G38:G__f4712,9,9,9,9,1,0.9798704385757446,0.9849474452715085,"[1.8933121089926972,2.0360834997354127,1.5740308772280391,1.1884834616488331,0.4647532107167232,1.2605336000105967,0.9510855165900189,0.6720548189112664,0.07431444194020666]"
R0,G38__G__f4842,G38:G__f4842,9,8,9,9,1,0.9753256440162659,0.9803310010140571,"[1.8905533450986305,0.9753936493074905,3.421144695693647,4.328893418493175,1.7559707439927075,0.08044087084649404,2.5010450138753644,6.225902637681902,2.6873096198285653]"
R0,G38__G__f4858,G38:G__f4858,9,8,9,9,1,0.9691631197929382,0.9700219261843378,"[3.0609047110645284,1.4517217393831643,1.592064449641826,3.758172373619524,5.498474153998338,3.3804546123787347,3.169354243048872,4.876722920584046,2.1639958453003567]"
R0,G38__G__f5017,G38:G__f5017,9,9,9,9,1,0.9733351469039917,0.9796291425548495,"[4.180064511192986,0.8735162497698405,1.490002410374363,1.2810825418391525,1.7659828199809797,1.551087735006908,2.1418702950539834,0.45998411273470147,0.6781012039799796]"
R0,G38__G__f5415,G38:G__f5415,9,9,9,9,1,0.9721733927726746,0.992733923334032,"[0.7273902825969254,3.8324782651120834,1.5731817728232977,1.709585169627093,1.1928068490051162,2.00307893800868,1.554260480746257,1.6884846800263127,1.8770269019208203]"
R0,G38__G__f5419,G38:G__f5419,9,9,9,9,1,0.9685158133506775,0.9740124171675947,"[2.2996663295724638,1.3578210663563972,0.8805123151376109,1.1530011879304851,0.32859614973604084,1.2121532367472543,0.30254769972570134,1.4153495208749984,0.11621012280200761]"
R0,G38__G__f5450,G38:G__f5450,9,9,9,9,1,0.9541547298431396,0.9829643327451956,"[1.1318891267227034,0.5738303263235153,0.8600109704208893,1.1059245581744381,0.6956691589289088,0.5990327116919443,0.384477506203218,0.07036259458534022,0.3168113140762056]"
R0,G38__G__f5483,G38:G__f5483,9,7,8,9,1,0.9670753479003906,0.9802007119255156,"[4.811535354331193,2.7177566404865923,2.6880898827220263,3.387351152677948,10.050875866055664,2.321107474132972,2.0909730535043307,9.545273805829611,2.8162318328110287]"
R0,G38__G__f5510,G38:G__f5510,9,8,9,9,1,0.973430335521698,0.9735035879223491,"[5.055304906485919,1.7806084284730546,2.3544132506510236,3.810845229842977,1.8175452834490993,0.9308524880872886,4.887106325044543,3.400826178743806,2.485646978631949]"
R0,G38__G__f5834,G38:G__f5834,9,5,9,9,1,0.939853847026825,0.774316078745206,"[6.682906020592314,7.107310590782749,5.373641267974826,5.05376956387366,0.32528516487977405,1.840814592297346,1.1754564211515899,1.8239672959064173,3.2260945131337273]"
R0,G38__G__f5858,G38:G__f5858,9,9,9,9,1,0.9543416500091553,0.9205273767096787,"[2.403325735466629,1.958909664203039,1.1719933531165232,1.876178681007862,1.4504288504090965,2.3718790387012763,2.1568878048017344,0.9376829713052798,1.5335191246144173]"
R0,G38__G__f6127,G38:G__f6127,9,4,7,9,1,0.9178730845451355,0.8063097766992002,"[4.359182590293046,4.970902331777933,4.581085992706742,4.739616095267375,19.11354879613199,8.46889596123639,9.058334532359373,19.766329472660757,7.615699012721752]"
R0,G38__G__f6166,G38:G__f6166,9,8,9,9,1,0.9100756645202637,0.8734460483347175,"[4.234619734801785,3.132224045457908,4.53145748162659,6.236745812581789,2.6196054127279305,1.2176215702303983,2.0539902454794077,4.329422160188994,3.806873240608011]"
R0,G38__G__f6494,G38:G__f6494,9,9,9,9,1,0.9616684317588806,0.9837799992717113,"[2.6619734898376732,1.829757164643234,4.041285182206537,0.8462045099272937,3.371890648463143,0.4679802914074846,1.8207227608955052,4.279928858105884,3.566399949528873]"
R0,G38__G__f6591,G38:G__f6591,9,9,9,9,1,0.9540811777114868,0.9515778695267318,"[0.39960687282846263,1.649138565244614,1.5124643528489783,1.273633732642869,2.0998277931188816,3.055981574146833,4.87414731037934,3.1754119236650444,1.2907860481862672]"
R0,G38__G__f6768,G38:G__f6768,9,9,9,9,1,0.9650752544403076,0.9593381743528508,"[0.6634850078957691,2.3624350358086272,4.21574162530384,1.1169799191607648,1.291533294092698,0.8703141508389032,2.1389254736850902,0.8783926608334949,0.16200701957438768]"
R0,G38__G__f6788,G38:G__f6788,9,7,9,9,1,0.9629660248756409,0.9796044967868149,"[1.5135915476017572,2.4628190483765966,1.2735381629112474,3.3587511995355257,6.928613989719128,2.3040517008986634,1.8002307809176035,6.710056407024814,2.568830764304483]"
R0,G38__G__f6998,G38:G__f6998,9,9,9,9,1,0.9782422184944153,0.9912981554597154,"[1.2975258191467853,1.0709324161302518,0.22979454769005034,2.161300307947306,0.8966903321991642,1.8014336463115548,1.2211321937721025,0.24474516761385195,0.540111424309252]"
R0,G38__G__f7017,G38:G__f7017,9,9,9,9,1,0.9501813650131226,0.9787012172462033,"[2.1880074669374143,0.6935624400975893,1.0879334214326304,1.5856564922186698,0.548165882203998,1.4747723545726468,1.7150439243456117,0.7258975549779597,0.8227989794570468]"
R0,G38__G__f7056,G38:G__f7056,9,9,9,9,1,0.9722150564193726,0.9745421624529534,"[1.7727737913900479,3.174847787314196,2.753636438176388,2.3662428148547505,1.353113407601683,2.07331713142759,3.436863612491104,3.0566293902247454,0.660444107244927]"
R0,G38__G__f7261,G38:G__f7261,9,6,8,9,1,0.9707292318344116,0.9567940052339245,"[2.9292538023115147,4.607776605425309,1.40820936674955,4.784133105013051,7.18218369282334,0.10444487503300592,5.081966966186923,14.24813283877063,2.4805347814270995]"
R0,G38__G__f7377,G38:G__f7377,9,1,1,1,1,0.9629433751106262,0.9876736207878025,"[146.91401929480563,133.8343839678548,129.19834254802637,139.64789229584505,132.35972877082352,130.66947440099926,126.203018804691,126.26160413913252,0.47196159220514083]"
R0,G38__G__f7429,G38:G__f7429,9,9,9,9,1,0.9621807932853699,0.9786116996767199,"[0.8527676932472239,0.7207326435159972,0.6913319347887541,2.0630272895406634,0.38432459300464944,1.95634963596153,1.415707025943325,1.7007846811946667,0.28150026234579684]"
R0,G38__G__f7453,G38:G__f7453,9,1,1,1,1,0.9679506421089172,0.9605621783545905,"[111.0950230059801,102.25615589170012,100.85910041815971,113.24405207171034,95.40199830546722,105.09556073148984,104.70766298282473,95.22818825712972,1.1264458632457774]"
R0,G38__G__f7754,G38:G__f7754,9,9,9,9,1,0.9420856833457947,0.9609448355221851,"[0.778914626405696,1.3227376422978459,2.431735009866474,2.5677050732004867,2.045201969722047,2.2375773150790637,3.0509987018511344,3.3407112260971457,1.9853184489901725]"
R0,G38__G__f8150,G38:G__f8150,9,7,9,9,1,0.9673625230789185,0.9664207458199299,"[9.017497771254355,3.184296633599058,1.1825261678962147,6.884604587425132,1.276155876291104,1.5835965794393554,2.958572384740406,3.422821231617077,1.7878513870593167]"
R0,G38__G__f8414,G38:G__f8414,9,9,9,9,1,0.9662888050079346,0.986931952466397,"[0.6313215140830343,0.9615555071011983,2.2134893048655178,2.3704145028295884,0.06759550876051817,1.9857902934138125,2.8878816813537673,1.5070827916065646,0.6902625571603563]"
R0,G38__G__f8527,G38:G__f8527,9,4,5,9,1,0.8752869367599487,0.5870233463194664,"[18.235821567992293,18.433810214742568,19.441714789078294,19.64086298433755,1.6114504601726878,0.9979149622822978,0.7143122189904366,1.5810200436832054,9.434493585317608]"
R0,G38__G__f8596,G38:G__f8596,9,9,9,9,1,0.9602209329605103,0.9551352596201189,"[4.7844769499564705,1.838895581570438,1.608357823929498,2.7774311575389263,1.141001238360497,0.9431446511613226,0.7157101937349345,2.017362458412644,1.4411260273324322]"
R0,G38__G__f8616,G38:G__f8616,9,9,9,9,1,0.9596490263938904,0.9614524011996488,"[0.7921491439381236,2.144059055323074,2.1825529190797233,1.760343178626132,0.7506633005230317,2.1063687076578623,2.5505993779445864,1.0773190516800504,0.9711832226584574]"
R0,G38__G__f8832,G38:G__f8832,9,9,9,9,1,0.9512823820114136,0.959195572036787,"[4.192622996519756,2.5669947447058714,0.5767180269729208,1.2735795408279742,4.645203823811154,2.431757700422754,2.349583683681405,4.542669503413783,3.411034324460812]"
R0,G38__G__f8927,G38:G__f8927,9,9,9,9,1,0.9503733515739441,0.9834763858105743,"[4.840600060416261,3.926613929033277,3.056959656322545,4.3548621740292806,3.326136216294331,1.178465947824475,2.00780577056224,4.704098829639046,2.2161933760812937]"
R0,G38__G__f8973,G38:G__f8973,9,9,9,9,1,0.9609542489051819,0.9703511391341402,"[2.943079486761797,1.6349032239345425,2.2658356145318037,4.067385412637969,1.471698027148411,4.347089328317118,3.9457349139353886,2.8993383098789027,0.9381365687743939]"
R0,G38__G__f9231,G38:G__f9231,9,9,9,9,1,0.6612330079078674,0.9773565248318516,"[0.6751614802167696,2.1407581054296743,1.8012758530881745,0.5122496016380329,0.3278182475101774,1.680582786502574,0.8893816729700131,1.3549335390430353,0.9790796968798703]"
R0,G38__G__f9318,G38:G__f9318,9,4,9,9,1,0.9632590413093567,0.9457920285017306,"[1.8391671821763051,1.1526879962807746,4.113184143004996,5.1067174659445955,5.654038691870194,7.860712091460344,5.493827479353824,5.651945136407235,1.8595907170688104]"
R0,G38__G__f9531,G38:G__f9531,9,3,7,9,1,0.9561842083930969,0.9110699052275374,"[9.7095645579737,5.173874163878345,3.372827501887529,7.487169710918634,15.45893148285693,2.0644123009178634,4.8249787839723535,12.407101716922144,6.574946761547544]"
R0,G38__G__f9775,G38:G__f9775,9,8,9,9,1,0.9696345329284668,0.9800873752787393,"[2.991758254468513,1.4898870391809946,3.177543517477308,2.833762384497427,4.457510001803517,6.917498415474981,4.230777439206911,4.239098727039989,4.209986125556922]"
R0,G38__G__f9911,G38:G__f9911,9,3,5,7,1,0.8902831077575684,0.8498072678455206,"[12.442302213949691,20.637525869232753,21.899601372977177,14.254416074887047,1.405350099345533,6.617800737444387,6.859550671080647,2.873909419503647,2.807799709247008]"
R0,G38__G__f9973,G38:G__f9973,9,9,9,9,1,0.9617854356765747,0.9648077583316327,"[1.552875236682865,1.06724246439083,0.4604643277426989,1.3506279486300465,0.43215349163480254,1.790007248214787,1.6754412464155068,0.613864829913185,0.34786981816395535]"
R0,P0__shard_00_f0054,P0_TEX:shard_00_f0054,9,9,9,9,1,0.9667505025863647,0.9728962834429574,"[0.8796751461007455,1.2831458195262713,1.53804520746739,1.093822574277003,0.49618781289382263,1.8075474180002042,1.6752710441838925,1.2468965117092126,0.2539775821548332]"
R0,P0__shard_00_f0079,P0_TEX:shard_00_f0079,9,5,7,7,1,0.911876380443573,0.9069779530325391,"[5.944975777599087,32.22575913940856,25.31282228693562,6.429154357894614,1.2847811246237317,0.17406017510726263,1.8569535837162865,3.2933499584668713,2.3477465128252697]"
R0,P0__shard_00_f0173,P0_TEX:shard_00_f0173,9,8,9,9,1,0.974587082862854,0.9830171935738444,"[3.5434859933898224,3.0188671692078777,1.2236801374940753,6.759659885130973,3.2403770147852926,1.442118105061762,1.830360333836306,1.889239046778008,2.394202094280548]"
R0,P0__shard_00_f0396,P0_TEX:shard_00_f0396,9,9,9,9,1,0.9425513744354248,0.9631330758524372,"[1.2469114927639957,0.22719195766818542,0.3134696221670773,0.662941864291459,0.5297687998231456,1.3287767275154696,2.0428157212744296,0.8884604641105728,0.29176104749955706]"
R0,P0__shard_00_f0400,P0_TEX:shard_00_f0400,9,3,7,9,1,0.8020322918891907,0.8528521665243435,"[2.508603499866409,10.201101009300734,15.913933726255014,5.069266773231883,6.808033518851138,3.563401713204284,1.834579880558009,6.277615613795586,5.252339684685778]"
R0,P0__shard_00_f0410,P0_TEX:shard_00_f0410,9,9,9,9,1,0.978291392326355,0.9932474060292857,"[2.8292716132028493,2.017714992631086,2.3691397835967294,1.5595103582466405,1.0501123673700272,1.9564438190497666,1.6310493158298216,1.231006898007133,1.736997868900949]"
R0,P0__shard_00_f0414,P0_TEX:shard_00_f0414,9,9,9,9,1,0.9806860685348511,0.9700081517909077,"[4.910970081088303,1.254879602755948,0.9409604021852553,4.98914074675547,2.1779831165327352,2.3350861504968,2.642712411700716,2.6980046078275475,0.6461880284823334]"
R0,P0__shard_00_f0419,P0_TEX:shard_00_f0419,9,9,9,9,1,0.9646000862121582,0.9922701519807136,"[1.6920146380650285,1.0077844326745298,1.9279013283809823,3.2109878175389954,0.6011553538848228,2.3834651681676453,1.6520006237999236,2.2870561469597352,0.5109012924499736]"
R0,P0__shard_00_f0453,P0_TEX:shard_00_f0453,9,9,9,9,1,0.9764586687088013,0.9783728131161491,"[0.9318503563114975,0.17498537117828353,0.7326091896863183,1.6057257188646075,0.541364214895818,2.8356086884300162,3.17684264799745,1.272060011014375,2.095972843147188]"
R0,P0__shard_00_f0492,P0_TEX:shard_00_f0492,9,9,9,9,1,0.9390290975570679,0.9122918746371205,"[1.4014268751626622,1.4570773061961249,1.4134762649816774,1.7722210480385796,2.338143967367552,2.8769827253473723,2.986670640172713,2.8358611915954297,1.4175393625274175]"
R0,P0__shard_00_f0599,P0_TEX:shard_00_f0599,9,8,9,9,1,0.9773672223091125,0.9937392073464991,"[1.2646282576822832,2.9434135061985796,2.6504131907293123,0.7483017745906567,1.7035593324594895,2.5924665574080294,6.169015241380223,3.136848138672599,2.5552882634216414]"
R0,P0__shard_00_f0689,P0_TEX:shard_00_f0689,9,9,9,9,1,0.931006908416748,0.9098463413857711,"[0.9622408865902409,1.1316499983193475,1.2886991735196471,1.2537940649182275,0.42449249660132715,0.7946221024907635,1.314417914830024,1.1910034004925165,0.25107254426888176]"
R0,P0__shard_00_f0715,P0_TEX:shard_00_f0715,9,8,9,9,1,0.9627723097801208,0.9806169070748204,"[4.596895620725873,1.2481695962562995,0.9305760172694143,1.5649214010236687,3.7207224447882576,2.1532132632993846,2.515113367127065,6.497914150113947,1.0300262584122581]"
R0,P0__shard_00_f0940,P0_TEX:shard_00_f0940,9,9,9,9,1,0.9487791657447815,0.978537068818702,"[3.124828969860291,1.1088249390683211,2.3621685152467404,0.8058507620610921,0.5274422642438797,4.272084734734679,3.4721922955602214,1.8141803883070984,0.883031411453061]"
R0,P0__shard_00_f1010,P0_TEX:shard_00_f1010,9,9,9,9,1,0.9728862047195435,0.9838311816124264,"[0.9307829361082376,0.8223505002313602,0.563500843397167,0.9684226220244728,0.9898386913539459,1.7742083782519738,1.6896797425049401,1.186709780564684,1.5654656572070547]"
R0,P0__shard_00_f1135,P0_TEX:shard_00_f1135,9,9,9,9,1,0.9740987420082092,0.9907001347597116,"[1.2536965538622848,0.7205848005780227,0.6974111997127289,1.2759431926888491,1.2977539703163445,1.5266203571922197,1.7466552322196425,1.7329043975598395,0.48872303813033885]"
R0,P0__shard_01_f0008,P0_TEX:shard_01_f0008,9,7,9,9,1,0.9558693170547485,0.9398580504280892,"[1.5816485958055395,3.4172107682050616,2.2141915578240954,1.2455165450941703,6.005887940667488,2.707420083458543,0.945703862793409,6.911625226623377,0.5982033985099162]"
R0,P0__shard_01_f0073,P0_TEX:shard_01_f0073,9,5,9,9,1,0.8651602268218994,0.9341143051781128,"[9.709096355673482,9.218810793923595,2.106875578908005,8.848227932486893,1.3469671776045238,4.401932987147741,6.101128443502066,4.49849791974485,1.9036001087375438]"
R0,P0__shard_01_f0081,P0_TEX:shard_01_f0081,9,9,9,9,1,0.5201174020767212,0.9617266316778809,"[2.6698419344878794,0.8792509563699504,0.5056737259891503,2.799784990144247,0.6674166448820441,0.900783254344048,1.853010902195895,1.5631701099023676,0.7979060992508306]"
R0,P0__shard_01_f0137,P0_TEX:shard_01_f0137,9,9,9,9,1,0.963381290435791,0.9881254934002738,"[1.4130318080633146,3.867519568774757,3.6305582551514233,2.4364965924533255,3.5403773095473405,0.6539570647894618,0.7533661296910178,4.092840247901504,1.6530195379214374]"
R0,P0__shard_01_f0159,P0_TEX:shard_01_f0159,9,9,9,9,1,0.9743046164512634,0.9902560678699243,"[1.0392323331630764,0.46049408575353623,1.5773749648823912,0.4586899536455763,0.41220293798317764,0.497682529624073,1.7050580397272477,0.9189642787590626,0.6444128507889426]"
R0,P0__shard_01_f0251,P0_TEX:shard_01_f0251,9,9,9,9,1,0.9670330882072449,0.983357531061324,"[0.2870114428643283,1.209179033879115,0.46523883208055855,1.7185560683823353,0.8767974690955296,0.5371496175375473,0.871030900404337,1.1426377187564534,0.6799885223485401]"
R0,P0__shard_01_f0305,P0_TEX:shard_01_f0305,9,9,9,9,1,0.9855615496635437,0.9938506898493535,"[1.587332740946564,2.7434895612747483,1.3418353732839832,1.9864066698807104,0.9334114273988039,0.6799873395432865,0.8124899869298425,0.4478795849110657,0.695350266888223]"
R0,P0__shard_01_f0679,P0_TEX:shard_01_f0679,9,7,9,9,1,0.9696182012557983,0.9775805141807148,"[2.0904467966135925,0.613827266214134,1.2474157326897948,2.0353151463466768,7.983596974659172,2.06999063985503,3.3786099041932123,7.974645986738713,3.8387261480984276]"
