epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,780.884,0.52754,1.0014,0.40938,0.94598,0.90215,0.83333,0.93451,0.82178,0.90215,0.83333,0.93451,0.7259,0.55912,1.50503,0.82705,0.85025,0.000594321,0.000594321,0.000594321
61,793.932,0.52853,1.05304,0.4152,0.94435,0.83169,0.82431,0.83363,0.7316,0.83169,0.82431,0.83363,0.6855,0.59131,1.53758,0.99606,0.85957,0.000580174,0.000580174,0.000580174
62,806.85,0.51473,0.99022,0.40619,0.93808,0.97337,0.5,0.75104,0.6666,0.97337,0.5,0.72481,0.61612,0.56841,1.60789,1.41195,0.85898,0.000566027,0.000566027,0.000566027
63,819.815,0.5279,1.0761,0.42538,0.95138,0.80702,0.83333,0.84243,0.73026,0.80702,0.83333,0.84243,0.65165,0.66119,1.71459,1.13041,0.90791,0.00055188,0.00055188,0.00055188
64,833.147,0.50157,0.99127,0.39639,0.94131,0.74679,0.73824,0.80545,0.70484,0.74679,0.73824,0.80545,0.6821,0.7041,1.67097,1.36236,0.94397,0.000537733,0.000537733,0.000537733
65,846.165,0.51548,1.00695,0.40957,0.94265,0.98681,0.58333,0.68443,0.60156,0.98681,0.58333,0.68443,0.58418,0.80992,2.21046,1.58289,1.07944,0.000523586,0.000523586,0.000523586
66,859.231,0.50554,0.97907,0.39123,0.9377,0.96644,0.66667,0.73975,0.67671,0.96644,0.66667,0.73975,0.64926,0.71137,1.68418,1.44527,1.01459,0.000509438,0.000509438,0.000509438
67,872.224,0.50164,0.99227,0.38776,0.93812,1,0.6459,0.72779,0.65222,1,0.6459,0.72779,0.63031,0.65307,1.77537,1.17213,0.91144,0.000495291,0.000495291,0.000495291
68,885.213,0.50521,0.97957,0.40378,0.94146,0.97003,0.58333,0.7069,0.64092,0.97003,0.58333,0.7069,0.6309,0.64678,1.63704,1.57843,0.9248,0.000481144,0.000481144,0.000481144
69,898.485,0.50127,0.97437,0.39326,0.93956,1,0.66308,0.7046,0.61835,1,0.66308,0.7046,0.59782,0.68547,2.08938,1.64185,0.92655,0.000466997,0.000466997,0.000466997
70,911.737,0.49537,0.94969,0.38258,0.94063,0.99324,0.66667,0.76156,0.67446,0.99324,0.66667,0.76156,0.67005,0.68911,1.68666,1.47064,0.95275,0.00045285,0.00045285,0.00045285
71,925.071,0.49962,0.95391,0.38406,0.93827,0.99195,0.66667,0.72095,0.63219,0.99195,0.66667,0.72095,0.64572,0.764,1.74402,1.30092,0.95227,0.000438703,0.000438703,0.000438703
72,938.155,0.48326,0.95428,0.37259,0.93175,0.99959,0.66667,0.70843,0.61685,0.99959,0.66667,0.70843,0.59969,0.72508,1.6032,1.89937,0.92764,0.000424556,0.000424556,0.000424556
73,951.257,0.50515,0.97023,0.38073,0.94097,0.99361,0.66667,0.70708,0.64208,0.99361,0.66667,0.70708,0.62753,0.65647,1.70901,1.41472,0.88598,0.000410409,0.000410409,0.000410409
74,964.221,0.48281,0.96669,0.37637,0.9327,0.85737,0.66667,0.76031,0.69619,0.85737,0.66667,0.76031,0.63654,0.59875,1.66238,1.31145,0.87364,0.000396262,0.000396262,0.000396262
75,977.272,0.50195,0.96712,0.37962,0.94296,0.82786,0.66667,0.72157,0.66329,0.82786,0.66667,0.72157,0.61699,0.60554,1.79058,1.53317,0.88833,0.000382115,0.000382115,0.000382115
76,990.284,0.49216,0.97956,0.37969,0.93084,1,0.66426,0.71312,0.6214,1,0.66426,0.71312,0.63278,0.69846,1.78215,1.52359,0.94253,0.000367967,0.000367967,0.000367967
77,1003.19,0.49419,0.94371,0.37376,0.93549,0.99871,0.66667,0.79881,0.69573,0.99871,0.66667,0.79881,0.66785,0.64469,1.78965,1.23909,0.90498,0.00035382,0.00035382,0.00035382
78,1016.23,0.48173,0.92713,0.36905,0.93317,0.98114,0.58333,0.74775,0.6804,0.98114,0.58333,0.74775,0.63708,0.5873,1.62979,1.36514,0.8709,0.000339673,0.000339673,0.000339673
79,1029.32,0.47736,0.95489,0.3596,0.92684,0.97545,0.58333,0.6777,0.61746,0.97545,0.58333,0.6777,0.57016,0.64366,1.66464,1.62507,0.89033,0.000325526,0.000325526,0.000325526
80,1042.31,0.49147,0.92762,0.36802,0.93442,0.98189,0.58333,0.68221,0.60923,0.98189,0.58333,0.68221,0.61559,0.63787,1.5334,1.49528,0.86932,0.000311379,0.000311379,0.000311379
81,1055.41,0.48375,0.94539,0.35557,0.92976,1,0.66256,0.73456,0.64677,1,0.66256,0.73456,0.63169,0.60951,1.65207,1.32241,0.86775,0.000297232,0.000297232,0.000297232
82,1068.47,0.48636,0.91629,0.37242,0.93403,1,0.66373,0.74722,0.66668,1,0.66373,0.74722,0.63468,0.60357,1.65695,1.34375,0.88923,0.000283085,0.000283085,0.000283085
83,1081.57,0.47374,0.93975,0.36821,0.92645,0.85433,0.66667,0.7229,0.64509,0.85433,0.66667,0.7229,0.62476,0.60088,1.89861,1.47264,0.89845,0.000268938,0.000268938,0.000268938
84,1094.74,0.47202,0.91714,0.36271,0.92881,0.99236,0.66667,0.70347,0.63905,0.99236,0.66667,0.70347,0.6073,0.62033,1.77352,1.48751,0.8858,0.000254791,0.000254791,0.000254791
85,1107.89,0.47077,0.93529,0.36256,0.92831,0.99185,0.66667,0.70139,0.61986,0.99185,0.66667,0.70139,0.61415,0.68664,2.0647,1.44243,0.91243,0.000240644,0.000240644,0.000240644
86,1120.98,0.48401,0.94709,0.36086,0.93444,0.97962,0.58333,0.70099,0.63584,0.97962,0.58333,0.70099,0.59929,0.65285,1.98207,1.53642,0.92233,0.000226497,0.000226497,0.000226497
87,1134.17,0.4588,0.89275,0.34525,0.9191,0.87281,0.66667,0.70099,0.61257,0.87281,0.66667,0.70099,0.57773,0.70686,2.0221,1.45539,0.93162,0.000212349,0.000212349,0.000212349
88,1147.53,0.47712,0.92736,0.36343,0.92976,1,0.65781,0.70043,0.60339,1,0.65781,0.70043,0.57521,0.674,2.01604,1.39676,0.92867,0.000198202,0.000198202,0.000198202
89,1160.78,0.47541,0.89856,0.35632,0.92444,0.88707,0.65577,0.69691,0.6225,0.88707,0.65577,0.69691,0.59671,0.62243,1.96708,1.52049,0.90684,0.000184055,0.000184055,0.000184055
90,1174.19,0.46548,0.88266,0.34766,0.92043,0.96614,0.58333,0.68539,0.60732,0.96614,0.58333,0.68539,0.60081,0.65226,2.03531,1.52161,0.91579,0.000169908,0.000169908,0.000169908
91,1187.78,0.37568,0.62186,0.29377,0.8791,0.97614,0.58333,0.68526,0.62704,0.97614,0.58333,0.68526,0.61528,0.60718,2.0796,1.51785,0.88208,0.000155761,0.000155761,0.000155761
92,1200.92,0.37754,0.62192,0.2917,0.87536,0.87403,0.66667,0.68977,0.62033,0.87403,0.66667,0.68977,0.59934,0.63211,2.15408,1.36313,0.91695,0.000141614,0.000141614,0.000141614
93,1214.11,0.37536,0.61763,0.28772,0.86953,1,0.65864,0.70347,0.63658,1,0.65864,0.70347,0.62579,0.67297,2.17616,1.3766,0.92225,0.000127467,0.000127467,0.000127467
94,1227.3,0.36821,0.60766,0.28011,0.87505,0.87989,0.66667,0.7042,0.63151,0.87989,0.66667,0.7042,0.61687,0.69108,2.26705,1.29773,0.95326,0.00011332,0.00011332,0.00011332
95,1240.63,0.36839,0.60967,0.28106,0.8623,1,0.65636,0.71487,0.63184,1,0.65636,0.71487,0.6,0.65428,2.19803,1.15702,0.95617,9.91726e-05,9.91726e-05,9.91726e-05
96,1253.94,0.35698,0.62058,0.27115,0.86403,0.87964,0.66667,0.70254,0.61359,0.87964,0.66667,0.70254,0.60846,0.66991,2.2385,1.22712,0.946,8.50255e-05,8.50255e-05,8.50255e-05
97,1267.19,0.35058,0.60331,0.27027,0.85959,1,0.66287,0.71143,0.64169,1,0.66287,0.71143,0.62231,0.60952,2.06808,1.32176,0.90156,7.08784e-05,7.08784e-05,7.08784e-05
98,1280.43,0.35605,0.59766,0.26518,0.86551,1,0.66213,0.71143,0.63956,1,0.66213,0.71143,0.62538,0.61998,2.06617,1.39486,0.90821,5.67313e-05,5.67313e-05,5.67313e-05
99,1293.5,0.35154,0.59117,0.26571,0.86309,1,0.65518,0.71487,0.63104,1,0.65518,0.71487,0.62852,0.64207,1.98618,1.45807,0.9152,4.25842e-05,4.25842e-05,4.25842e-05
100,1306.86,0.34657,0.59498,0.265,0.86247,1,0.65964,0.71487,0.63831,1,0.65964,0.71487,0.62718,0.63137,2.03892,1.47267,0.91407,2.84371e-05,2.84371e-05,2.84371e-05
