arm,id,E_sym,E_fixed,sym_mean_px,branch,annotated_corners,source_target_changed,mask_noninvariant
F0,capture_20260902_kimjihoon_manual_gt__004609,0.009778111433157035,0.08304112928115505,7.822489146525628,3,8,False,False
F0,capture_20260902_kimjihoon_manual_gt__004729,0.00421587088796896,0.09786302766795288,3.372696710375168,3,8,False,False
F0,capture_20260902_kimjihoon_manual_gt__004849,0.0031614442335767645,0.18127693608472029,2.5291553868614116,3,8,False,False
F0,capture_20260902_kimjihoon_manual_gt__004969,0.003980025037796444,0.26512971684820835,3.1840200302371553,3,6,True,True
F0,capture_20260902_kimjihoon_manual_gt__005089,0.0037613209043045005,0.32889695926879264,3.0090567234436003,3,8,False,False
F0,capture_20260902_kimjihoon_manual_gt__005209,0.007020994736671741,0.37221884584558995,5.6167957893373925,3,8,False,False
F0,capture_20260902_kimjihoon_manual_gt__005329,0.004050521400014386,0.11152166812928059,3.2404171200115086,3,8,False,False
F0,capture_20260902_kimjihoon_manual_gt__005449,0.004359965900808648,0.14499310577288355,3.487972720646918,3,8,False,False
F0,capture_20260902_kimjihoon_manual_gt__005569,0.0018571689886776469,0.14841483523357124,1.4857351909421175,3,8,False,False
F0,capture_20260902_kimjihoon_manual_gt__005689,0.004075778879009403,0.18083711235585118,3.2606231032075224,3,8,False,False
F0,capture_20260902_kimjihoon_manual_gt__005809,0.0033190363599761284,0.21594992154212675,2.655229087980903,3,8,False,False
F0,capture_20260902_kimjihoon_manual_gt__005929,0.004491678098202737,0.28357312817815034,3.5933424785621897,3,8,False,False
F0,capture_20260902_kimjihoon_manual_gt__006049,0.007441144089220866,0.34284794084634,5.952915271376693,3,8,False,False
F0,capture_20260902_kimjihoon_manual_gt__006169,0.00511227850977689,0.368619415437619,4.089822807821512,3,8,False,False
F0,capture_20260902_kimjihoon_manual_gt__006329,0.0012595205233094432,0.0012595205233094432,1.0076164186475545,0,8,False,False
F0,capture_20260902_kimjihoon_manual_gt__006449,0.0013448027322340423,0.0013448027322340423,1.0758421857872338,0,8,False,False
F0,capture_20260902_kimjihoon_manual_gt__006569,0.00150391631604394,0.00150391631604394,1.203133052835152,0,8,False,False
F0,capture_20260902_kimjihoon_manual_gt__006689,0.001563362008601633,0.001563362008601633,1.2506896068813065,0,8,False,False
F0,capture_20260902_kimjihoon_manual_gt__006809,0.00190520044531441,0.00190520044531441,1.524160356251528,0,8,False,False
F0,capture_20260902_kimjihoon_manual_gt__006929,0.0030399441637887076,0.0030399441637887076,2.431955331030966,0,8,False,False
F0,capture_20260902_kimjihoon_manual_gt__007049,0.003273979052404086,0.003273979052404086,2.619183241923269,0,8,False,False
F0,capture_20260902_kimjihoon_manual_gt__007169,0.006867527124749999,0.006867527124749999,5.494021699799999,0,8,False,False
F0,capture_20260902_kimjihoon_manual_gt__007289,0.005480003788839259,0.005480003788839259,4.3840030310714075,0,8,False,False
F0,capture_20260902_kimjihoon_manual_gt__007409,0.007008307643321732,0.007008307643321732,5.606646114657385,0,8,False,False
F0,capture_20260902_kimjihoon_manual_gt__007529,0.003926940724738008,0.003926940724738008,3.1415525797904063,0,8,False,False
F0,capture_20260902_kimjihoon_manual_gt__007649,0.002035788858767814,0.1130890587837672,1.6286310870142513,3,8,False,False
F0,capture_20260902_kimjihoon_manual_gt__007769,0.002547428063622176,0.002547428063622176,2.037942450897741,0,8,False,False
F0,capture_20260902_kimjihoon_manual_gt__007889,0.003733238715472421,0.16307121826892446,2.986590972377937,3,8,False,False
F0,capture_20260902_kimjihoon_manual_gt__008009,0.002056454617275363,0.002056454617275363,1.6451636938202903,0,8,False,False
F0,capture_20260902_kimjihoon_manual_gt__008129,0.0016036383306336154,0.0016036383306336154,1.2829106645068924,0,8,False,False
F0,capture_20260902_kimjihoon_manual_gt__008249,0.002380183607509963,0.25917507711423865,1.9041468860079704,3,8,False,False
F0,capture_20260902_kimjihoon_manual_gt__008369,0.007128429369410705,0.3476317553041923,5.702743495528564,3,8,False,False
F0,capture_20260902_kimjihoon_manual_gt__008489,0.008281114799787858,0.3318165411206334,6.624891839830287,3,8,False,False
F0,capture_20260902_kimjihoon_manual_gt__008609,0.004148986008164975,0.33975476683407996,3.31918880653198,3,8,False,False
F0,capture_20260902_manual_gt__008663,0.10047563542440816,0.22702598252631367,80.38050833952653,3,8,False,False
F0,capture_20260902_manual_gt__009083,0.005550034808368065,0.21265425664512475,4.440027846694452,3,8,False,False
F0,capture_20260902_manual_gt__009263,0.0027321933898167,0.27948770547679996,2.18575471185336,3,8,False,False
F0,capture_20260902_manual_gt__010343,0.010508788597476894,0.010508788597476894,8.407030877981516,0,8,False,False
F0,capture_20260902_manual_gt__010523,0.07198740939241242,0.32039420134779045,57.58992751392994,3,8,False,False
F0,capture_20260902_manual_gt__011123,0.002665492275707432,0.18997100495479394,2.1323938205659454,3,8,False,False
F0,capture_20260902_manual_gt__011393,0.004990854158177541,0.30486877918442595,3.992683326542033,3,8,False,False
F0,capture_20260902_manual_gt__013883,0.005117606145933644,0.005117606145933644,4.094084916746915,0,8,False,False
F0,capture_20260902_manual_gt__014063,0.004450839153570396,0.004450839153570396,3.5606713228563165,0,8,False,False
F0,forklift_v4_173507_manual_gt__000000,0.0031820935140118222,0.0031820935140118222,2.545674811209458,0,8,False,False
F0,forklift_v4_173507_manual_gt__001560,0.002260364381714484,0.002260364381714484,1.8082915053715873,0,8,False,False
F0,forklift_v4_173507_manual_gt__002370,0.0018321019195001972,0.0018321019195001972,1.4656815356001578,0,8,False,False
F0,forklift_v4_173507_manual_gt__003690,0.0035783953323339722,0.0035783953323339722,2.862716265867178,0,8,False,False
F0,forklift_v4_174126_manual_gt__000000,0.004419833819042599,0.004419833819042599,3.535867055234079,0,8,False,False
F0,forklift_v4_174342_manual_gt__000000,0.003215123827445311,0.003215123827445311,2.5720990619562487,0,8,False,False
F0,forklift_v4_174342_manual_gt__000930,0.0018074472489868114,0.0018074472489868114,1.4459577991894492,0,8,False,False
F0,forklift_v4_174342_manual_gt__001980,0.0020866062939867663,0.0020866062939867663,1.669285035189413,0,8,False,False
F0,forklift_v4_174925_manual_gt__000000,0.0021599001064459733,0.0021599001064459733,1.7279200851567786,0,8,False,False
F0,forklift_v4_174925_manual_gt__000270,0.004233299388560658,0.004233299388560658,3.3866395108485263,0,8,False,False
F0,forklift_v4_174925_manual_gt__000690,0.0011645700062641602,0.0011645700062641602,0.9316560050113281,0,8,False,False
F0,forklift_v4_174925_manual_gt__000930,0.0014500463761775084,0.0014500463761775084,1.1600371009420067,0,8,False,False
F0,forklift_v4_174925_manual_gt__001320,0.005053764739210312,0.005053764739210312,4.04301179136825,0,8,False,False
F0,forklift_v4_174925_manual_gt__001770,0.006437844701981117,0.006437844701981117,5.1502757615848935,0,8,False,False
F0,forklift_v4_20260903_190408_manual_gt__000000,0.0029235685076027893,0.0029235685076027893,2.3388548060822316,0,8,False,False
F0,forklift_v4_20260903_190408_manual_gt__000360,0.0022918914588074095,0.0022918914588074095,1.8335131670459277,0,8,False,False
F0,forklift_v4_20260903_190408_manual_gt__000420,0.0019222913216673642,0.0019222913216673642,1.5378330573338914,0,8,False,False
F0,forklift_v4_20260903_190408_manual_gt__000660,1.0,1.0,800.0,0,8,False,False
F0,forklift_v4_20260903_190408_manual_gt__000720,0.003191659692648208,0.003191659692648208,2.553327754118566,0,8,False,False
F0,forklift_v4_20260903_190743_manual_gt__000000,0.002763363238405179,0.002763363238405179,2.210690590724143,0,8,False,False
F0,forklift_v4_20260903_190743_manual_gt__000090,0.0035557068634722087,0.0035557068634722087,2.844565490777767,0,8,False,False
F0,forklift_v4_20260903_190743_manual_gt__000280,0.0016388113422079104,0.0016388113422079104,1.3110490737663283,0,8,False,False
F0,forklift_v4_20260903_192118_manual_gt__000020,0.004098450568613987,0.004098450568613987,3.2787604548911893,0,8,False,False
F0,forklift_v4_20260903_192254_manual_gt__000030,0.0045057775418558335,0.10371149270242076,3.604622033484667,3,8,False,False
F0,forklift_v4_20260904_102339_manual_gt__000000,0.003952253490911003,0.003952253490911003,3.1618027927288024,0,8,False,False
F0,forklift_v4_20260904_102339_manual_gt__000450,0.0012472418754506305,0.0012472418754506305,0.9977935003605043,0,8,False,False
F0,forklift_v4_20260904_102504_manual_gt__000060,0.004993190211844004,0.004993190211844004,3.994552169475203,0,8,False,False
F0,forklift_v4_20260904_103429_manual_gt__000000,1.0,1.0,800.0,0,8,False,False
F0,forklift_v4_20260904_103429_manual_gt__000930,0.0012533904988291072,0.0012533904988291072,1.0027123990632858,0,8,False,False
F0,forklift_v4_20260904_103429_manual_gt__001230,0.0013144425944522453,0.0013144425944522453,1.0515540755617963,0,8,False,False
F0,forklift_v4_20260904_103739_manual_gt__000000,0.0018615615268898827,0.0018615615268898827,1.4892492215119062,0,8,False,False
F0,forklift_v4_20260904_103739_manual_gt__000180,0.0030041256538623994,0.0030041256538623994,2.4033005230899196,0,8,False,False
F0,forklift_v4_20260904_103739_manual_gt__000360,0.0017240312345385125,0.0017240312345385125,1.37922498763081,0,8,False,False
F0,forklift_v4_20260904_103739_manual_gt__000540,0.0021480902001502,0.0021480902001502,1.7184721601201598,0,8,False,False
F0,forklift_v4_20260904_103739_manual_gt__000720,0.0011442228317613547,0.0011442228317613547,0.9153782654090838,0,8,False,False
F0,forklift_v4_20260904_104212_manual_gt__000030,0.002258659350860046,0.002258659350860046,1.8069274806880369,0,8,False,False
F0,forklift_v4_20260904_104212_manual_gt__000270,0.002348134465589752,0.002348134465589752,1.8785075724718017,0,8,False,False
F0,forklift_v4_20260904_105241_manual_gt__000000,0.002530510287199205,0.002530510287199205,2.024408229759364,0,8,False,False
F0,forklift_v4_20260904_105508_manual_gt__000000,0.0016845833902100961,0.0016845833902100961,1.347666712168077,0,8,False,False
F0,forklift_v4_20260904_105615_manual_gt__000000,0.003484404605047958,0.003484404605047958,2.787523684038366,0,8,False,False
F0,forklift_v4_20260904_142318_manual_gt__000000,0.0026429938922284766,0.07734478844923863,2.1143951137827814,3,8,False,False
F0,forklift_v4_20260904_142318_manual_gt__001050,0.0015234217977352254,0.12151248844972976,1.2187374381881804,3,8,False,False
F0,forklift_v4_20260904_142318_manual_gt__001260,0.001957210339106058,0.12073935514489255,1.5657682712848464,3,8,False,False
F0,forklift_v4_20260904_142318_manual_gt__001530,0.002222712940390587,0.12211121301454302,1.7781703523124697,3,8,False,False
F0,forklift_v4_20260904_142318_manual_gt__001710,0.001757181947681327,0.1201031906696688,1.4057455581450617,3,8,False,False
F0,forklift_v4_20260904_142318_manual_gt__002250,0.0015384866536703196,0.12116827569839213,1.2307893229362556,3,8,False,False
F0,forklift_v4_20260904_142318_manual_gt__002640,0.002058843524377713,0.11897546794316938,1.6470748195021705,3,8,False,False
F0,forklift_v4_20260904_142318_manual_gt__002880,0.0014959755982493204,0.12016937400149776,1.1967804785994562,3,8,False,False
F0,forklift_v4_20260904_142318_manual_gt__003120,0.001562500219524512,0.12128278521075728,1.2500001756196095,3,8,False,False
F0,forklift_v4_20260904_142318_manual_gt__003385,0.0030243791135773006,0.12066169763577843,2.4195032908618406,3,8,False,False
F0,forklift_v4_20260904_142318_manual_gt__005095,0.0013466278779316484,0.12126972716611516,1.0773023023453188,3,8,False,False
F0,forklift_v4_20260904_142958_manual_gt__000010,0.002386439196155144,0.12566928653595816,1.9091513569241152,3,8,False,False
F0,forklift_v4_20260904_142958_manual_gt__000190,0.0022521662706412684,0.147210097655268,1.8017330165130148,3,8,False,False
F0,forklift_v4_20260904_144221_manual_gt__000006,0.0021680991621414684,0.14720960870895256,1.7344793297131749,3,8,False,False
F0,forklift_v4_20260904_144614_manual_gt__000014,0.0008629333559771859,0.09685478965245409,0.6903466847817487,3,8,False,False
F0,forklift_v4_20260904_144614_manual_gt__000194,0.0014442393119294724,0.09674159446733725,1.155391449543578,3,8,False,False
F0,forklift_v4_20260904_144614_manual_gt__000374,0.000963885179126827,0.09662960227194888,0.7711081433014616,3,8,False,False
F0,forklift_v4_20260904_144733_manual_gt__000006,0.004618151979225197,0.08864022270586315,3.6945215833801575,3,8,False,False
F0,forklift_v4_20260904_144733_manual_gt__000186,0.0017421960188821165,0.1425125404250721,1.3937568151056932,3,8,False,False
F0,forklift_v4_20260904_144733_manual_gt__000366,0.002089922303295663,0.14557829653876894,1.6719378426365306,3,8,False,False
F0,forklift_v4_20260904_144733_manual_gt__000546,0.0038018346904044676,0.30056481791956974,3.041467752323574,3,8,False,False
F0,forklift_v4_20260904_144733_manual_gt__000726,0.0019073800891770219,0.0019073800891770219,1.5259040713416174,0,8,False,False
F0,forklift_v4_20260904_144733_manual_gt__000906,0.0009512212120901318,0.0009512212120901318,0.7609769696721055,0,8,False,False
F0,forklift_v4_20260904_144733_manual_gt__001086,0.0019498903884463598,0.0019498903884463598,1.5599123107570878,0,8,False,False
F0,forklift_v4_20260904_144733_manual_gt__001266,0.002890143007971651,0.002890143007971651,2.312114406377321,0,8,False,False
F0,forklift_v4_20260904_144733_manual_gt__001446,0.0010884168865797907,0.0010884168865797907,0.8707335092638325,0,8,False,False
F0,forklift_v4_20260904_144733_manual_gt__001626,0.0021149963554491402,0.0021149963554491402,1.6919970843593122,0,8,False,False
F0,forklift_v4_20260904_144733_manual_gt__001806,0.0017299027720900884,0.0017299027720900884,1.3839222176720707,0,8,False,False
F0,forklift_v4_20260904_145924_manual_gt__000009,0.0025384995462102555,0.11277277048700536,2.0307996369682044,3,8,False,False
F0,forklift_v4_20260904_145924_manual_gt__000189,0.0024847166719035503,0.1395692254212105,1.9877733375228401,3,8,False,False
F0,forklift_v4_20260904_145924_manual_gt__000369,0.0024383393800525453,0.19428903428972838,1.9506715040420362,3,8,False,False
F0,forklift_v4_20260904_145924_manual_gt__000549,0.0028297881815655935,0.19394957884190872,2.2638305452524747,3,8,False,False
F0,forklift_v4_20260904_145924_manual_gt__000729,0.002187505390874404,0.19418896665372987,1.7500043126995233,3,8,False,False
F0,forklift_v4_20260904_145924_manual_gt__000909,0.002301940737556446,0.1937526105293673,1.841552590045157,3,8,False,False
F0,forklift_v4_20260904_145924_manual_gt__001089,0.002597736399225568,0.19379538396559567,2.0781891193804545,3,8,False,False
F0,forklift_v4_20260904_145924_manual_gt__001569,0.004388032886579903,0.004388032886579903,3.5104263092639227,0,8,False,False
F0,forklift_v4_20260904_145924_manual_gt__002049,0.002448399585571789,0.002448399585571789,1.958719668457431,0,8,False,False
F0,forklift_v4_20260904_145924_manual_gt__002229,0.0020784439780075306,0.0020784439780075306,1.6627551824060245,0,8,False,False
F0,forklift_v4_20260904_150335_manual_gt__000025,0.002971559473266459,0.002971559473266459,2.3772475786131673,0,8,False,False
F0,forklift_v4_20260904_150335_manual_gt__000205,0.002670686019352153,0.002670686019352153,2.1365488154817225,0,8,False,False
F0,forklift_v4_20260904_150816_manual_gt__000011,0.0017546887916254652,0.10078692701907992,1.4037510333003722,3,8,False,False
F0,forklift_v4_20260904_150944_manual_gt__000002,0.001352805187424052,0.001352805187424052,1.0822441499392417,0,8,False,False
F0,forklift_v4_20260904_150944_manual_gt__000182,0.001414878357380589,0.1270809616535768,1.1319026859044712,3,8,False,False
F0,forklift_v4_20260904_150944_manual_gt__000362,0.002036174068684484,0.12628552780723493,1.628939254947587,3,8,False,False
F0,forklift_v4_20260904_150944_manual_gt__000542,0.0020617163495868346,0.12589518153459575,1.6493730796694677,3,8,False,False
F0,forklift_v4_20260904_captured_manual_gt__014578,0.003845654014138391,0.12511859868815595,3.076523211310713,3,8,False,False
F0,forklift_v4_20260904_captured_manual_gt__015088,0.004640262564205839,0.004640262564205839,3.7122100513646714,0,8,False,False
F0,forklift_v4_20260904_captured_manual_gt__015358,0.003010816103468769,0.1505089270177311,2.4086528827750153,3,8,False,False
F0,forklift_v4_20260904_captured_manual_gt__015988,0.00255891217151043,0.13862499298755204,2.047129737208344,3,8,False,False
F0,forklift_v4_20260904_captured_manual_gt__016318,0.010106476675262977,0.010106476675262977,8.085181340210381,0,8,False,False
F0,forklift_v4_20260904_captured_manual_gt__016618,0.0021345924821706717,0.0021345924821706717,1.7076739857365375,0,8,False,False
F0,forklift_v4_20260904_captured_manual_gt__016798,0.0022166768159837475,0.0022166768159837475,1.773341452786998,0,8,False,False
F0,forklift_v4_20260904_captured_manual_gt__017098,0.0026913642731097387,0.15835628121794498,2.153091418487791,3,8,False,False
F0,forklift_v4_20260904_captured_manual_gt__017428,0.0034340212424182003,0.1518312379962933,2.7472169939345603,3,8,False,False
F0,forklift_v4_20260904_captured_manual_gt__017968,0.0012690078792888446,0.0012690078792888446,1.0152063034310757,0,8,False,False
F0,forklift_v4_20260904_captured_manual_gt__018448,0.0014412006975355596,0.1606313868085674,1.1529605580284477,3,8,False,False
F0,forklift_v4_20260904_captured_manual_gt__019348,0.0018395321514944548,0.134838162297279,1.471625721195564,3,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__002689,0.0036723831415715813,0.12422424566006153,2.937906513257265,3,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__002809,0.0019643525711417666,0.12129295718292976,1.5714820569134131,3,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__002929,0.0022987001061205085,0.11827825162034024,1.8389600848964067,3,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__003129,0.004675212114295134,0.004675212114295134,3.7401696914361073,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__003249,0.0042886558302510005,0.21682826110107484,3.4309246642008007,3,6,False,True
F1,capture_20260902_kimjihoon_manual_gt__003369,0.0045452405713288235,0.0045452405713288235,3.636192457063059,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__003489,0.002936730133740607,0.002936730133740607,2.3493841069924857,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__003609,0.0023506481030493758,0.0023506481030493758,1.8805184824395007,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__003729,0.002623212507045096,0.002623212507045096,2.098570005636077,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__003849,0.002999492204255794,0.002999492204255794,2.3995937634046354,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__004009,0.004385418319342511,0.004385418319342511,3.508334655474009,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__004129,0.0023554268617030057,0.0023554268617030057,1.8843414893624044,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__004249,0.0033162711115931297,0.0033162711115931297,2.653016889274504,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__004369,0.0018482747778272531,0.0018482747778272531,1.4786198222618026,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__004489,0.0028549273222139627,0.0028549273222139627,2.28394185777117,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__004609,0.003273236584082274,0.003273236584082274,2.6185892672658193,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__004729,0.0030803779039097878,0.0030803779039097878,2.4643023231278303,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__004849,0.0029929242024312962,0.18188408218418636,2.394339361945037,3,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__004969,0.0032858879624847533,0.26504086436088886,2.6287103699878025,3,6,True,True
F1,capture_20260902_kimjihoon_manual_gt__005089,0.00467090840546358,0.32797107096696926,3.736726724370864,3,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__005209,0.005225598023840896,0.37413946424919275,4.180478419072717,3,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__005329,0.00262428721328817,0.00262428721328817,2.099429770630536,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__005449,0.0038632170360501537,0.0038632170360501537,3.090573628840123,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__005569,0.0017687696407482634,0.0017687696407482634,1.4150157125986107,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__005689,0.001896773680543466,0.001896773680543466,1.5174189444347728,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__005809,0.0018027853195905093,0.0018027853195905093,1.4422282556724075,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__005929,0.002267662768781835,0.002267662768781835,1.8141302150254677,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__006049,0.00688516427125432,0.00688516427125432,5.508131417003456,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__006169,0.003997165755572179,0.003997165755572179,3.197732604457743,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__006329,0.0020179005263703128,0.0020179005263703128,1.6143204210962503,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__006449,0.0014291925922618046,0.0014291925922618046,1.1433540738094436,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__006569,0.0023658664537204426,0.0023658664537204426,1.892693162976354,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__006689,0.0022221574490269317,0.0022221574490269317,1.7777259592215455,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__006809,0.0018260059899921901,0.0018260059899921901,1.4608047919937521,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__006929,0.004968272586443818,0.004968272586443818,3.9746180691550546,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__007049,0.0031818754374074846,0.0031818754374074846,2.545500349925988,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__007169,0.005498082836098066,0.005498082836098066,4.398466268878453,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__007289,0.0039790108866480135,0.0039790108866480135,3.1832087093184107,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__007409,0.012347955196072844,0.012347955196072844,9.878364156858275,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__007529,0.006172736473740403,0.006172736473740403,4.938189178992322,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__007649,0.001964455153041124,0.001964455153041124,1.5715641224328991,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__007769,0.002078096809052398,0.002078096809052398,1.6624774472419186,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__007889,0.0017461878025084848,0.0017461878025084848,1.3969502420067879,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__008009,0.0020998273340595975,0.0020998273340595975,1.6798618672476782,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__008129,0.001967564391909965,0.001967564391909965,1.574051513527972,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__008249,0.0015305873407642312,0.0015305873407642312,1.224469872611385,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__008369,0.004420561804552275,0.004420561804552275,3.5364494436418203,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__008489,0.0044460597020333555,0.0044460597020333555,3.5568477616266843,0,8,False,False
F1,capture_20260902_kimjihoon_manual_gt__008609,0.003828251776856983,0.003828251776856983,3.0626014214855863,0,8,False,False
F1,capture_20260902_manual_gt__008663,0.004603991586182177,0.004603991586182177,3.6831932689457414,0,8,False,False
F1,capture_20260902_manual_gt__009083,0.0096883648670892,0.21241750045578445,7.75069189367136,3,8,False,False
F1,capture_20260902_manual_gt__009263,0.002442821457322354,0.27822628086241247,1.9542571658578833,3,8,False,False
F1,capture_20260902_manual_gt__010343,0.008056560048415713,0.008056560048415713,6.44524803873257,0,8,False,False
F1,capture_20260902_manual_gt__010523,0.0030621598544392182,0.0030621598544392182,2.4497278835513745,0,8,False,False
F1,capture_20260902_manual_gt__011123,0.0041215558996412945,0.18841086987680192,3.297244719713036,3,8,False,False
F1,capture_20260902_manual_gt__011393,0.004462418042513692,0.30684084714847,3.569934434010954,3,8,False,False
F1,capture_20260902_manual_gt__013883,0.005796009645092567,0.005796009645092567,4.6368077160740535,0,8,False,False
F1,capture_20260902_manual_gt__014063,0.0037801697622927106,0.0037801697622927106,3.0241358098341684,0,8,False,False
F1,forklift_v4_173507_manual_gt__000000,0.003937788163237797,0.003937788163237797,3.150230530590237,0,8,False,False
F1,forklift_v4_173507_manual_gt__001560,0.002572735238283007,0.002572735238283007,2.0581881906264057,0,8,False,False
F1,forklift_v4_173507_manual_gt__002370,0.0021972339494862898,0.0021972339494862898,1.7577871595890318,0,8,False,False
F1,forklift_v4_173507_manual_gt__003690,0.003391125314057346,0.003391125314057346,2.712900251245877,0,8,False,False
F1,forklift_v4_174126_manual_gt__000000,0.0038806344043117637,0.0038806344043117637,3.104507523449411,0,8,False,False
F1,forklift_v4_174342_manual_gt__000000,0.00313297862685109,0.00313297862685109,2.506382901480872,0,8,False,False
F1,forklift_v4_174342_manual_gt__000930,0.00245627694585532,0.00245627694585532,1.9650215566842562,0,8,False,False
F1,forklift_v4_174342_manual_gt__001980,0.002585267692205948,0.002585267692205948,2.0682141537647585,0,8,False,False
F1,forklift_v4_174925_manual_gt__000000,0.0025743735196171237,0.0025743735196171237,2.059498815693699,0,8,False,False
F1,forklift_v4_174925_manual_gt__000270,0.005062046104009749,0.005062046104009749,4.0496368832078,0,8,False,False
F1,forklift_v4_174925_manual_gt__000690,0.0020625128031074276,0.0020625128031074276,1.6500102424859422,0,8,False,False
F1,forklift_v4_174925_manual_gt__000930,0.0027546816343429845,0.0027546816343429845,2.203745307474388,0,8,False,False
F1,forklift_v4_174925_manual_gt__001320,0.004412214370813779,0.004412214370813779,3.529771496651023,0,8,False,False
F1,forklift_v4_174925_manual_gt__001770,0.0048143940090795215,0.0048143940090795215,3.851515207263617,0,8,False,False
F1,forklift_v4_20260903_190408_manual_gt__000000,0.0028551138980285533,0.0028551138980285533,2.2840911184228427,0,8,False,False
F1,forklift_v4_20260903_190408_manual_gt__000360,0.0006260721539195035,0.0006260721539195035,0.5008577231356028,0,8,False,False
F1,forklift_v4_20260903_190408_manual_gt__000420,0.0016955962320783667,0.0016955962320783667,1.3564769856626933,0,8,False,False
F1,forklift_v4_20260903_190408_manual_gt__000660,0.0017185423439723174,0.0017185423439723174,1.374833875177854,0,8,False,False
