epoch,seconds,peak_gpu_mb,total,legacy,mass,rank,distance,progress
1,691.4741861820221,2189,0.005520754503438536,0.005336348087862726,0.6635032092944257,0.10359834155913374,0.07066359857918418,0.018917819104562243
2,691.915088891983,2189,0.005568113471876174,0.005390941612044904,0.6414557063934552,0.09714624914428832,0.07104601170577954,0.018361907436667185
3,691.8158822059631,2189,0.00551625293768035,0.005346308744982465,0.6077847865807,0.09448856334730817,0.06953961120303102,0.018483626510083714
4,703.4345190525055,2189,0.005415766649388767,0.005255987570041483,0.571557873284358,0.08806523462960993,0.06705536381190935,0.017767623873422553
5,753.6577072143555,2189,0.005420309376427137,0.005261295973359863,0.5611096301249096,0.08995670730933124,0.06596539465377334,0.01802558016003008
