arm,stage,far_err_median,near_err_median,far_peak_median,far_mass_median,far_wrong_median
C0,4,21.418953465335626,7.5702241695284265,0.7594259977340698,0.20115719735622406,0.6945109665393829
C0,5,22.35379928076933,6.869147870258726,0.8375452160835266,0.19864696264266968,0.749351978302002
C0,6,22.0766804554178,6.884772017265821,0.8550874888896942,0.21525102108716965,0.7717767953872681
C1,4,21.991655275395175,7.0725955411613795,0.7427684664726257,0.16233274340629578,0.6816951036453247
C1,5,21.182839330999506,6.779322256777365,0.8434614539146423,0.19545194506645203,0.7595209777355194
C1,6,22.171379298044794,6.813828787420121,0.8890682756900787,0.1853657066822052,0.7753684818744659
